"epsilon1","epsilon2","tfinal","G","R","P","Tc","V","mut","trans","Vtot","nu","cancer"
0.025,2.3,13335.12,1784440986.64,56194348.32,160377738.04,50.08,641511943.6,0.48,439.16,4055494858558.2,5e-15,0.48
0.025,2.5,13284.96,2445195312.04,76971549,219842464.2,50,879333421.28,0.48,438.16,5612269115465.56,5e-15,0.48
0.025,2.7,14168.62,2993151102.04,94372718.36,269183829.48,50.12,1076741000.28,0.44,468,7393749873017.28,5e-15,0.44
0.025,2.9,10848.76,3455423854.4,109286415.88,310842590.88,50.32,1243350145.68,0.76,357.48,6490904034011.48,5e-15,0.76
0.025,3.1,12697.38,3890930893.24,122802302.4,350092445.08,50.16,1400368550.12,0.48,419.64,8647298324939.72,5e-15,0.48
0.025,3.3,9881.42,4242342092.4,134266353.76,381830232.24,50.12,1526606010.28,0.88,325.8,7347344714086.68,5e-15,0.88
0.025,3.5,10428.74,4577853449.6,144781862.84,412048356.16,50.28,1648191903.04,0.8,344.2,8352961292406.92,5e-15,0.8
0.025,3.7,9294.36,4873062747.48,154059600.32,438685124.08,50.24,1754748968.76,0.76,306.28,7933659162900.4,5e-15,0.76
0.025,3.9,9608.32,5146498318.16,162357795.24,463357761.88,50.08,1853425580.32,0.84,317.2,8675885757350.28,5e-15,0.84
0.025,4.1,11264.28,5374578031.64,169867612.04,483957057.16,50.2,1935824249.56,0.64,372.32,10696187168612.6,5e-15,0.64
0.025,4.3,9137.08,5589374647.64,176668059.68,503349577.24,50.2,2013398243.72,0.88,301.68,8990332726969,5e-15,0.88
0.025,4.7,7390.46,5802876363.24,185747327.24,522913994.64,50.2,2088412472.96,0.84,243.6,7741875654321.28,5e-15,0.84
0.025,4.5,8217.02,5787371627.52,182841695.28,521229040.92,50.16,2084921326.96,0.76,271.08,8359114428502.4,5e-15,0.76
0.025,4.9,10548.36,6112783295.44,194039086.56,550658662,50.48,2202619284.64,0.68,348.76,11430536152773.4,5e-15,0.68
0.025,5.1,8854.66,6275590752.56,198659607.52,565352832.24,50.28,2261426636.6,0.8,292.56,9817638675432.92,5e-15,0.8
0.05,0.5,15372.66,284.4,2.88,22.68,2.56,87.16,0,9.84,1274834.32,5e-15,0
0.05,1.1,1246.14,0,0,0.12,48.36,0.32,0,10.2,12048124.52,5e-15,0
0.05,0.9,1439.9,0,0,0.16,39.4,0.56,0,12.28,9831247.12,5e-15,0
0.05,1.3,1375.52,0,0,0.12,49.76,0.08,0,10.44,15837126.8,5e-15,0
0.05,0.7,2754.28,0,0,0.08,20.88,0.52,0,15.12,6509960.4,5e-15,0
0.05,1.5,3745.4,0,0,0.04,50.04,0.24,0,13.88,24678168.76,5e-15,0
0.05,2.1,16492,1069949137.56,33437063.44,95435579.24,50.08,381743578.56,0.24,543.88,2947356466785.36,5e-15,0.24
0.05,1.7,18250.5,173.12,5.56,14.12,50,56.28,0,29.04,58390385.8,5e-15,0
0.05,1.9,18250.5,128878601.08,4020793,11488927.88,50.12,45955379.84,0,600.56,305964600420.4,5e-15,0
0.05,2.3,14965.98,1847945297.84,57745388.12,164897522.36,50.04,659593893.76,0.32,493.84,4709646198189.2,5e-15,0.32
0.05,2.5,13345.04,2497593334.24,78072511.44,222942465.28,50.04,891779711.04,0.44,440,5717595980640.64,5e-15,0.44
0.05,2.7,13427.9,3035218005.4,95115577.68,271019074.92,50.2,1084071986.32,0.48,443,7040190683301.28,5e-15,0.48
0.05,2.9,12416.2,3528957999.28,110373485.32,315178821.36,50.04,1260708276.92,0.56,410.04,7594425053926.92,5e-15,0.56
0.05,3.1,14438.96,3941650165.08,123376414.2,352111487.52,50.08,1408450939.56,0.52,477.48,9928857425195.2,5e-15,0.52
0.05,3.3,13293.48,4287920766.6,134688171.48,383136084.68,50.32,1532544538.76,0.56,439.4,9937345963711.92,5e-15,0.56
0.05,3.5,10636.96,4632090371,145045120.24,413933597.68,50.08,1655726893.32,0.76,351.28,8584404877471,5e-15,0.76
0.05,3.7,11558.56,4912673030.04,154112507.16,439084161,50.2,1756308011.44,0.72,381.84,9926551936776.32,5e-15,0.72
0.05,3.9,8930.08,5159156138.44,162310199.44,461252647.92,50.24,1844411179.56,0.88,294.64,8035873399481.4,5e-15,0.88
0.05,4.1,9667.56,5414246002.44,169650744.68,484047693.36,50.08,1936102290.64,0.72,319.24,9146882990261.52,5e-15,0.72
0.05,4.3,8639.74,5608285377.64,176503395.72,501460800.96,50.4,2005844284.12,0.84,285,8464053725830.72,5e-15,0.84
0.05,4.7,10097.32,5990515828,188136986.92,535731976.6,50.24,2142914339.96,0.76,333.92,10614531355802.4,5e-15,0.76
0.05,4.5,7840.58,5819955165.72,182460904.04,520410272.76,50.12,2081633314.32,0.8,258.52,7949891059018.16,5e-15,0.8
0.05,4.9,9033.06,6151601276.24,193330001,550189468.44,50.28,2200756224.56,0.72,298.48,9743999461630.16,5e-15,0.72
0.05,5.1,9508.9,6297985768.76,198170524.68,563326358.76,50.36,2253319848.52,0.76,314.36,10526488836689,5e-15,0.76
0.075,0.5,16086.7,463,4.64,38.24,2.76,149.04,0,13.16,1952927.52,5e-15,0
0.075,1.1,1170.72,0,0,0.08,48.28,0.6,0,10.8,13379295.88,5e-15,0
0.075,0.9,1341.58,0,0,0.04,41.48,0.28,0,11.92,9215294.92,5e-15,0
0.075,1.3,1445.86,0,0,0.04,49.92,0.2,0,10.84,17628940.24,5e-15,0
0.075,0.7,2895.7,0,0,0.16,24.2,0.56,0,14.48,6827527.2,5e-15,0
0.075,1.5,3770.1,0,0,0.08,50.04,0.4,0,15.24,23776092.36,5e-15,0
0.075,2.1,17198.34,1144635377.08,35476788.04,101359377.12,50,405443110.68,0.12,567.8,3283198009199.04,5e-15,0.12
0.075,1.7,18250.5,169.2,4.48,14.04,50,56.56,0,32.36,64333458.68,5e-15,0
0.075,1.9,17688.68,211461848.24,6551572.08,18717054.64,50.04,74868540.84,0.08,583.12,521397179602.68,5e-15,0.08
0.075,2.3,13767.4,1892576322.52,58810815.28,167669741.16,50.16,670673631.44,0.52,454,4388599082314.96,5e-15,0.52
0.075,2.5,13350.18,2546395057.88,79083765.88,225665035.32,50.08,902644134.48,0.44,440.12,5798739764540.56,5e-15,0.44
0.075,2.7,13904.54,3097501642.12,96208274.2,274579597.44,50.08,1098315463.64,0.44,459.2,7394550566994.12,5e-15,0.44
0.075,2.9,12089,3556840419.92,110760134.84,315399111.2,50.24,1261582568.2,0.56,398.88,7378626162270.4,5e-15,0.56
0.075,3.1,12940.74,3992348018.48,123923836.32,354058075.92,50,1416238900.12,0.56,427.48,8930179644804.8,5e-15,0.56
0.075,3.3,11486.84,4352131342.92,135187545.92,386040650.2,50.04,1544167944.92,0.76,379.44,8642797525521.76,5e-15,0.76
0.075,3.5,10186.7,4670657403.56,145194984.68,414371327.36,50.08,1657466922.44,0.84,336.24,8218591198937.88,5e-15,0.84
0.075,3.7,8893.98,4943464873.84,154133237.12,438660846.44,50.28,1754646952.44,0.8,293.16,7572166231786.2,5e-15,0.8
0.075,3.9,10427.94,5062521884.4,158837484.12,449439232.4,50.12,1795860818.56,0.84,344.28,9434842321006.72,5e-15,0.84
0.075,4.1,9860.64,5430287212.32,169559796.56,481998325.68,50.36,1927958966.12,0.8,325.64,9278324986708.44,5e-15,0.8
0.075,4.3,10704.84,5652492745.08,176112624.64,501756951.48,50.2,2007021741.36,0.68,353.84,10530967893295.4,5e-15,0.68
0.075,4.7,10499.92,6021750075.96,187645692,534641125.32,50.2,2138554230.84,0.72,347.24,11021910248440,5e-15,0.72
0.075,4.5,11284.96,5845317003.92,182140359.64,518921252.48,50.2,2075683355.76,0.64,373.4,11508346640554.2,5e-15,0.64
0.075,4.9,9581.58,6179360139.04,192803916,548689686.84,50.28,2194750123.4,0.8,316.64,10319845578061.4,5e-15,0.8
0.075,5.1,8038.44,6328883723.96,197487019.64,562010196.24,50.28,2248034339.76,0.92,265.52,8838263413773.92,5e-15,0.92
0.1,0.5,16110.72,334.48,3.48,27,3.6,106.88,0,15.68,2512829.4,5e-15,0
0.1,1.1,1237.56,0,0,0.24,48.56,1.04,0,10.88,12765050.24,5e-15,0
0.1,0.9,1326.06,0,0,-0.04,41.72,-0.08,0,11.08,9556600.56,5e-15,0
0.1,1.3,1581.78,0,0,0.2,49.92,1,0,10.68,16726200.68,5e-15,0
0.1,0.7,2655.14,0,0,0.2,24.84,0.48,0,16.64,6745911.36,5e-15,0
0.1,1.5,4504.3,0,0,0.12,50,0.56,0,15.88,28794328.88,5e-15,0
0.1,2.1,16194.08,1203803719.04,37057956.08,105829760.88,50.04,423311001.48,0.24,534.6,3219098323690.32,5e-15,0.24
0.1,1.7,18250.5,202.44,5,17.16,50.04,68.04,0,33.88,64870483.48,5e-15,0
0.1,1.9,18045.9,282499285.88,8690846.48,24824111.36,50.04,99298012.8,0.08,595.36,746177781819.88,5e-15,0.08
0.1,2.3,14770.34,1951346080.04,60192128.68,171619443.16,50.16,686488244.36,0.44,487.32,4846384249295.92,5e-15,0.44
0.1,2.5,11468.36,2597138711.92,80106262.36,228495142.2,50.12,913991941.28,0.64,377.56,5016935299934.12,5e-15,0.64
0.1,2.7,14402.66,3151625083.24,97122230.6,277341931.92,50.04,1109367583.72,0.36,475.84,7750793777521.44,5e-15,0.36
0.1,2.9,10379.28,3618609059.44,111612410.08,318520512.28,50.08,1274080361.72,0.8,342,6376307896050.84,5e-15,0.8
0.1,3.1,11191.38,4022025714.08,124216677.52,354112576.6,50.16,1416463499.48,0.68,369.28,7697878110512.48,5e-15,0.68
0.1,3.3,11666.74,4383270199.2,135404927.4,385987536.16,50.16,1543955214.48,0.72,385.08,8781175035612.56,5e-15,0.72
0.1,3.5,10418.96,4700261378.6,145285949.12,414033044.48,50.04,1655610074.24,0.72,344,8419941973491.2,5e-15,0.72
0.1,3.7,9934.3,4994825203.76,154168041.96,439970822.6,50.08,1759878720.28,0.64,327.76,8521166120529.52,5e-15,0.64
0.1,3.9,9695.42,5239688085.92,162119910.84,461638740.28,50.24,1846541295.28,0.84,320.12,8731079813634.12,5e-15,0.84
0.1,4.1,10466.56,5479315391.52,169262556.84,482786553.8,50.12,1931130208.88,0.76,346,9897802758722.88,5e-15,0.76
0.1,4.3,7643.74,5684078121.64,175814568.64,500892914.28,50.2,2003570391.64,0.88,251.76,7453563998301.96,5e-15,0.88
0.1,4.7,8721.96,6043685016.68,187284003.88,532708677.4,50.32,2130831139.8,0.76,288.08,9082586388810.84,5e-15,0.76
0.1,4.5,8795.26,5693128871.48,177950318.72,501967551.6,50.28,2005501352.28,0.84,290.28,8905359494896.2,5e-15,0.84
0.1,4.9,8134,6211289367.12,192178457.76,547506282.84,50.2,2190015540.68,0.84,268.32,8707800978341.8,5e-15,0.84
0.1,5.1,8221.18,6349168843.6,197004235.04,559744911.32,50.4,2238972590,0.76,271.44,9019965966910.96,5e-15,0.76
0.125,0.5,16576.14,214.2,2.04,17.76,5,70.72,0,17.24,2826260.84,5e-15,0
0.125,1.1,1169.58,0,0,0.24,48.92,0.68,0,10.24,13020672.96,5e-15,0
0.125,0.9,1281.38,0,0,0.16,42.8,0.68,0,11.4,9916986.6,5e-15,0
0.125,1.3,1394,0,0,0.16,49.96,0.72,0,11.2,16622371.4,5e-15,0
0.125,0.7,2165.36,0,0,0.08,29.04,0.12,0,14.36,7894839.88,5e-15,0
0.125,1.5,6082.34,0,0,0.08,50.04,0.48,0,16.48,30742183.6,5e-15,0
0.125,2.1,15975.28,1273358603.28,38893661.44,111122294.16,50,444497642.56,0.2,526.92,3343189651470.68,5e-15,0.2
0.125,1.7,18250.5,241.76,8,22.2,50.04,90.28,0,37.4,71594714.56,5e-15,0
0.125,1.9,16498.38,336365786.52,10284827.36,29342364.12,50.12,117362973.4,0.16,543.76,823974553823,5e-15,0.16
0.125,2.3,14449.44,2024338392.96,61887932.12,176732585.12,50.04,706928688.24,0.4,476.44,4879019283720.8,5e-15,0.4
0.125,2.5,12324.76,2655619140.12,81260765.52,231920628.32,50.08,927685873.72,0.6,406.32,5492512620933.48,5e-15,0.6
0.125,2.7,12297.6,3177589366.36,97541890.08,277617836.52,50.28,1110469333.72,0.6,405.68,6574037711804.36,5e-15,0.6
0.125,2.9,12052.02,3649989676.4,112005539,318966709.68,50.2,1275768864.2,0.6,397.72,7462477629676.08,5e-15,0.6
0.125,3.1,9440.48,4055223463.16,124542322.96,354450152.4,50.28,1417806309.72,0.88,310.84,6473722861340.64,5e-15,0.88
0.125,3.3,8238.74,4430967510.68,135716209.88,387325899.24,50.08,1549292145.44,0.88,271.24,6155182769204.12,5e-15,0.88
0.125,3.5,10259.34,4735896329.04,145414514.32,414087210.76,50.24,1656336289.12,0.68,338.48,8268256701550.96,5e-15,0.68
0.125,3.7,8985.22,5031482137.12,154160035.76,439952067.04,50.08,1759815864.52,0.88,296.28,7678946185085,5e-15,0.88
0.125,3.9,10482.64,5263311542.8,162043067.4,460363385.72,50.4,1841479701.64,0.6,346.16,9437551655448.56,5e-15,0.6
0.125,4.1,9456.16,5496517125.8,169126790.6,480802803.16,50.36,1923207495.56,0.8,311.96,8880864864496.52,5e-15,0.8
0.125,4.3,8550.5,5718151842.24,175466929.48,500198611.16,50.16,2000809562.6,0.8,282.12,8344569501829.8,5e-15,0.8
0.125,4.7,8496.84,6070293511.44,186848469.24,531148595.08,50.36,2124605239.04,0.72,280.48,8843379358138.64,5e-15,0.72
0.125,4.5,9207.38,5903253011.36,181373527.32,516462160.6,50.24,2065840222.76,0.8,304.12,9305305492556.04,5e-15,0.8
0.125,4.9,8289.2,6232392390.36,191751397.56,545400592.96,50.32,2181582476.6,0.8,273.96,8853985863965.32,5e-15,0.8
0.125,5.1,7006.16,6384271834.48,196214902.24,558680584.92,50.24,2234721937.08,0.88,230.88,7637873155624,5e-15,0.88
0.15,0.5,14111.96,158.16,1.16,12.48,5.28,51.56,0,14.6,2386816.88,5e-15,0
0.15,1.1,1236.56,0,0,0.2,48.8,1.08,0,10.72,13562964.96,5e-15,0
0.15,0.9,1274.18,0,0,0,43.4,0.08,0,11.28,9292484.68,5e-15,0
0.15,1.3,1513.38,0,0,0.12,49.76,0.36,0,11.36,16522971.52,5e-15,0
0.15,0.7,2166.94,0,0,0.24,28.52,1.16,0,14.28,7594294.4,5e-15,0
0.15,1.5,5013.78,0,0,0.04,50,0.68,0,16,29434296.64,5e-15,0
0.15,2.1,16297.96,1327344325.96,40287039.08,114985435.88,50.08,459939707.04,0.28,537.84,3536854234103.48,5e-15,0.28
0.15,1.7,18250.5,265.44,8.08,22.28,50.08,92.08,0,41,80616336.16,5e-15,0
0.15,1.9,15842.64,424592198.8,12873463.76,36764957.2,50.04,147060112.28,0.24,521.68,998738096250.24,5e-15,0.24
0.15,2.3,13748.68,2081075860.12,63167266.44,180344237.2,50.04,721363003.76,0.44,453.44,4748339792743.12,5e-15,0.44
0.15,2.5,14051.06,2658116421.88,80988229.68,230485922.6,50.04,921509499.32,0.52,463.84,6376560482340.8,5e-15,0.52
0.15,2.7,12590.92,3235802649.64,98480388.64,280606407.24,50.2,1122433279.88,0.6,415.48,6818153481911.08,5e-15,0.6
0.15,2.9,11652.92,3712062684.56,112810950.44,321958955.48,50.08,1287838407.64,0.68,384.44,7264216586716.16,5e-15,0.68
0.15,3.1,9038.32,4112987729.72,125095473.32,356821497.24,50.12,1427302184.52,0.76,297.68,6227194432296.8,5e-15,0.76
0.15,3.3,10067.82,4465484158.68,135923486.08,387485320.52,50.16,1549941470.16,0.64,332.08,7576672050268,5e-15,0.64
0.15,3.5,8876.16,4777768186.88,145540827.12,414657370.08,50.2,1658627199.16,0.72,292.44,7140181510043.12,5e-15,0.72
0.15,3.7,10526.54,5062278330.76,154135251.68,439399818.44,50.16,1757595648.16,0.64,347.4,9033534650639.44,5e-15,0.64
0.15,3.9,8563.3,5309319592.16,161873836.24,460922887.6,50.24,1843687643,0.76,282.28,7690334967550.44,5e-15,0.76
0.15,4.1,11808.3,5540214866.76,168829035.48,481019655,50.2,1924087610.36,0.68,390.52,11145159163848,5e-15,0.68
0.15,4.3,7962.7,5737102277.92,175263991.2,498210256.16,50.36,1992825839.68,0.84,262.56,7728748568043.88,5e-15,0.84
0.15,4.7,7403.26,6089861702.08,186513080.76,528998908.32,50.52,2116012813.72,0.88,244.32,7640739566993.64,5e-15,0.88
0.15,4.5,8944.42,5921341933.8,181116170.64,514287894.28,50.44,2057150834.92,0.8,295.44,9010618736532.28,5e-15,0.8
0.15,4.9,7446.4,6260295037.4,191185809.96,543783465.28,50.32,2175118046.72,0.8,245.56,7904669108671.72,5e-15,0.8
0.15,5.1,7166.82,6396014746.72,195916638.24,555679456.2,50.52,2222715338.16,0.84,236.36,7781712674439,5e-15,0.84
0.175,0.5,14753.26,120.76,1.28,9.64,6.36,41,0,16.36,3037833.2,5e-15,0
0.175,1.1,1310.08,0,0,0.16,48.64,0.72,0,10.12,12568833.16,5e-15,0
0.175,0.9,1263.66,0,0,0.08,44.48,0.92,0,10.84,9831097.72,5e-15,0
0.175,1.3,1633.58,0,0,0.08,49.96,0.44,0,11.64,18586578.24,5e-15,0
0.175,0.7,1914.1,0,0,0.16,29.72,0.48,0,13.56,7094070.8,5e-15,0
0.175,1.5,6444.68,4.88,0.04,0.6,50,2.72,0,17.12,34064028.52,5e-15,0
0.175,2.1,16510.98,1396848106.68,42058519.36,120102082.8,50.04,480406878.04,0.24,545,3754330839173.2,5e-15,0.24
0.175,1.7,18250.5,298.8,9.96,27.68,50.04,108.24,0,46.72,87314178.84,5e-15,0
0.175,1.9,16674.1,501391170.76,15081969.6,43087368.56,50,172353225.12,0.2,549.4,1265389876309.28,5e-15,0.2
0.175,2.3,10267.92,2141958374.88,64518480.16,184242581.6,50.04,736977776.2,0.68,337.56,3559765584609.8,5e-15,0.68
0.175,2.5,12299.16,2746468016.2,82994499.28,236344953.12,50.24,945384472.44,0.6,405.44,5575890318964.92,5e-15,0.6
0.175,2.7,8293.36,3285956827.44,99268617.2,282840435.84,50.2,1131363638.8,0.76,272.08,4446709138256.32,5e-15,0.76
0.175,2.9,11555.76,3743750607.08,113193532.52,322340019.52,50.24,1289359219.32,0.68,381,7216003793990.28,5e-15,0.68
0.175,3.1,9980.72,4082976955.6,124237246.12,351782957.64,50.2,1405907023.08,0.72,328.8,6899317946661.8,5e-15,0.72
0.175,3.3,9782.86,4509849345.84,136178200.96,388413200.12,50.12,1553672128.56,0.84,322.6,7383574794364.84,5e-15,0.84
0.175,3.5,9924.56,4809909938.36,145597202.64,414455138.84,50.12,1657299075.16,0.68,327.48,8012448025170.88,5e-15,0.68
0.175,3.7,5713.64,5104047342.92,154100193.84,439737895.16,50.08,1758922409.24,0.96,187.32,4811628648734.52,5e-15,0.96
0.175,3.9,10675.44,5344075860.76,161724723.48,460502773.96,50.24,1842002504.76,0.68,352.64,9609838123065.04,5e-15,0.68
0.175,4.1,9446.4,5562724531.56,168660710.08,479440123.92,50.36,1917759350.52,0.72,311.88,8855958780376.84,5e-15,0.72
0.175,4.3,7656.58,5773711067.64,174871173.36,497652758.32,50.28,1990601501.08,0.88,252.52,7431960174084.64,5e-15,0.88
0.175,4.7,7762.94,6137327764.12,185692888.84,529059281.6,50.2,2116241913.6,0.88,256,8020491338068.04,5e-15,0.88
0.175,4.5,8512.34,5961121319.16,180564707.96,513849794.48,50.28,2055416205.72,0.76,281,8555786043762.32,5e-15,0.76
0.175,4.9,8436.14,6288012390.8,190614167.4,542145727.52,50.32,2168578972.04,0.88,278.4,8949782976154.48,5e-15,0.88
0.175,5.1,8486.1,6411740420.88,195548308.52,553168138.28,50.64,2212253396.68,0.84,280.28,9198528611695.36,5e-15,0.84
0.2,0.5,11956.34,88.24,0.64,6.24,7.04,25.32,0,15.64,3093498.32,5e-15,0
0.2,1.1,1171.68,0,0,0.08,49.16,0.48,0,10.4,12970522.32,5e-15,0
0.2,0.9,1256.5,0,0,0,44.48,-0.04,0,11.6,9711133.16,5e-15,0
0.2,1.3,1651.5,0,0,0.24,49.92,0.84,0,11.16,17951843.32,5e-15,0
0.2,0.7,1697.7,0,0,0.08,30.24,0.48,0,13.32,6614425.84,5e-15,0
0.2,1.5,8019.3,9.68,0.44,0.64,50.12,1.88,0,17.52,31092431.56,5e-15,0
0.2,2.1,15962.76,1445710703.68,43276821.32,123389838.32,50.16,493550139.56,0.2,526.6,3719843103894,5e-15,0.2
0.2,1.7,18250.5,316.92,10.48,27.56,50,105.92,0,52.8,104528832.68,5e-15,0
0.2,1.9,17187.58,572444827.28,17088533.6,48827841.76,50,195312420.16,0.12,566.84,1504047864294.96,5e-15,0.12
0.2,2.3,12485.48,2141470302.72,64275883.92,182884115.88,50.04,731155783.84,0.44,411.44,4475697925188.92,5e-15,0.44
0.2,2.5,11429.9,2818030503.76,84324220.36,240664418.16,50.08,962651367.72,0.56,376.48,5270589139856.92,5e-15,0.56
0.2,2.7,11265.38,3348243763.72,100223256.6,286014994.08,50.08,1144062089.72,0.64,371.28,6201652577425.84,5e-15,0.64
0.2,2.9,10976.94,3790505460.48,113747951.48,323919613.56,50.24,1295680911,0.72,362,6873760407748.72,5e-15,0.72
0.2,3.1,11441.04,4207454187.48,125922190.36,359567310.28,50.04,1438260453.6,0.72,377.52,8003171208218.64,5e-15,0.72
0.2,3.3,10910.64,4554219350.92,136401578.56,389288866.68,50.08,1557173709.16,0.72,359.88,8273822017433.76,5e-15,0.72
0.2,3.5,9018.94,4858381093.88,145716549.76,415377375.76,50.16,1661521301.4,0.72,297.44,7276189568836.08,5e-15,0.72
0.2,3.7,12056.02,5132672327.88,154055935.36,438913595.96,50.2,1755671953.36,0.6,398.72,10366812002128.9,5e-15,0.6
0.2,3.9,9010.7,5364551528.56,161570037.56,459011637.6,50.16,1835062234.68,0.8,297.32,8089533951186,5e-15,0.8
0.2,4.1,9025.02,5605879229.16,168321776.64,479518629.32,50.2,1918030171.04,0.72,298,8438138112461.6,5e-15,0.72
0.2,4.3,10096.38,5802748390.2,174540143.08,496437284.24,50.32,1985754888.8,0.76,333.56,9818380132937.52,5e-15,0.76
0.2,4.7,7909.04,6173168798.72,185048906.4,528118609.16,50.08,2112447649.68,0.88,261,8162924828701.64,5e-15,0.88
0.2,4.5,7664.68,5996194337.76,180047355.08,512981532.28,50.2,2051921286.52,0.88,252.72,7661858862985.6,5e-15,0.88
0.2,4.9,6997.86,6315740087.08,190018647.8,540468066.12,50.32,2161883027.16,0.84,230.64,7374940274013.96,5e-15,0.84
0.2,5.1,8392.36,6468454868.4,194169105.08,553507325.92,50.16,2214043768.12,0.8,277.28,9102753947891.12,5e-15,0.8
0.225,0.5,10601.5,30.08,0.04,2.48,9.36,9.92,0,14.24,2885574.96,5e-15,0
0.225,1.1,1187.5,0,0,0.04,49.52,0.24,0,10.6,13394434.8,5e-15,0
0.225,0.9,1230.42,0,0,0.08,45.08,0.24,0,10.92,10198821.08,5e-15,0
0.225,1.3,1859.26,0,0,0.12,50,0.64,0,11.48,20348371.52,5e-15,0
0.225,0.7,1787.68,0,0,0.08,30.72,0.24,0,11.68,6582498.12,5e-15,0
0.225,1.5,11571.68,20.68,0.36,2,50,7.24,0,18.68,33966872.6,5e-15,0
0.225,2.1,15428.38,1525471870.56,45245004.04,129200372.28,50.04,516793456.36,0.36,509.08,3771170106133.84,5e-15,0.36
0.225,1.7,18250.5,415.16,11.8,32.52,50,132.2,0,61.2,122906523.4,5e-15,0
0.225,1.9,17525.7,637875280.28,18909526.84,53997841.52,50.04,215994480.2,0.08,578.4,1712868449868.92,5e-15,0.08
0.225,2.3,13296,2255681103.48,66955509.68,191125993.96,50.04,764459056.68,0.52,438.16,4859992721911.92,5e-15,0.52
0.225,2.5,10651.4,2797419785.32,83492163.36,237198975.08,50.16,948316000.56,0.64,350.24,4939028905076.28,5e-15,0.64
