"epsilon1","epsilon2","tfinal","G","R","P","Tc","V","mut","trans","Vtot","nu","cancer"
0.225,2.7,11004.88,3390334322,100832260.12,287455111.92,50.16,1149819403.24,0.64,362.72,6108582034865.92,5e-15,0.64
0.225,2.9,11450.04,3837202612.24,114293063.12,325442978.16,50.24,1301789634.84,0.72,377.92,7225830677818.76,5e-15,0.72
0.225,3.1,11077.98,4121059297.84,123909499.08,349896319.48,50.24,1397924210.28,0.6,365.64,7734562508325.16,5e-15,0.6
0.225,3.3,11636.96,4568950880.04,136451001.92,387715951.76,50.4,1550867788.24,0.6,384.44,8805873523032.92,5e-15,0.6
0.225,3.5,9079.92,4894017128.52,145761232.64,415292657.36,50.2,1661181800.48,0.88,299.48,7316454472245,5e-15,0.88
0.225,3.7,10078.5,5169385710.56,153980944.76,438713956.36,50.2,1754840295.52,0.88,332.64,8624412314745.56,5e-15,0.88
0.225,3.9,8329.34,5413668166.52,161380710.2,459536749.8,50.24,1838157435.28,0.88,274.72,7450731551380.32,5e-15,0.88
0.225,4.1,9300.64,5644876148.36,167988961.08,479159194.12,50.12,1916624451.2,0.76,306.84,8699717027013.24,5e-15,0.76
0.225,4.3,10141.26,5628602961.36,172939458,479003160.16,50.6,1909648853.88,0.68,335.16,9826446742447.28,5e-15,0.68
0.225,4.7,9883.94,6181213851.64,184896729.92,524993438.4,50.44,2099968189.08,0.8,326.52,10194434720565.3,5e-15,0.8
0.225,4.5,7145.26,6022976898.76,179647944.84,511535523.24,50.2,2045930831.92,0.96,235.72,7114724167421.44,5e-15,0.96
0.225,4.9,9621.94,6347946399.16,189320240.04,539085561.08,50.24,2156352039.08,0.8,318.16,10184832217521.2,5e-15,0.8
0.225,5.1,6965.64,6480200706.92,193864759.72,550467065.56,50.44,2201886179.72,0.92,229.6,7481953986066.12,5e-15,0.92
0.25,0.5,8823.36,35.88,0.28,2.24,10.52,8.12,0,14.24,3134838.88,5e-15,0
0.25,1.1,1286.02,0,0,0.04,49.24,0.12,0,10.12,13982204.76,5e-15,0
0.25,0.9,1219,0,0,0.12,46.08,0.52,0,10.16,10097763.24,5e-15,0
0.25,1.3,1872.32,0,0,0.16,50,0.64,0,12.16,18401237.36,5e-15,0
0.25,0.7,1719.46,0,0,0.04,32.32,0.24,0,12.56,6841452.24,5e-15,0
0.25,1.5,10188.9,24.84,0.56,2.36,50,7.92,0,19.28,30277287.68,5e-15,0
0.25,2.1,14197.58,1589952090.96,46800952.4,133639980.2,50.04,534543851.32,0.36,468.04,3576059072341.16,5e-15,0.36
0.25,1.7,18250.5,524.56,13.88,46.28,50,179.72,0,71.92,124789682.24,5e-15,0
0.25,1.9,17493.4,703202031.68,20698327.6,59080198.8,50.08,236320585.4,0.12,577.16,1883428170459.44,5e-15,0.12
0.25,2.3,13435.86,2321694579.96,68336170.36,195211821.48,50,780838574.28,0.4,443.04,5022738713218.32,5e-15,0.4
0.25,2.5,9737.02,2913274429.88,86010012.76,245074471.44,50.2,980296397.48,0.72,320.04,4542859349421.52,5e-15,0.72
0.25,2.7,13963.54,3447806685.56,101655016.52,290093406.44,50.08,1160336427.4,0.4,461.24,7870149373312.72,5e-15,0.4
0.25,2.9,12211.12,3895200327.84,114928420.96,327815575.56,50.12,1311260578.56,0.64,403.44,7776782689864.36,5e-15,0.64
0.25,3.1,9836.74,4291417853.56,126562673.04,361225117.32,50.08,1444903975.28,0.76,324.12,6871636005997.76,5e-15,0.76
0.25,3.3,10909.2,4639709938.72,136782495.52,390590165.64,50.04,1562372619.24,0.72,360.12,8301578324874.76,5e-15,0.72
0.25,3.5,10767.76,4924274106.12,145773030.04,414819068.72,50.16,1658795349.32,0.72,355.36,8733455991141.52,5e-15,0.72
0.25,3.7,11706.74,5197187461.72,153919986.2,437793090.24,50.32,1751151845.08,0.6,386.88,10028062414242.9,5e-15,0.6
0.25,3.9,8534.52,5454079074.76,161157630.8,459409368.8,50.16,1837617839.52,0.76,281.36,7631804195771.16,5e-15,0.76
0.25,4.1,8514,5677982745.44,167686417.28,478293798.4,50.12,1913184119.04,0.88,281,7945046767958.68,5e-15,0.88
0.25,4.3,9036.92,5883647391.48,173576064.76,495633691.24,50.04,1982550096.52,0.8,298.28,8761286325116.84,5e-15,0.8
0.25,4.7,7494.8,6212458396.32,184310817.12,523624042.12,50.4,2094507913.96,0.92,246.92,7652884186050.52,5e-15,0.92
0.25,4.5,10526.14,6051718226.52,179189985,509960419.84,50.28,2039842169.4,0.76,348.36,10534382781252.9,5e-15,0.76
0.25,4.9,9234.4,6371164656.44,188808396.16,537002175.64,50.32,2147988587,0.8,305.36,9732082067569.16,5e-15,0.8
0.25,5.1,8227.42,6517489849.56,192924855.56,549329512.16,50.24,2197331227.08,0.88,271.68,8853423537284.68,5e-15,0.88
0.275,0.5,6123.92,14.84,0.28,0.84,11.36,3.4,0,13.8,3474448.08,5e-15,0
0.275,1.1,1258.88,0,0,0,49.56,0.08,0,10.24,12699105.04,5e-15,0
0.275,0.9,1234.88,0,0,0,45.6,-0.04,0,10.4,9830903.12,5e-15,0
0.275,1.3,1797.36,0,0,0.28,49.96,0.88,0,12.72,20514924.44,5e-15,0
0.275,0.7,1727.88,0,0,0.2,34,0.64,0,11.88,7363798.72,5e-15,0
0.275,1.5,12234.86,46.44,1.48,3.56,50.04,13,0,20.92,37516459.8,5e-15,0
0.275,2.1,15050.06,1649158812.4,48199553.64,137560734.16,50.08,550235119.04,0.36,496.16,3920648047274,5e-15,0.36
0.275,1.7,18250.5,648.28,19.4,50.36,50.04,206.4,0,92.4,189162699.24,5e-15,0
0.275,1.9,17429.72,774181966.8,22612518.16,64546642,50.08,258183657.76,0.08,575.12,2068955870977.68,5e-15,0.08
0.275,2.3,13211.54,2367753751.48,69272403,197585095.92,50.12,790332047.48,0.48,435.36,5004140499099.28,5e-15,0.48
0.275,2.5,12348.54,2980235808,87164992.52,248762044.68,50.08,995039969.44,0.44,406.96,5925955068505.16,5e-15,0.44
0.275,2.7,11718.28,3494686947.72,102295100.96,291794966.76,50.12,1167173101,0.68,386.4,6604037188741.48,5e-15,0.68
0.275,2.9,12392.94,3938158762.96,115379965.64,328918777.88,50.16,1315675794.8,0.64,409.24,7920392860338.96,5e-15,0.64
0.275,3.1,11629.58,4328101508.64,126828230.64,361554570.08,50.16,1446204987.12,0.68,383.92,8182304104220.8,5e-15,0.68
0.275,3.3,10979.4,4677524581.8,136920138.32,390773886.56,50.08,1563100353.04,0.6,362.52,8357626044192.68,5e-15,0.6
0.275,3.5,9006.06,4974603358.84,145819384.44,415694452.48,50.16,1662782154.92,0.72,297,7281696316155.28,5e-15,0.72
0.275,3.7,8970.02,5238426121.48,153781809.16,437957902.88,50.12,1751381089.12,0.8,295.8,7653946015694.64,5e-15,0.8
0.275,3.9,8373.3,5280861877.24,155925006.8,441628931,50.32,1765595223.56,0.84,276.04,7470801860952.52,5e-15,0.84
0.275,4.1,9989.92,5698707833.64,167486300.92,476530126.56,50.28,1906038655.68,0.8,330.16,9328721296154.2,5e-15,0.8
0.275,4.3,9449.54,5902537204.84,173324972.28,493530497.8,50.24,1974139085.56,0.88,312.04,9121071132737.92,5e-15,0.88
0.275,4.7,6733.48,6250535015.6,183572552.48,522732740.4,50.24,2090930928.56,0.84,221.72,6860595457865.92,5e-15,0.84
0.275,4.5,10247.12,6077040673.96,178787609.96,508241157.6,50.36,2032964995.12,0.76,338.6,10229472951937.2,5e-15,0.76
0.275,4.9,9297.56,6387804366.28,188426876.92,534409064.68,50.52,2137637708.24,0.84,307.44,9743458688760.28,5e-15,0.84
0.275,5.1,9572.44,6539898189.84,192338316.96,547041180.32,50.32,2188202347.2,0.84,316.6,10291972392767.5,5e-15,0.84
0.3,0.5,5839.22,5.28,0.08,0.36,14.72,1.84,0,17.48,4512958.2,5e-15,0
0.3,1.1,1295.74,0,0,0.2,49.28,0.6,0,11.04,14835053.52,5e-15,0
0.3,0.9,1198.06,0,0,0.08,46.44,0.2,0,9.8,10219643.8,5e-15,0
0.3,1.3,1963.7,0,0,0.12,50,0.36,0,12.16,22496881.96,5e-15,0
0.3,0.7,1610.2,0,0,0.12,35.28,0.4,0,11.36,6670999.76,5e-15,0
0.3,1.5,13944.92,57.32,1.56,4.92,50,20.72,0,20.84,40983075.04,5e-15,0
0.3,2.1,15117.22,1718580522.2,49812908.36,142241122.64,50,568925960.84,0.32,498.32,4097331262997.76,5e-15,0.32
0.3,1.7,18250.5,869.16,23.76,72,50.04,289.24,0,126.36,256583867.2,5e-15,0
0.3,1.9,16571.18,839687842.12,24350360.76,69472052.2,50.12,277886595.52,0.28,546.56,2110759294153.56,5e-15,0.28
0.3,2.3,14646.66,2417152719.08,70247609.88,200167694.48,50.2,800672070.6,0.48,483.48,5635732203929.96,5e-15,0.48
0.3,2.5,14246.42,3043300829.64,88215096.2,252040427.92,50,1008163371.6,0.4,470.4,6952214848038.84,5e-15,0.4
0.3,2.7,10350.62,3444513915.92,100416173.6,285480951.4,50.08,1141340703.56,0.72,341.12,5848679731765.4,5e-15,0.72
0.3,2.9,11206.68,3992410547.36,115924420.84,330836031.72,50.08,1323341493.6,0.72,369.8,7180422158072.64,5e-15,0.72
0.3,3.1,10569.18,4368352233.08,127097568.48,362128302.16,50.2,1448517492.4,0.68,348.52,7442122309235.76,5e-15,0.68
0.3,3.3,11138.82,4711599342.32,137042657.24,390626995.88,50.16,1562498861.36,0.84,367.84,8482271766968.68,5e-15,0.84
0.3,3.5,10365.54,5013386931.64,145826044.64,415713117.88,50.16,1662828055.52,0.88,342,8394343247241.2,5e-15,0.88
0.3,3.7,6920.96,5226470727.32,153588726.2,433951273.24,50.4,1734303501.8,0.84,227.6,5836630327574.04,5e-15,0.84
0.3,3.9,7894.9,5506926577.56,160818126.68,456899459.92,50.4,1827584591.08,0.76,259.96,7024574434517.24,5e-15,0.76
0.3,4.1,10522.28,5736252371.48,167126135.16,475884580.08,50.24,1903534512.44,0.8,347.8,9814560797505.04,5e-15,0.8
0.3,4.3,8001.28,5939214196.4,172840210.36,492712514.72,50.16,1970850289.8,0.96,263.8,7689180977551.92,5e-15,0.96
0.3,4.7,9518.24,6281798266.56,182954403.04,521262499.2,50.2,2085052158,0.76,314.72,9738763715093.24,5e-15,0.76
0.3,4.5,7019.68,6103881165.64,178344434.72,506830639.36,50.24,2026602455.84,0.84,231.28,6936828105483.4,5e-15,0.84
0.3,4.9,7320.82,6433314658.8,187385662.92,533865423.72,50.2,2135464850.2,0.88,241.28,7630031992109.44,5e-15,0.88
0.3,5.1,8343.52,6577192759,191359539.92,545797753.32,50.12,2183181875.32,0.88,275.6,8927586644008.68,5e-15,0.88
0.325,0.5,4052.9,0,0,0.08,14.8,0.4,0,13.8,4077616.32,5e-15,0
0.325,1.1,1267.66,0,0,0,49.6,0.44,0,10.76,14594118.24,5e-15,0
0.325,0.9,1273.02,0,0,0.08,46.2,0.4,0,10.6,10252900.76,5e-15,0
0.325,1.3,1975.34,0,0,0.04,50,0.36,0,13.56,22600591.24,5e-15,0
0.325,0.7,1425.52,0,0,-0.04,35.72,-0.12,0,12.52,7823456.92,5e-15,0
0.325,1.5,16798.04,100.2,2.84,8.44,50.08,34.92,0,21.64,38786850.48,5e-15,0
0.325,2.1,15590.82,1788279912.72,51396311.76,146846570.4,50,587384290.44,0.32,514.28,4363315494505.72,5e-15,0.32
0.325,1.7,18250.5,1287.64,36.4,103.44,50,415.6,0,193.08,392394777.6,5e-15,0
0.325,1.9,15634.46,927934085,26655602.28,76164849.88,50,304661164.76,0.4,515.32,2191781986622.8,5e-15,0.4
0.325,2.3,11180.46,2489535556.48,71669618.12,204535141.36,50.08,818116946.52,0.68,367.92,4346551406226.16,5e-15,0.68
0.325,2.5,12330.16,3084401102.76,88875111.12,253498940.44,50.12,1014001995.88,0.6,406.64,6016326326557.16,5e-15,0.6
0.325,2.7,11772.22,3580218592.84,103392802.6,294411656.88,50.12,1177358046.44,0.64,388.2,6731269115250.48,5e-15,0.64
0.325,2.9,10937.28,4027875709.52,116249246.36,331234672.68,50.2,1324921557.56,0.68,360.64,7001635995907.4,5e-15,0.68
0.325,3.1,10025.66,4412101840.8,127371384.32,362906654.72,50.2,1451618608.56,0.72,330.48,7063481819035.6,5e-15,0.72
0.325,3.3,11486.68,4583990247.64,133452865.2,377386140.88,50.36,1508530361.16,0.64,379.32,8737896020509,5e-15,0.64
0.325,3.5,9531.58,5058382214,145816782.76,416130786.6,50.08,1664512632.84,0.64,314.4,7717320200748.16,5e-15,0.64
0.325,3.7,10672.04,5310156378.88,153558545.76,437028221.84,50.28,1748104282.92,0.68,352.56,9120721701880.36,5e-15,0.68
0.325,3.9,9290.5,5452614559.88,159798755.08,449423232.4,50.36,1794956476.64,0.8,306.52,8278593654850.16,5e-15,0.8
0.325,4.1,10139.12,5774677394.88,166725570.88,475292171.44,50.16,1901176826.32,0.72,335,9438464847798.96,5e-15,0.72
0.325,4.3,7982.08,5968219203.6,172446377.64,491293218.56,50.2,1965167886.92,1,263.4,7652575161122.32,5e-15,1
0.325,4.7,8625.54,6308426378.4,182415233.68,519432814.36,50.24,2077734179.44,0.84,284.8,8779055354867.12,5e-15,0.84
0.325,4.5,8905.76,6127721283.56,177943758.84,504699717.28,50.52,2018799213.08,0.76,294.12,8793504071188.92,5e-15,0.76
0.325,4.9,8214.44,6469921379.16,186513644.12,532611570.96,50.04,2130442791.28,0.88,271.36,8565710009248,5e-15,0.88
0.325,5.1,7907.86,6588907132.32,191023254.32,542723274.64,50.4,2170897876.24,0.88,260.96,8391770330640.12,5e-15,0.88
0.35,0.5,3980.56,1.16,0,0.2,18.4,0.8,0,15.6,5041558.12,5e-15,0
0.35,1.1,1288.92,0,0,0.12,49.88,0.68,0,10.32,14977076.56,5e-15,0
0.35,0.9,1191.78,0,0,0.12,47.28,0.4,0,10.52,10557797.48,5e-15,0
0.35,1.3,2331.88,0,0,0.12,50,0.52,0,13.24,20460098.16,5e-15,0
0.35,0.7,1515.74,0,0,0.04,38,0,0,11.76,6925882.76,5e-15,0
0.35,1.5,17904.66,130.72,3.52,10.48,50.04,43.52,0,25.2,48050587.44,5e-15,0
0.35,2.1,13491.4,1825835550.28,52218698.44,148810439.28,50.12,595156364.68,0.4,444.36,3811692780915.68,5e-15,0.4
0.35,1.7,18250.5,10053.2,284.84,820.28,50,3283.8,0,423.84,984547825.76,5e-15,0
0.35,1.9,16883.66,993259173.52,28325847.92,80894815.2,50.04,323578437.8,0.2,556.56,2535762570108.04,5e-15,0.2
0.35,2.3,13256.56,2542624662.2,72677009.8,207271503.84,50.12,829063882.6,0.56,437.28,5284458033383.2,5e-15,0.56
0.35,2.5,9108.3,3142908056,89796005.56,256268420.48,50.08,1025069297.2,0.72,299,4447985301022.68,5e-15,0.72
0.35,2.7,11178.72,3637131784.6,104126491.88,296701305.88,50.2,1186806818.44,0.68,368.48,6413875183953.72,5e-15,0.68
0.35,2.9,10272.4,4070865711.84,116651091.48,332178170.08,50.24,1328719763.76,0.72,338.56,6594743969237.92,5e-15,0.72
0.35,3.1,10350.86,4452320114.76,127604890.08,363367739.96,50.24,1453468226.24,0.64,341.28,7309123340005.72,5e-15,0.64
0.35,3.3,10148.9,4790926968.92,137249700.28,391053390.44,50.2,1564219988.44,0.72,334.64,7725284318180.76,5e-15,0.72
0.35,3.5,10088.28,5087836063.6,145780673.88,415353295.96,50.2,1661413582.64,0.84,333.12,8173610340343.04,5e-15,0.84
0.35,3.7,9930.9,5338009848.16,153448562.28,435968876.24,50.4,1743882375.64,0.76,327.88,8445608916701.44,5e-15,0.76
0.35,3.9,8174.62,5573750977.6,160344371.16,455301362.52,50.44,1821210345.56,0.84,269.56,7246821592079.52,5e-15,0.84
0.35,4.1,9697.28,5813097766.88,166308811,474649514.16,50.08,1898604071.48,0.8,320.24,9001070717781.56,5e-15,0.8
0.35,4.3,8648.22,5997291592.24,172029225.44,489857400.2,50.24,1959427950.32,0.8,285.6,8276109949644.48,5e-15,0.8
0.35,4.7,7612.02,6341946594.92,181721825.48,518032301.84,50.16,2072125362.2,0.96,251.12,7705997272184.2,5e-15,0.96
0.35,4.5,8487.78,6172410500,177186697.16,504245219.08,50.28,2016971968.8,0.92,280.4,8373384430865.72,5e-15,0.92
0.35,4.9,8902.96,6486550767.92,186115257.8,529949700.68,50.24,2119804360.4,0.84,294.04,9249080118755.44,5e-15,0.84
0.35,5.1,8298.74,6619812257.28,190190296.4,540946488.48,50.32,2163779571.04,0.84,274.04,8804916818275.08,5e-15,0.84
0.375,0.5,3378.44,0,0,0.12,18.52,0.44,0,14.04,4280012.8,5e-15,0
0.375,1.1,1360.62,0,0,0.12,49.76,0.56,0,10.52,12575345.48,5e-15,0
0.375,0.9,1174.72,0,0,0.08,47.2,0.48,0,9.92,9196205.52,5e-15,0
0.375,1.3,2750.9,0,0,0,50,0,0,13.24,20561639.96,5e-15,0
0.375,0.7,1575.16,0,0,0.24,38.32,0.84,0,10.64,6992789.96,5e-15,0
0.375,1.5,16368.22,95,2.56,7.56,50.16,29.72,0,24.8,46272158.12,5e-15,0
0.375,2.1,12955.48,1906704560.08,54005040.08,154133374.84,50.08,616537312.68,0.48,426.8,3768845752198.48,5e-15,0.48
0.375,1.7,18250.5,11026179.88,312213.2,890388.36,50.12,3560715.36,0,551.28,15710827935.72,5e-15,0
0.375,1.9,16032.18,1064408847.92,30117783.64,86003683.2,50.04,344008687.12,0.24,528.68,2562139614706.48,5e-15,0.24
0.375,2.3,11215.06,2592337491.04,73594384.92,209703390.48,50.08,838625731.8,0.56,369.24,4495105445079.6,5e-15,0.56
0.375,2.5,13326.02,3197059271.2,90619644.08,258629085.36,50.08,1034520234.88,0.52,439.96,6658976415908.04,5e-15,0.52
0.375,2.7,11414.84,3683292943.4,104690371.84,298111099.2,50.24,1192437502.48,0.56,376.4,6579175163414.28,5e-15,0.56
0.375,2.9,9159,4100154744.84,116753442.92,332042947.2,50.08,1327497988.8,0.76,301.4,5908245647111.24,5e-15,0.76
0.375,3.1,12423.32,4496021537,127847475.6,364049502.68,50.24,1456180407.24,0.6,410.56,8815288899064.4,5e-15,0.6
0.375,3.3,9393.18,4841878956.48,137362876.6,392013222.36,50.08,1568067951.6,0.8,309.68,7149543552084.8,5e-15,0.8
0.375,3.5,7984.96,5139039072.44,145716632,416108497.72,50.04,1664428300.68,0.8,262.96,6435489014851.84,5e-15,0.8
0.375,3.7,7853.02,5385204600.44,153236827.68,436295422.52,50.24,1745151373.64,0.88,258.6,6646657750417.16,5e-15,0.88
0.375,3.9,9345.18,5630859658.44,159904875.76,456110268.56,50.12,1824436693.92,0.8,308.64,8333051045428.16,5e-15,0.8
0.375,4.1,5166,5819028503.28,166232929.36,471736100.88,50.48,1886948897.28,0.96,169.24,4683650188159.8,5e-15,0.96
0.375,4.3,10097.24,6028900210.24,171566142.52,488553453.8,50.24,1954204181.24,0.8,333.72,9677956467120.08,5e-15,0.8
0.375,4.7,8825.34,6375469923,181012908.4,516587863.4,50.08,2066361427.92,0.84,291.52,8938859157737.72,5e-15,0.84
0.375,4.5,7507.06,6177781612.68,177041105.04,501359216.8,50.4,2004305014.76,0.84,247.48,7355556474585.6,5e-15,0.84
0.375,4.9,8556.12,6505375480.88,185653353,527437411.68,50.4,2109731648.68,0.88,282.8,8847379809488.88,5e-15,0.88
0.375,5.1,9298.1,6646452844.2,189451960.88,538843790.56,50.32,2155370168.64,0.88,307.48,9841225267245.76,5e-15,0.88
0.4,0.5,2778.98,0,0,0.04,20.84,0.04,0,13.68,4843454.04,5e-15,0
0.4,1.1,1272.22,0,0,0.12,49.76,0.44,0,10.88,15369815.72,5e-15,0
0.4,0.9,1184.08,0,0,0.16,47.4,0.64,0,9.68,9815038,5e-15,0
0.4,1.3,2398.3,0,0,-0.04,50.04,0.12,0,13.6,22454525.6,5e-15,0
0.4,0.7,1368.6,0,0,0.04,40.72,0.04,0,11.4,7778115.44,5e-15,0
0.4,1.5,17813.44,147,3.72,11.76,50.04,46.88,0,27.48,47222666.44,5e-15,0
0.4,2.1,12825.46,1939164008.88,54614986.8,155561622.68,50.08,622065829.64,0.52,422.48,3837846338081.84,5e-15,0.52
0.4,1.7,18113.34,104175678,2921666.72,8345991.48,50,33385575.04,0.04,596.4,189101215954.92,5e-15,0.04
0.4,1.9,15871.84,1129823675.88,31727113.76,90562752.64,50.08,362244601.64,0.32,523.24,2671258504817.32,5e-15,0.32
0.4,2.3,14129.1,2666628330.16,74963535.12,213929554.72,50.08,855711587.92,0.52,466.6,5813639648890.4,5e-15,0.52
0.4,2.5,11396.54,3255614976.4,91487282.36,261247556.36,50.04,1044990036.64,0.6,375.4,5728648744651.44,5e-15,0.6
0.4,2.7,11012.38,3731166525.88,105205358.48,299637172.96,50.08,1198193825.24,0.68,363.12,6401264096609.88,5e-15,0.68
0.4,2.9,11658.46,4175570887.96,117541741.24,335277451.04,50.12,1341089250.32,0.68,384.96,7594552035879.36,5e-15,0.68
0.4,3.1,9401.52,4556605046.44,128149322.92,365899050.96,50.04,1463585748.6,0.76,309.72,6658858299115.72,5e-15,0.76
0.4,3.3,11123.8,4879694517.36,137414780.32,391955575.32,50.12,1567814693.36,0.76,367.32,8512377001635.72,5e-15,0.76
0.4,3.5,8804.52,5168468740.36,145660455.04,415241152.12,50.16,1660959784.2,0.88,290.08,7103168122374.8,5e-15,0.88
0.4,3.7,9155.46,5428978713.92,153030669.72,436226907.32,50.16,1744915383.24,0.8,301.92,7786776288279.4,5e-15,0.8
0.4,3.9,8582.42,5671276189.76,159566810.64,455661390.36,50.04,1822646065.44,0.84,283.32,7618813558964.64,5e-15,0.84
0.4,4.1,9089.22,5876656359.48,165581317.4,472269716,50.12,1889097898.36,0.8,300,8398793776123.44,5e-15,0.8
0.4,4.3,11008.56,6060462448.64,171097797.92,487200784.48,50.24,1948803919.76,0.76,363.8,10547867024994.5,5e-15,0.76
0.4,4.7,9268.56,6231536133.56,178616190.24,501791004.92,50.24,2003538393.96,0.72,306.2,9352861408985.92,5e-15,0.72
0.4,4.5,9425.6,6218136014.6,176355804.2,500508746.04,50.32,2001244351.32,0.84,311.64,9249618629534.16,5e-15,0.84
0.4,4.9,6494.44,6322794875.2,181962314.68,509314673,50.6,2034169731.48,0.92,213.92,6634346333391.56,5e-15,0.92
0.4,5.1,9323.44,6675233607.76,188637594.56,536835307.84,50.28,2147351570.96,0.76,308.32,9838866401717.96,5e-15,0.76
0.425,0.5,2475.76,0,0,0,21.32,0,0,11.48,4471912.84,5e-15,0
0.425,1.1,1320.78,0,0,0.08,49.92,0.12,0,10.76,14248860.04,5e-15,0
0.425,0.9,1156.58,0,0,0.08,48.84,0.48,0,9.84,12147052.2,5e-15,0
0.425,1.3,3045.66,0,0,0.08,50.04,0.2,0,14.16,22452891.92,5e-15,0
0.425,0.7,1392.22,0,0,0.08,41.12,0.36,0,11.24,7821073.48,5e-15,0
0.425,1.5,18250.5,156.04,3.88,11.56,50,48.2,0,29.24,49876964.32,5e-15,0
0.425,2.1,13756.16,2030347491.76,56628524.36,161530630.88,50.12,646132690.6,0.48,453.28,4228670626065.36,5e-15,0.48
0.425,1.7,18250.5,176916109.56,4921408.64,14060020.4,50.04,56240640.56,0,601.16,382894282683.12,5e-15,0
0.425,1.9,15977.66,1192826553.8,33256380.36,94861270.4,50.08,379412610.12,0.28,526.76,2846983111910.24,5e-15,0.28
0.425,2.3,13405.94,2720738837.36,75916033.36,216539276.16,50.12,866164403.04,0.48,442.24,5577025002744.48,5e-15,0.48
0.425,2.5,11165.32,3223416439.72,90569667.92,256883899.92,50.12,1026705437.4,0.72,367.8,5629003767366.56,5e-15,0.72
0.425,2.7,9941.54,3791678460.56,105923610.8,301963113.96,50.16,1207852341.2,0.72,327.4,5773513205545.04,5e-15,0.72
0.425,2.9,10908.04,4214846289.04,117850456.36,335759309.16,50.2,1343054437.2,0.64,359.76,7105752804961.96,5e-15,0.64
0.425,3.1,8388.8,4579968055.44,128250536.32,364976296.24,50.28,1459885533.2,0.8,276.08,5904707646375.12,5e-15,0.8
0.425,3.3,9847.04,4910927586.92,137445935.88,391385577.32,50.24,1565545235.24,0.76,324.92,7501093511256.76,5e-15,0.76
0.425,3.5,10633.12,5207241244.92,145578282.36,415006281.88,50.16,1660039282.12,0.68,351.16,8614916463221,5e-15,0.68
0.425,3.7,8205.68,5452918311.08,152892669.76,434824846.84,50.32,1739266567.8,0.76,270.4,6930394612762.96,5e-15,0.76
0.425,3.9,9856.02,5689347377.48,159402125.2,453636098.72,50.28,1814537067.76,0.72,325.6,8754805093707.8,5e-15,0.72
0.425,4.1,9023.4,5699312150.64,161385379.48,454947095.08,50.4,1818041404.08,0.8,297.92,8284522100804.8,5e-15,0.8
0.425,4.3,9348.66,6089523484.48,170648371,485645659.76,50.28,1942581309.8,0.8,308.92,8901423811550.4,5e-15,0.8
0.425,4.7,7405.86,6430958692.84,179797118.36,512814000.16,50.12,2051247575.48,0.88,244.44,7417117754604.12,5e-15,0.88
0.425,4.5,8251.38,6265405164.52,175491018.24,499685848.6,50.24,1998745092.68,0.88,272.36,8060285479924.6,5e-15,0.88
0.425,4.9,10579.34,6569735470.32,184033973.72,524041499.8,50.24,2096163363.48,0.72,350,10901600164200.8,5e-15,0.72
0.425,5.1,7864.18,6704037776.12,187817745.72,534795179.36,50.24,2139166683.32,0.92,259.6,8237091763069.12,5e-15,0.92
0.45,0.5,2289.96,0,0,0.12,26.56,0.28,0,12.72,5802804.88,5e-15,0
0.45,1.1,1366.36,0,0,0.04,50.04,0.08,0,10.04,13660074.04,5e-15,0
0.45,0.9,1174.92,0,0,0.2,48.6,0.8,0,10.2,9716703.56,5e-15,0
0.45,1.3,3235.04,0,0,0.12,50.08,0.64,0,13.92,24222822.92,5e-15,0
0.45,0.7,1313.26,0,0,0.16,42,0.48,0,10.76,7705970.32,5e-15,0
0.45,1.5,18250.5,188.08,4.84,14.92,50,60.36,0,31.16,55583541.96,5e-15,0
0.45,2.1,13401.82,2094757642.48,57948308.2,165309961.88,50.12,661236567.12,0.44,441.56,4198963545535.16,5e-15,0.44
0.45,1.7,18250.5,256739671.12,7086144.32,20237898.84,50.04,80954268.92,0,601.12,591787436598,5e-15,0
0.45,1.9,15544.1,1277773425.48,35290072.56,100775256.96,50.04,403105323.36,0.28,512.36,2928189596460.6,5e-15,0.28
0.45,2.3,11973.18,2789023441.04,77088469.36,220142110.4,50.04,880584312.72,0.6,394.8,5043146630628.04,5e-15,0.6
0.45,2.5,11955.58,3331557832.24,92498009.96,263220250.8,50.12,1052524012.68,0.56,394.4,6115280232100.84,5e-15,0.56
0.45,2.7,12038.66,3841865291.92,106456827.08,303486795.36,50.16,1213938821.32,0.64,397.12,7089052068911.56,5e-15,0.64
0.45,2.9,10852.3,4265018723.88,118216935.84,337026814.84,50.12,1348002800.84,0.68,357.96,7092380896093.8,5e-15,0.68
0.45,3.1,7773.8,4639779819.96,128493499.12,366644425.64,50.08,1466556736.8,0.8,255.68,5490179029345.16,5e-15,0.8
0.45,3.3,8898.34,4948737581.04,137471693.76,391236381.76,50.28,1564947894.56,0.8,293.52,6756585449657.68,5e-15,0.8
0.45,3.5,10884.54,5249117627.8,145467955.44,414919750.08,50.12,1659666757.2,0.88,359.64,8827527000484.56,5e-15,0.88
0.45,3.7,9178.2,5502366819.56,152603805.88,435026612.68,50.16,1740109208.08,0.8,302.72,7781142381211.92,5e-15,0.8
0.45,3.9,9515.02,5740860184,158936605.6,453839018.6,50.04,1815360742.16,0.8,314.12,8436906784202.56,5e-15,0.8
0.45,4.1,10094.9,5926999828.44,164954223.88,468899136.52,50.36,1875594272.4,0.88,333.52,9288581007457.68,5e-15,0.88
