"epsilon1","epsilon2","tfinal","G","R","P","Tc","V","C","mut","div","trans","Vtot","nu","cancer"
0.55,3.75,13530.095,1964472762.63,118384305.45,0,50.07,1964478057.7,0,0.65,1516685599570.87,445.94,12570191066631.4,5e-17,0.65
0.55,4,12879.03,2461717697.52,148447600.62,0,50.06,2461724876.11,0,0.7,1823897048837.24,424.6,15103012447248.3,5e-17,0.7
0.55,4.25,13041.72,2892934019.82,174749118.76,0,50.12,2892935139.39,0,0.7,2189148883928.14,430.24,18094487494897.1,5e-17,0.7
0.55,4.5,11864.73,3286815393.77,198575872.15,0,50.09,3286813145.38,0,0.81,2266569214949.38,391.35,18733053100577.2,5e-17,0.81
0.55,4.75,11656.75,3633324285.58,219744349.52,0,50.12,3633335572.55,0,0.79,2471153309592.92,384.69,20388142344585.5,5e-17,0.79
0.55,5,11552.35,3946546197.01,238889515.66,0,50.14,3946546830.2,0,0.83,2671038103811.86,381.21,22026893529347.6,5e-17,0.83
0.6,0.5,673.59,0.13,-0.14,0,1,0.91,0,0,48.29,NA,2422.02,5e-17,0
0.6,0.75,4125.965,0.09,-0.11,0,9.78,1.1,0,0,399670.25,NA,13322617.53,5e-17,0
0.6,1,2062.49,0.17,-0.17,0,29.11,1.21,0,0,918625.76,NA,22966926.81,5e-17,0
0.6,1.25,1455.3,0.14,-0.14,0,39.94,1.21,0,0,1481038.9,NA,29617907.54,5e-17,0
0.6,1.5,1204.77,0.12,-0.13,0,46.16,1.43,0,0,2082612.16,14.8,34710289.44,5e-17,0
0.6,1.75,1140.85,0.06,-0.07,0,48.82,1.26,0,0,2892334.17,NA,41319255.33,5e-17,0
0.6,2,1165.33,0.08,-0.11,0,49.81,1.25,0,0,4333772.93,14.46,54168997.67,5e-17,0
0.6,2.25,1311.2,0.16,-0.16,0,50.02,1.43,0,0,5858901.76,NA,65105512.63,5e-17,0
0.6,2.5,1659.735,0.11,-0.12,0,50.02,1.15,0,0,9312991.23,NA,93138151.42,5e-17,0
0.6,2.75,2631.78,0.11,-0.14,0,50.04,1.58,0,0,19031293.06,NA,173032605.51,5e-17,0
0.6,3,12477.635,0.07,-0.1,0,50.01,1.58,0,0,130061306.8,NA,1083971732.99,5e-17,0
0.6,3.25,17027.65,595454780.48,36390860.33,0,50.07,595459801.62,0,0.21,549732253314.79,561.65,4492447773273.7,5e-17,0.21
0.6,3.5,15395.08,1253527891.63,76735213.18,0,50.1,1253529227.02,0,0.45,1099214592574.37,507.69,8965452292163.17,5e-17,0.45
0.6,3.75,14626.46,1834216914.09,112326192.89,0,50.06,1834216830.65,0,0.59,1557485960126.34,482.58,12702174129416.2,5e-17,0.59
0.6,4,13750.95,2334572418.58,143149539.83,0,50.09,2334565228.82,0,0.7,1879743591103.78,453.58,15307228374629.8,5e-17,0.7
0.6,4.25,12107.535,2773494995.57,170345676.91,0,50.13,2773424614,0,0.78,1972624890433.46,399.11,16035672455399.2,5e-17,0.78
0.6,4.5,13338.945,3179117640.1,195149092.84,0,50.07,3179124126.91,0,0.67,2513468944723.13,440.32,20450612255432,5e-17,0.67
0.6,4.75,12489.56,3536460631.71,217147390.89,0,50.05,3536468454.65,0,0.8,2621428565679.72,412.25,21313187938905.5,5e-17,0.8
0.6,5,11786.72,3845549449.53,236656104.69,0,50.16,3845548001.17,0,0.84,2699747017963.06,389.05,21901466984666.1,5e-17,0.84
0.65,0.5,512.96,0.12,-0.13,0,1,1.36,0,0,31.04,NA,1531.41,5e-17,0
0.65,0.75,5913.335,0.1,-0.11,0,6.56,1.31,0,0,298714.71,NA,9957175.02,5e-17,0
0.65,1,2367.44,0.2,-0.23,0,25.33,1.17,0,0,855530.2,NA,21388247.09,5e-17,0
0.65,1.25,1546.75,0.07,-0.09,0,37.94,1.44,0,0,1388733.33,NA,27777295.92,5e-17,0
0.65,1.5,1245.195,0.08,-0.08,0,45.52,1.5,0,0,2077955.62,NA,34632643.66,5e-17,0
0.65,1.75,1144.56,0.05,-0.08,0,48.56,1.37,0,0,2865820.65,NA,40944041.01,5e-17,0
0.65,2,1144.465,0.09,-0.1,0,49.66,1.39,0,0,3927486.93,NA,49091747.14,5e-17,0
0.65,2.25,1272.66,0.09,-0.11,0,49.95,1.44,0,0,5687800.88,NA,63201281.58,5e-17,0
0.65,2.5,1564.29,0.11,-0.13,0,50.04,1.22,0,0,8983520.76,NA,89842280.26,5e-17,0
0.65,2.75,2340.11,0.05,-0.08,0,50.04,1.15,0,0,16416156.23,NA,149258552.76,5e-17,0
0.65,3,6766.05,0.05,-0.06,0,50.03,1.63,0,0,64737688.23,NA,539529171.18,5e-17,0
0.65,3.25,17273.04,443942406.87,27566387.75,0,50.07,443945425.22,0,0.18,411236975946.94,569.46,3307715597551.94,5e-17,0.18
0.65,3.5,15938.295,1118927320.88,69553507.96,0,50.05,1118918071.11,0,0.36,1029727331451.35,525.78,8273263757834.52,5e-17,0.36
0.65,3.75,14864.91,1698693895.26,105748939.64,0,50.09,1698693250.99,0,0.52,1485576735641.55,490.34,11915414312709.2,5e-17,0.52
0.65,4,13597.605,2208646475.57,137653415.34,0,50.11,2208643153.19,0,0.68,1782360602185.59,448.39,14278372069736.5,5e-17,0.68
0.65,4.25,12308.155,2665116429.39,166151115.68,0,50.08,2665108751.72,0,0.78,1955486495551.35,405.88,15665066955464.5,5e-17,0.78
0.65,4.5,13350.225,3062636551.69,191200790.47,0,50.13,3062645289.05,0,0.8,2461971987050.18,440.7,19693435554362.3,5e-17,0.79
0.65,4.75,11426.37,3427090657.85,213983167.47,0,50.1,3427083328.3,0,0.81,2354626820532.93,376.7,18829493150108.6,5e-17,0.81
0.65,5,11886.085,3748505345.73,234323923.55,0,50.14,3748510272.39,0,0.82,2694899609068.18,392.36,21524779121049.3,5e-17,0.82
0.7,0.5,453.645,0.16,-0.16,0,1,1.34,0,0,24.64,NA,1224.36,5e-17,0
0.7,0.75,6505.735,0.76,-0.13,0,3.32,1.52,0,0,177975.34,NA,5932499.44,5e-17,0
0.7,1,2724.575,0.09,-0.11,0,22.02,1.3,0,0,818456.87,NA,20460612.59,5e-17,0
0.7,1.25,1638.335,0,-0.05,0,36.06,1.12,0,0,1305486.47,NA,26108963.23,5e-17,0
0.7,1.5,1279.61,0.21,-0.23,0,44.41,1.31,0,0,2013330.17,NA,33556418.51,5e-17,0
0.7,1.75,1151.255,0.17,-0.18,0,47.83,1.33,0,0,2627432.74,NA,37534376.19,5e-17,0
0.7,2,1134.215,0.08,-0.1,0,49.56,1.44,0,0,3659059.69,NA,45738789.93,5e-17,0
0.7,2.25,1220.875,0.1,-0.1,0,49.97,1.22,0,0,5384806.95,NA,59832922.22,5e-17,0
0.7,2.5,1494.67,0.1,-0.12,0,50.03,1.29,0,0,8065011.21,NA,80649308.9,5e-17,0
0.7,2.75,2113.79,0.19,-0.19,0,50.04,1.41,0,0,14062625.31,NA,127850478.92,5e-17,0
0.7,3,4686.675,0.07,-0.13,0,50.08,1.37,0,0,41724200.77,NA,347740735.82,5e-17,0
0.7,3.25,17703.625,292426194.07,18442891.87,0,50.07,292426728.12,0,0.1,266942587105.57,583.77,2114088085080.3,5e-17,0.1
0.7,3.5,16234.33,974656178.04,61565788.86,0,50.08,974660189.33,0,0.35,922226437490.38,535.38,7291788940146.95,5e-17,0.35
0.7,3.75,15614.48,1568418019.29,99171930.44,0,50.08,1568418382.65,0,0.41,1463601117631.97,515.23,11560019560329.7,5e-17,0.41
0.7,4,13506.56,2088908857.17,132193366.81,0,50.08,2088912538.06,0,0.62,1697179797864.3,445.23,13392316752551.3,5e-17,0.62
0.7,4.25,13145.5,2552326722.16,161571664.48,0,50.05,2552329338.64,0,0.77,2032857715404.7,433.57,16033777264885.8,5e-17,0.77
0.7,4.5,12648.49,2956049128.5,187387186.4,0,50.1,2956047683.86,0,0.71,2278984406887.98,417.19,17951824120846.7,5e-17,0.71
0.7,4.75,12061.515,3323973929.46,210801911.36,0,50.09,3323961330.42,0,0.78,2450856334785.34,397.91,19293630887038.3,5e-17,0.78
0.7,5,11334.015,3658421497.69,231995200.53,0,50.05,3658419904.32,0,0.78,2538742436322.65,373.65,19990766608530.2,5e-17,0.78
0.75,0.5,402.71,0.18,-0.19,0,1,1.21,0,0,22.59,NA,1142.48,5e-17,0
0.75,0.75,2820.885,2.88,-0.07,0,1.01,4.28,0,0,2245.1,NA,74996.36,5e-17,0
0.75,1,3022.435,0.05,-0.05,0,17.74,1.15,0,0,698544.45,NA,17464795.84,5e-17,0
0.75,1.25,1763.435,0.12,-0.13,0,32.52,1.34,0,0,1188071.2,18.87,23762753.69,5e-17,0
0.75,1.5,1349.465,0.27,-0.3,0,42.61,1.54,0,0,1887424.05,NA,31456234.99,5e-17,0
0.75,1.75,1183.765,0.11,-0.12,0,47.13,1.25,0,0,2528654.75,NA,36122957.03,5e-17,0
0.75,2,1130.09,0.14,-0.16,0,49.51,1.71,0,0,3649909.46,NA,45627313.59,5e-17,0
0.75,2.25,1207.345,0.15,-0.15,0,49.94,1.48,0,0,5421201.69,NA,60238851.89,5e-17,0
0.75,2.5,1403.75,0.16,-0.16,0,50,1.25,0,0,7819073.19,NA,78196179.11,5e-17,0
0.75,2.75,1925.415,0.07,-0.08,0,50.03,1.21,0,0,13084714.24,NA,118961728.21,5e-17,0
0.75,3,3699.035,0.03,-0.04,0,50.03,1.35,0,0,32869485.76,NA,273946720.41,5e-17,0
0.75,3.25,18134.74,147013041.43,9411080.29,0,50.03,147012685.82,0,0.05,121124630248.2,597.88,944867335477.55,5e-17,0.05
0.75,3.5,16082.79,829582229.17,53238719.44,0,50.11,829582110.26,0,0.31,781141668656.98,530.4,6079311548047.14,5e-17,0.31
0.75,3.75,15789.88,1439359837.09,92402917.21,0,50.06,1439357803.09,0,0.42,1374697525954.13,520.92,10694627154759.6,5e-17,0.42
0.75,4,13659.765,1964196591.06,126262019.66,0,50.09,1964201585.1,0,0.7,1635013793433.68,450.44,12698094587432.2,5e-17,0.7
0.75,4.25,12067.175,2431392337.21,156404458.55,0,50.09,2431397826.52,0,0.79,1796191870919.14,397.71,13939735608746.1,5e-17,0.79
0.75,4.5,11892.83,2851654125.94,183454202.11,0,50.05,2851656266.54,0,0.79,2089716341989.23,392.08,16217324373477.6,5e-17,0.79
0.75,4.75,12811.285,3208311046.94,206979782.33,0,50.2,3208300917.79,0,0.77,2558804155578.42,422.94,19800402513383.3,5e-17,0.77
0.75,5,11060.635,3553462876.16,229064544.58,0,50.11,3553475823.44,0,0.83,2441488881654.46,364.68,18909735208235.1,5e-17,0.83
0.8,0.5,327.925,0.14,-0.15,0,1,1.13,0,0,16.8,NA,852.12,5e-17,0
0.8,0.75,891.095,0.11,-0.11,0,1.01,1.22,0,0,157.19,NA,5191.95,5e-17,0
0.8,1,3442.195,0.1,-0.13,0,13.88,1.16,0,0,600407.1,NA,15012642.41,5e-17,0
0.8,1.25,1935.295,0.08,-0.11,0,31.04,1.15,0,0,1176585.35,NA,23532789.23,5e-17,0
0.8,1.5,1372.615,0.16,-0.17,0,42.09,1.23,0,0,1824711.09,NA,30409579.21,5e-17,0
0.8,1.75,1199.06,0.1,-0.11,0,46.56,1.35,0,0,2370196.58,NA,33859337.7,5e-17,0
0.8,2,1134.26,0.07,-0.11,0,49.06,1.27,0,0,3367730.85,NA,42097325.12,5e-17,0
0.8,2.25,1184.15,0.06,-0.07,0,49.85,1.57,0,0,4682479.48,NA,52030016.23,5e-17,0
0.8,2.5,1373.925,0.18,-0.19,0,50.04,1.44,0,0,7161871.18,NA,71626534.91,5e-17,0
0.8,2.75,1768.725,0.09,-0.1,0,50.01,1.08,0,0,11641098.6,NA,105835742.65,5e-17,0
0.8,3,3078.975,0.03,-0.06,0,50.04,1.45,0,0,26721521.33,NA,222702141.59,5e-17,0
0.8,3.25,18105.81,1488666.1,96775.49,0,50.03,1488586.05,0,0,1910682811.32,585.88,14700950671.54,5e-17,0
0.8,3.5,16371.42,697156911.99,45392219.16,0,50.05,697157048.56,0,0.32,670499209198.46,539.83,5143118314304.42,5e-17,0.32
0.8,3.75,15625.72,1310524614.77,85404731.88,0,50.04,1310523364.38,0,0.46,1251709917398.81,515.63,9593515707980.75,5e-17,0.46
0.8,4,13981.215,1846924073.49,120458094.4,0,50.04,1846928183.18,0,0.63,1595633611080.33,461.01,12216550105575.4,5e-17,0.63
0.8,4.25,14068.555,2315115455.14,151215451.33,0,50.09,2315112071.4,0,0.59,2036342653423.85,464.12,15568702474433.3,5e-17,0.59
0.8,4.5,12048.205,2740656264.38,179055481.29,0,50.06,2740662727.83,0,0.8,2064834251710.53,397.25,15782013047564.4,5e-17,0.8
0.8,4.75,12133.27,3105211998.9,203362618.1,0,50.19,3105216147.21,0,0.77,2373925961114.53,400.25,18093164170454.1,5e-17,0.77
0.8,5,11397.495,3450502623.11,225971461.57,0,50.15,3450506320.84,0,0.93,2483762407920.1,376,18941099180376.2,5e-17,0.93
0.85,0.5,295.145,0.1,-0.1,0,1,1.09,0,0,14.44,NA,719.6,5e-17,0
0.85,0.75,567.89,0.13,-0.13,0,1,1.32,0,0,66.81,NA,2238.66,5e-17,0
0.85,1,4102.925,0.15,-0.16,0,9.8,1.17,0,0,528649.55,NA,13216610.86,5e-17,0
0.85,1.25,2041.245,0.15,-0.15,0,28.56,1.18,0,0,1172149.38,NA,23445677.73,5e-17,0
0.85,1.5,1480.045,0.12,-0.13,0,39.69,1.34,0,0,1758807.09,NA,29312136.18,5e-17,0
0.85,1.75,1203.67,0.07,-0.09,0,46.36,1.19,0,0,2458519.95,NA,35123943.41,5e-17,0
0.85,2,1134.46,0.17,-0.2,0,48.95,1.79,0,0,3281855.85,NA,41021121.02,5e-17,0
0.85,2.25,1159.93,0.15,-0.18,0,49.79,1.77,0,0,4565664.05,NA,50728965.87,5e-17,0
0.85,2.5,1336.56,0.11,-0.14,0,50,1.6,0,0,7025511.65,NA,70260639.06,5e-17,0
0.85,2.75,1661.47,0.08,-0.08,0,50.01,1.25,0,0,10289055.76,NA,93541092.53,5e-17,0
0.85,3,2629.725,0.17,-0.17,0,50.01,1.48,0,0,21813200.77,NA,181796010.55,5e-17,0
0.85,3.25,12547.305,1.87,-0.06,0,50.05,3.1,0,0,137019723.71,NA,1054103354.27,5e-17,0
0.85,3.5,17174.835,559120630.72,36946713.82,0,50.03,559126263.65,0,0.19,564743890430.23,566.5,4268853727879.35,5e-17,0.19
0.85,3.75,15513.46,1176316945.14,77838262.98,0,50.06,1176312483.45,0,0.41,1124359157259.52,511.62,8485194620186.02,5e-17,0.41
0.85,4,13793.58,1719754112.73,113911027.84,0,50.07,1719755996.72,0,0.66,1484116531051.97,454.7,11189668494536.3,5e-17,0.66
0.85,4.25,12809.905,2195340155.47,145623430.53,0,50.12,2195330112.5,0,0.73,1773119967447.27,422.22,13343823902480.1,5e-17,0.73
0.85,4.5,13339.84,2627485113.66,174330281.11,0,50.09,2627466383.06,0,0.78,2231726124941.02,440.2,16792267127336.1,5e-17,0.78
0.85,4.75,12509.295,3007290322.29,199762024.67,0,50.13,3007286635.72,0,0.72,2405631666722.29,412.69,18082446628280.4,5e-17,0.72
0.85,5,11448.705,3356294706.83,222973095.08,0,50.1,3356292262.82,0,0.86,2460330737271.04,377.68,18499326907097.2,5e-17,0.86
0.9,0.5,262.37,0.26,-0.26,0,1,1.23,0,0,13.19,NA,646.38,5e-17,0
0.9,0.75,501.57,0.19,-0.19,0,1,1.17,0,0,58.34,NA,1912.5,5e-17,0
0.9,1,5132.975,2.98,-0.04,0,5.54,3.85,0,0,322104.89,NA,8051988.32,5e-17,0
0.9,1.25,2186.88,0.13,-0.14,0,24.72,1.24,0,0,1043176.43,NA,20862681.42,5e-17,0
0.9,1.5,1560.91,0.12,-0.12,0,38.51,1.37,0,0,1710395.31,NA,28507406.42,5e-17,0
0.9,1.75,1263.815,0.07,-0.08,0,44.97,1.32,0,0,2259596.73,NA,32283341.67,5e-17,0
0.9,2,1145.64,0.07,-0.1,0,48.27,1.34,0,0,3226913.66,NA,40334517.45,5e-17,0
0.9,2.25,1159.935,0.16,-0.17,0,49.66,1.48,0,0,4344370.14,NA,48274313.84,5e-17,0
0.9,2.5,1289.575,0.05,-0.07,0,49.96,1.36,0,0,6071718.67,NA,60723068.69,5e-17,0
0.9,2.75,1573.47,0.07,-0.07,0,50.05,1.56,0,0,9739769.09,NA,88544598.34,5e-17,0
0.9,3,2364.56,0.11,-0.11,0,50,1.37,0,0,19332161.3,NA,161114737.77,5e-17,0
0.9,3.25,6645.99,0.11,-0.14,0,50.05,1.37,0,0,68219287.06,NA,524812730.34,5e-17,0
0.9,3.5,17812.715,416893066.84,27958227.52,0,50.04,416894865.39,0,0.1,432754004150.27,587.65,3223309117655.31,5e-17,0.1
0.9,3.75,15701.375,1036841201.21,69682503.65,0,50.12,1036839125.9,0,0.44,1016795952765.1,517.72,7558545171148.61,5e-17,0.44
0.9,4,15114.775,1597527670.69,107380007.42,0,50.06,1597535165.17,0,0.52,1536084196554.24,498.52,11414628856636.1,5e-17,0.52
0.9,4.25,13807.83,2083726578.14,140201494.1,0,50.08,2083734730.33,0,0.62,1845116849808.34,455.4,13694936529881.2,5e-17,0.62
0.9,4.5,12688.59,2518688079.51,169581369.1,0,50.08,2518681177.48,0,0.68,2057508879331.24,418.26,15255740821498.2,5e-17,0.68
0.9,4.75,12078.97,2907291896.58,195887616.45,0,50.09,2907295351.52,0,0.8,2271095726479.11,398.38,16823198107895.8,5e-17,0.8
0.9,5,12196.385,3258418657.93,219659227.4,0,50.09,3258424397.49,0,0.79,2585438936040.89,402.43,19152844658064.2,5e-17,0.79
0.95,0.5,223.715,0.13,-0.15,0,1,1.24,0,0,10.63,NA,529.95,5e-17,0
0.95,0.75,408.255,0.16,-0.17,0,1,1.35,0,0,44.73,NA,1441.65,5e-17,0
0.95,1,3853.535,0.7,-0.07,0,2.05,1.75,0,0,106314.54,NA,2656993.68,5e-17,0
0.95,1.25,2578.57,0.18,-0.19,0,21.03,1.2,0,0,957575.86,NA,19152152.55,5e-17,0
0.95,1.5,1596.22,0.21,-0.22,0,35.14,1.5,0,0,1523566.71,NA,25394337.71,5e-17,0
0.95,1.75,1293.09,0.19,-0.19,0,44.25,1.47,0,0,2234144.76,NA,31916630.98,5e-17,0
0.95,2,1141.405,0.14,-0.17,0,47.62,1.29,0,0,2985349.27,NA,37320508.07,5e-17,0
0.95,2.25,1143.055,0.12,-0.16,0,49.58,1.52,0,0,4168699.23,NA,46322632.48,5e-17,0
0.95,2.5,1241.595,0.1,-0.11,0,49.92,1.33,0,0,5947460.89,16.08,59472327.3,5e-17,0
0.95,2.75,1493.765,0.06,-0.09,0,50.02,1.35,0,0,8991039.58,NA,81744699.37,5e-17,0
0.95,3,2118.58,0.09,-0.12,0,50.04,1.57,0,0,16776488.17,NA,139817028.95,5e-17,0
0.95,3.25,4844.8,0.04,-0.06,0,50.05,1.18,0,0,47470089.33,NA,365195438.91,5e-17,0
0.95,3.5,17608.005,269582102.04,18349045.54,0,50.08,269579721.76,0,0.15,265354135799.7,580.75,1947474716938.83,5e-17,0.15
0.95,3.75,15768.685,909205645.34,61980136.14,0,50.09,909202733.05,0,0.41,898363104071.89,519.97,6581371729634.33,5e-17,0.41
0.95,4,15118.085,1465436426.86,100038302.38,0,50.13,1465436650.62,0,0.49,1425970612093.03,498.59,10432790620974.1,5e-17,0.49
0.95,4.25,13793.525,1966272615.18,134262102.16,0,50.09,1966257596.31,0,0.67,1760616439884.1,454.78,12875555361237.7,5e-17,0.67
0.95,4.5,12973.86,2413201432.54,164772842.03,0,50.04,2413209180.65,0,0.71,2043924031662.52,427.92,14945955429863.1,5e-17,0.71
0.95,4.75,11937.24,2799058201.69,191469413.16,0,50.12,2799015928.35,0,0.8,2192566597754.95,393.51,16010371435817.7,5e-17,0.8
0.95,5,11267.72,3154458561.52,215926368.97,0,50.14,3154461770.28,0,0.83,2339735184568.42,371.47,17072493694517.5,5e-17,0.83
1,0.5,211.89,0.16,-0.16,0,1,1.37,0,0,9.39,NA,469.65,5e-17,0
1,0.75,378.39,0.11,-0.12,0,1,1.16,0,0,36.25,NA,1173.78,5e-17,0
1,1,1729.875,7.56,0.14,0,1,8.68,0,0,2565.58,NA,64182.03,5e-17,0
1,1.25,2923.735,0.11,-0.12,0,18.41,0.93,0,0,923849.75,NA,18478338.66,5e-17,0
1,1.5,1741.49,0.1,-0.11,0,33.63,1.38,0,0,1555480.68,NA,25925037.9,5e-17,0
1,1.75,1347.795,0.11,-0.12,0,43.79,1.49,0,0,2230485.03,NA,31862161.49,5e-17,0
1,2,1184.615,0.04,-0.05,0,47.22,1.34,0,0,2732328.24,NA,34152717.92,5e-17,0
1,2.25,1133.035,0.12,-0.16,0,49.61,1.42,0,0,4312851.93,NA,47921689.15,5e-17,0
1,2.5,1218.37,0.08,-0.09,0,49.92,1.5,0,0,5829975.58,NA,58301984.72,5e-17,0
1,2.75,1411.255,0.04,-0.04,0,50.02,1.21,0,0,8151318.88,NA,74109091.45,5e-17,0
1,3,1923.205,0.13,-0.13,0,50.04,1.56,0,0,14351819.77,NA,119604302.13,5e-17,0
1,3.25,3730.29,0.15,-0.18,0,50.02,1.43,0,0,33707679.33,NA,259318023.22,5e-17,0
1,3.5,18138.645,135162765.43,9328112.3,0,50.04,135163888.32,0,0.02,120479291963.46,597.77,871833923613.68,5e-17,0.02
1,3.75,16526.495,786851703.21,54366411.98,0,50.02,786846475.99,0,0.31,822404460788.82,544.84,5945079327723.08,5e-17,0.31
1,4,14806.785,1350623872.41,93449039.49,0,50.06,1350625298.55,0,0.56,1299175962482.9,488.22,9378640635355.92,5e-17,0.56
1,4.25,13690.51,1852324034.72,128276470.81,0,50.07,1852337146.35,0,0.63,1666334282615.23,451.44,12018124371271.1,5e-17,0.63
1,4.5,13269.42,2299990674.59,159383499.19,0,50.07,2299997159.78,0,0.67,2021406676077.44,437.47,14565947826737.1,5e-17,0.67
1,4.75,12878.515,2693752392.21,186956679.43,0,50.14,2693747435.78,0,0.72,2312731233325.61,424.82,16638484122395.2,5e-17,0.72
1,5,11518.53,3053465164.09,212092387.29,0,50.16,3053466354.94,0,0.86,2346818704356.01,379.75,16864264981395.5,5e-17,0.86
