"epsilon1","epsilon2","tfinal","G","R","P","Tc","V","C","mut","div","trans","Vtot","nu","cancer"
0.65,2,1114.09,0.09,-0.11,0,49.4,0.9,0,0,3375084.16,10.94,24058759.77,5e-17,0
0.65,2.25,1172.265,0.13,-0.13,-0.03,50.01,1.07,0,0,4653043.17,11.56,30457747.74,5e-17,0
0.65,2.5,1334.985,0.09,-0.15,0.01,50.04,1.01,0,0,6345795.36,13.28,38396348.38,5e-17,0
0.65,2.75,1700.515,0.07,-0.09,0.01,50.01,1.14,0,0,10009895.13,16.99,56279390.26,5e-17,0
0.65,3,2451.255,0.07,-0.13,0.06,50.03,1.43,0,0,18446972.85,25.33,96849336.04,5e-17,0
0.65,3.25,6083.08,0.07,-0.12,0.05,50.08,1.39,0,0,53260595.59,57.63,262093444.69,5e-17,0
0.65,3.5,17409.72,326089784.75,18393571.8,52531079.76,50.05,210125416.5,0,0.15,312782590831.31,573.74,1487478006553.8,5e-17,0.15
0.65,3.75,16128.435,962061684.12,54334410.08,155108571.67,50.07,620435451.38,0,0.39,960538849547.89,531.84,4565327876806.89,5e-17,0.39
0.65,4,15058.565,1524547080.66,86131887.28,245939441.35,50.05,983762823.64,0,0.47,1458399346013.89,496.2,6933231419827.11,5e-17,0.47
0.65,4.25,13579.905,2015836815.43,113996023.63,325397382.16,50.07,1301583486.22,0,0.61,1754260083218.99,447.45,8334494650682.49,5e-17,0.61
0.65,4.5,12887.685,2450367632.22,138725458.57,395782134.6,50.11,1583127148.25,0,0.72,2041792027529.08,424.7,9696667749833.7,5e-17,0.72
0.65,4.75,11951.955,2849536479.02,161300056.9,460408890.53,50.07,1841630971.66,0,0.79,2207685121057.51,393.97,10486457303028.6,5e-17,0.79
0.65,5,11105.365,3203154412.51,181420074.4,517766368.97,50.08,2071056729.63,0,0.81,2312240268731.77,365.73,10980851606078.1,5e-17,0.81
0.7,0.5,7768.23,0.29,-0.18,0.02,6.43,0.18,0,0,205821.16,5.5,3028378.9,5e-17,0
0.7,0.75,2622.905,0.14,-0.17,0.02,23.08,0.3,0,0,607520.14,13.55,7532912.82,5e-17,0
0.7,1,1706.985,0.21,-0.21,0,33.92,0.4,0,0,929453.4,11.4,9963112.87,5e-17,0
0.7,1.25,1314.985,0.22,-0.23,0,42.79,0.9,0,0,1369685.77,11.31,12944802.53,5e-17,0
0.7,1.5,1171.775,0.11,-0.16,0.03,46.38,0.98,0,0,1907313.36,10.56,16126307.25,5e-17,0
0.7,1.75,1122.395,0.15,-0.2,0.02,48.41,0.76,0,0,2464944.76,9.84,18845265.46,5e-17,0
0.7,2,1127.59,0.18,-0.2,0,49.63,0.94,0,0,3451149.85,10.24,24093310.73,5e-17,0
0.7,2.25,1208.62,0.21,-0.21,-0.01,49.95,1.05,0,0,4817503.14,11.08,30939210.23,5e-17,0
0.7,2.5,1393.86,0.13,-0.16,0.01,50.03,1.3,0,0,6763772.27,13.5,40195599,5e-17,0
0.7,2.75,1772.27,0.08,-0.14,0.03,50.02,0.91,0,0,10706411.59,16.71,59201114.73,5e-17,0
0.7,3,2819.505,0.11,-0.08,-0.03,50.08,1.35,0,0,20480745.9,29.82,105822371.09,5e-17,0
0.7,3.25,10498.815,0.05,-0.06,0.01,50.03,1.29,0,0,101407097.93,105.92,491559282.05,5e-17,0
0.7,3.5,17604.88,491241406.82,27234132.57,77765973.25,50.07,311061705.39,0,0.18,496477956141.44,580.48,2360635330568.44,5e-17,0.18
0.7,3.75,15985.715,1117254435.37,62011757.48,177006108.25,50.08,708027265.27,0,0.38,1095339357522.36,526.94,5205169014789.23,5e-17,0.38
0.7,4,15098.75,1677664984.37,93081308.44,265904146.37,50.01,1063612437.04,0,0.51,1587225069128.85,497.91,7549634652704.32,5e-17,0.51
0.7,4.25,13967.35,2150321947.53,119544823.58,341105604.26,50.1,1364422392.47,0,0.59,1900495648814.69,460.58,9026857128884.03,5e-17,0.59
0.7,4.5,12671.975,2584117493.21,143714736.66,410107203.61,50.09,1640426275.17,0,0.76,2080071719879.88,417.62,9877708974413.13,5e-17,0.76
0.7,4.75,11487.635,2971331812.93,165325228.79,471768322.78,50.09,1887084596.84,0,0.85,2174874299250.43,378.3,10329703458455.4,5e-17,0.85
0.7,5,11307.57,3323683908.43,184911006.09,527874158.02,50.06,2111488574.87,0,0.79,2405871480864.44,372.45,11434789158521.3,5e-17,0.79
0.75,0.5,5548.135,0.13,-0.15,0.01,9.86,0.23,0,0,266072.67,7.34,3754101.57,5e-17,0
0.75,0.75,2302.9,0.21,-0.27,0.05,25.52,0.57,0,0,586228.23,11.72,7009948.56,5e-17,0
0.75,1,1576.34,0.21,-0.2,-0.02,35.91,0.33,0,0,970345.58,10.72,10080973.31,5e-17,0
0.75,1.25,1281.315,0.19,-0.19,0,43.29,0.55,0,0,1424989.69,10.09,13099807.13,5e-17,0
0.75,1.5,1140.505,0.22,-0.21,-0.01,47.27,0.52,0,0,1940633.66,10.49,16004847.85,5e-17,0
0.75,1.75,1112.135,0.14,-0.15,0,49.1,0.65,0,0,2778193.27,9.82,20772083.86,5e-17,0
0.75,2,1133.425,0.11,-0.11,-0.01,49.82,0.84,0,0,3683604.4,9.51,25199900.06,5e-17,0
0.75,2.25,1227.36,0.12,-0.18,0.04,50.01,1.18,0,0,5136026.65,11.61,32353601.61,5e-17,0
0.75,2.5,1463.62,0.14,-0.15,-0.01,50.02,1.13,0,0,7805805.94,13.33,45589501.32,5e-17,0
0.75,2.75,1951.34,0.12,-0.13,-0.01,50.07,1.6,0,0,12065970.14,18.15,65614160.8,5e-17,0
0.75,3,3309.71,0.05,-0.09,0.04,50.07,1.66,0,0,25507457.78,30.49,129787703.53,5e-17,0
0.75,3.25,17846.185,48552.1,2631.15,7545.2,50.05,30187.51,0,0,524088815.22,531.66,2503708358.63,5e-17,0
0.75,3.5,16183.15,662412315.2,36071028.61,103007539.76,50.05,412032284.13,0,0.33,617932741102.52,533.26,2938256734388.69,5e-17,0.33
0.75,3.75,15518.39,1275680287.82,69548229.77,198531464.09,50.07,794130978.41,0,0.48,1201308443725.01,511.6,5709669955232.56,5e-17,0.48
0.75,4,13831.625,1817454462.38,99132696.43,283014894.96,50.06,1132062525.99,0,0.58,1547979848887.23,455.7,7359241201384.67,5e-17,0.58
0.75,4.25,12634.52,2293215417.57,125175427.52,357307899.41,50.07,1429230593.96,0,0.77,1797343863567.89,416.22,8542458536456.57,5e-17,0.77
0.75,4.5,12903.625,2713917782.58,148292425.23,423111330.78,50.1,1692446520.01,0,0.77,2192963754593.81,425.41,10414922899698.1,5e-17,0.77
0.75,4.75,12805.61,3101935120.17,169388093.36,483705040.25,50.04,1934820324.75,0,0.72,2499098974966.62,422.25,11878288602177.8,5e-17,0.72
0.75,5,12595.655,3438474197.45,187997875.31,536500169.76,50.08,2145957885.01,0,0.78,2739682187115.61,415.49,13018152768586.6,5e-17,0.78
0.8,0.5,4035.56,0.1,-0.07,-0.03,14.29,0.2,0,0,307916.79,8,4169678.88,5e-17,0
0.8,0.75,2079.395,0.24,-0.28,0.01,28.28,0.42,0,0,673195.91,12.54,7775087.51,5e-17,0
0.8,1,1514.275,0.23,-0.23,-0.01,37.98,0.41,0,0,1016799.55,10.76,10256911.54,5e-17,0
0.8,1.25,1234.34,0.2,-0.19,-0.03,44.5,0.39,0,0,1506658.62,10.73,13486337.18,5e-17,0
0.8,1.5,1142.585,0.21,-0.21,0,47.61,0.71,0,0,2143725.63,9.98,17252468.73,5e-17,0
0.8,1.75,1094.44,0.22,-0.26,0.03,49.1,0.87,0,0,2708662.69,10.9,19807790.51,5e-17,0
0.8,2,1144.83,0.14,-0.19,0.02,49.87,0.99,0,0,3907955.99,11.25,26191696.17,5e-17,0
0.8,2.25,1276.63,0.08,-0.16,0.04,50,0.67,0,0,5514078.75,11.86,34102677.13,5e-17,0
0.8,2.5,1566.88,0.14,-0.18,-0.01,50.02,1.04,0,0,8071648.29,14.96,46316395.26,5e-17,0
0.8,2.75,2107.495,0.07,-0.09,0.01,50.05,0.81,0,0,13342458.66,20.24,71404472.37,5e-17,0
0.8,3,4149.93,0.03,-0.05,0,50.03,1.52,0,0,32673333.15,40.04,163730458.14,5e-17,0
0.8,3.25,18135.13,136124834.44,7268432.96,20769426.87,50.05,83077014.66,0,0.02,101467133888.12,593.69,482589848094.11,5e-17,0.02
0.8,3.5,16552.25,826928222.74,44234293.22,126290682.92,50.07,505162360.58,0,0.3,792323760020.44,545.74,3766463047223.13,5e-17,0.3
0.8,3.75,14033.36,1434182686.17,76767775.82,219175429.8,50.06,876703705.88,0,0.61,1198620135652.05,462.22,5697837932031.34,5e-17,0.61
0.8,4,14215.065,1967692377.31,105362005.95,300874579.1,50.04,1203498367.29,0,0.59,1698161740633.17,468.58,8074095089530.44,5e-17,0.59
0.8,4.25,13359.08,2424999778.43,130101766.9,371111023.79,50.12,1484443976.69,0,0.66,1984096311472.41,440.31,9422343324546.34,5e-17,0.66
0.8,4.5,12009.61,2845091689.9,152658637.38,435577709.17,50.1,1742307873.98,0,0.73,2096674945312.74,395.62,9955794343473.57,5e-17,0.73
0.8,4.75,12640.52,3215035169.01,172677454.09,492481531.17,50.13,1969915406.28,0,0.8,2516737771435.86,416.72,11948602993460.5,5e-17,0.8
0.8,5,11324.735,3553038747.59,190873268.57,544444831.03,50.12,2177774960.01,0,0.81,2491638541107.39,373.23,11827002961070,5e-17,0.81
0.85,0.5,3361.87,0.15,-0.15,0,17.13,0.34,0,0,339031.76,8.37,4412704.62,5e-17,0
0.85,0.75,1881.645,0.18,-0.2,-0.01,31.59,0.47,0,0,685557.95,10.61,7657150.62,5e-17,0
0.85,1,1414.57,0.27,-0.26,-0.01,40.54,0.73,0,0,1082773.26,10.75,10599306.85,5e-17,0
0.85,1.25,1223.805,0.18,-0.18,-0.04,44.53,0.23,0,0,1423244.97,10.35,12410295.91,5e-17,0
0.85,1.5,1125.49,0.09,-0.11,0,48.46,0.76,0,0,2331948.81,10.43,18332420.81,5e-17,0
0.85,1.75,1111.755,0.13,-0.16,0.02,49.37,1.1,0,0,2783218.37,9.62,19926761.69,5e-17,0
0.85,2,1176.62,0.24,-0.29,0.02,49.91,1.5,0,0,4016918.52,10.39,26395976.52,5e-17,0
0.85,2.25,1340.135,0.23,-0.24,0.01,50.03,1,0,0,5696042.61,11.65,34581122.02,5e-17,0
0.85,2.5,1664.665,0.12,-0.15,0,50.04,1.09,0,0,8818165.3,16.06,49752243.73,5e-17,0
0.85,2.75,2393.46,0.19,-0.22,0.01,50.03,1.39,0,0,15940365.49,23.91,83929104.16,5e-17,0
0.85,3,5544.575,0.06,-0.1,0.02,50.06,1.61,0,0,49526884.22,53.19,244422154.23,5e-17,0
0.85,3.25,17534.705,315519757.1,16541996.9,47257079.49,50.04,189026179.47,0,0.16,277504247207.68,577.24,1319965323340.46,5e-17,0.16
0.85,3.5,16403.9,998268728.2,52407629.46,149653864.4,50.05,598614386.02,0,0.32,943058619856.97,540.83,4484211260145.68,5e-17,0.32
0.85,3.75,15315.035,1591133551.73,83613441.51,238710793.56,50.06,954836403.56,0,0.49,1440017194115.17,505.01,6844677866969.1,5e-17,0.49
0.85,4,12972.4,2113527149.51,111114992.66,317258181.22,50.05,1269036509.91,0,0.7,1631772602386.92,427.27,7757915092552.17,5e-17,0.7
0.85,4.25,12577.555,2565185875.48,135076349.16,385356270.03,50.11,1541418127.83,0,0.75,1937858821633.27,414.41,9204306875565.63,5e-17,0.75
0.85,4.5,12623.12,2969692083.02,156564317.47,446408340.54,50.15,1785630100.54,0,0.74,2268439566406.46,416.09,10764856772602.8,5e-17,0.74
0.85,4.75,11902.09,3343204922.76,176173243.98,502656675.37,50.1,2010625832.86,0,0.86,2413774496405.42,392.38,11461878989559.9,5e-17,0.86
0.85,5,12039.125,3661782575.34,193379752.01,550998039.62,50.2,2203985832.63,0,0.87,2693404828839.63,396.99,12777669609524.3,5e-17,0.87
0.9,0.5,2768.15,0.26,-0.26,0,21.54,0.09,0,0,377751.41,8.07,4728974.25,5e-17,0
0.9,0.75,1747.455,0.22,-0.2,-0.02,32.78,0.13,0,0,679958.79,10.69,7356537.83,5e-17,0
0.9,1,1340.265,0.2,-0.19,-0.02,41.85,0.38,0,0,1106302.87,9.38,10525282.04,5e-17,0
0.9,1.25,1164.03,0.25,-0.27,0.01,46.34,0.65,0,0,1592941.97,9.67,13534947.25,5e-17,0
0.9,1.5,1107.375,0.2,-0.19,-0.01,48.77,0.83,0,0,2241724.15,9.87,17218693.81,5e-17,0
0.9,1.75,1121.515,0.15,-0.17,0.01,49.65,0.75,0,0,3083419.85,9.97,21615077.12,5e-17,0
0.9,2,1184.805,0.15,-0.15,0,49.97,0.85,0,0,4143271.62,10.84,26698142.72,5e-17,0
0.9,2.25,1380.86,0.1,-0.09,-0.02,50.03,0.94,0,0,6369949.49,12.07,37973688.04,5e-17,0
0.9,2.5,1758.475,0.08,-0.09,-0.01,50.05,0.96,0,0,10214083.91,16.57,56656095.27,5e-17,0
0.9,2.75,2707.54,0.06,-0.11,0.01,50.09,0.78,0,0,18004553.42,25.75,93319705.3,5e-17,0
0.9,3,8643.425,0.09,-0.09,0,50.07,1.63,0,0,77486619.42,85.96,376804515.1,5e-17,0
0.9,3.25,17587.03,490328715.19,25240984.4,72080781.83,50.07,288319873.49,0,0.17,455488418544.45,579.78,2165844809995.82,5e-17,0.17
0.9,3.5,15420.175,1164535944.39,60011161.66,171331603.74,50.06,685334067.21,0,0.46,1019081277408.05,508.3,4843878647665.44,5e-17,0.46
0.9,3.75,14297.44,1741833693.77,89888834.57,256484743.45,50.1,1025935986.43,0,0.61,1443993958326.39,471.17,6858528560829.29,5e-17,0.6
0.9,4,13869.475,2260913896.41,116639631.9,333036912.01,50.05,1332143190.6,0,0.59,1842025928676.54,457.22,8756418098932.75,5e-17,0.59
0.9,4.25,12813.285,2702649577.54,139680512.22,398443445.83,50.12,1593773189.51,0,0.72,2049238561802.4,422.21,9735005828347.53,5e-17,0.72
0.9,4.5,11951.735,3111511827.03,160743772.78,458822997.63,50.07,1835298955.12,0,0.79,2203329692667.19,393.74,10466080160905.5,5e-17,0.79
0.9,4.75,10832.36,3473913239.47,179471996.9,512427591.67,50.05,2049703315.93,0,0.83,2232683800334.2,356.73,10611380268503.7,5e-17,0.83
0.9,5,11700.28,3790801023.4,196136710.77,559533861.95,50.11,2238140098.95,0,0.82,2653913756818.84,385.86,12602153030614.3,5e-17,0.82
0.95,0.5,2408.885,0.14,-0.15,0,24.65,0.28,0,0,403293.17,9.74,4870523.55,5e-17,0
0.95,0.75,1619.67,0.24,-0.27,0.01,35.64,0.73,0,0,744683.31,10.58,7796839.32,5e-17,0
0.95,1,1284.85,0.08,-0.08,0,43.04,0.48,0,0,1190283.17,9.96,11009834.59,5e-17,0
0.95,1.25,1150.015,0.27,-0.28,-0.01,46.93,0.62,0,0,1641973.22,9.37,13609936.23,5e-17,0
0.95,1.5,1111.175,0.1,-0.14,0.01,48.93,0.65,0,0,2257219.18,8.76,16957215.16,5e-17,0
0.95,1.75,1130.085,0.08,-0.14,0.04,49.67,1.15,0,0,3279054.08,10.13,22516458.59,5e-17,0
0.95,2,1227.26,0.1,-0.13,0.03,49.99,0.67,0,0,4587952.22,11.34,29011030.71,5e-17,0
0.95,2.25,1447.92,0.12,-0.1,-0.02,50.03,0.8,0,0,6628117.72,11.79,38825952.56,5e-17,0
0.95,2.5,1902.49,0.11,-0.12,0.01,50.03,0.98,0,0,10440597.5,18.65,56966092.9,5e-17,0
0.95,2.75,3203.615,0.02,-0.06,0.01,50.04,1.22,0,0,22673928.69,27.16,115694539.9,5e-17,0
0.95,3,17861.355,1442.72,74.97,203.1,50.04,812.35,0,0,253190750.91,365.72,1213258299.68,5e-17,0
0.95,3.25,16876.975,669223103.36,33810889,96521341.18,50.08,386085235.63,0,0.26,604429438792.66,556.23,2873232783034.72,5e-17,0.26
0.95,3.5,14921.415,1322472514.39,66921305.27,190919242.07,50.12,763679172.42,0,0.46,1106555217584.82,491.56,5256528957016.46,5e-17,0.46
0.95,3.75,15063.745,1900475368.21,96191514.54,274511679.25,50.09,1098046978.53,0,0.57,1640680767037.99,490.64,7794885933756.82,5e-17,0.57
0.95,4,13576.88,2396447841.88,121459979.27,346418204.04,50.13,1385670610.35,0,0.67,1879720827089.4,447.62,8925484402722.15,5e-17,0.67
0.95,4.25,12765.88,2842926006.78,144111324.13,411129158.51,50.11,1644512561.41,0,0.8,2106627333458.6,420.83,10003894346534.3,5e-17,0.8
0.95,4.5,12074.195,3233548868.55,164077489.08,467899306.51,50.14,1871586563.05,0,0.81,2276458506464.28,397.97,10805444770906.9,5e-17,0.81
0.95,4.75,12156.065,3592131466.38,182213695.42,519891823.43,50.1,2079560252.87,0,0.79,2559612134948.03,400.82,12162386956599.9,5e-17,0.79
0.95,5,12236.69,3907949445.06,198377639.42,565854810.2,50.12,2263423482.2,0,0.81,2815342521865.14,403.59,13373218994097.3,5e-17,0.81
1,0.5,2114.325,0.16,-0.18,0.02,28.02,0.07,0,0,459942.49,9.36,5364440.61,5e-17,0
1,0.75,1499.665,0.14,-0.17,0.02,38.14,0.71,0,0,816181.34,9.58,8291011.36,5e-17,0
1,1,1247.61,0.23,-0.22,-0.01,44.19,0.54,0,0,1222776.45,9.85,11012496.31,5e-17,0
1,1.25,1135.16,0.15,-0.15,-0.02,47.38,0.54,0,0,1714982.35,8.95,13868801.07,5e-17,0
1,1.5,1104.985,0.23,-0.24,0,49.18,0.33,0,0,2333749.84,9.12,17143152.03,5e-17,0
1,1.75,1144.425,0.22,-0.24,0.02,49.8,0.84,0,0,3441182.46,9.95,23144034.23,5e-17,0
1,2,1277.82,0.21,-0.22,0,49.98,0.92,0,0,4931009.01,11.16,30590476.16,5e-17,0
1,2.25,1534.48,0.16,-0.2,0.03,50.05,1.08,0,0,7688359.56,14.74,44253810.78,5e-17,0
1,2.5,2111.225,0.12,-0.15,0.03,50.04,0.88,0,0,12698387.01,19.06,68166833.23,5e-17,0
1,2.75,3919.245,0.17,-0.18,0.01,50.04,1.23,0,0,28839601.21,35.91,144933329.12,5e-17,0
1,3,18250.5,107741111.17,5327593.42,15219777.36,50.03,60880953.69,0,0,63620158883.36,594.91,302525174574.8,5e-17,0
1,3.25,16131.835,851872702.58,42199566.78,120476645.6,50.07,481904815.31,0,0.36,731212768684.86,531.51,3475669455436.46,5e-17,0.36
1,3.5,15391.61,1502467740.02,74469031.58,212628841.06,50.05,850518545.22,0,0.39,1283836875680.61,507.3,6104787848510.36,5e-17,0.39
1,3.75,13942.52,2059180615.36,102185336.48,291648908.68,50.08,1166596273.5,0,0.58,1612548468052.41,459.52,7662344965707.48,5e-17,0.58
1,4,13506.575,2555791124.48,126830557.73,362134734.64,50.05,1448534149.85,0,0.68,1956264969813.12,445.25,9298970866249.88,5e-17,0.68
1,4.25,12705.83,2980434693.82,148174411.12,422668488.65,50.12,1690673811.51,0,0.78,2159678553880.97,418.79,10255251380988.6,5e-17,0.78
1,4.5,11028.875,3367508855.2,167492899.01,477762940.6,50.12,1911051854.39,0,0.82,2116756761800.02,363.22,10048070782905.1,5e-17,0.82
1,4.75,11464.15,3715380928.54,184842715.18,527307792.29,50.11,2109231893.46,0,0.81,2443860419527.79,378,11603640099465.7,5e-17,0.81
1,5,11789.515,4026315960.18,200415319.42,571666449.48,50.12,2286652319.79,0,0.82,2737577220939.28,388.95,12995722586123.5,5e-17,0.82
