"epsilon1","epsilon2","tfinal","G","R","Tc","V","mut","trans","Vtot","nu","cancer"
0,5.1,8926.3,3190064236.44,221575749.36,50.12,3190068564.24,0.84,293.68,13525441423292.4,5e-15,0.84
0.025,0.7,3726.6,0,0,1,1.28,0,0.28,88218.84,5e-15,0
0.025,0.5,351.22,0,0,1,1.4,0,0.04,1270.8,5e-15,0
0.025,1.3,2871.86,0,0,23.48,0.64,0,24.12,20620136.6,5e-15,0
0.025,1.5,1689.38,0,0,36.04,1.24,0,18.56,27790770.24,5e-15,0
0.025,1.7,1368.48,0,0,42.12,0.96,0,16.32,30432193.88,5e-15,0
0.025,1.9,1301.42,0,0,46.32,0.92,0,14.56,37573492.28,5e-15,0
0.025,0.9,16800.9,352.96,6.28,1.8,351,0,21.04,3494369.96,5e-15,0
0.025,1.1,12203.3,62.72,1.44,10.6,62.56,0,38.92,14310130.84,5e-15,0
0.025,2.1,1300.28,0,0,48.56,1.28,0,13.36,39442053.28,5e-15,0
0.025,2.3,1454.8,0,0,49.68,1.56,0,13.72,47684293.56,5e-15,0
0.025,2.5,1986.3,0,0,50,1.24,0,14.96,51986973.4,5e-15,0
0.025,2.7,3438.34,0,0,50,0.76,0,18.12,72327464.96,5e-15,0
0.025,2.9,15159.42,48.56,2.8,50.08,50.64,0,25.8,113342999,5e-15,0
0.025,3.1,18250.5,117.64,8.04,50.08,121,0,39.88,169191748.88,5e-15,0
0.025,3.3,18250.5,293.6,20.04,50,292.72,0,99.76,417819350.12,5e-15,0
0.025,3.5,17809.84,199708090.56,13689865.52,50.08,199705923.96,0.08,587.56,1389666135504.72,5e-15,0.08
0.025,3.7,14751.82,727318380.48,49900962.56,50.04,727305766.4,0.36,486.52,4815309984574.6,5e-15,0.36
0.025,3.9,15245.36,1186329325.56,81532893.68,50.12,1186333976.28,0.36,503.12,8423800922703.72,5e-15,0.36
0.025,4.1,14074.5,1615539201.76,111065945.76,50.08,1615543030.84,0.52,464.52,10707758224264.7,5e-15,0.52
0.025,4.3,9000.46,2005221715.88,137858093.04,50.04,2005203746.72,0.8,295.48,8343078366048.2,5e-15,0.8
0.025,4.5,10716.26,2355658546.48,162063990.2,50.04,2355634315.12,0.68,352.76,11921519064996.2,5e-15,0.68
0.025,4.7,9843.6,2673867280.08,184128849.28,50.08,2673869951.6,0.68,324,12458904964661,5e-15,0.68
0.025,4.9,8510.5,2973700107.24,204763944.56,50.04,2973709785.04,0.8,279.8,11949015989245.8,5e-15,0.8
0.025,5.1,8713.02,3238600806.12,223347401.92,50.12,3238607322.44,0.8,286.52,13412402027816,5e-15,0.8
0.05,0.7,4993.94,14.88,0.28,1,15.56,0,0.76,152162.24,5e-15,0
0.05,0.5,428.6,0,0,1,1.32,0,0,1253.36,5e-15,0
0.05,1.3,2563.66,0,0,26.76,1,0,23.84,24306155.04,5e-15,0
0.05,1.5,1653.56,0,0,37.24,1.28,0,17.88,30136324.88,5e-15,0
0.05,1.7,1387.02,0,0,42.88,0.92,0,16,30185377.88,5e-15,0
0.05,1.9,1281.58,0,0,46.8,1.28,0,14.72,34736533.76,5e-15,0
0.05,0.9,16804.9,322.16,5.92,2.4,326.76,0,25.44,4253800.48,5e-15,0
0.05,1.1,10593.68,43,0.64,12,45,0,36.84,14716613.88,5e-15,0
0.05,2.1,1294.08,0,0,48.8,1.08,0,14.28,41536875.96,5e-15,0
0.05,2.3,1408.28,0,0,49.68,0.88,0,14.2,44624070.84,5e-15,0
0.05,2.5,2104.52,0,0,49.92,1.2,0,16.04,60952132.88,5e-15,0
0.05,2.7,3677.94,0,0,50.04,0.96,0,18.24,70320923.88,5e-15,0
0.05,2.9,16239.36,50.04,3.08,50.04,50.72,0,26,95903688.92,5e-15,0
0.05,3.1,18250.5,115.96,7.52,50.04,113.96,0,43.72,179474843.08,5e-15,0
0.05,3.3,18250.5,416.32,26.84,50.16,421.68,0,116.76,573044421.64,5e-15,0
0.05,3.5,16032.96,265008671.28,18045529.8,50.08,265001159.44,0.32,528.76,1723635641881.96,5e-15,0.32
0.05,3.7,14409.94,793975343.68,54083978.88,50.04,793994638.96,0.44,474.88,5152682276138.36,5e-15,0.44
0.05,3.9,15941.18,1259686790.44,85876437.84,50.04,1259681447.08,0.32,526.36,9424509133598.28,5e-15,0.32
0.05,4.1,13980.72,1685386830.64,114907101.64,50,1685373181.16,0.56,461.2,11126540072813.8,5e-15,0.56
0.05,4.3,8274.66,2050639196,140177241.12,50.12,2050543835.16,0.8,271.4,7861166997232.4,5e-15,0.8
0.05,4.5,12350.58,2406984749.92,164485260.8,50.08,2407004580.52,0.56,407.28,14170744302904.4,5e-15,0.56
0.05,4.7,11234.26,2721926860.64,186204939.68,50.12,2721919603.92,0.6,369.88,14634344715743.1,5e-15,0.6
0.05,4.9,10472.44,3028192408.76,206907601.44,50,3028215404.72,0.76,345.08,15148055430662.2,5e-15,0.76
0.05,5.1,7305.6,3297592721.72,225438174.2,50,3297514236.92,0.92,239.76,11340755522779.2,5e-15,0.92
0.075,0.7,11293.32,37.48,0.6,1.12,37,0,2.68,451569.4,5e-15,0
0.075,0.5,342.04,0,0,1,0.84,0,0,1079.68,5e-15,0
0.075,1.3,2462.08,0,0,28.12,0.72,0,23.36,24400948.44,5e-15,0
0.075,1.5,1627.84,0,0,37.12,0.76,0,18.4,29051216.6,5e-15,0
0.075,1.7,1351.52,0,0,42.96,0.92,0,16.16,30693981,5e-15,0
0.075,1.9,1279.54,0,0,47.4,1.28,0,14.72,36526528,5e-15,0
0.075,0.9,16809.4,341.2,6.08,2.84,335.24,0,39.12,6595626.2,5e-15,0
0.075,1.1,7436.86,13.92,0.24,15.32,13.68,0,33.28,16373238.2,5e-15,0
0.075,2.1,1254.38,0,0,49.12,1.2,0,14.28,36979647.4,5e-15,0
0.075,2.3,1461.9,0,0,49.92,0.88,0,14.72,51000358.48,5e-15,0
0.075,2.5,2540.14,0,0,49.84,1.08,0,15.36,57945643.12,5e-15,0
0.075,2.7,4766.62,0,0,50,0.92,0,20.12,79710158.52,5e-15,0
0.075,2.9,15780,51.32,3.36,50,51.24,0,28.88,115959961.6,5e-15,0
0.075,3.1,18250.5,143.44,8.52,50.04,142.12,0,45.76,181944844,5e-15,0
0.075,3.3,18250.5,541.04,35.12,50.04,531.32,0,157.84,739826714.32,5e-15,0
0.075,3.5,16927.8,334242082.28,22600040.44,50.12,334232743.24,0.16,558.68,2388286443025.44,5e-15,0.16
0.075,3.7,16606.8,855224727,57865277.8,50.08,855218708.8,0.24,548.28,6523394578012.08,5e-15,0.24
0.075,3.9,13903.58,1327949926.32,89823643.16,50,1327956337.36,0.4,458.4,8603186026782.08,5e-15,0.4
0.075,4.1,13333.82,1735940950.28,117626669.52,50.08,1735952166.96,0.6,439.56,10902130514375.8,5e-15,0.6
0.075,4.3,11567.38,2092117902.36,142191160.12,50.08,2091433234,0.52,381.24,11555776001030.6,5e-15,0.52
0.075,4.5,9465.36,2453076212.76,166605939.8,50.16,2453089026.44,0.8,311.08,10907466493063.4,5e-15,0.8
0.075,4.7,9936.18,2762241434.24,187885954.04,50.24,2762246849.68,0.84,327.08,13065801065133.1,5e-15,0.84
0.075,4.9,10312.84,3050404605.12,207725583.32,50.28,3050415910.16,0.76,339.6,15058839100592,5e-15,0.76
0.075,5.1,9518.78,3311490249.24,225563479.76,50,3309820300.6,0.72,313.28,15226457215331.1,5e-15,0.72
0.1,0.7,14343.92,77.32,1.32,1.16,78.92,0,5.72,818873.68,5e-15,0
0.1,0.5,463.22,0,0,1,1.2,0,0,1533.28,5e-15,0
0.1,1.3,2309.1,0,0,28.24,1,0,21.56,22437708.44,5e-15,0
0.1,1.5,1555.9,0,0,38.8,0.72,0,17.12,28582996.48,5e-15,0
0.1,1.7,1494.3,0,0,42.2,0.72,0,15.68,30061428.88,5e-15,0
0.1,1.9,1251.4,0,0,47.8,0.92,0,13.88,36662178.2,5e-15,0
0.1,0.9,16071.08,244,3.96,3.96,240.92,0,39.16,7015359.68,5e-15,0
0.1,1.1,6079.92,4.72,0.08,17.88,5.68,0,31.84,20325087.88,5e-15,0
0.1,2.1,1339.74,0,0,49,1.24,0,13.72,40272242,5e-15,0
0.1,2.3,1528.66,0,0,49.84,0.92,0,14.84,51579300.36,5e-15,0
0.1,2.5,2291.6,0,0,50.04,1.08,0,16.24,65980861.8,5e-15,0
0.1,2.7,5187.74,0,0,50.04,1.56,0,19.36,86711050.12,5e-15,0
0.1,2.9,17691.04,79.84,4.4,50.04,79.72,0,29.32,118900911.2,5e-15,0
0.1,3.1,18250.5,170.24,10.24,50.04,167.72,0,51.04,194429403.24,5e-15,0
0.1,3.3,18250.5,863.44,55.6,50.08,860.76,0,221.12,1035096988.48,5e-15,0
0.1,3.5,17441.54,416449041.4,27930591.32,50.04,416444599.16,0.12,575.56,3138417003583.36,5e-15,0.12
0.1,3.7,14520.04,923803160.76,62037395.96,50.04,923763734.8,0.48,478.72,6133947533582.04,5e-15,0.48
0.1,3.9,13501.78,1391099697.84,93408447.76,50,1391114767.96,0.48,444.92,8760206779877.04,5e-15,0.48
0.1,4.1,12860.2,1781690698.4,120050703.08,50.2,1781693975.08,0.64,423.92,10827558504496.2,5e-15,0.64
0.1,4.3,14100.4,2168429240.48,146036330.08,50.12,2168425089.36,0.52,465.36,14594208886871.2,5e-15,0.52
0.1,4.5,10393.04,2365227667.84,160000240.92,50.08,2363930102.76,0.72,341.88,12351525064611.1,5e-15,0.72
0.1,4.7,9841.12,2840106577.08,191151732.96,50,2840134932.84,0.72,323.84,13264759902230.4,5e-15,0.72
0.1,4.9,9633.96,3113046779.88,210092590.6,50.16,3113045487.68,0.76,317.12,14323470066428,5e-15,0.76
0.1,5.1,6992.84,3395729153.6,228745444.28,50,3395719527.44,0.92,229.36,11166031385064.2,5e-15,0.92
0.125,0.7,13364.98,89.6,1.88,1.36,91.2,0,6.36,887625.64,5e-15,0
0.125,0.5,380.42,0,0,1,1.16,0,0.08,1414.4,5e-15,0
0.125,1.3,1970.18,0,0,31.36,1.44,0,21.52,25548870.24,5e-15,0
0.125,1.5,1491.16,0,0,39.6,1.2,0,16.84,27934770.6,5e-15,0
0.125,1.7,1326.6,0,0,45.76,1,0,15.28,33034212.2,5e-15,0
0.125,1.9,1215.74,0,0,47.96,0.72,0,13.8,36282896.6,5e-15,0
0.125,0.9,16801.3,184.64,3.92,5.48,183,0,43.08,9010701.36,5e-15,0
0.125,1.1,5429.98,2.72,0.12,17.76,3.96,0,29.56,17825071.16,5e-15,0
0.125,2.1,1282.9,0,0,49.36,0.96,0,14.4,44551206.12,5e-15,0
0.125,2.3,1544.54,0,0,49.92,0.68,0,15.16,50660568.68,5e-15,0
0.125,2.5,2534.28,0,0,49.96,1,0,16.16,64440122.8,5e-15,0
0.125,2.7,6055.28,0,0,50,1.12,0,20.24,79260730.44,5e-15,0
0.125,2.9,17481.86,75.44,4.12,50,76.16,0,30.68,124857787.92,5e-15,0
0.125,3.1,18250.5,185.28,11.6,50,186.12,0,56.12,230276478.8,5e-15,0
0.125,3.3,18250.5,2639.28,172.08,50,2639.6,0,420.08,2305370022.84,5e-15,0
0.125,3.5,16235.98,486817443.24,32414058.68,50.04,486821385.48,0.2,535.52,3450833680793.6,5e-15,0.2
0.125,3.7,15614.34,993627018.08,66218271,50.04,993630760.12,0.28,515.16,7161817841554.32,5e-15,0.28
0.125,3.9,12982.66,1444346956.96,96374861.24,50.08,1444359906.4,0.52,427.8,8733587975244.36,5e-15,0.52
0.125,4.1,9789.56,1846241185.32,123393591.8,50.04,1845913865.48,0.64,321.36,8440119032948.48,5e-15,0.64
0.125,4.3,11154.52,2225845375.88,148801809.48,50.12,2225849808.08,0.68,367.32,11707926106165.6,5e-15,0.68
0.125,4.5,12069.28,2565600975.4,171635002.92,50.08,2565362143.08,0.6,397.76,14787782094693.8,5e-15,0.6
0.125,4.7,10704.78,2883427962.36,192880401.96,50.08,2883376043.36,0.8,352.8,14699986766304.4,5e-15,0.8
0.125,4.9,10365.54,3153875712.08,211553886.24,50.16,3153334349.48,0.72,341.56,15687347090159.4,5e-15,0.72
0.125,5.1,8087.56,3421055539.2,229549813.12,50.24,3421031056.32,0.88,265.6,13074897216718.4,5e-15,0.88
0.15,0.7,13275.4,139.68,2.44,1.24,139.32,0,7.56,1159271.6,5e-15,0
0.15,0.5,643.26,0,0,1,1.12,0,0,2414.56,5e-15,0
0.15,1.3,1862.34,0,0,31.48,1,0,19.48,25547832.64,5e-15,0
0.15,1.5,1517.9,0,0,39.88,0.92,0,17.24,29173822.72,5e-15,0
0.15,1.7,1326.06,0,0,44.92,1.12,0,15,33816415.4,5e-15,0
0.15,1.9,1269.9,0,0,47.92,0.72,0,14.48,41360555.44,5e-15,0
0.15,0.9,15413.7,95.84,1.64,6.84,97.08,0,42.52,10568538.16,5e-15,0
0.15,1.1,5058.44,11.8,0.32,20.84,12.72,0,28.88,21217185.2,5e-15,0
0.15,2.1,1341.74,0,0,49.52,1.16,0,14.36,43704846.72,5e-15,0
0.15,2.3,1640.56,0,0,49.92,1.68,0,15.2,53711575.52,5e-15,0
0.15,2.5,2416.78,0,0,50.08,1.76,0,16.48,70418689.2,5e-15,0
0.15,2.7,7214.92,5.04,0.4,50,5.68,0,21.04,88865988.48,5e-15,0
0.15,2.9,17446.86,84.72,4.88,50,85.92,0,32.84,129778856.12,5e-15,0
0.15,3.1,18250.5,204.04,12.32,50.08,198.64,0,63.92,272174059.64,5e-15,0
0.15,3.3,18250.5,1819873.4,120132.28,50.08,1820097.8,0,570.6,16520779257.88,5e-15,0
0.15,3.5,16088.36,541617017.68,35842818.2,50.12,541587904.6,0.2,530.44,3846554621240.44,5e-15,0.2
0.15,3.7,13650.72,1060443730.48,70145039.64,50.04,1060440499.08,0.6,449.92,6628410834087.08,5e-15,0.6
0.15,3.9,12758.32,1512663245.52,100134325.24,50.04,1512671203.68,0.6,420.44,8982488602541.4,5e-15,0.6
0.15,4.1,12460.42,1881066994.08,124815122.32,50,1880547655.8,0.56,411,11320429075465,5e-15,0.56
0.15,4.3,9587.54,2296166310.04,152128593.8,50,2296128240.24,0.72,315.28,10312135734431.2,5e-15,0.72
0.15,4.5,10136.62,2626585121,174286454.04,50.08,2626583113.2,0.72,333.72,12634198216145.7,5e-15,0.72
0.15,4.7,9701.6,2903927068.68,193527206.48,50.16,2902885926.56,0.8,319.4,13455823924859.4,5e-15,0.8
0.15,4.9,7800.3,3221736419.48,214011258.12,50.08,3221741060,0.88,256.16,11849151766998.2,5e-15,0.88
0.15,5.1,9140.06,3481255502.2,231463330.44,50.12,3481232415.52,0.76,300.88,15162792010604.9,5e-15,0.76
0.175,0.7,15357.24,178.84,2.2,1.52,178.76,0,11.44,1740628.16,5e-15,0
0.175,0.5,638.68,0,0,1,1.04,0,0,3911.68,5e-15,0
0.175,1.3,1838.76,0,0,33.64,1.04,0,20.08,27948350.04,5e-15,0
0.175,1.5,1400.4,0,0,41.8,1.16,0,16.56,32434090.6,5e-15,0
0.175,1.7,1298.12,0,0,45.96,1.32,0,14.48,36665991.84,5e-15,0
0.175,1.9,1231.44,0,0,47.96,0.76,0,14.36,36763759,5e-15,0
0.175,0.9,15780.28,93.56,1.72,7.4,96.52,0,47.6,13798988.84,5e-15,0
0.175,1.1,4168.48,6.32,0.2,18.52,5.8,0,25.4,17182719.32,5e-15,0
0.175,2.1,1334.66,0,0,49.52,1.44,0,14.72,48735552.28,5e-15,0
0.175,2.3,1647.68,0,0,49.84,1.4,0,14.64,51761765,5e-15,0
0.175,2.5,2726.24,0,0,50.04,1.36,0,17.16,71104612.6,5e-15,0
0.175,2.7,10106.76,18.8,1.2,50,18.72,0,22.84,86840546.32,5e-15,0
0.175,2.9,17896.82,101.24,6.12,50,96.88,0,36.28,158003356.32,5e-15,0
0.175,3.1,18250.5,269.08,16.52,50.12,264.32,0,68.88,300203944.8,5e-15,0
0.175,3.3,18144.62,70521114.96,4618726.28,50.04,70519175.12,0.04,591,341554334079.08,5e-15,0.04
0.175,3.5,14947.64,608774713.56,39993987.84,50.12,608731752.96,0.32,492.68,4076670699601.04,5e-15,0.32
0.175,3.7,14483.42,1110567175.32,73037043.92,50.16,1110556740.64,0.52,477.6,7426978519021.84,5e-15,0.52
0.175,3.9,11124.48,1580983318,103819146.96,50,1580978907.24,0.68,366.08,8132172468547.44,5e-15,0.68
0.175,4.1,12405.74,1981541498.8,130279897.76,50.04,1981541804.4,0.6,408.92,11613502150598.6,5e-15,0.6
0.175,4.3,12049.26,2340758436.68,154174883.88,50.12,2340775132,0.64,397.4,13399005227308,5e-15,0.64
0.175,4.5,11381.6,2677179147.72,176433418.68,50.12,2677176074.96,0.64,375,14544625206938.2,5e-15,0.64
0.175,4.7,9076.44,2985279843.96,196827547.24,50.12,2985267654.44,0.76,298.56,12820230637560.8,5e-15,0.76
0.175,4.9,8200.62,3268405869.52,215597211.08,50.12,3268403856.12,0.72,269.72,12623196352443.7,5e-15,0.72
0.175,5.1,7737.48,3529746586.92,232941066.68,50.12,3529750337.4,0.96,254.2,12947971602956.8,5e-15,0.96
0.2,0.7,12516.92,170.72,2.96,1.56,175.92,0,12.4,1879572.84,5e-15,0
0.2,0.5,643.54,0,0,1,0.8,0,0,3759.16,5e-15,0
0.2,1.3,1652.78,0,0,34.72,1.44,0,19.68,25490615.6,5e-15,0
0.2,1.5,1407.42,0,0,39.68,1.28,0,15.56,26497575.96,5e-15,0
0.2,1.7,1273.16,0,0,46.64,1.52,0,14.28,35503756.76,5e-15,0
0.2,1.9,1207.9,0,0,48.6,1,0,14.16,38394903.48,5e-15,0
0.2,0.9,12606.2,59.72,1.24,9.04,60.92,0,42.16,13818081.52,5e-15,0
0.2,1.1,2839.58,0,0,23.56,1.36,0,24.72,20571655.08,5e-15,0
0.2,2.1,1345.7,0,0,49.4,1.08,0,14.64,47331609.8,5e-15,0
0.2,2.3,1901.78,0,0,49.8,1.56,0,14.8,56236242.08,5e-15,0
0.2,2.5,3629.08,0,0,50.04,1.52,0,17.12,67535707.12,5e-15,0
0.2,2.7,11794.52,17.44,0.96,50,16.88,0,23.96,101474011,5e-15,0
0.2,2.9,17691.94,100.64,6.64,50.12,97.96,0,36.88,153968000.96,5e-15,0
0.2,3.1,18250.5,296.64,18.2,50.04,297,0,80.04,305819205.96,5e-15,0
0.2,3.3,18250.5,137337313.68,8929796.36,50.08,137334414.2,0,601.6,893581356244.28,5e-15,0
0.2,3.5,15337.42,703555018.28,45783171.16,50,703556684.44,0.32,505.8,4830959672812.16,5e-15,0.32
0.2,3.7,12855.18,1162175264.96,75758352.76,50,1162027887.16,0.6,423.28,7087677663062.76,5e-15,0.6
0.2,3.9,12325.36,1620731104.28,105883250.52,50.08,1620500999.2,0.56,405.96,9394465163986.4,5e-15,0.56
0.2,4.1,9921.58,2034914873.84,132886105.76,50.04,2034704372.12,0.8,326.16,9442301467637.2,5e-15,0.8
0.2,4.3,10147.98,2392262100.64,156497846.12,50.16,2392232386.52,0.68,333.64,11365884051012.1,5e-15,0.68
0.2,4.5,9710.96,2655157361.36,173898931.52,50.04,2654372623.76,0.8,319.68,12578812332513.3,5e-15,0.8
0.2,4.7,7552.16,2920609734.96,191248574.2,50.12,2920385076.76,0.88,247.72,10753229390555.5,5e-15,0.88
0.2,4.9,8934.02,3331137903.76,217705614.36,50,3331117792.16,0.92,293.8,14154501033487.2,5e-15,0.92
0.2,5.1,11773.9,3586085072.88,234605225.88,50.04,3586075967.36,0.68,388.56,20385194405211.2,5e-15,0.68
0.225,0.7,15376.8,291.4,4.64,1.68,289.84,0,18.8,3116117.92,5e-15,0
0.225,0.5,1024.56,0,0,1,1.2,0,0.08,5801.8,5e-15,0
0.225,1.3,1634.4,0,0,36.48,0.8,0,18.68,28447133.04,5e-15,0
0.225,1.5,1334.08,0,0,43.76,1.08,0,16.28,32728065.96,5e-15,0
0.225,1.7,1319.66,0,0,45.92,1.44,0,14.96,34162310.08,5e-15,0
0.225,1.9,1269.32,0,0,48.92,1.04,0,14,43139421.4,5e-15,0
0.225,0.9,9272.12,15.92,0.2,12.28,16.12,0,36.76,16291584.8,5e-15,0
0.225,1.1,2656.56,0,0,23.04,1.08,0,23.56,19024219.48,5e-15,0
0.225,2.1,1345.14,0,0,49.72,1.44,0,14.2,47690641.24,5e-15,0
0.225,2.3,1709.38,0,0,49.96,0.92,0,15.52,55737545.64,5e-15,0
0.225,2.5,3958.18,0,0,50,1.32,0,17.6,74203514.68,5e-15,0
0.225,2.7,13139.48,31.28,1.52,50.04,31.68,0,26.36,106732865.92,5e-15,0
0.225,2.9,18250.5,141.36,8.72,50,140.76,0,39.32,173600410.56,5e-15,0
0.225,3.1,18250.5,339.08,21.84,50,345.32,0,99.84,400815583.56,5e-15,0
0.225,3.3,18047.42,223685309.96,14433671.48,50,223688132.84,0.04,595.84,1585038642143.16,5e-15,0.04
0.225,3.5,17169.42,762772916.88,49310220.52,50.04,762728185.2,0.12,567.04,6019220624100.16,5e-15,0.12
0.225,3.7,11687.14,1249148228.08,80879340.96,50.12,1249144849.84,0.68,384.88,6663193509881.04,5e-15,0.68
0.225,3.9,14276.56,1682131332.36,109083434.68,50.2,1682122836.2,0.4,471.16,11317073742896.9,5e-15,0.4
0.225,4.1,13394.72,2095196561.96,135775867.2,50,2094868129.6,0.52,441.76,13413975274875.8,5e-15,0.52
0.225,4.3,10508,2455656964.2,159312389.24,50.12,2455654915.44,0.8,345.72,12165698881704.3,5e-15,0.8
0.225,4.5,9878.46,2794127547.88,181206651.36,50.04,2794044403.84,0.8,325.12,13109431067776.2,5e-15,0.8
0.225,4.7,9184.16,3001967153,195496185.16,50.08,3000827976.64,0.72,302.28,13511439707822,5e-15,0.72
0.225,4.9,9253.66,3361434033.24,218659329.56,50.2,3361424850.96,0.8,304.4,14836943872146,5e-15,0.8
0.225,5.1,9427.3,3638461779.6,236094845.72,50,3638478223.64,0.88,310.44,16420097536995.1,5e-15,0.88
0.25,0.7,18250.5,382.08,5.84,2.24,385.8,0,30.24,4837173.4,5e-15,0
0.25,0.5,921.48,0,0,1.04,1.28,0,0,9124.76,5e-15,0
0.25,1.3,1679.06,0,0,35.64,0.92,0,17.48,25497702.8,5e-15,0
0.25,1.5,1337.46,0,0,43.28,1.28,0,15.48,30647989.6,5e-15,0
0.25,1.7,1225.28,0,0,47.88,1.44,0,14.6,39002390.32,5e-15,0
0.25,1.9,1250.62,0,0,48.92,0.92,0,13.84,39789285.24,5e-15,0
0.25,0.9,9913.22,40.08,0.72,10.88,42.6,0,31.84,12288843.88,5e-15,0
0.25,1.1,2673.2,0,0,24.08,0.72,0,23.92,20609624,5e-15,0
0.25,2.1,1427.8,0,0,49.76,1.28,0,14.76,53591134.24,5e-15,0
0.25,2.3,1911.4,0,0,50,1.52,0,16.04,57366496.64,5e-15,0
0.25,2.5,4307.48,0,0,50,1.28,0,18.96,78020048.8,5e-15,0
0.25,2.7,15190.78,40.76,2.52,50.04,39.56,0,26.36,100893030.76,5e-15,0
0.25,2.9,18250.5,130.92,8.16,50.04,130.8,0,42.64,177948254.96,5e-15,0
0.25,3.1,18250.5,426.32,24.04,50,426.64,0,122.04,562493714.76,5e-15,0
0.25,3.3,16761.6,297597918.28,19057683.92,50,297594820.4,0.16,552.88,2029736449174.56,5e-15,0.16
0.25,3.5,16000.1,832816945.92,53429124.84,50.08,832814816.24,0.24,527.92,6062873544675.8,5e-15,0.24
0.25,3.7,12437.46,1314148943.24,84442714.44,50.08,1314012774,0.56,409.4,7575842464394.28,5e-15,0.56
0.25,3.9,11320,1760407692,113132809.44,50.08,1760398653.12,0.64,372.2,9247704067226.4,5e-15,0.64
0.25,4.1,11481.66,2122697558.2,136973462.16,50.08,2121781779.32,0.6,377.84,11676468563910.1,5e-15,0.6
0.25,4.3,11896.76,2503879863.72,161397922.76,50.2,2503890508.16,0.64,392.08,14206078742737.1,5e-15,0.64
0.25,4.5,12153.68,2850508407.24,183409287.08,50.04,2850481787.84,0.6,401.16,16618588287255.1,5e-15,0.6
0.25,4.7,8145.46,3151525740.68,202877918.8,50.04,3151528621.6,0.8,267.32,12103126545919.3,5e-15,0.8
0.25,4.9,11187.58,3398310506.16,219745151.44,50.16,3397294273.68,0.72,368.96,18387307778515.2,5e-15,0.72
0.25,5.1,8632.36,3659821469.36,236653368.68,50.28,3659804273.8,0.84,283.92,15013251860604,5e-15,0.84
0.275,0.7,17372.68,421.12,6.12,3.04,425.12,0,41.08,6846513.28,5e-15,0
0.275,0.5,2455.66,0,0,1,0.88,0,0.36,52032.24,5e-15,0
0.275,1.3,1605.72,0,0,37.08,1.12,0,17.88,27307547,5e-15,0
0.275,1.5,1326.3,0,0,43.28,1.88,0,14.76,30742467.16,5e-15,0
0.275,1.7,1249.42,0,0,47.48,0.92,0,14.2,39248870.92,5e-15,0
0.275,1.9,1306.08,0,0,49,1.48,0,13.96,42631999.44,5e-15,0
0.275,0.9,7563.58,29,0.76,14.16,29.64,0,32.28,16938081.08,5e-15,0
0.275,1.1,2450.44,0,0,26.96,1.12,0,22.36,22589129.84,5e-15,0
0.275,2.1,1484.38,0,0,49.84,0.8,0,14.44,56438942.36,5e-15,0
0.275,2.3,1772,0,0,50.04,1.24,0,16,66312013.16,5e-15,0
0.275,2.5,4468.54,0,0,50.04,1.24,0,18.72,76830810.44,5e-15,0
0.275,2.7,16693.7,59.28,3.24,50.04,60.64,0,27.96,105471865.8,5e-15,0
