"epsilon1","epsilon2","tfinal","G","R","Tc","V","mut","trans","Vtot","nu","cancer"
0.275,2.9,18250.5,156.28,8.84,50.12,152.84,0,47.2,185795002.6,5e-15,0
0.275,3.1,18250.5,559,34.32,50.04,569.52,0,154.12,707040306.28,5e-15,0
0.275,3.3,17177.36,354441263.96,22550001.12,50.12,354455937.24,0.16,566.88,2544498472131.24,5e-15,0.16
0.275,3.5,16362.44,914692737.64,58172505.92,50,914685065.72,0.28,540.04,6886392310050.64,5e-15,0.28
0.275,3.7,14706.06,1398792329.76,89028924.16,50,1398793513.4,0.4,485.16,9622509721630.72,5e-15,0.4
0.275,3.9,12072.26,1813221969.4,115732999.36,50.04,1812907602.92,0.6,397.92,10338621868079.2,5e-15,0.6
0.275,4.1,7838.68,2219343051.12,141591216.4,50.04,2219222854.96,0.84,256.76,7990579662191.44,5e-15,0.84
0.275,4.3,12398.58,2578683703.04,164576266.04,50.04,2578635449.96,0.64,408.68,15284982008436.4,5e-15,0.64
0.275,4.5,9212.62,2861633343.24,183471811.64,50.08,2860376363.04,0.84,303.16,12642762915647.1,5e-15,0.84
0.275,4.7,7730.8,3203942768.88,204674253.28,50.04,3203922346.68,0.8,253.84,11632697062303.4,5e-15,0.8
0.275,4.9,8469.88,3454333992.4,221552428.96,50.28,3454327849.72,0.84,278.36,13877533099204.4,5e-15,0.84
0.275,5.1,7558.52,3717968223,238221959.48,50.16,3717827788.08,0.88,248.16,13311416857033.6,5e-15,0.88
0.3,0.7,18250.5,225.36,3.52,4.24,224.12,0,53.72,10614280.92,5e-15,0
0.3,0.5,3443.96,6.12,0,1,7.32,0,0.52,95657.8,5e-15,0
0.3,1.3,1534.36,0,0,37.64,1.2,0,16.8,25434326.28,5e-15,0
0.3,1.5,1290.26,0,0,45.56,0.92,0,15.36,36128624.16,5e-15,0
0.3,1.7,1247.7,0,0,47.88,0.76,0,14.56,39316622,5e-15,0
0.3,1.9,1318.2,0,0,49,0.88,0,14.08,43295652.88,5e-15,0
0.3,0.9,5603.2,4.08,0.08,16.36,4.48,0,30.08,17516718.2,5e-15,0
0.3,1.1,1987.46,0,0,30.04,1.36,0,20.68,22661934.76,5e-15,0
0.3,2.1,1536.92,0,0,49.72,1.44,0,14.76,51630702.24,5e-15,0
0.3,2.3,2034.52,0,0,49.96,1.52,0,15.76,64262653.04,5e-15,0
0.3,2.5,4703.44,0,0,50,1.04,0,19.84,79149298.28,5e-15,0
0.3,2.7,17444.32,72.88,4.28,50,70.68,0,29.64,117268378.48,5e-15,0
0.3,2.9,18250.5,161.24,9.56,50.04,160.68,0,51,219249130.16,5e-15,0
0.3,3.1,18250.5,898.52,56.76,50.04,892,0,221.88,1009308520.72,5e-15,0
0.3,3.3,15715.82,434095628.96,27393677.64,50.04,434058359.28,0.28,518.4,2944069452544.72,5e-15,0.28
0.3,3.5,14639.1,979229827.4,61829729.84,50.04,979219133.36,0.44,482.76,6537166311763.6,5e-15,0.44
0.3,3.7,12089,1443376973.2,91299310.28,50.04,1443143351.76,0.56,398.32,8187713939284.52,5e-15,0.56
0.3,3.9,12121.2,1883157327.72,119212480.6,50.08,1883062074.96,0.72,399.52,10730647121484.6,5e-15,0.72
0.3,4.1,12452.7,2282630262.76,144445242.36,50.04,2282619899.4,0.64,410.44,13511315625626.2,5e-15,0.64
0.3,4.3,8953.28,2637178738.8,166986140.2,50.04,2637165265.04,0.8,294.28,11086447684929.2,5e-15,0.8
0.3,4.5,12263.04,2947389996.44,187065225.28,50.16,2947370050.36,0.68,404.44,17342952916269.3,5e-15,0.68
0.3,4.7,8542.78,3247801209.44,206136453.92,50.12,3247769486.64,0.8,280.8,13152716598618.7,5e-15,0.8
0.3,4.9,8907.14,3516897512.36,223434607.28,50.16,3516892922.88,0.84,293,14925377977211,5e-15,0.84
0.3,5.1,8887.1,3768541387.52,239509246.36,50.16,3768558592.6,0.84,292.44,16003482852300.6,5e-15,0.84
0.325,0.7,17384.4,147.32,2.2,5.2,149.56,0,47,10166917.36,5e-15,0
0.325,0.5,8328.24,42.32,0.36,1,41.2,0,2,376995.04,5e-15,0
0.325,1.3,1455.4,0,0,40.76,1.12,0,17.28,30614439.76,5e-15,0
0.325,1.5,1289.26,0,0,45.64,1.6,0,14.76,34315102.76,5e-15,0
0.325,1.7,1215.62,0,0,47.84,1.04,0,14.24,35368108.92,5e-15,0
0.325,1.9,1273.32,0,0,49.4,0.92,0,14.36,41107833.36,5e-15,0
0.325,0.9,6039.84,10.76,0.28,16.8,11.8,0,28.72,17241218.88,5e-15,0
0.325,1.1,1956.48,0,0,31.68,1.28,0,21.56,25874071.08,5e-15,0
0.325,2.1,1538.36,0,0,49.76,1.48,0,13.96,49230329.64,5e-15,0
0.325,2.3,2177.56,0,0,50,1,0,16.28,66173367.88,5e-15,0
0.325,2.5,5799.26,2.92,0.04,50.04,3.12,0,20.76,91562121.44,5e-15,0
0.325,2.7,16890.64,66.68,4.12,50.04,68.12,0,30.64,128641673.32,5e-15,0
0.325,2.9,18250.5,187.88,11.16,50,183.64,0,56.48,230195168.56,5e-15,0
0.325,3.1,18250.5,2470.28,155.44,50.04,2485.92,0,397.04,1991615766.52,5e-15,0
0.325,3.3,16484.14,509893849.32,31926775.24,50.08,509895177,0.24,543.52,3664071002578.36,5e-15,0.24
0.325,3.5,12987.8,1047627256.36,65648694.32,50.04,1047601099.6,0.52,427.96,6198838291120.28,5e-15,0.52
0.325,3.7,14717.82,1516077897.44,95167812.72,50.12,1516073451,0.44,485.56,10459521286318.9,5e-15,0.44
0.325,3.9,8757.9,1953940104.2,122618976.96,50,1953771011.4,0.84,287.24,7881454991215.24,5e-15,0.84
0.325,4.1,11355.74,2279604945.56,143507333.36,50.04,2278895595.56,0.64,374.28,12562092785495.5,5e-15,0.64
0.325,4.3,11119.5,2691232812.2,169154956,50.04,2691085543.88,0.64,366.52,14233814342687.7,5e-15,0.64
0.325,4.5,10661.54,3011110245.2,189389658.84,50.08,3011099490.72,0.72,351.28,15324200492026.4,5e-15,0.72
0.325,4.7,8080.74,3284420678.12,207165701.64,50.04,3283212858.36,0.84,265.52,12637506245149.5,5e-15,0.84
0.325,4.9,9492.42,3570989502.2,224980446.92,50.12,3570953758.36,0.72,312.48,16191220270554.4,5e-15,0.72
0.325,5.1,9024.08,3824850240.56,240909987.84,50.08,3824871818.08,0.76,296.72,16516880441425.5,5e-15,0.76
0.35,0.7,16157,100.08,1.84,6.72,97.48,0,43.32,10428685.6,5e-15,0
0.35,0.5,9913.56,76.32,0.8,1.08,75.52,0,4.04,675387.12,5e-15,0
0.35,1.3,1404.74,0,0,41.28,0.84,0,16.4,30349542.68,5e-15,0
0.35,1.5,1251.7,0,0,45.92,1.24,0,15.12,36517063.44,5e-15,0
0.35,1.7,1290.64,0,0,47.12,1.64,0,14.08,36489934.76,5e-15,0
0.35,1.9,1327.4,0,0,49.08,1.32,0,14.04,44576592.04,5e-15,0
0.35,0.9,4084.8,4.6,0.08,19.2,5.64,0,27.64,18664398.48,5e-15,0
0.35,1.1,2422.88,0,0,29.12,0.92,0,20,21509519.52,5e-15,0
0.35,2.1,1487.52,0,0,49.92,1.08,0,15.8,56492611.32,5e-15,0
0.35,2.3,2676.24,0,0,50,1.12,0,16.44,61965523.92,5e-15,0
0.35,2.5,7127.02,5.64,0.2,50.04,6.76,0,20.92,87070241.12,5e-15,0
0.35,2.7,17253.86,84.76,5.12,50.04,88.48,0,33.6,140993496.2,5e-15,0
0.35,2.9,18250.5,190.2,11.84,50.04,192.08,0,61.64,256365925.64,5e-15,0
0.35,3.1,18250.5,1813616.64,112302.44,50,1813219.56,0,598.96,16567541431.36,5e-15,0
0.35,3.3,14513.42,583871003.96,36275061.88,50.08,583873592.32,0.44,478.2,3700873212196.36,5e-15,0.44
0.35,3.5,14205.3,1119363601.2,69577634.68,50.04,1119351684.92,0.52,468.52,7341786158603.52,5e-15,0.52
0.35,3.7,12495.34,1561577445.24,97252577.28,50,1561237537.44,0.48,411.28,9308047236028.2,5e-15,0.48
0.35,3.9,10530.9,1996743884.4,124543514.72,50.08,1996372247.24,0.72,346.56,9899042288841.88,5e-15,0.72
0.35,4.1,10739.44,2402981437.12,149686022.96,50.04,2402964671.48,0.76,353.84,12196269559351.4,5e-15,0.76
0.35,4.3,10201.44,2752046047.76,171540030.04,50.04,2752057643.92,0.72,336.08,13322213557238.9,5e-15,0.72
0.35,4.5,9676.78,3048459446.16,190702006.12,50.24,3048464565.36,0.68,318.44,14002169373182.8,5e-15,0.68
0.35,4.7,10292.84,3352139367.52,209436702.48,50.04,3351587689.92,0.72,339.12,16537844366112.9,5e-15,0.72
0.35,4.9,9493.7,3626019416.2,226484769.56,50.08,3625997107.96,0.88,312.92,16455421613843.6,5e-15,0.88
0.35,5.1,7261.06,3870109103.52,241964912.84,50.08,3869824746.56,1,238.36,13315003383923.4,5e-15,1
0.375,0.7,12588.94,54.48,1,7.36,54.28,0,42.36,11484243.72,5e-15,0
0.375,0.5,11733.56,110.44,1.36,1.2,110.68,0,5.8,1019577,5e-15,0
0.375,1.3,1426.98,0,0,40.4,0.84,0,16.56,28752410.6,5e-15,0
0.375,1.5,1307.7,0,0,45.6,1.08,0,14.12,35525736.72,5e-15,0
0.375,1.7,1236.94,0,0,48.36,0.84,0,14.4,37493095.72,5e-15,0
0.375,1.9,1285.58,0,0,49.72,1.12,0,13.68,51102493.96,5e-15,0
0.375,0.9,2722.24,0,0,22.6,1.52,0,26.08,21770696.52,5e-15,0
0.375,1.1,1832.94,0,0,32.76,1.08,0,19.12,25341315.12,5e-15,0
0.375,2.1,1497.76,0,0,49.92,1.28,0,15.04,52217372.84,5e-15,0
0.375,2.3,2438.18,0,0,50,1.44,0,17.04,67895259.8,5e-15,0
0.375,2.5,8342.36,10.2,0.44,50,11.28,0,22.12,86485418.68,5e-15,0
0.375,2.7,18250.5,101.44,5.6,50,104.12,0,34.96,154075846.28,5e-15,0
0.375,2.9,18250.5,239,13.04,50.08,240.96,0,69.8,288146281.92,5e-15,0
0.375,3.1,18250.5,78315587.8,4817646.8,50,78316667.16,0,601.68,387994195218.08,5e-15,0
0.375,3.3,16664.78,664717863.64,40946507.88,50.04,664705458.68,0.24,549.84,4955374757435.04,5e-15,0.24
0.375,3.5,15194.52,1148328926.96,71057933.36,50.12,1148008523.24,0.28,501.4,8290197447086.08,5e-15,0.28
0.375,3.7,12928.86,1665281000.2,102708113.36,50,1665278203.04,0.6,426.08,10074898444146.8,5e-15,0.6
0.375,3.9,8932.8,2074999898.12,128248648.12,50.08,2074944156.24,0.8,293,8547100096951.04,5e-15,0.8
0.375,4.1,8808.1,2453566597.52,151816665.04,50.12,2453591192.16,0.84,289.2,10074385683929.3,5e-15,0.84
0.375,4.3,10499.04,2787715896.28,172858047,50.12,2787183201.08,0.72,346.04,13968349165638.9,5e-15,0.72
0.375,4.5,8288.26,3116567766,193060032.52,50.12,3116568981.24,0.84,272.24,12131112452928.3,5e-15,0.84
0.375,4.7,9889.4,3410419393.92,211241617.16,50.08,3410417035.16,0.72,325.76,16136635055891.1,5e-15,0.72
0.375,4.9,9165.48,3644966288.52,226979548.36,50.32,3644475366.48,0.92,301.8,15944387552218.4,5e-15,0.92
0.375,5.1,5855.34,3868779090,241392556.32,50.16,3866313260.24,0.88,191.4,10744454543579.9,5e-15,0.88
0.4,0.7,10396.84,29.92,0.44,8.76,29.96,0,36.96,13061682.04,5e-15,0
0.4,0.5,12828.02,164.96,1.76,1.48,168.48,0,10.8,1689124.12,5e-15,0
0.4,1.3,1432.94,0,0,41.24,1,0,16.84,29484023.28,5e-15,0
0.4,1.5,1260.76,0,0,46.12,1.12,0,15.32,35445080,5e-15,0
0.4,1.7,1253.06,0,0,48.56,1.16,0,13.8,41419779.52,5e-15,0
0.4,1.9,1338.22,0,0,49.6,1.16,0,14.88,47471647.72,5e-15,0
0.4,0.9,2610.54,0,0,23.92,1.48,0,25.8,25205395.84,5e-15,0
0.4,1.1,1745.06,0,0,34.48,1.56,0,18.48,26888324.52,5e-15,0
0.4,2.1,1740.78,0,0,49.96,0.92,0,15.36,56210053.44,5e-15,0
0.4,2.3,2983.24,0,0,50.12,0.88,0,17.92,71191359.24,5e-15,0
0.4,2.5,10451.7,17.48,0.56,50,16.76,0,22.68,89168059.12,5e-15,0
0.4,2.7,18250.5,113.32,6.32,50,114.68,0,35.92,157188108,5e-15,0
0.4,2.9,18250.5,286.76,16.32,50,291.04,0,84.96,341161715.84,5e-15,0
0.4,3.1,17938.94,158538214.4,9674112.56,50,158540411.84,0.04,591.92,1011460912917.28,5e-15,0.04
0.4,3.3,15718.84,739653403.4,45197622.92,50.04,739657993.04,0.32,518.28,5258667127769.8,5e-15,0.32
0.4,3.5,13097.34,1236629183.68,75815562.92,50.2,1236600009,0.44,431.64,7507017534148.84,5e-15,0.44
0.4,3.7,13601.8,1721261105.68,105440085.36,50.08,1721278953.04,0.52,448.72,11042035084836.4,5e-15,0.52
0.4,3.9,12059.48,2140130656.4,131197916.84,50.08,2140117142.64,0.8,397.52,12189185455316.7,5e-15,0.8
0.4,4.1,11038.66,2500175806.76,153694003.72,50.12,2499706875.24,0.72,363.72,13132237257852,5e-15,0.72
0.4,4.3,9647.3,2859770025.24,175573477.92,50,2859242138.08,0.76,317.88,13104883659916,5e-15,0.76
0.4,4.5,7740.74,3154846823.44,194280121.64,50.16,3154262554.96,0.8,254.24,11540196404866.7,5e-15,0.8
0.4,4.7,7685.52,3467176821.16,212909314.72,50.04,3467192493.12,0.88,252.28,12575013725571.6,5e-15,0.88
0.4,4.9,8244.48,3721638428.28,228970433.44,50.12,3721556675.6,0.88,271.12,14628458707696.7,5e-15,0.88
0.4,5.1,8214.16,3974342230.52,244262887.08,50.04,3974334630.32,0.92,269.96,15556955456797.2,5e-15,0.92
0.425,0.7,9324.26,17.08,0.28,10.76,16.88,0,39.32,16474226.84,5e-15,0
0.425,0.5,13819.04,302,2.92,1.44,304.92,0,17.36,2664789.44,5e-15,0
0.425,1.3,1297.8,0,0,43.36,1,0,15.6,32877951,5e-15,0
0.425,1.5,1202.08,0,0,46.92,1.12,0,13.96,36402711.6,5e-15,0
0.425,1.7,1228.86,0,0,48.44,0.96,0,13.88,35633834.48,5e-15,0
0.425,1.9,1401.48,0,0,49.8,0.84,0,14.36,52369694.64,5e-15,0
0.425,0.9,2382.54,0,0,24.76,1.08,0,23.44,20631664.4,5e-15,0
0.425,1.1,1687.62,0,0,35.92,1.28,0,18.28,28532431.52,5e-15,0
0.425,2.1,1584.16,0,0,49.96,0.96,0,14.96,55393924.52,5e-15,0
0.425,2.3,3708.26,0,0,50,1.28,0,18.24,74926325.6,5e-15,0
0.425,2.5,12677.18,13.52,0.72,50,14.56,0,24.76,102694587.96,5e-15,0
0.425,2.7,17800.9,116.32,7.8,50.16,119.16,0,39.12,158273629.28,5e-15,0
0.425,2.9,18250.5,348.8,20.8,50.04,352.76,0,95.4,389099406.72,5e-15,0
0.425,3.1,17595.72,224684222.04,13604958.76,50.08,224681308.72,0.08,580.96,1519529258593.12,5e-15,0.08
0.425,3.3,12342.6,820163983.24,49692730.48,50,820171069.72,0.56,406.2,4447674965874.96,5e-15,0.56
0.425,3.5,14222.02,1336876512.96,81070081.16,50,1336865231.28,0.44,469,8833706808600.48,5e-15,0.44
0.425,3.7,10182.66,1787608308.68,108620681.8,50.04,1787483157.92,0.64,334.92,8398958598115.08,5e-15,0.64
0.425,3.9,11837.52,2188143045.6,133300166.08,50.2,2188149149.96,0.64,389.92,12228861515936.3,5e-15,0.64
0.425,4.1,10232.42,2559572849.4,156130426.32,50.24,2559568442.52,0.76,336.64,12346639274563.1,5e-15,0.76
0.425,4.3,8747.48,2919678002.4,177768237.64,50.08,2919680344.2,0.8,287.4,12020067647555.5,5e-15,0.8
0.425,4.5,7192.52,3206819004.04,195948309.08,50.12,3205898075.56,0.96,235.6,10858876455270.6,5e-15,0.96
0.425,4.7,9778.3,3507669627.96,214041252.08,50.12,3507408846.96,0.88,322.24,16399900617043.6,5e-15,0.88
0.425,4.9,8294.14,3774463010.32,230249069.68,50.04,3773949070.8,0.84,272.56,14944124769339.7,5e-15,0.84
0.425,5.1,7299.72,4006931113.08,244921554.28,50.2,4006869931.08,0.92,239.64,13911092625943.1,5e-15,0.92
0.45,0.7,8004.72,11.24,0.32,13.08,11.24,0,36.36,17257184.92,5e-15,0
0.45,0.5,14670.14,281.28,3.2,1.96,277.48,0,23.24,3733632.04,5e-15,0
0.45,1.3,1340.1,0,0,43.44,0.84,0,16.24,32009254.12,5e-15,0
0.45,1.5,1235.82,0,0,46.4,0.96,0,14.28,33285578.4,5e-15,0
0.45,1.7,1215.86,0,0,48.64,1.08,0,13.64,40108375.2,5e-15,0
0.45,1.9,1383.08,0,0,49.8,1.24,0,14.16,51259154.44,5e-15,0
0.45,0.9,2400.62,0,0,23.08,1.24,0,22.6,20488392.04,5e-15,0
0.45,1.1,1612.64,0,0,36.64,1,0,17.6,27143505.64,5e-15,0
0.45,2.1,1808.36,0,0,49.92,1,0,15.52,56241760.52,5e-15,0
0.45,2.3,2854.22,0,0,50.08,1.24,0,18.44,80660163.92,5e-15,0
0.45,2.5,13168.14,27.44,1.44,50.04,27.96,0,24.88,102373009,5e-15,0
0.45,2.7,18250.5,131,7.88,50,126.84,0,43.48,189250907.76,5e-15,0
0.45,2.9,18250.5,364.6,21.48,50.12,371.72,0,115.68,549869832.64,5e-15,0
0.45,3.1,17896.96,304467643.32,18290667.88,50.08,304473102.8,0.08,590.8,2224722496092.16,5e-15,0.08
0.45,3.3,14127.62,882779661.96,53110673.96,50.08,882780122.36,0.48,465.68,5642894658082.8,5e-15,0.48
0.45,3.5,12942.86,1401659856.88,84355425.52,50.04,1401655394.56,0.6,426.28,8368960132799.48,5e-15,0.6
0.45,3.7,13215.08,1859836330,112030917.48,50.04,1859850355.4,0.48,435.72,11594332164642.1,5e-15,0.48
0.45,3.9,9277.44,2256476036.64,136261220.48,50.16,2256484520.92,0.8,304.48,9679658536925.92,5e-15,0.8
0.45,4.1,10462.8,2648690086.56,159667697.24,50,2648704416.16,0.76,344.24,13104534181417.8,5e-15,0.76
0.45,4.3,11552.66,2981767003.88,179971016.24,50.04,2981774908.84,0.72,381.04,16464480347797.3,5e-15,0.72
0.45,4.5,7823.76,3278964190.2,198321055,50.08,3278603803,0.84,256.88,12112478610473.2,5e-15,0.84
0.45,4.7,8000.68,3562221977,215540962.16,50.08,3561852677.92,0.88,262.92,13544057502683,5e-15,0.88
0.45,4.9,8630.08,3743960065.4,227641031.72,50.04,3741480822.6,0.84,283.96,15786901497547,5e-15,0.84
0.45,5.1,8435.22,4071426542.76,246197899.84,50.04,4071415676.52,0.88,277.44,16419480911071.6,5e-15,0.88
0.475,0.7,4429.04,0,0,14.88,1.16,0,32.04,19193363,5e-15,0
0.475,0.5,17539.2,347.68,3.04,2.8,352.4,0,36.16,5944103.08,5e-15,0
0.475,1.3,1329.34,0,0,43,1.24,0,14.84,28846169.12,5e-15,0
0.475,1.5,1219.02,0,0,47,1.28,0,14.24,36146299.04,5e-15,0
0.475,1.7,1251.42,0,0,48.56,1.52,0,13.72,41917306.56,5e-15,0
0.475,1.9,1443.06,0,0,49.64,1.2,0,15,49884629.92,5e-15,0
0.475,0.9,2263.54,0,0,27.04,0.88,0,22.12,21174093.68,5e-15,0
0.475,1.1,1564.36,0,0,38.48,1.12,0,17.52,29904243.92,5e-15,0
0.475,2.1,1722.72,0,0,49.96,0.88,0,15.72,67948397.48,5e-15,0
0.475,2.3,3214.72,0,0,50,1.04,0,19.32,77241503.24,5e-15,0
0.475,2.5,15563.9,49.24,2.12,50,47.12,0,26.88,109793871.04,5e-15,0
0.475,2.7,18250.5,139.44,7.44,50,134.8,0,45.72,188486043.32,5e-15,0
0.475,2.9,18250.5,617.12,34.8,50,613.72,0,157.36,693928746.88,5e-15,0
0.475,3.1,17158.24,383759951.12,22869891.68,50.08,383758131.04,0.16,566.16,2778210763869.6,5e-15,0.16
0.475,3.3,15233.1,969285178.2,57770162.64,50,969281071.2,0.4,502.48,6740897224971.76,5e-15,0.4
0.475,3.5,12496.38,1449498766.28,86733984.4,50.2,1449501027.4,0.56,411.72,8369199772863.72,5e-15,0.56
0.475,3.7,13060.02,1926471255.24,115094390.24,50.04,1926454816.92,0.56,430.8,11838322123324.7,5e-15,0.56
0.475,3.9,8879.74,2334892281.24,139596211.72,50.04,2334875828.4,0.8,291.6,9641967070534.12,5e-15,0.8
0.475,4.1,10116.28,2692850332.6,161337331.96,50.12,2692767420,0.68,332.88,12854636345486.6,5e-15,0.68
0.475,4.3,9121.1,3030078646.16,181615608.8,50.12,3030083702.92,0.92,300.04,13031945368574.6,5e-15,0.92
0.475,4.5,8895.42,3316361610.4,199274134.2,50.04,3315059394.6,0.84,292.72,14097176641107.2,5e-15,0.84
0.475,4.7,8160.32,3625086009.8,217227235.32,50.04,3625067513.92,0.84,268.36,14039185908951.8,5e-15,0.84
0.475,4.9,7990.52,3878395555.36,232655787.76,50.08,3878378375.96,0.88,262.88,14693448302850.8,5e-15,0.88
0.475,5.1,8253.74,4108261951.8,246878592.52,50.16,4108254460.72,0.88,271.6,16191039304580.4,5e-15,0.88
0.5,0.7,5773.78,3.32,0,15.56,5.48,0,30.28,17777071.84,5e-15,0
0.5,0.5,16825.32,209.68,2.76,3.52,213.2,0,43.72,7963410.48,5e-15,0
0.5,1.3,1314.16,0,0,43.96,1.32,0,14.72,31311115.08,5e-15,0
0.5,1.5,1233.74,0,0,47.08,1.16,0,13.84,33893858.36,5e-15,0
0.5,1.7,1255.46,0,0,49.08,1.52,0,14.04,48720045.04,5e-15,0
0.5,1.9,1430.2,0,0,49.88,1.24,0,14.36,49612288.8,5e-15,0
0.5,0.9,2063.78,0,0,28.52,1.24,0,20.36,22184115.84,5e-15,0
0.5,1.1,1491.52,0,0,38.6,1.16,0,16.6,27273941.08,5e-15,0
0.5,2.1,1937.52,0,0,50.08,1.24,0,15.88,62142041.84,5e-15,0
0.5,2.3,3886.62,0,0,50.04,0.84,0,19.76,74769765.56,5e-15,0
0.5,2.5,17014.22,66.76,3.52,50,65.92,0,30.16,121570733.08,5e-15,0
0.5,2.7,18250.5,180.8,9.8,50.04,181.88,0,50.24,196690391.48,5e-15,0
0.5,2.9,18250.5,779.44,44.8,50.12,776.64,0,217.52,1049502840.36,5e-15,0
0.5,3.1,17512.3,469401823.8,27729821.6,50.04,469400196.8,0.16,578.08,3549406724023.16,5e-15,0.16
0.5,3.3,13978.34,1019885559,60412498.16,50.16,1019890599.72,0.36,460.64,6524565194969.04,5e-15,0.36
0.5,3.5,13677.6,1525481309.08,90474551.12,50.16,1525475492.28,0.44,451.08,9688296681333.48,5e-15,0.44
0.5,3.7,12384.26,1993101566.2,118087880.08,50.04,1993095517.48,0.72,408.36,11595699627705,5e-15,0.72
0.5,3.9,10679.46,2393140338.84,141982635.08,50.08,2393138247.56,0.64,351.76,12022900001665.5,5e-15,0.64
0.5,4.1,12288.04,2759468965.24,163827806.16,50.08,2759472436.4,0.6,405.28,16179036266251.3,5e-15,0.6
0.5,4.3,10012.72,3092116851.08,183693413.04,50.08,3092128378.44,0.84,329.52,14740095101113.2,5e-15,0.84
0.5,4.5,8781.18,3317481085.96,198400834.16,50.12,3315415414.48,0.76,288.68,14100740394166.2,5e-15,0.76
0.5,4.7,8761.82,3669166584.12,218342261.76,50.12,3669152233.36,0.8,288.48,15355940237177.1,5e-15,0.8
0.5,4.9,6830.76,3916814302.04,233489322.36,50.2,3916825432.4,0.92,223.8,12610792066553.1,5e-15,0.92
0.5,5.1,8042.06,4164342052.68,247868282.68,50.08,4164318707.44,0.88,264.28,15973542701859.7,5e-15,0.88
0.525,0.7,5568.26,3.48,0.04,14.68,4.12,0,29.4,14877638.8,5e-15,0
0.525,0.5,17079.66,164.84,2.04,4.72,165.8,0,43.44,8232336.2,5e-15,0
0.525,1.3,1289.4,0,0,44.24,1.4,0,15.08,31813291.32,5e-15,0
0.525,1.5,1259.4,0,0,46.72,0.84,0,14.04,34564443.92,5e-15,0
0.525,1.7,1284.58,0,0,49.04,1.32,0,14.04,42996090.48,5e-15,0
0.525,1.9,1445.68,0,0,49.92,1.24,0,14.2,52497578.92,5e-15,0
0.525,0.9,2019.08,0,0,30.72,0.88,0,20.88,25412089.28,5e-15,0
0.525,1.1,1554.18,0,0,38,1.68,0,16.6,28897938.28,5e-15,0
0.525,2.1,2033.34,0,0,50.04,1.2,0,16.28,62147100.96,5e-15,0
0.525,2.3,5370.92,0,0,50.04,1.64,0,20.84,91431891.48,5e-15,0
0.525,2.5,18250.5,78.16,3.32,50.04,77,0,30.84,128653465.56,5e-15,0
0.525,2.7,18250.5,180.08,10.16,50.08,181.64,0,55.76,248253546.2,5e-15,0
0.525,2.9,18250.5,2224.76,131.44,50.08,2196.76,0,395.88,2146786545.44,5e-15,0
0.525,3.1,17122.38,554967453.8,32497216.76,50,554962365.08,0.12,565.08,4185284211400,5e-15,0.12
0.525,3.3,15865.18,1106499213.6,64938655,50.08,1106506407.16,0.32,523.76,8097934279024.72,5e-15,0.32
0.525,3.5,13007.86,1603700054.2,94242205,50.08,1603632969.44,0.56,428.76,9735618677957.2,5e-15,0.56
0.525,3.7,10237.36,2054371568.6,120783595.36,50.08,2054365289.36,0.68,336.72,9760978249724.64,5e-15,0.68
0.525,3.9,11287.1,2451246734.64,144317502.16,50.12,2451240493.28,0.72,371.96,13049295051222,5e-15,0.72
0.525,4.1,11336.18,2805241885.84,165483205.56,50.2,2805246388.68,0.72,373.96,15068436194028.7,5e-15,0.72
0.525,4.3,9100,3144979356.52,185390390.48,50.12,3144964654.24,0.8,299.48,13585000418668.4,5e-15,0.8
0.525,4.5,9046.24,3459296549.76,203641667.28,50,3459316267.4,0.84,297.56,14875988903292.7,5e-15,0.84
0.525,4.7,8081.56,3726098253.68,219735738.92,50.08,3726092450.52,0.96,265.76,14301663720431.8,5e-15,0.96
0.525,4.9,8329.72,3971374486.76,234618887.12,50.16,3971360684.24,0.96,274.16,15790307590307.6,5e-15,0.96
0.525,5.1,7663.58,4209073581.48,248613221.92,50.12,4209051369.12,0.84,251.84,15320071314682.5,5e-15,0.84
0.55,0.7,3106.88,0,0,18.76,1.04,0,28.52,19826093.88,5e-15,0
0.55,0.5,12950.58,65.4,0.92,6.12,63.96,0,42.8,12178716.72,5e-15,0
0.55,1.3,1264.98,0,0,45.76,1.08,0,14.6,32806888.68,5e-15,0
0.55,1.5,1247.52,0,0,48.12,0.68,0,14.32,42030090.76,5e-15,0
0.55,1.7,1264.36,0,0,49.52,0.76,0,14.28,47299558.4,5e-15,0
0.55,1.9,1519.06,0,0,49.84,1.36,0,14.72,49450212.24,5e-15,0
0.55,0.9,1882.38,0,0,30.72,1.24,0,19.84,23019983.68,5e-15,0
0.55,1.1,1477.88,0,0,38.96,0.88,0,16.96,27657220.32,5e-15,0
0.55,2.1,2210.58,0,0,50,1.16,0,17.6,75690006.36,5e-15,0
0.55,2.3,5316.2,0,0,50,0.92,0,21.28,90211465.48,5e-15,0
0.55,2.5,17641.7,81.68,4.08,50,81.96,0,32.6,132001562.52,5e-15,0
0.55,2.7,18250.5,194.2,10.16,50,189.8,0,65.84,292687969.68,5e-15,0
0.55,2.9,18250.5,1514079.32,87770.08,50.04,1514225.16,0,584.56,13913719329.36,5e-15,0
0.55,3.1,14571.94,627794258.36,36476681.72,50.04,627788276.28,0.32,480.4,3971778556621.08,5e-15,0.32
0.55,3.3,14834.98,1175091045.56,68427977.76,50.12,1175099371.24,0.48,489.32,8012799668731.16,5e-15,0.48
