"epsilon1","epsilon2","tfinal","G","R","P","Tc","V","mut","trans","Vtot","nu","cancer"
0.075,1.3,1450.48333333333,0,0,0.133333333333333,49.9,0.566666666666667,0,11.0333333333333,17350203.4333333,5e-15,0
0.075,1.5,3598.66666666667,0,0,0.1,50.0333333333333,0.366666666666667,0,14.7,25940594.2333333,5e-15,0
0.075,0.5,14631.7,335.366666666667,3.53333333333333,28.6333333333333,2.76666666666667,113.766666666667,0,11.6,1618621.16666667,5e-15,0
0.075,2.1,10303.4,1131692320.4,35119573.4,100216730.166667,50.1,400870829.933333,0.733333333333333,338.033333333333,1852256275977.6,5e-15,0.733333333333333
0.075,1.7,17849.5666666667,172.1,6.1,14.5,50.0333333333333,62.4333333333333,0,33.1,67050843.3333333,5e-15,0
0.075,2.3,9508.1,1903454313.4,59076551.3333333,168632445.6,50.0333333333333,674486018.733333,0.933333333333333,311.933333333333,2989692243302.63,5e-15,0.933333333333333
0.075,1.9,17376.2333333333,191900876.266667,5951458.63333333,16987921.5666667,50.1666666666667,67948080,0.166666666666667,572.6,459694649052.9,5e-15,0.166666666666667
0.075,2.5,7268.16666666667,2518924365.53333,78400875.6,223260279.1,50.0666666666667,892733908.433333,0.933333333333333,237.733333333333,3057365730531.9,5e-15,0.933333333333333
0.075,2.7,6304.38333333333,3102059573.63333,96287980.4666667,274983415.733333,50.0333333333333,1099930914.66667,0.966666666666667,205.566666666667,3230822110550.4,5e-15,0.966666666666667
0.075,2.9,5287.41666666667,3562507159.96667,110838428.533333,315899581.666667,50.1333333333333,1263455562.1,1,172.166666666667,3114426850808.07,5e-15,1
0.075,3.1,6640.53333333333,3985541362.73333,123845241.366667,353467758.5,50.0666666666667,1413838914.5,0.966666666666667,217.766666666667,4464036415908.83,5e-15,0.966666666666667
0.075,3.3,3350.53333333333,4136694565.7,129707724.133333,367075128.7,50.2,1466945291.26667,0.966666666666667,108.333333333333,2354540996991.7,5e-15,0.966666666666667
0.075,3.5,5276.91666666667,4636964577.9,144926336.133333,411489305.333333,50.1666666666667,1644994937.56667,0.966666666666667,172.766666666667,4142221494349.8,5e-15,0.966666666666667
0.075,3.7,4920.95,4865009285.26667,153120577.166667,431928158.2,50.2666666666667,1725394797.26667,0.966666666666667,161,4102079121182.57,5e-15,0.966666666666667
0.075,3.9,2886.86666666667,5188932074.9,162161964.666667,460618897.233333,50.1333333333333,1841310583.1,1,93.3333333333333,2449792361518.1,5e-15,1
0.075,4.1,4418.5,5432499758.56667,169540228.3,482254895.333333,50.2,1928505629.13333,1,144.133333333333,4058396088949.87,5e-15,1
0.075,4.3,3809.08333333333,5650397078,176123016.733333,501575055.133333,50.2333333333333,2006282871.2,1,123.966666666667,3614083112529.23,5e-15,1
0.075,4.5,3318.95,5845341247.83333,182131553.466667,518911392.2,50.2,2075633246.73333,1,107.9,3236913358046.8,5e-15,1
0.075,4.7,4797.53333333333,6008226828.2,187859765.866667,533461850.533333,50.4333333333333,2133845370.36667,1,157.233333333333,4917926503349.07,5e-15,1
0.075,4.9,4485.51666666667,6187484790.23333,192652253.766667,549383361,50.1333333333333,2197542782.46667,1,147.1,4733068162382.47,5e-15,1
0.075,5.1,3499.45,6331394919.1,197425667.833333,562221332.133333,50.2333333333333,2248881167.63333,1,114.233333333333,3745561358219.13,5e-15,1
0.1,0.9,1386.05,0,0,0.1,41.4333333333333,0.533333333333333,0,11.1666666666667,9506997.53333333,5e-15,0
0.1,1.1,1153.91666666667,0,0,-0.0333333333333333,48.2666666666667,0.266666666666667,0,10.5,12412991.0666667,5e-15,0
0.1,0.7,2366.36666666667,0,0,0.0333333333333333,24.5333333333333,0.166666666666667,0,14.6333333333333,6580645.4,5e-15,0
0.1,1.3,1456.05,0,0,0.133333333333333,49.9333333333333,0.433333333333333,0,11.4,18752651.4666667,5e-15,0
0.1,1.5,5270.38333333333,0,0,-0.0666666666666667,50.0333333333333,-0.0666666666666667,0,15.1666666666667,28418406.9333333,5e-15,0
0.1,0.5,15231.2,276.066666666667,2.5,22.6666666666667,3.53333333333333,87.9333333333333,0,11.8333333333333,2063924.66666667,5e-15,0
0.1,2.1,10469.7333333333,1204652369.56667,37082848.9333333,105901124.666667,50.0333333333333,423605092.9,0.8,343.566666666667,2016016148286.23,5e-15,0.8
0.1,1.7,18250.5,221.9,6.13333333333333,19.4333333333333,50.0333333333333,75.5333333333333,0,33.3333333333333,62503425.3333333,5e-15,0
0.1,2.3,9202.38333333333,1940655057.2,59942718.9,170691408.466667,50.2,682700596.666667,0.8,301.833333333333,2907906165707.53,5e-15,0.8
0.1,1.9,16732.75,278616952.933333,8572290.4,24480566.2333333,50.0666666666667,97921134.9666667,0.133333333333333,551.3,666718778034.333,5e-15,0.133333333333333
0.1,2.5,8012.65,2600850996.86667,80178413.1666667,228817193.533333,50.0666666666667,915234618.9,0.866666666666667,262.6,3444571927330.47,5e-15,0.866666666666667
0.1,2.7,7986.91666666667,3053297237.8,94478897.9333333,268728650.4,50.1666666666667,1074617101.23333,0.9,261.866666666667,4175825944000.43,5e-15,0.9
0.1,2.9,5852.31666666667,3609595294.93333,111482199.166667,317748183,50.1333333333333,1270900152.7,1,191,3486458802929.6,5e-15,1
0.1,3.1,5149.66666666667,3961692397.16667,122972942.433333,348905939.166667,50.1333333333333,1394624941.83333,0.966666666666667,167.966666666667,3413847058216.03,5e-15,0.966666666666667
0.1,3.3,4810.36666666667,4370914865.03333,135313080.733333,384934228.866667,50.3,1539703710.46667,1,156.833333333333,3460582940111.3,5e-15,1
0.1,3.5,7198.75,4705430256.4,145325961.733333,414426474.766667,50.1333333333333,1657702294.63333,0.933333333333333,236.6,5748183744387.83,5e-15,0.933333333333333
0.1,3.7,4890.23333333333,4990926469.6,154155974.366667,439637552.7,50.1333333333333,1758548611.63333,0.966666666666667,159.7,4077461361938.73,5e-15,0.966666666666667
0.1,3.9,5572.41666666667,5230846079.03333,162146999.2,460878460.433333,50.3666666666667,1843511590.76667,1,182.566666666667,4913866172789.63,5e-15,1
0.1,4.1,4349.2,5408499538.13333,169123126,476829057.8,50.4,1905131156.76667,1,142.333333333333,3984648402275.17,5e-15,1
0.1,4.3,3957.3,5682660040.26667,175810410.533333,500853906.5,50.0666666666667,2002753345.76667,1,129.133333333333,3763109842196.1,5e-15,1
0.1,4.5,4150.01666666667,5871597925.06667,181795413.666667,517520995.533333,50.2333333333333,2069923475.7,1,135.733333333333,4094602780824.37,5e-15,1
0.1,4.7,2646.23333333333,5899550238.1,186022305.533333,520528616.733333,50.2,2076605072.16667,1,85.5666666666667,2625559313794.77,5e-15,1
0.1,4.9,3900.75,6037784436.63333,187814463.533333,532348989.633333,50.1333333333333,2127832470.7,1,127.4,4081905147573.63,5e-15,1
0.1,5.1,2484.81666666667,6349138241.9,197016159.2,559737213.7,50.4,2238956205.8,1,80.5666666666667,2592625433776.5,5e-15,1
0.125,0.9,1350.46666666667,0,0,0.2,42.6666666666667,0.8,0,11.7333333333333,9551770.76666667,5e-15,0
0.125,1.1,1184,0,0,0.133333333333333,48.7666666666667,0.2,0,10.6333333333333,13397610.5,5e-15,0
0.125,0.7,2197.21666666667,0,0,0.133333333333333,26.7333333333333,0.766666666666667,0,14.5333333333333,7324348.53333333,5e-15,0
0.125,1.3,1574.96666666667,0,0,0.133333333333333,49.9666666666667,0.933333333333333,0,11.9333333333333,18598380.5666667,5e-15,0
0.125,1.5,5087.93333333333,0,0,0.2,50.1,0.533333333333333,0,16,29590442.3666667,5e-15,0
0.125,0.5,14047.2166666667,183.666666666667,1.5,12.8666666666667,3.93333333333333,51.4333333333333,0,11.3666666666667,1993277.8,5e-15,0
0.125,2.1,11850.4,1254987051.6,38406077.2666667,109527655.233333,50.1333333333333,438095487.933333,0.566666666666667,389.533333333333,2388613618238.2,5e-15,0.566666666666667
0.125,1.7,18250.5,213.4,6.13333333333333,19.2,50.1,80.1,0,36.4,73859753.2666667,5e-15,0
0.125,2.3,5992.75,1991764536.53333,61067662.2666667,173923473.833333,50.0333333333333,695423033.566667,0.966666666666667,194.833333333333,1896832378067.63,5e-15,0.966666666666667
0.125,1.9,16345.7333333333,344893074.333333,10540270.7,30086200.2,50.1,120342074.533333,0.266666666666667,538.066666666667,831221241164.067,5e-15,0.266666666666667
0.125,2.5,7430.45,2561596904.6,78531870.2333333,223735746.166667,50.1,894771403.333333,0.866666666666667,243.4,3214257040393.3,5e-15,0.866666666666667
0.125,2.7,6979.56666666667,3191588736.7,97779330.2,278819130.166667,50.1333333333333,1115272530.7,0.966666666666667,228.5,3652311385413.83,5e-15,0.966666666666667
0.125,2.9,5210.43333333333,3632771167.26667,111711698.166667,317525164.2,50.1,1269398852.6,0.9,169.766666666667,3098397753496.93,5e-15,0.9
0.125,3.1,5962.63333333333,4014351730.83333,123588357.933333,350955107.766667,50.0666666666667,1402816826.9,1,194.833333333333,4015396597857.47,5e-15,1
0.125,3.3,5060.38333333333,4416375940.96667,135621066.666667,386101524.333333,50.2333333333333,1544323899.03333,0.966666666666667,165.3,3683048284934,5e-15,0.966666666666667
0.125,3.5,5239.73333333333,4734477975.73333,145413404.666667,413990945.833333,50.2,1655761904.8,1,171.333333333333,4116999844326.57,5e-15,1
0.125,3.7,3553.73333333333,4903186665.46667,152284086.166667,429101941.2,50.1333333333333,1713472498.96667,1,115.233333333333,2903466829154.87,5e-15,1
0.125,3.9,3950.63333333333,5230529323.7,161942552.166667,457768332.6,50.2333333333333,1828933631.63333,1,128.6,3431143676463.73,5e-15,1
0.125,4.1,4860.56666666667,5509316896.33333,169057717.333333,481879951.166667,50.1666666666667,1927505401.4,0.933333333333333,158.9,4472356571098.8,5e-15,0.933333333333333
0.125,4.3,3165.31666666667,5685046584.43333,175698731.366667,497563481.666667,50.3333333333333,1988912233.73333,0.966666666666667,102.733333333333,2958100297236.4,5e-15,0.966666666666667
0.125,4.5,3734.3,5883429299.1,181629765.7,514816965,50.5666666666667,2059246967.9,0.966666666666667,121.766666666667,3624536685588.4,5e-15,0.966666666666667
0.125,4.7,5298.65,6066044798.43333,186917079.966667,530804193.333333,50.4333333333333,2123205769.1,0.966666666666667,173.833333333333,5424325894896.4,5e-15,0.966666666666667
0.125,4.9,4231.1,6127792255.76667,191125905.233333,536632607.066667,50.3666666666667,2142842017.6,1,138.433333333333,4419219985985.03,5e-15,1
0.125,5.1,2788.95,6384636761.13333,196200461.166667,558724303.866667,50.2333333333333,2234894209.2,1,90.5,2927354898956.5,5e-15,1
0.15,0.9,1298.8,0,0,-0.0333333333333333,43.2333333333333,0.0333333333333333,0,11,9262200.26666667,5e-15,0
0.15,1.1,1190.4,0,0,0.166666666666667,48.2666666666667,0.5,0,10.3666666666667,12196206.7666667,5e-15,0
0.15,0.7,2460.55,0,0,0.166666666666667,27.3666666666667,0.533333333333333,0,13.9333333333333,6579803.13333333,5e-15,0
0.15,1.3,1524.48333333333,0,0,0.1,50,0.266666666666667,0,11.8333333333333,19170953.3666667,5e-15,0
0.15,1.5,6067.38333333333,9.6,0.3,0.633333333333333,50,2.33333333333333,0,16.4666666666667,32287533.2,5e-15,0
0.15,0.5,13532.7333333333,136.833333333333,1.03333333333333,8.43333333333333,5.06666666666667,34.8666666666667,0,15.8666666666667,2613312.7,5e-15,0
0.15,2.1,11198.7666666667,1324686282.36667,40218670.5666667,114750882.733333,50.1,459003975.633333,0.766666666666667,367.733333333333,2347901590153.07,5e-15,0.766666666666667
0.15,1.7,18250.5,242.8,7.4,21.9,50.0333333333333,85.8333333333333,0,40.8333333333333,80856887.3333333,5e-15,0
0.15,2.3,8647.93333333333,2072671460.03333,62972689.8666667,179636017.6,50.1,718499896.333333,0.866666666666667,283.333333333333,2880010420573.47,5e-15,0.866666666666667
0.15,1.9,15970.9166666667,410313135.566667,12446390.9,35528042.5333333,50.0666666666667,142102890.566667,0.266666666666667,525.7,996749225750.267,5e-15,0.266666666666667
0.15,2.5,8001.76666666667,2707555448.9,82262209.1,234717174.233333,50.1,938864536.866667,0.933333333333333,262.4,3524984324235.3,5e-15,0.933333333333333
0.15,2.7,5477.75,3245562458.93333,98641768.4333333,281434999.866667,50.1,1125734574.9,0.966666666666667,178.333333333333,2858189114755.97,5e-15,0.966666666666667
0.15,2.9,6962.98333333333,3603751322.73333,109905548.233333,312627207.833333,50.1333333333333,1250084660.6,0.966666666666667,228.133333333333,4239686624357.4,5e-15,0.966666666666667
0.15,3.1,5214.38333333333,4091354206.73333,124885102.866667,354997067.433333,50.3666666666667,1420001415.16667,0.966666666666667,170.266666666667,3465581189085.53,5e-15,0.966666666666667
0.15,3.3,3977.96666666667,4467639085.63333,135937439.333333,387669492.266667,50.1333333333333,1550672828.46667,1,129.033333333333,2852750421911.77,5e-15,1
0.15,3.5,4323.65,4778779024.43333,145547077,414758852.266667,50.1666666666667,1658957254.86667,1,140.8,3358141269333.07,5e-15,1
0.15,3.7,3970.96666666667,5027906712.1,154081067.3,436678455.066667,50.2666666666667,1745521934.73333,1,129.2,3259536413985.87,5e-15,1
0.15,3.9,3896.06666666667,5305094877.53333,161884620.3,460586504.4,50.3,1842328287.33333,1,126.733333333333,3379716870072.17,5e-15,1
0.15,4.1,4883.68333333333,5546876599.46667,168787981.466667,481563992.166667,50.1,1926268892.06667,0.966666666666667,159.866666666667,4498743720375.2,5e-15,0.966666666666667
0.15,4.3,4200.96666666667,5753534667.7,175093574.866667,499570881.066667,50.1,1998270343.63333,1,137.033333333333,3991589609862.93,5e-15,1
0.15,4.5,4354.55,5937749895.8,180900882.3,515636604.633333,50.1666666666667,2062561030.1,0.966666666666667,142.333333333333,4295270154308.07,5e-15,0.966666666666667
0.15,4.7,3037.38333333333,6096826858.86667,186402826.466667,529573498.566667,50.4,2118289450.66667,1,98.6,3019144895153.1,5e-15,1
0.15,4.9,3519.51666666667,6254020090.1,191317751.366667,543281832.433333,50.4333333333333,2173119589.56667,1,114.966666666667,3631508817012.37,5e-15,1
0.15,5.1,4850.13333333333,6395297572.93333,195927742,555614701.066667,50.5333333333333,2222468659.16667,1,158.966666666667,5205194726075.1,5e-15,1
0.175,0.9,1263.86666666667,0,0,0.1,44.1333333333333,0.3,0,11.0333333333333,9732286.76666667,5e-15,0
0.175,1.1,1237.41666666667,0,0,0.0666666666666667,48.6333333333333,0.233333333333333,0,11.1,13042190.1,5e-15,0
0.175,0.7,2146.7,0,0,0.0333333333333333,28.5333333333333,0.166666666666667,0,14.0333333333333,7098944.23333333,5e-15,0
0.175,1.3,1570.35,0,0,0.133333333333333,49.9666666666667,0.566666666666667,0,11.7333333333333,18556409.5333333,5e-15,0
0.175,1.5,9033.58333333333,4.4,0.0666666666666667,0.433333333333333,50,2.03333333333333,0,17.2333333333333,31268903.3333333,5e-15,0
0.175,0.5,14348.45,124.266666666667,1.16666666666667,9.3,6.73333333333333,37.9333333333333,0,15.2,2830161.2,5e-15,0
0.175,2.1,12438.4833333333,1391669130.66667,41925489.8666667,119664042.7,50.0666666666667,478642631,0.566666666666667,409.266666666667,2763690118308.17,5e-15,0.566666666666667
0.175,1.7,18250.5,285.633333333333,9.06666666666667,23.4,50.0333333333333,93.5333333333333,0,47.1333333333333,96779144.6,5e-15,0
0.175,2.3,8234.08333333333,2132332064.8,64294215.3,183428697.666667,50.0333333333333,733598405.233333,0.866666666666667,269.866666666667,2812986320526.5,5e-15,0.866666666666667
0.175,1.9,15572.1,481334220.7,14500424.9666667,41369092.9666667,50.1333333333333,165474090.4,0.366666666666667,513.533333333333,1126043615628.5,5e-15,0.366666666666667
0.175,2.5,6543.23333333333,2670913016.06667,80909031.6,229889932.7,50.2,919211831.9,0.966666666666667,213.6,2870103225506.9,5e-15,0.966666666666667
0.175,2.7,6211.16666666667,3247022879.26667,98249368.7666667,279539434.5,50.0333333333333,1117566073.93333,1,202.733333333333,3297651885258.8,5e-15,1
0.175,2.9,6818.23333333333,3750672682.46667,113281314.866667,322910189.3,50.1666666666667,1291648408.76667,0.866666666666667,223.433333333333,4182713347001.87,5e-15,0.866666666666667
0.175,3.1,5705.63333333333,4097246613.26667,124357715.466667,352961052.733333,50.1,1410793686.83333,0.966666666666667,186.533333333333,3863540063832.57,5e-15,0.966666666666667
0.175,3.3,5716.6,4494581552.03333,136088069.166667,387154034.1,50.3,1548622839.4,0.966666666666667,187.266666666667,4203032030122.03,5e-15,0.966666666666667
0.175,3.5,3775.85,4818091951.63333,145634946,415059130.766667,50.1666666666667,1660180834.83333,1,122.333333333333,2918737373244.4,5e-15,1
0.175,3.7,5536.41666666667,5086162447.1,154109840.7,438252551.633333,50.3333333333333,1753014542.46667,0.933333333333333,181.333333333333,4634173962328.4,5e-15,0.933333333333333
