"epsilon1","epsilon2","tfinal","G","R","P","Tc","V","mut","trans","Vtot","nu","numGclasses","cancer"
0.05,4.5,14200.42,2262916651.08,157549440.28,24744535.36,50.12,98978601.6,10.8,466.76,671564905237.12,5e-15,1,0.36
0.05,4.9,13479.86,2894188011.4,201527396.8,31644181.4,50.12,126578920.44,12,443.12,823730260926.84,5e-15,1,0.4
0.05,5.1,14847.14,3098046022.56,216683596.76,33713658,50.12,134790970.8,8.4,489.04,996848362553.8,5e-15,1,0.28
0.075,0.5,390.96,0,0,0.64,1,3.04,0,0,588.24,5e-15,1,0
0.075,1.5,1658.48,0,0,0.08,35.24,0.24,0,9.8,3589821.88,5e-15,1,0
0.075,1.3,2871.3,0,0,0.08,25.76,0.24,0,11.88,3990845.64,5e-15,1,0
0.075,1.7,1435.56,0,0,0.2,40,0.76,0,6.76,2792590.04,5e-15,1,0
0.075,0.7,6501.04,19.52,0.12,8.2,1.36,32.76,0,4.08,524655.2,5e-15,1,0
0.075,0.9,15699.58,66.08,1.56,7.92,4.68,32.44,0,14.8,2404351.84,5e-15,1,0
0.075,1.1,8738.52,16.4,0.36,1.16,12.28,5.12,0,14.72,4234575.44,5e-15,1,0
0.075,1.9,1306.48,0,0,0,45.44,0,0,6.76,3020706.88,5e-15,1,0
0.075,2.1,1350.64,0,0,0,47.88,0,0,6.16,2868644.6,5e-15,1,0
0.075,2.3,1595.86,0,0,0.04,49.24,0,0,6.16,3089576.36,5e-15,1,0
0.075,2.5,1691.9,0,0,0.04,49.92,0.16,0,6.84,3531862.84,5e-15,1,0
0.075,2.7,3106.32,0,0,0.08,49.92,0.24,0,7.04,3953885.56,5e-15,1,0
0.075,2.9,12939.94,24.68,1.8,0.32,50.08,0.96,0,9.12,4874586.44,5e-15,1,0
0.075,3.1,17773.4,104.2,6.96,1.44,50.04,5.76,0,13.28,6705185.8,5e-15,1,0
0.075,3.3,18250.5,296.04,20.96,3.2,50.04,13.6,0,27.64,14078848.04,5e-15,1,0
0.075,3.5,17782.16,134722381.4,9297992.4,1476052.96,50.04,5904534.92,1.2,576.8,37309463605.88,5e-15,1,0.04
0.075,3.7,17960.02,674727834.44,46562655.72,7393780.04,50,29574608.52,1.2,589.76,241367121841.92,5e-15,1,0.04
0.075,3.9,16748.94,1137326030.84,78609739.76,12435791.92,50.12,49746453.28,7.2,549.96,389056344478.24,5e-15,1,0.24
0.075,4.1,16535.46,1579163435.8,109040816.72,17293149.52,50.04,69168521.2,3.6,543.8,542557881967.6,5e-15,1,0.12
0.075,4.3,14335.06,1965968513.92,135824400.8,21514840.12,50.08,86057797.52,10.8,470.8,585430711522.08,5e-15,1,0.36
0.075,4.7,14193.4,2632341080.4,182286478.44,28718795.6,50.24,114879485.56,12,466.76,782348653151.16,5e-15,1,0.4
0.075,4.5,15291.96,2322844669.72,160488863.76,25416996.56,50.08,101663501.52,10.8,503.4,745385637545.36,5e-15,1,0.36
0.075,4.9,14633.64,2957140773.92,204096366.64,32401064.96,50,129596074.84,8.4,481.72,916131107647.4,5e-15,1,0.28
0.075,5.1,15360.54,3225631374.08,222875626.88,35294752.52,50.08,141174815.04,9.6,506,1051018116211.88,5e-15,1,0.32
0.1,0.5,319.5,0,0,1.12,1,4.6,0,0,665.36,5e-15,1,0
0.1,1.5,1634.34,0,0,0.12,34.92,0.64,0,8.68,3505232.4,5e-15,1,0
0.1,1.3,3187.76,0,0,0.28,25.16,0.88,0,11.28,3619012.2,5e-15,1,0
0.1,1.7,1365.2,0,0,0.12,42.2,0.4,0,7.64,3285006,5e-15,1,0
0.1,0.7,9383.4,29.52,0.44,12.08,1.68,47.4,0,5.8,890142.92,5e-15,1,0
0.1,0.9,16571.94,76.48,1.56,9.92,5.12,39.04,0,23.56,3959134.48,5e-15,1,0
0.1,1.1,7373.76,13.32,0.44,1.08,14.32,4.44,0,14.92,4334409.32,5e-15,1,0
0.1,1.9,1255.3,0,0,0.08,46.24,0.32,0,6.48,3182204.88,5e-15,1,0
0.1,2.1,1271.88,0,0,0,49.2,0,0,6.88,3428721.12,5e-15,1,0
0.1,2.3,1406.16,0,0,0.04,49.36,0.2,0,6.56,3415653.88,5e-15,1,0
0.1,2.5,1940.52,0,0,0.08,50.04,0.36,0,7.32,3264491.6,5e-15,1,0
0.1,2.7,3561.84,0,0,0,50.04,0,0,7.64,4041987.6,5e-15,1,0
0.1,2.9,15262.56,44.8,3.36,0.6,50.04,2.32,0,10.04,5293662.52,5e-15,1,0
0.1,3.1,18250.5,113.56,5.48,1.24,50.04,5.6,0,14.28,7646264.08,5e-15,1,0
0.1,3.3,18250.5,337.92,21.96,3.2,50.08,12.64,0,32.96,17300211.2,5e-15,1,0
0.1,3.5,18250.5,213551956,14628380.56,2340512.24,50,9360753.08,0,596.68,66837480848.08,5e-15,1,0
0.1,3.7,17548.06,725955030.52,49806366.92,7940357.52,50.12,31759706.88,2.4,576.04,254019857841.88,5e-15,1,0.08
0.1,3.9,17277.16,1211589651.92,83048572.4,13269971.12,50.04,53080058.96,3.6,567.92,430851249141.72,5e-15,1,0.12
0.1,4.1,17737.14,1640108688.04,112423924.84,17960407.96,50.04,71842700.08,2.4,583.96,607573113876.48,5e-15,1,0.08
0.1,4.3,15412.24,2028700245.36,139070660.76,22214873.72,50.04,88858528.36,10.8,507.16,654235792824.16,5e-15,1,0.36
0.1,4.7,15975.04,2706811656.68,185567092.6,29639134,50.04,118556521.64,8.4,526.04,914644891577.44,5e-15,1,0.28
0.1,4.5,13712.46,2382845904.56,163340733.68,26093963.08,50.04,104378485.96,13.2,450.72,683535604882.68,5e-15,1,0.44
0.1,4.9,13933.6,3000268328.92,205803132.76,32827936.28,50.08,131308222.24,12,458.24,881419742644.04,5e-15,1,0.4
0.1,5.1,14526.48,3270719026.8,224488536.08,35759865.88,50.12,143034216.08,15.6,478.48,1004907958096.36,5e-15,1,0.52
0.125,0.5,371.96,0,0,0.92,1,3.56,0,0,726.96,5e-15,1,0
0.125,1.5,1604.74,0,0,0,36.84,0.08,0,8.6,3444181.96,5e-15,1,0
0.125,1.3,2722.98,0,0,0.24,23.48,0.52,0,9.64,3110610.8,5e-15,1,0
0.125,1.7,1303.74,0,0,0,42.64,0,0,7.56,2948229.28,5e-15,1,0
0.125,0.7,10104.16,26.44,0.28,9.08,1.88,35.64,0,6.6,927184.96,5e-15,1,0
0.125,0.9,14664.86,49.52,0.92,4.68,5.6,20.16,0,13.92,2701169.8,5e-15,1,0
0.125,1.1,7115.16,6.8,0.2,0.96,14.28,2.6,0,14.16,3703546.48,5e-15,1,0
0.125,1.9,1287.34,0,0,0.08,47.2,0.2,0,6.68,3130011.48,5e-15,1,0
0.125,2.1,1273,0,0,0.04,48.92,0.24,0,6.68,3152883.4,5e-15,1,0
0.125,2.3,1455.96,0,0,0.04,49.76,0.16,0,6.8,3274140.8,5e-15,1,0
0.125,2.5,1973.46,0,0,0.04,49.96,0.12,0,6.44,3580470,5e-15,1,0
0.125,2.7,4176.4,0,0,0.04,50,0.08,0,7.84,3843055.32,5e-15,1,0
0.125,2.9,15316.78,49.04,2.16,0.76,50,2.4,0,9.8,5148426.92,5e-15,1,0
0.125,3.1,18250.5,141.32,8.72,1.48,50.04,5.68,0,15.48,7880623.36,5e-15,1,0
0.125,3.3,18250.5,424.24,29.12,4.24,50.04,18.28,0,41.8,22721680.76,5e-15,1,0
0.125,3.5,17965.92,273534867.8,18612160.52,2995364.8,50.08,11980852.2,2.4,588,87717765154.28,5e-15,1,0.08
0.125,3.7,17825.94,798965106.72,54379594.28,8745918.04,50.08,34986529.6,1.2,585.2,286333303530.36,5e-15,1,0.04
0.125,3.9,17109.44,1270560285.88,86501944.68,13904364.88,50.08,55618706.24,4.8,562,447483580136.36,5e-15,1,0.16
0.125,4.1,15218.4,1701029209.4,115755631.56,18628513.36,50.04,74513136.12,8.4,500.12,536900893269.24,5e-15,1,0.28
0.125,4.3,15943,2072869700.68,141286583.04,22651635.32,50.16,90606467.92,7.2,525.12,690439095809.16,5e-15,1,0.24
0.125,4.7,14417.82,2751479883.44,187459728.04,30088267.28,50.12,120355407.28,12,474.28,837285173680.52,5e-15,1,0.4
0.125,4.5,15427.64,2442827254.12,166146424.16,26774072.68,50,107095193.4,10.8,507.64,794110287401.4,5e-15,1,0.36
0.125,4.9,14603.66,3051254547.12,207770068.52,33388916.68,50.08,133555987.8,10.8,481.04,941684374936.28,5e-15,1,0.36
0.125,5.1,15682.88,3331494611.96,226600856.56,36510324.4,50,146043365.36,10.8,517.16,1112268277572,5e-15,1,0.36
0.15,0.5,493.78,0,0,1.16,1,4.8,0,0,1137.6,5e-15,1,0
0.15,1.5,1551.9,0,0,0.04,38.52,0,0,8.84,3489090.24,5e-15,1,0
0.15,1.3,2698.54,0,0,0.16,25.88,0.48,0,11.04,3221471.4,5e-15,1,0
0.15,1.7,1347.26,0,0,0.12,43.6,0.36,0,7.28,3227681.04,5e-15,1,0
0.15,0.7,13130.62,77.4,1.28,33.72,2,134.96,0,8.84,1522731.52,5e-15,1,0
0.15,0.9,14105.76,49.04,1.24,4.44,6.32,17.04,0,18.44,3186452.16,5e-15,1,0
0.15,1.1,4615.38,6.24,0.28,0.28,15.2,1.68,0,12.16,3323034.12,5e-15,1,0
0.15,1.9,1263.76,0,0,0.04,47.36,0.28,0,7.04,3203341.12,5e-15,1,0
0.15,2.1,1280.86,0,0,0.12,48.76,0.36,0,6.08,3103986,5e-15,1,0
0.15,2.3,1452.9,0,0,0.04,49.76,0.4,0,6.08,3522627.36,5e-15,1,0
0.15,2.5,1989.62,0,0,0,49.96,0,0,6.4,3608476.8,5e-15,1,0
0.15,2.7,5009.42,0,0,0.16,50.04,0.6,0,7.92,4265050.84,5e-15,1,0
0.15,2.9,16539.14,56.24,3.08,0.6,50.12,2.36,0,10.12,6059494,5e-15,1,0
0.15,3.1,18250.5,155.76,8.76,1.56,50.08,6.52,0,14.8,8343646.08,5e-15,1,0
0.15,3.3,18250.5,575.6,37,6.44,50.08,25.32,0,51.24,27190469.88,5e-15,1,0
0.15,3.5,18040.9,356379145.32,24056638.48,3905902.24,50,15624289.68,1.2,590.8,119653215526.64,5e-15,1,0.04
0.15,3.7,17669.4,871885284.08,58888736.68,9548363.44,50.04,38195432.56,1.2,580.56,311447116364.32,5e-15,1,0.04
0.15,3.9,16694.54,1315390956.52,89054035.84,14360770.8,50.12,57431985.28,4.8,548.92,456345813727.2,5e-15,1,0.16
0.15,4.1,14844.6,1766833813.84,119285218.44,19362862.08,50,77449876.88,9.6,487.56,544729673459.08,5e-15,1,0.32
0.15,4.3,15224.5,2124164075.76,143801641.08,23186695.24,50.08,92722345,8.4,500.36,683594720676.16,5e-15,1,0.28
0.15,4.7,14097.66,2808880966.48,189867597.92,30734865.64,50.08,122945310.64,15.6,464.08,833859372862.24,5e-15,1,0.52
0.15,4.5,14148.48,2489441013.16,168269627.16,27240292.2,50.08,108961917.12,9.6,465.36,737904322916.16,5e-15,1,0.32
0.15,4.9,13859.9,3098206069.56,209545110,33876455.08,50.12,135506173.24,13.2,456.04,907926545404.92,5e-15,1,0.44
0.15,5.1,14493.54,3376575336.28,228115860.64,36974140.44,50.04,147891332.68,14.4,477.44,1038582546224.72,5e-15,1,0.48
0.175,0.5,852.98,0,0,1.6,1,6.8,0,0.04,4959.04,5e-15,1,0
0.175,1.5,1489.38,0,0,0.04,39.48,0.16,0,8.28,3724479.48,5e-15,1,0
0.175,1.3,2090.76,0,0,0.08,28.12,0.24,0,10.8,3315995.92,5e-15,1,0
0.175,1.7,1267.22,0,0,0,44.16,0,0,7.28,3067786.8,5e-15,1,0
0.175,0.7,11334.58,45,0.64,10.12,2.28,41.88,0,10.24,1796703.04,5e-15,1,0
0.175,0.9,15665.7,55.6,1.36,4.56,7.4,17.76,0,18.28,3511410.04,5e-15,1,0
0.175,1.1,4535.48,0,0,0.24,15.4,0.8,0,12.52,3163956.96,5e-15,1,0
0.175,1.9,1260.32,0,0,0,48.16,0,0,7.16,3431387.52,5e-15,1,0
0.175,2.1,1284.96,0,0,0.04,49.36,0.24,0,6.24,3307115.72,5e-15,1,0
0.175,2.3,1718.96,0,0,0,49.76,0,0,6.4,3465282,5e-15,1,0
0.175,2.5,2362.66,0,0,0.04,49.96,0.12,0,6.92,4085134.24,5e-15,1,0
0.175,2.7,5584.46,0,0,0.08,50.2,0.32,0,8.12,4101392.08,5e-15,1,0
0.175,2.9,16440.46,63.48,3.72,0.56,50,1.92,0,10.48,5147043.92,5e-15,1,0
0.175,3.1,18250.5,163.6,11.96,1.56,50.08,5.48,0,17.16,8932859.4,5e-15,1,0
0.175,3.3,18250.5,866.04,58.24,10.6,50.04,42.24,0,81.84,42324211.64,5e-15,1,0
0.175,3.5,18218.16,427729491.92,28660149.84,4687485.52,50,18748427.72,1.2,597.04,148046090904.24,5e-15,1,0.04
0.175,3.7,17142.14,934028161.04,62652471.2,10222272.56,50.08,40889364.04,4.8,563.2,323987038712.68,5e-15,1,0.16
0.175,3.9,16854.72,1408944019.92,94415957,15440079,50,61759056.56,6,554.32,491396414519.64,5e-15,1,0.2
0.175,4.1,14597.18,1818045698.28,121966154.96,19894013,50.08,79577046.08,12,479.2,551367233062.4,5e-15,1,0.4
0.175,4.3,15328.58,2198400475.68,147490610.6,24057409.2,50.08,96226725.72,12,504.44,705330360870.56,5e-15,1,0.4
0.175,4.7,16277.98,2853573879.84,191676813.8,31178688.96,50.16,124715553.92,6,536.32,985366400931.84,5e-15,1,0.2
0.175,4.5,13973.22,2544975852.4,170749070.76,27845125.12,50.08,111382741.12,10.8,459.56,746769248618.8,5e-15,1,0.36
0.175,4.9,12284.24,3149185218.44,211419388.36,34432634,50.12,137734152.52,16.8,403.68,812278218414.44,5e-15,1,0.56
0.175,5.1,13330.02,3409875389.92,229191831.52,37226562.68,50.2,148909143.32,14.4,438.88,961161472316.48,5e-15,1,0.48
0.2,0.5,1099.68,0,0,1.44,1,6,0,0,13625.2,5e-15,1,0
0.2,1.5,1461.7,0,0,0.16,39.48,0.52,0,8.4,3662893.2,5e-15,1,0
0.2,1.3,1998.72,0,0,0.04,29.4,0.2,0,10.08,3411537.68,5e-15,1,0
0.2,1.7,1264.68,0,0,0.04,44.72,0.08,0,7.2,3307128.64,5e-15,1,0
0.2,0.7,12694.74,53.28,0.56,11.72,2.72,48.72,0,8.48,1387157.72,5e-15,1,0
0.2,0.9,10771.58,18.48,0.36,1.84,8.56,6.4,0,21.64,4557942.24,5e-15,1,0
0.2,1.1,3716.96,2.8,0.12,0.12,20.16,0.96,0,12.96,4162697.16,5e-15,1,0
0.2,1.9,1283.16,0,0,0.04,47.88,0.16,0,6.48,3305256.96,5e-15,1,0
0.2,2.1,1324.78,0,0,0.08,49.36,0.28,0,6.56,3219344.76,5e-15,1,0
0.2,2.3,1644.62,0,0,0.16,49.84,0.68,0,6.52,3487889.96,5e-15,1,0
0.2,2.5,2183.58,0,0,0.08,50,0,0,7,3714601.12,5e-15,1,0
0.2,2.7,7807.84,2.08,0.08,0,50.08,0,0,8.96,4673066.52,5e-15,1,0
0.2,2.9,17364.56,79.48,5.32,0.92,50.12,2.92,0,11.48,6010877.28,5e-15,1,0
0.2,3.1,18250.5,176.08,10.84,2,50.08,8.12,0,19.8,10327915.48,5e-15,1,0
0.2,3.3,18250.5,2240.08,145.16,24.04,50.04,93.48,0,163.08,92707287.16,5e-15,1,0
0.2,3.5,18250.5,499103628.56,33192721.68,5469186.08,50,21877736.76,0,598.36,176422983863.72,5e-15,1,0
0.2,3.7,16968.4,1009769420.8,67178250.68,11061992.6,50,44247822.36,3.6,557.56,349450772240.52,5e-15,1,0.12
0.2,3.9,15078.06,1462756584.52,97393109.04,16007610.24,50.08,64029199.4,9.6,495.6,452664348448.12,5e-15,1,0.32
0.2,4.1,15969.28,1878994142.36,125117316.44,20562953.44,50.08,82247120.2,8.4,525.28,625144935099.44,5e-15,1,0.28
0.2,4.3,13251.62,2251884082.84,150039422.88,24624793.72,50.12,98502476.12,13.2,434.88,618621674226.6,5e-15,1,0.44
0.2,4.7,14855.3,2910981611.92,193971467.8,31826043.84,50.12,127306672.44,12,489,911303168803.36,5e-15,1,0.4
0.2,4.5,15683.62,2609411377,173562959.16,28595181.56,50,114377414.2,7.2,516.6,864652596005.64,5e-15,1,0.24
0.2,4.9,14304.1,3191974366.36,212951601.8,34845846.28,50.2,139383343.84,12,470.68,965060245480.24,5e-15,1,0.4
0.2,5.1,15843.48,3474571572.76,231258215.88,38051044.16,50.04,152205005.8,9.6,522.4,1171807028184.64,5e-15,1,0.32
0.225,0.5,630.14,0,0,1.32,1,5.36,0,0.04,3125.68,5e-15,1,0
0.225,1.5,1432.34,0,0,0.04,40.68,0.2,0,8.2,3683278.44,5e-15,1,0
0.225,1.3,1894.26,0,0,0.16,32.36,0.52,0,9.32,3706373.44,5e-15,1,0
0.225,1.7,1250.88,0,0,0.08,45.68,0.44,0,7.16,3432936.24,5e-15,1,0
0.225,0.7,13573.28,33.84,0.36,6.28,3.36,26.12,0,10.52,1847409.64,5e-15,1,0
0.225,0.9,7205.44,11.72,0.32,1.24,9,4.56,0,16.32,3838267.52,5e-15,1,0
0.225,1.1,3786.46,4.16,0.04,0.08,20.56,0.48,0,12.36,3629501.72,5e-15,1,0
0.225,1.9,1266.06,0,0,0.12,47.84,0.48,0,6.32,2986733.56,5e-15,1,0
0.225,2.1,1321.38,0,0,0,49.24,0.04,0,6.6,3163540.96,5e-15,1,0
0.225,2.3,1501.6,0,0,0.08,50,0.28,0,6.8,3631068.88,5e-15,1,0
0.225,2.5,2522.98,0,0,0,50,0,0,7.28,3637241.04,5e-15,1,0
0.225,2.7,8576.16,3.36,0.16,0.04,50,0.24,0,8.96,4705943.04,5e-15,1,0
0.225,2.9,17584.7,96.32,5.8,1.12,50,4.2,0,11.96,6572223.28,5e-15,1,0
0.225,3.1,18250.5,201.44,13.52,2.16,50,9.72,0,22.6,11255802.56,5e-15,1,0
0.225,3.3,18250.5,1513055.28,99824.36,16589.72,50.04,66313.92,0,501.12,617297714.36,5e-15,1,0
0.225,3.5,17050.9,553315506.12,36574786.88,6053048.28,50.12,24214518.32,3.6,559.24,182134203659.52,5e-15,1,0.12
0.225,3.7,17053.26,1069078050.88,70641664.12,11698651.44,50.08,46795695.24,4.8,560.6,371322740423.08,5e-15,1,0.16
0.225,3.9,16857.02,1526822370.4,100901085.68,16708791.96,50.08,66833857.8,8.4,554.56,533427196251.68,5e-15,1,0.28
0.225,4.1,15290.7,1944799707.72,128456971.12,21297722.72,50.04,85187439.64,8.4,502.56,619881884428.24,5e-15,1,0.28
0.225,4.3,15928.1,2314618510.8,152973957.84,25327302.96,50.08,101311864.48,6,524.12,776513387017.84,5e-15,1,0.2
0.225,4.7,13995.34,2955606881.64,195697098.36,32269749.12,50.2,129076500.92,14.4,460.4,867616002360.4,5e-15,1,0.48
0.225,4.5,14739.6,2655894491,175537769.76,29060852.6,50.08,116243221.68,10.8,484.68,825510313012.96,5e-15,1,0.36
0.225,4.9,14265.26,3259343029.8,215302356.64,35691948.12,50.04,142766967.96,12,469.56,986890440963.24,5e-15,1,0.4
0.225,5.1,11540.1,3507859528.2,232266187.92,38297575.92,50.2,153189370.64,16.8,379.08,857306557332.48,5e-15,1,0.56
0.25,0.5,2284.24,0.4,0,2,1,9.36,0,0.36,57350.36,5e-15,1,0
0.25,1.5,1479.62,0,0,0,39.68,0,0,7.84,3115557.24,5e-15,1,0
0.25,1.3,1805.12,0,0,0.08,32.44,0.2,0,9.48,3468803.84,5e-15,1,0
0.25,1.7,1286.2,0,0,0.04,44.92,0.16,0,6.8,3047320.28,5e-15,1,0
0.25,0.7,8056.12,31.2,0.44,4.64,2.48,18.04,0,6.8,1287891.4,5e-15,1,0
0.25,0.9,11084.26,25.84,0.6,2.08,9.88,9.04,0,16.24,3465838.88,5e-15,1,0
0.25,1.1,3130.72,0,0,0.24,22.32,1.44,0,12.56,4020339.96,5e-15,1,0
0.25,1.9,1292.1,0,0,0.04,47.88,0.08,0,6.32,2914860.92,5e-15,1,0
