"epsilon1","epsilon2","tfinal","G","R","P","Tc","V","mut","trans","Vtot","nu","numGclasses","cancer"
0.025,1.3,4371.78333333333,4.56666666666667,0.333333333333333,0,19.9666666666667,0,0,2.93333333333333,458905.766666667,5e-15,2,0
0.025,1.7,1573.98333333333,0,0,0,39.3333333333333,0,0,1.33333333333333,254591.3,5e-15,2,0
0.025,1.5,1958.53333333333,0,0,0,33.3666666666667,0,0,1.93333333333333,372686.566666667,5e-15,2,0
0.025,1.9,1292.23333333333,0,0,0,45.5666666666667,0,0,1.3,231168.6,5e-15,2,0
0.025,0.9,16441.7666666667,215.9,4.33333333333333,8.93333333333333,2.06666666666667,33.6,0,3.9,506429.366666667,5e-15,2,0
0.025,1.1,12807.7,48.4666666666667,1.23333333333333,0.333333333333333,9,1.9,0,5.13333333333333,893203.566666667,5e-15,2,0
0.025,2.1,1245.8,0,0,0,47.1666666666667,0,0,1.33333333333333,198387.066666667,5e-15,2,0
0.025,2.3,1366.26666666667,0,0,0.0333333333333333,49.5333333333333,0.233333333333333,0,1.2,184867.066666667,5e-15,2,0
0.025,2.5,1912.68333333333,0,0,0,49.9,0,0,0.833333333333333,181600.566666667,5e-15,2,0
0.025,2.7,3465.18333333333,0,0,0,49.9333333333333,0,0,1.2,173822.966666667,5e-15,2,0
0.025,2.9,12268.7333333333,20.4333333333333,0.966666666666667,0,50.0666666666667,0,0,0.966666666666667,190830.933333333,5e-15,2,0
0.025,3.1,18250.5,104.8,7.3,0.0333333333333333,50.1,0.233333333333333,0,1.46666666666667,246926.333333333,5e-15,2,0
0.025,3.3,18250.5,323.166666666667,21.4666666666667,0.1,50,0.333333333333333,0,2.86666666666667,485689.7,5e-15,2,0
0.025,3.5,17877.8833333333,64761980.9333333,4502406.66666667,21655.1666666667,50.0333333333333,86623.4333333333,2,408.333333333333,412731866.666667,5e-15,2,0.0666666666666667
0.025,3.7,10543.7333333333,589886468.266667,41060334.4666667,197063.9,50.0333333333333,788377.2,24,324.833333333333,3535292270.43333,5e-15,2,0.8
0.025,3.9,6358.53333333333,1065997580.5,74206153.5666667,355982.933333333,50.0333333333333,1423919.66666667,27,194.2,3754899635.43333,5e-15,2,0.9
0.025,4.1,6871.46666666667,1496219044.93333,104255893.833333,498450.2,50.0666666666667,1993174.8,27,214.566666666667,6078045538.73333,5e-15,2,0.9
0.025,4.3,5224.71666666667,1905046894.36667,132609675.766667,635981.566666667,50.0666666666667,2543211.6,30,161.1,5728285376.8,5e-15,2,1
0.025,4.5,2756.06666666667,2181300898.16667,152036168.233333,726138.733333333,50.1666666666667,2904262.66666667,30,81.1,3205774320.76667,5e-15,2,1
0.025,4.7,3621.28333333333,2587103250.23333,180256348.833333,861800.833333333,50.1333333333333,3447164.03333333,30,110.4,5265036447.26667,5e-15,2,1
0.025,4.9,2431.95,2873323599.63333,200565186.6,950852.766666667,50.1333333333333,3801232.16666667,30,71.4,3714791054.13333,5e-15,2,1
0.025,5.1,3898.86666666667,3184708275.7,221388125.4,1066790.4,50,4266990.93333333,30,120.866666666667,7302994669.4,5e-15,2,1
0.05,0.5,294.433333333333,0,0,0.1,1,0.266666666666667,0,0,42,5e-15,2,0
0.05,0.7,3060.75,2.63333333333333,0.0333333333333333,0.9,1,3.16666666666667,0,0.133333333333333,18555.5,5e-15,2,0
0.05,1.3,3066.6,0,0,0,23.5333333333333,0,0,3.26666666666667,512297.433333333,5e-15,2,0
0.05,1.7,1400.2,0,0,0,41.9,0,0,1.4,286397.566666667,5e-15,2,0
0.05,1.5,1795.7,0,0,0,33.8333333333333,0,0,2,347729.6,5e-15,2,0
0.05,1.9,1303.9,0,0,0,44.8666666666667,0,0,0.933333333333333,194331.333333333,5e-15,2,0
0.05,0.9,16443.3,309.833333333333,7.16666666666667,13.8,2,55.9666666666667,0,5.13333333333333,796176.133333333,5e-15,2,0
0.05,1.1,12114.7666666667,63.3666666666667,1.7,0.533333333333333,10.4333333333333,1.96666666666667,0,5.83333333333333,1103468.46666667,5e-15,2,0
0.05,2.1,1271.1,0,0,0,48.7333333333333,0,0,1,198993.366666667,5e-15,2,0
0.05,2.3,1406.01666666667,0,0,0,49.4666666666667,0,0,0.9,180810.5,5e-15,2,0
0.05,2.5,1890.01666666667,0,0,0,49.9,0,0,0.766666666666667,171798.366666667,5e-15,2,0
0.05,2.7,3505.98333333333,0,0,0,50,0,0,0.833333333333333,186549.733333333,5e-15,2,0
0.05,2.9,15640.7,40.4666666666667,2.5,0.0333333333333333,50.0333333333333,0.166666666666667,0,1.2,195635.566666667,5e-15,2,0
0.05,3.1,18250.5,126.133333333333,8.03333333333333,0.0666666666666667,50.1,0.0666666666666667,0,1.66666666666667,284033.833333333,5e-15,2,0
0.05,3.3,18250.5,350.866666666667,23.7666666666667,0.0666666666666667,50,0.3,0,2.56666666666667,572518.966666667,5e-15,2,0
0.05,3.5,16893.5,136989887.933333,9457094,46190.3666666667,50,184766.666666667,5,466.833333333333,1095428596.16667,5e-15,2,0.166666666666667
0.05,3.7,10804.5333333333,662913479.9,45795333.2333333,223095.333333333,50.0666666666667,892135.566666667,23,336.166666666667,4081594505.1,5e-15,2,0.766666666666667
0.05,3.9,8039.68333333333,1130510824.1,78179214.6333333,379521.566666667,50.1333333333333,1518472.4,26,250.033333333333,5252334819.33333,5e-15,2,0.866666666666667
0.05,4.1,5823.23333333333,1546527652.53333,107137104.966667,516996.933333333,50.1666666666667,2067670.13333333,29,180.266666666667,5202108927.73333,5e-15,2,0.966666666666667
0.05,4.3,4657.46666666667,1841504989.3,127663302.033333,615358.533333333,50,2459697.43333333,29,143.2,5269713293.86667,5e-15,2,0.966666666666667
0.05,4.5,4208.15,2285602353.26667,158133756.866667,767199.533333333,50,3068534.96666667,30,129.1,5639833324.23333,5e-15,2,1
0.05,4.7,2452.25,2471079661.33333,172551708.233333,811181.4,50.0666666666667,3240296.66666667,30,72.2333333333333,3384373049.56667,5e-15,2,1
0.05,4.9,2977.46666666667,2922604262.76667,202589597.033333,974605.3,50.2,3897496.8,30,89.6333333333333,4898945584.83333,5e-15,2,1
0.05,5.1,3416.48333333333,3151740679.06667,218811320.266667,1050122.76666667,50.1333333333333,4198742.1,30,104.666666666667,6351964335.56667,5e-15,2,1
0.075,0.5,350.816666666667,0,0,0.166666666666667,1,0.433333333333333,0,0,93.3666666666667,5e-15,2,0
0.075,0.7,4592.41666666667,12.1333333333333,0.166666666666667,1.43333333333333,1,6.23333333333333,0,0.3,34858.6666666667,5e-15,2,0
0.075,1.3,3512.7,5.5,0.3,0,25.1,0,0,2.6,486556.466666667,5e-15,2,0
0.075,1.7,1437.71666666667,0,0,0,41.4333333333333,0,0,1.4,250098.166666667,5e-15,2,0
0.075,1.5,2153.2,0,0,0.0333333333333333,35.8,0,0,2.26666666666667,361092.833333333,5e-15,2,0
0.075,1.9,1269.71666666667,0,0,0,46.4666666666667,0,0,1.33333333333333,235063.766666667,5e-15,2,0
0.075,0.9,17042.95,282.466666666667,5.03333333333333,10.9333333333333,2.86666666666667,43.7333333333333,0,5.16666666666667,798338.633333333,5e-15,2,0
0.075,1.1,10391.75,48,0.933333333333333,0.266666666666667,12.3333333333333,1.26666666666667,0,5.16666666666667,854438.466666667,5e-15,2,0
0.075,2.1,1299.4,0,0,0,48.6333333333333,0,0,0.833333333333333,191080.5,5e-15,2,0
0.075,2.3,1338.9,0,0,0,49.7333333333333,0,0,1.23333333333333,193034.633333333,5e-15,2,0
0.075,2.5,1991.46666666667,0,0,0,49.8666666666667,0,0,0.866666666666667,187694.5,5e-15,2,0
0.075,2.7,4609.16666666667,0,0,0,50,0,0,0.833333333333333,201681.2,5e-15,2,0
0.075,2.9,15347.3333333333,44.1666666666667,2.83333333333333,0.0333333333333333,50,0.133333333333333,0,1.63333333333333,225768.7,5e-15,2,0
0.075,3.1,18250.5,145.966666666667,10.2333333333333,0.0333333333333333,50.1666666666667,0.133333333333333,0,1.8,280231.7,5e-15,2,0
0.075,3.3,18250.5,429.2,30.7,0.2,50.0666666666667,0.966666666666667,0,3.5,640768.766666667,5e-15,2,0
0.075,3.5,17260.9833333333,204365535.833333,14002523.6333333,69362.6333333333,50.0666666666667,277486.266666667,6,490.466666666667,1853033762.06667,5e-15,2,0.2
0.075,3.7,10052.6833333333,732570525,50233045.5,248421.733333333,50.0333333333333,993543.766666667,24,311.866666666667,4280054604.7,5e-15,2,0.8
0.075,3.9,7857.2,1167874092.13333,80146002.5333333,395300.833333333,50.0333333333333,1581474.53333333,29,244.833333333333,5632088147.2,5e-15,2,0.966666666666667
0.075,4.1,4735.58333333333,1594019592.93333,109530505.433333,538084.666666667,50.0666666666667,2152040.83333333,30,145,4324666955,5e-15,2,1
0.075,4.3,4727.43333333333,1991003706.06667,136843850.433333,671327.366666667,50,2683573.76666667,29,145.1,5567169963.26667,5e-15,2,0.966666666666667
0.075,4.5,3827.51666666667,2370993246.76667,162746073.833333,800821.4,50,3202141.73333333,30,116.4,5206672616.53333,5e-15,2,1
0.075,4.7,3090.8,2698505442.76667,185194781.233333,912425.733333333,50.0666666666667,3648529.83333333,30,93.2333333333333,4626306343.1,5e-15,2,1
0.075,4.9,3215.96666666667,3001496102.43333,205854914.966667,1017459.9,50.0666666666667,4069333.86666667,30,97.3,5516673813.16667,5e-15,2,1
0.075,5.1,2508.16666666667,3232038117,222894920.566667,1075903.33333333,50.1333333333333,4299721.4,30,74.4666666666667,4524247313.3,5e-15,2,1
0.1,0.5,400.166666666667,0,0,0.0666666666666667,1,0.166666666666667,0,0,37.3666666666667,5e-15,2,0
0.1,0.7,9379,37.5,1,2.73333333333333,1.1,10.2333333333333,0,0.566666666666667,98835.9666666667,5e-15,2,0
0.1,1.3,2562.36666666667,0,0,0,26.3333333333333,0,0,2.83333333333333,448615.633333333,5e-15,2,0
0.1,1.7,1386.51666666667,0,0,0,42.2333333333333,0,0,1.63333333333333,254441.6,5e-15,2,0
0.1,1.5,1765.03333333333,0,0,0,35.3333333333333,0,0,1.76666666666667,316661.566666667,5e-15,2,0
0.1,1.9,1240.71666666667,0,0,0,47.8333333333333,0,0,1.36666666666667,235810.166666667,5e-15,2,0
0.1,0.9,16868.6666666667,212.533333333333,3.86666666666667,5.1,3.76666666666667,20.4,0,5,831540.3,5e-15,2,0
0.1,1.1,8776.2,14.4666666666667,0.366666666666667,0.1,12.8666666666667,0.533333333333333,0,3.9,658767.533333333,5e-15,2,0
0.1,2.1,1312.2,0,0,0,48.8,0,0,0.9,201965.933333333,5e-15,2,0
0.1,2.3,1451.61666666667,0,0,0,49.5333333333333,0,0,0.8,179128.233333333,5e-15,2,0
0.1,2.5,1980.08333333333,0,0,0.0333333333333333,49.9666666666667,0,0,1.1,184778.433333333,5e-15,2,0
0.1,2.7,5487.25,0,0,0,50.0333333333333,0,0,1.33333333333333,177695.066666667,5e-15,2,0
0.1,2.9,16156.8666666667,53.1666666666667,3.23333333333333,0.0333333333333333,50.0333333333333,0.133333333333333,0,1.3,223803.166666667,5e-15,2,0
0.1,3.1,18250.5,152.2,9.93333333333333,0.1,50.0333333333333,0.2,0,1.6,324918.433333333,5e-15,2,0
0.1,3.3,18250.5,591,37.8666666666667,0.233333333333333,50,0.866666666666667,0,3.96666666666667,825302.533333333,5e-15,2,0
0.1,3.5,15817.75,276154061.166667,18791293.2333333,94440.7,50.0333333333333,377770.366666667,9,473.933333333333,2395757340.73333,5e-15,2,0.3
0.1,3.7,8318,785312472.3,53519118.4666667,267347.3,50.0333333333333,1068781.13333333,26,256.233333333333,3779593427.23333,5e-15,2,0.866666666666667
0.1,3.9,6171.65,1278220307.53333,86954712.1333333,437280,50,1749449.46666667,28,189.9,4529585609.73333,5e-15,2,0.933333333333333
0.1,4.1,4785.65,1637661026.4,111596284.9,557642.766666667,50.0666666666667,2230307.2,30,145.8,4624780633.46667,5e-15,2,1
0.1,4.3,4098.15,2075564213.06667,141423935.866667,706298.666666667,50.0333333333333,2824318.76666667,30,124.933333333333,4848784537.93333,5e-15,2,1
0.1,4.5,4080.73333333333,2426689584.06667,165383898.8,826467.766666667,50.1333333333333,3305065.36666667,29,124.833333333333,5762803537.4,5e-15,2,0.966666666666667
0.1,4.7,3273.26666666667,2746461775.2,187245195.533333,934689.633333333,50.1666666666667,3738837.86666667,30,99.1333333333333,5061006199.76667,5e-15,2,1
0.1,4.9,3031.98333333333,2968646647.43333,202868007.166667,1006713.46666667,50.1666666666667,4026212.76666667,30,91.7,5277680412,5e-15,2,1
0.1,5.1,2476.56666666667,3293102036.4,224973947.666667,1112043.46666667,50.0333333333333,4444217.36666667,30,73.3666666666667,4570258851.83333,5e-15,2,1
0.125,0.5,361.766666666667,0,0,0.0666666666666667,1,0.1,0,0,75.2666666666667,5e-15,2,0
0.125,0.7,9470.7,54.2333333333333,0.733333333333333,3.5,1.13333333333333,14.5666666666667,0,0.8,133535.9,5e-15,2,0
0.125,1.3,2662.01666666667,0.366666666666667,0.0333333333333333,0,28,0,0,1.9,458886.1,5e-15,2,0
0.125,1.7,1327.45,0,0,0,44.6,0,0,1.6,289862.9,5e-15,2,0
0.125,1.5,1587.8,0,0,0,37.7333333333333,0,0,2,330341.533333333,5e-15,2,0
0.125,1.9,1280.28333333333,0,0,0,47.7,0,0,1.16666666666667,242312.1,5e-15,2,0
0.125,0.9,16822.1333333333,218.7,4.13333333333333,3.96666666666667,4.23333333333333,16.0666666666667,0,6.26666666666667,978524.733333333,5e-15,2,0
0.125,1.1,8482.86666666667,20.7666666666667,0.633333333333333,0.233333333333333,12.8,0.8,0,3.43333333333333,576660.766666667,5e-15,2,0
0.125,2.1,1342.96666666667,0,0,0,49.2333333333333,0,0,1.4,215678.266666667,5e-15,2,0
0.125,2.3,1505.73333333333,0,0,0,49.7666666666667,0,0,0.8,180524.033333333,5e-15,2,0
0.125,2.5,2390.25,0,0,0,49.9666666666667,0,0,0.9,192150.133333333,5e-15,2,0
0.125,2.7,5657.76666666667,0.9,0.0333333333333333,0,49.9666666666667,0,0,1.06666666666667,176312.7,5e-15,2,0
0.125,2.9,17617.3166666667,65.8,3.86666666666667,0.0333333333333333,50.0333333333333,0.0333333333333333,0,1.63333333333333,215345.2,5e-15,2,0
0.125,3.1,18250.5,155.9,10.8666666666667,0.133333333333333,50.0333333333333,0.233333333333333,0,1.6,301321.233333333,5e-15,2,0
0.125,3.3,18250.5,824.733333333333,56.4666666666667,0.333333333333333,50.1,1.13333333333333,0,5.86666666666667,1028201.63333333,5e-15,2,0
0.125,3.5,14116.75,338219587.233333,22843928.1666667,116445.666666667,50,465654.333333333,14,427.833333333333,2798082908.7,5e-15,2,0.466666666666667
0.125,3.7,8559.55,858702117.1,58070992.6,294793.9,50.1,1178973.06666667,25,263.633333333333,4209519534.2,5e-15,2,0.833333333333333
0.125,3.9,7223.53333333333,1330608127.53333,89965234.9333333,457026.266666667,50.1,1827802.5,26,224.7,5724999181.03333,5e-15,2,0.866666666666667
0.125,4.1,4987.61666666667,1739870389.56667,117727595.1,596566.233333333,50.0333333333333,2385466.76666667,29,153.333333333333,5079273836.4,5e-15,2,0.966666666666667
0.125,4.3,4428.91666666667,2108673962.43333,143024310.866667,718881.7,50.2333333333333,2874629.33333333,30,136,5501588032.06667,5e-15,2,1
0.125,4.5,3579.41666666667,2481734321.36667,167904896.3,850354.3,50.1,3400972.43333333,30,108.333333333333,5088794873.1,5e-15,2,1
0.125,4.7,3332.66666666667,2809566488.93333,189895566.3,965809.233333333,50.0666666666667,3862850.7,30,101.266666666667,5397135294.2,5e-15,2,1
0.125,4.9,4021.45,3093787448.4,209355417.933333,1058573.36666667,50.0666666666667,4232633.33333333,30,125.166666666667,7509954173.93333,5e-15,2,1
0.125,5.1,2306.31666666667,3343501589.16667,226775064.533333,1135146.26666667,50.0666666666667,4537123.46666667,30,68.0666666666667,4287643795.13333,5e-15,2,1
0.15,0.5,436.566666666667,0,0,0.1,1,0.2,0,0,99.7666666666667,5e-15,2,0
0.15,0.7,11105.5,89.9333333333333,1.16666666666667,5.4,1.23333333333333,20.9,0,1.4,218288.166666667,5e-15,2,0
0.15,1.3,2397.08333333333,0,0,0,26.2,0,0,2.23333333333333,391123.366666667,5e-15,2,0
0.15,1.7,1305.81666666667,0,0,0,44.2666666666667,0,0,1.23333333333333,281076.1,5e-15,2,0
0.15,1.5,1558.08333333333,0,0,0,37.2666666666667,0,0,1.8,319157.2,5e-15,2,0
0.15,1.9,1297.75,0,0,0,47.5666666666667,0,0,0.933333333333333,222346.833333333,5e-15,2,0
0.15,0.9,17291.8,176.3,3.53333333333333,2.46666666666667,5.16666666666667,9.3,0,7.3,1138491.76666667,5e-15,2,0
0.15,1.1,4862.43333333333,5.96666666666667,0.0666666666666667,0.0333333333333333,15.8,0.0333333333333333,0,4.33333333333333,634593.266666667,5e-15,2,0
0.15,2.1,1314.76666666667,0,0,0,49,0,0,0.866666666666667,192496.733333333,5e-15,2,0
0.15,2.3,1455.91666666667,0,0,0,49.8,0,0,0.866666666666667,183519.333333333,5e-15,2,0
0.15,2.5,2435.38333333333,0,0,0,49.9333333333333,0,0,1.13333333333333,172130.1,5e-15,2,0
0.15,2.7,5981.81666666667,0,0,0,50.0333333333333,0,0,1.2,206186.266666667,5e-15,2,0
0.15,2.9,17266.1666666667,75.1666666666667,4.5,0.0666666666666667,50,0.366666666666667,0,1.2,226456.566666667,5e-15,2,0
0.15,3.1,18250.5,193.3,12.4666666666667,0.133333333333333,50.0666666666667,0.6,0,2.3,407998.9,5e-15,2,0
0.15,3.3,18250.5,1461.23333333333,101.166666666667,0.666666666666667,50.1,2.86666666666667,0,8.46666666666667,1593519.5,5e-15,2,0
0.15,3.5,15284.6,402427244.5,27016837.3,139044.533333333,50.1333333333333,556415.6,14,470.166666666667,3633405913.5,5e-15,2,0.466666666666667
0.15,3.7,7234.66666666667,884058244.833333,59479321.0333333,304181.633333333,50.1,1216094.96666667,27,220.7,3844892872.56667,5e-15,2,0.9
0.15,3.9,6473.46666666667,1372338996.56667,92223789.6,473316.566666667,50.1,1893250.13333333,28,200.166666666667,5355726193.56667,5e-15,2,0.933333333333333
0.15,4.1,4386.96666666667,1734831598.66667,116756988.233333,596131.5,50.1333333333333,2383963,30,133.2,4534308807.5,5e-15,2,1
0.15,4.3,3701.7,2191549039.03333,147150341.2,756710.966666667,50.0666666666667,3025908.5,30,111.9,4632374613.96667,5e-15,2,1
0.15,4.5,3836.35,2518669845.76667,169486917.533333,863237.166666667,50.0666666666667,3450834.53333333,29,117.133333333333,5757748766.13333,5e-15,2,0.966666666666667
0.15,4.7,3433.91666666667,2766158437.7,186267579.766667,950028.166666667,50.0333333333333,3798104.4,30,104.333333333333,5776414790.76667,5e-15,2,1
0.15,4.9,2803.05,3141044114.5,211119129.8,1083077.83333333,50.2,4332461.5,30,84.2,5044823216.66667,5e-15,2,1
0.15,5.1,2550.1,3324559217.8,223889101.4,1141227.83333333,50.1,4563476.56666667,30,76.4,4970589680.1,5e-15,2,1
0.175,0.5,600.6,0,0,0.1,1,0.366666666666667,0,0,138.533333333333,5e-15,2,0
0.175,0.7,13793.5666666667,93.8,1.6,6.86666666666667,1.63333333333333,27.7,0,2.03333333333333,304616.733333333,5e-15,2,0
0.175,1.3,2206.7,0,0,0.0333333333333333,29.7333333333333,0.2,0,2.3,423602.1,5e-15,2,0
0.175,1.7,1356.71666666667,0,0,0,44.5,0,0,1.5,275470.533333333,5e-15,2,0
0.175,1.5,1527.98333333333,0,0,0,37.6333333333333,0,0,1.63333333333333,308490.9,5e-15,2,0
0.175,1.9,1287.55,0,0,0.0333333333333333,47.6666666666667,0.166666666666667,0,1.46666666666667,212871.333333333,5e-15,2,0
0.175,0.9,15837.7333333333,115.466666666667,2.9,0.966666666666667,6.23333333333333,3.4,0,5.73333333333333,912372.966666667,5e-15,2,0
0.175,1.1,6178.28333333333,7.13333333333333,0.166666666666667,0,17.0666666666667,0,0,3.36666666666667,566148.666666667,5e-15,2,0
0.175,2.1,1342.31666666667,0,0,0,49.3,0,0,1.3,210429.3,5e-15,2,0
0.175,2.3,1613.18333333333,0,0,0,49.9333333333333,0,0,1.16666666666667,189214.766666667,5e-15,2,0
0.175,2.5,2444.5,0,0,0,50,0,0,0.9,190937.7,5e-15,2,0
0.175,2.7,7081.21666666667,0.266666666666667,0.0666666666666667,0,50.0333333333333,0,0,1.3,196938.033333333,5e-15,2,0
0.175,2.9,17283.9,80.8666666666667,5.1,0.0666666666666667,50.1,0.1,0,1.23333333333333,233369.033333333,5e-15,2,0
0.175,3.1,18250.5,216.933333333333,14.5,0.133333333333333,50.0333333333333,0.3,0,2.66666666666667,424427.766666667,5e-15,2,0
0.175,3.3,18250.5,4580.56666666667,296.933333333333,1.63333333333333,50.0333333333333,6.66666666666667,0,17.9666666666667,3031663.36666667,5e-15,2,0
0.175,3.5,13517.2,488013843.366667,32483347.5333333,170235.566666667,50.0666666666667,681163.2,19,417.266666666667,3870247225.06667,5e-15,2,0.633333333333333
0.175,3.7,8032.1,990772021.6,66022755,344966.5,50.1,1379586.23333333,27,248.5,4674465250.76667,5e-15,2,0.9
0.175,3.9,6667.36666666667,1435635865.13333,95594561.9,500831.333333333,50,2002707.36666667,27,207.3,5922812817.5,5e-15,2,0.9
0.175,4.1,4738.35,1850586320.06667,123600599.5,640378.1,50.1666666666667,2560842,30,145.1,5145750928.5,5e-15,2,1
0.175,4.3,3265.91666666667,2239640812.16667,149341299.1,778085.966666667,50.0333333333333,3111322.1,30,97.8666666666667,4135738180.06667,5e-15,2,1
0.175,4.5,3701.2,2564282720.06667,171419794.866667,884817.9,50.1333333333333,3536931.8,30,112.966666666667,5625104591.43333,5e-15,2,1
0.175,4.7,3502.53333333333,2902195113.86667,193610032.133333,1007925.93333333,50.2,4031869.16666667,30,106.5,5972830676.3,5e-15,2,1
0.175,4.9,3149.9,3189056843.23333,212837337.133333,1103939.2,50.1666666666667,4414431.13333333,30,95.7333333333333,5954637139.9,5e-15,2,1
0.175,5.1,2342.28333333333,3475343487.46667,231286819.433333,1213334.06666667,50.0333333333333,4852833.93333333,30,69.4666666666667,4599094299.43333,5e-15,2,1
0.2,0.5,694.933333333333,0,0,0.366666666666667,1,1.4,0,0,726.966666666667,5e-15,2,0
0.2,0.7,12118.3,146.466666666667,2.1,10.8333333333333,1.36666666666667,41.4666666666667,0,2.36666666666667,371633.033333333,5e-15,2,0
0.2,1.3,1853.7,0,0,0,32.3666666666667,0,0,2.5,438666.633333333,5e-15,2,0
0.2,1.7,1349.63333333333,0,0,0.0333333333333333,45.1666666666667,0.133333333333333,0,1.16666666666667,270818.233333333,5e-15,2,0
0.2,1.5,1505.6,0,0,0,39.4,0,0,1.73333333333333,306034.566666667,5e-15,2,0
0.2,1.9,1235.3,0,0,0,48.5333333333333,0,0,1.06666666666667,227678.366666667,5e-15,2,0
0.2,0.9,15023.75,98.1666666666667,2.16666666666667,1.26666666666667,6.63333333333333,5.43333333333333,0,4.13333333333333,716355.966666667,5e-15,2,0
0.2,1.1,4138.46666666667,6.86666666666667,0.166666666666667,0,17.2,0,0,2.66666666666667,553502.066666667,5e-15,2,0
0.2,2.1,1420.78333333333,0,0,0,48.9,0,0,0.966666666666667,182051.166666667,5e-15,2,0
0.2,2.3,1633.2,0,0,0,49.9,0,0,1.2,172543.433333333,5e-15,2,0
0.2,2.5,2625.78333333333,0,0,0,50,0,0,0.8,193377.266666667,5e-15,2,0
0.2,2.7,9830.75,8.23333333333333,0.633333333333333,0,50.0333333333333,0,0,0.933333333333333,237667.066666667,5e-15,2,0
0.2,2.9,17776.4333333333,84.7666666666667,4.9,0.0666666666666667,50.0333333333333,0.166666666666667,0,1.73333333333333,283344.566666667,5e-15,2,0
0.2,3.1,18250.5,265.466666666667,15.9333333333333,0.0333333333333333,50,0.166666666666667,0,2.7,435781.333333333,5e-15,2,0
0.2,3.3,18250.5,1629846,107654.3,574.066666666667,50.0666666666667,2295.7,0,110.266666666667,20935015.7666667,5e-15,2,0
0.2,3.5,11685.5,539750832.566667,35701041.5,189377.6,50.0666666666667,757250.133333333,19,359.766666666667,3897841430.4,5e-15,2,0.633333333333333
0.2,3.7,7916.33333333333,1053033918.76667,69600870.9,369970.033333333,50,1480648.16666667,27,246.466666666667,5126013385.23333,5e-15,2,0.9
0.2,3.9,5341,1498438945.76667,99114538.1333333,525556.933333333,50.0333333333333,2101978.53333333,29,163.6,4808392677.76667,5e-15,2,0.966666666666667
