"epsilon1","epsilon2","tfinal","G","R","P","Tc","V","mut","trans","Vtot","nu","numGclasses","cancer"
0.025,3.5,18250.5,1449661.36,101514.6,15911.68,50.08,63596.88,0,487.56,583525279.2,5e-15,1,0
0.025,3.7,11427.92,520127641.08,36422538.92,5698527.68,50.04,22791454.76,21.6,371.48,112552934127.28,5e-15,1,0.72
0.025,3.9,7144.96,992508078.52,69666811.08,10837876.52,50.16,43346486.36,30,230.32,130509499651.04,5e-15,1,1
0.025,4.1,4842.06,1310273600.8,92375354.44,14226558.2,50.2,56879002.92,30,154.08,124632157353.6,5e-15,1,1
0.025,4.3,4914,1848499477.28,129568496.24,20219822.24,50.04,80869751.04,28.8,157.04,169316027451.4,5e-15,1,0.96
0.025,4.5,3641.06,2202181717.2,154493632.68,24056938.72,50.04,96201545.96,30,115.08,146228732478.36,5e-15,1,1
0.025,4.7,4827.66,2537442938.92,177979292.44,27720082.8,50.08,110866828.68,28.8,155,236519984848.88,5e-15,1,0.96
0.025,4.9,3728.4,2783388346.04,196293049.84,30181123.12,50.16,120631619.8,30,118.04,198393325601.84,5e-15,1,1
0.025,5.1,2919,3075304083.6,216683827.16,33415407.2,50.16,133588825.84,28.8,91.24,167033238433.88,5e-15,1,0.96
0.05,0.5,357,0,0,1.32,1.04,4.52,0,0,811,5e-15,1,0
0.05,0.7,4468.16,13.76,0.24,8.48,1.16,33.8,0,1.76,270289.6,5e-15,1,0
0.05,1.5,1868.52,0,0,0.2,33.04,0.8,0,8.84,3379789.36,5e-15,1,0
0.05,1.3,3398.68,0,0,0.24,20.04,1.2,0,10.8,3052017.68,5e-15,1,0
0.05,1.7,1384.72,0,0,0.04,42.64,0.16,0,7.92,3494461.68,5e-15,1,0
0.05,1.9,1317.82,0,0,0,46.36,0,0,6.84,3445745.36,5e-15,1,0
0.05,0.9,14975.22,99.88,1.92,17.04,3.48,70.12,0,13.72,2433781.96,5e-15,1,0
0.05,1.1,12476.02,39.64,1.12,2.84,10.04,12.24,0,16,3716779.04,5e-15,1,0
0.05,2.1,1239.8,0,0,0.04,48.44,0.16,0,5.84,3230179.16,5e-15,1,0
0.05,2.3,1331.44,0,0,0.04,49.4,0,0,6.36,3075314.04,5e-15,1,0
0.05,2.5,1686.26,0,0,0.08,49.84,0.2,0,6.84,3363183.96,5e-15,1,0
0.05,2.7,2969.66,0,0,0.16,50,0.64,0,7.64,3735544.36,5e-15,1,0
0.05,2.9,13020.6,21.92,1.44,0.2,50.08,0.68,0,9.36,4559690.68,5e-15,1,0
0.05,3.1,18250.5,100.2,6.12,1.2,50.12,4.8,0,11.72,6494952.84,5e-15,1,0
0.05,3.3,18250.5,243.76,18.44,3.12,50.12,12.72,0,24.8,13689306.4,5e-15,1,0
0.05,3.5,18062.22,69346098.36,4820717.76,759586.4,50,3038683.04,1.2,581.68,14276472342.08,5e-15,1,0.04
0.05,3.7,13151.62,582574595.92,40556819.52,6371356.24,50.08,25483866.24,16.8,429.44,148223957194.32,5e-15,1,0.56
0.05,3.9,6121.56,1074405641.56,74787071.6,11751023.32,50.08,47000954.08,30,196.44,117368311434.2,5e-15,1,1
0.05,4.1,8371.44,1474397714.52,102620883.24,16131606.96,50,64514604.24,25.2,271.76,250729601614.16,5e-15,1,0.84
0.05,4.3,5030.34,1912099490.56,132998867,20937508.68,50.04,83750939,28.8,160.96,180713256191.36,5e-15,1,0.96
0.05,4.5,3142.4,2254553662.88,157145939.24,24611102.36,50.16,98432952.72,30,98.24,124440637200.76,5e-15,1,1
0.05,4.7,2899.1,2559502889.72,178762643,27849088.72,50.08,111330350.16,30,90.4,133080055983.44,5e-15,1,1
0.05,4.9,3011.34,2875534051.16,200651267.04,31314799.76,50.08,125194367.28,30,94.24,158194250056.88,5e-15,1,1
0.05,5.1,3656.72,3163602367.76,220583127.36,34517126.6,50.2,138061652.44,30,116.4,220596210451.8,5e-15,1,1
0.075,0.5,387.2,0,0,0.92,1,3.52,0,0,686.6,5e-15,1,0
0.075,0.7,8638.3,31.56,0.64,19.16,1.32,80.8,0,4.52,773245.88,5e-15,1,0
0.075,1.5,1984.2,0,0,0.12,33.92,0.52,0,8.44,3452040.88,5e-15,1,0
0.075,1.3,3533.96,2.52,0,0.32,23.6,1.56,0,12.16,3741733.64,5e-15,1,0
0.075,1.7,1439.98,0,0,0.12,39.92,0.4,0,7.4,3008431.8,5e-15,1,0
0.075,1.9,1278.24,0,0,0,46.6,0,0,7.32,3565454.84,5e-15,1,0
0.075,0.9,14713.52,74.2,1.4,11.4,4.24,47.12,0,14.64,2387560.12,5e-15,1,0
0.075,1.1,13177.46,33.48,0.84,2.6,10.8,10.08,0,14.28,2970472.56,5e-15,1,0
0.075,2.1,1294.98,0,0,0.12,48.28,0.4,0,6.6,3338992.28,5e-15,1,0
0.075,2.3,1372.82,0,0,0.04,49.52,0.12,0,6.2,3223527.28,5e-15,1,0
0.075,2.5,1877.66,0,0,0.16,50,0.48,0,7.2,3714672.6,5e-15,1,0
0.075,2.7,3551.36,0,0,0,50.04,0,0,7.36,4334874.88,5e-15,1,0
0.075,2.9,14821.3,25.72,1.44,0.28,50.04,1,0,9.68,5078413.76,5e-15,1,0
0.075,3.1,18250.5,135.6,9.2,1.64,50,5.36,0,13.2,7105447.12,5e-15,1,0
0.075,3.3,18250.5,287.4,20.36,3.12,50.04,11.12,0,27.48,14785486.84,5e-15,1,0
0.075,3.5,16886.34,120503907.32,8315811.16,1320039.6,50.12,5280904.04,4.8,541.24,31502077014.64,5e-15,1,0.16
0.075,3.7,7984.38,641863343.44,44365952.6,7019510.08,50.12,28077795.04,26.4,257.76,92588699867.4,5e-15,1,0.88
0.075,3.9,7191.72,1129141876,78091403.12,12337577.24,50.12,49341995.2,27.6,231.92,152446886191.32,5e-15,1,0.92
0.075,4.1,5168.32,1490939996.08,103274039.04,16255692.8,50.12,65004296.84,30,165.32,149168515828.52,5e-15,1,1
0.075,4.3,3784.72,1926897277.92,133698433.08,20949498.16,50.2,83760944.12,30,119.64,132062632263.92,5e-15,1,1
0.075,4.5,2919.88,2307723828.04,159708460.24,25182404.36,50.08,100701318.28,30,90.88,117217989795.84,5e-15,1,1
0.075,4.7,4083.4,2561465866.08,177418301.44,27951130.96,50.08,111767884.96,30,130.16,205200616250.24,5e-15,1,1
0.075,4.9,2900.6,2942361877.56,203482986.4,32144198.16,50.12,128555248.08,30,91.2,154434085488.28,5e-15,1,1
0.075,5.1,3499.04,3199680067.32,221677696.72,34859649.8,50.04,139363111.52,28.8,110.96,215401905173.08,5e-15,1,0.96
0.1,0.5,287.92,0,0,0.68,1,2.4,0,0,402.84,5e-15,1,0
0.1,0.7,7665.26,36.44,0.6,17.12,1.36,71.84,0,4.76,730395.72,5e-15,1,0
0.1,1.5,1839.86,0,0,0.12,35.6,0.32,0,8.84,3451113.2,5e-15,1,0
0.1,1.3,2387.38,0,0,0.04,24.36,0.08,0,11.12,3686011.84,5e-15,1,0
0.1,1.7,1355.3,0,0,0,43.12,0,0,7.4,3422362.28,5e-15,1,0
0.1,1.9,1282.68,0,0,0.12,45.92,0.52,0,6.92,3155608.04,5e-15,1,0
0.1,0.9,15543,71.48,1.08,7.28,4.88,27.56,0,17.64,2871138.2,5e-15,1,0
0.1,1.1,9388.94,21.4,0.64,1.48,12.4,4.8,0,14.4,3371661.4,5e-15,1,0
0.1,2.1,1228.98,0,0,0,49,0.04,0,6.28,3295699.44,5e-15,1,0
0.1,2.3,1444.84,0,0,0.04,49.52,0.28,0,5.76,3269898.4,5e-15,1,0
0.1,2.5,1800.86,0,0,0.16,49.92,0.68,0,6.96,3394346.76,5e-15,1,0
0.1,2.7,4673.2,1.52,0.04,0.08,50,0.44,0,7.88,4006105.2,5e-15,1,0
0.1,2.9,15678.64,34.52,1.96,0.44,50,1.88,0,9.88,5530467.96,5e-15,1,0
0.1,3.1,18250.5,125.72,7.64,0.96,50.04,4.24,0,14.48,7527876.52,5e-15,1,0
0.1,3.3,18250.5,323.48,21.2,2.76,50,9.68,0,33.36,15877867.84,5e-15,1,0
0.1,3.5,16972.7,201126010.72,13783564.08,2203384.68,50.08,8812606.4,8.4,553.88,58216229957.4,5e-15,1,0.28
0.1,3.7,9422.72,708756938.48,48667471.96,7743810.68,50.12,30972266.68,26.4,305.68,126101597267.12,5e-15,1,0.88
0.1,3.9,5796.62,1208360398.76,82852656.96,13225418.52,50.04,52898900.72,30,186.32,126309115937.36,5e-15,1,1
0.1,4.1,5350.32,1632334869.76,111964995.72,17856373.16,50,71414828.72,27.6,171.44,163517499992.4,5e-15,1,0.92
0.1,4.3,4776.52,2012070266.96,138195626.48,21969799.28,50.12,87867861.64,30,152.48,181597815285.84,5e-15,1,1
0.1,4.5,3942.98,2150368277.48,149066309.6,23209805.8,50.16,92731013.32,30,125.12,172782539424.56,5e-15,1,1
0.1,4.7,2683.92,2662770537.72,183412094.12,28964357.44,50.2,115814633.52,30,83.12,126120088357.08,5e-15,1,1
0.1,4.9,3938.8,2946746184.72,203339761.96,31952253,50.2,127721464.08,28.8,125.48,226038195231.6,5e-15,1,0.96
0.1,5.1,2879.32,3246907360.68,223527096.88,35317492.12,50.16,141205675.96,30,90.6,173426534207.12,5e-15,1,1
0.125,0.5,506.02,0,0,1.44,1,4.84,0,0,3009.32,5e-15,1,0
0.125,0.7,8065.38,29.8,0.6,10,1.56,40.28,0,6.72,976993.16,5e-15,1,0
0.125,1.5,1499.06,0,0,0.08,37.92,0.32,0,9.36,3700355.4,5e-15,1,0
0.125,1.3,2416.72,0,0,0.12,25.68,0.4,0,10.16,3520912.28,5e-15,1,0
0.125,1.7,1343.54,0,0,0.04,41.76,0.2,0,6.8,2926849.8,5e-15,1,0
0.125,1.9,1242.08,0,0,0.04,46.8,0.12,0,7.04,3205699.92,5e-15,1,0
0.125,0.9,15408.7,75.88,1.96,8.84,5.44,34.24,0,17.08,2984199.8,5e-15,1,0
0.125,1.1,7493.64,11.76,0.28,1.12,14.12,3.88,0,13,3310434.88,5e-15,1,0
0.125,2.1,1300.58,0,0,0.04,49.04,0.08,0,6.32,3215784.04,5e-15,1,0
0.125,2.3,1554.94,0,0,0.04,49.72,0.08,0,6.52,3307845.88,5e-15,1,0
0.125,2.5,1902.72,0,0,0.08,50.04,0.36,0,6.68,3601403.64,5e-15,1,0
0.125,2.7,4780.98,0,0,0,50.04,0,0,7.68,3909373.72,5e-15,1,0
0.125,2.9,16071.2,49.76,3.16,0.48,50.08,1.48,0,10.4,5099498.36,5e-15,1,0
0.125,3.1,18250.5,131.76,7.64,1.4,50,5.68,0,15.64,7683105.8,5e-15,1,0
0.125,3.3,18250.5,432.24,28.04,4.72,50.04,17.96,0,41.28,22013665.2,5e-15,1,0
0.125,3.5,15501.16,278890055.76,18972666.72,3054655.56,50.04,12220070.56,12,505.52,74311445827.64,5e-15,1,0.4
0.125,3.7,9228.46,794993703.56,54110869.12,8703050.08,50,34808980.84,24,299.24,138258363294.36,5e-15,1,0.8
0.125,3.9,6123.44,1269997475.28,86466400.36,13896219.16,50.08,55584013.52,30,196.56,142572758190,5e-15,1,1
0.125,4.1,4455.34,1677701479.6,114416230.24,18309534,50,73210762.24,30,141.4,137001159270.2,5e-15,1,1
0.125,4.3,3751.26,2063969736.44,140820594.68,22509086.72,50.12,90016992.4,30,118.52,139176060288.56,5e-15,1,1
0.125,4.5,2465.7,2383167689.68,162914532.88,25942843.24,50.12,103724662.56,30,75.96,99530748503.8,5e-15,1,1
0.125,4.7,3215.94,2726829412.8,186334818.24,29635104.64,50.08,118459250.4,30,101.24,162431880329.84,5e-15,1,1
0.125,4.9,3564.64,2896378690.8,198835474.64,31350869.36,50.16,125287010.8,30,113.08,205905356022.96,5e-15,1,1
0.125,5.1,2324.38,3311040623.52,225863845.88,36077793.56,50.08,144246316.6,30,71.88,136083580754.92,5e-15,1,1
0.15,0.5,395.98,0,0,0.8,1,2.84,0,0.04,761.28,5e-15,1,0
0.15,0.7,11162.94,47.36,0.76,21.76,2,83.88,0,7.48,1201350.08,5e-15,1,0
0.15,1.5,1557.42,0,0,0.12,37.12,0.52,0,8.28,3393481.36,5e-15,1,0
0.15,1.3,2124.74,0,0,0.32,27.04,0.84,0,9.6,3565881.2,5e-15,1,0
0.15,1.7,1337.66,0,0,0.2,42.96,0.8,0,7.32,3215225.76,5e-15,1,0
0.15,1.9,1213.84,0,0,0.08,47.44,0.36,0,7.44,3239155.36,5e-15,1,0
0.15,0.9,14411.94,74.44,2,7.84,5.92,30.36,0,15.24,2884909.4,5e-15,1,0
0.15,1.1,6913.98,11.76,0.32,0.88,15.28,3.72,0,13.8,3630352,5e-15,1,0
0.15,2.1,1297.7,0,0,0.04,48.88,0.12,0,6.4,3130443.48,5e-15,1,0
0.15,2.3,1558.86,0,0,0.04,49.8,0.12,0,6.8,3340425.76,5e-15,1,0
0.15,2.5,2083.08,0,0,0.04,50,0.04,0,7.12,3722164.64,5e-15,1,0
0.15,2.7,4378.98,0,0,0.08,50.08,0.32,0,8.56,4224050.04,5e-15,1,0
0.15,2.9,15947.84,60.12,4,0.48,50,1.52,0,10.2,5057798.64,5e-15,1,0
0.15,3.1,18250.5,151.44,10.72,1.6,50,7.36,0,17.08,8469205.28,5e-15,1,0
0.15,3.3,18250.5,590.6,38.24,6.48,50.12,25.24,0,53.08,26976209.48,5e-15,1,0
0.15,3.5,13716.54,339082317.32,22918002,3710105.6,50.04,14840212.16,13.2,447.12,83865080398,5e-15,1,0.44
0.15,3.7,7123.96,867211862.88,58600268.04,9489986.92,50.04,37955910.04,25.2,229.84,110822176496.44,5e-15,1,0.84
0.15,3.9,5662.26,1327278413,89727518.8,14517113.16,50,58057621.92,30,181.64,138396816822.24,5e-15,1,1
0.15,4.1,4589.7,1742828511.64,117949376.8,19031675.44,50.08,76111413.36,30,145.88,147140912020.04,5e-15,1,1
0.15,4.3,3987.14,2132292518.12,144248881.6,23302012.56,50.12,93201550.4,30,126.4,154706563204.16,5e-15,1,1
0.15,4.5,3653.84,2497876283.4,168659326.84,27370976.56,50,109483478.96,30,115.68,168048004261.12,5e-15,1,1
0.15,4.7,2863.48,2813132638.2,190039288.72,30805700.16,50.04,123220260.36,30,89.4,143903505537.24,5e-15,1,1
0.15,4.9,3331.16,2997399976.2,203609507,32588287.16,50.12,130278197.92,30,105.32,194086717803.52,5e-15,1,1
0.15,5.1,2298.56,3268280374.72,222670216.76,35411695.48,50,141484083.04,30,71.08,137503465847.2,5e-15,1,1
0.175,0.5,848.04,0,0,1.52,1,5.56,0,0.04,4439.12,5e-15,1,0
0.175,0.7,13772.1,59.72,0.88,18.6,2.48,75,0,11.4,1768328.88,5e-15,1,0
0.175,1.5,1523.4,0,0,0.08,38.52,0.32,0,7.68,3409370.8,5e-15,1,0
0.175,1.3,2299.16,0,0,0.08,29,0.32,0,10.12,3458047.88,5e-15,1,0
0.175,1.7,1309.44,0,0,0.16,42.92,0.28,0,7.08,2881170.2,5e-15,1,0
0.175,1.9,1236.88,0,0,0.04,47.4,0,0,6.44,2956496.16,5e-15,1,0
0.175,0.9,14505.22,55.48,1.68,5.4,7.48,23.24,0,17.6,3653394.72,5e-15,1,0
0.175,1.1,3508.98,0,0,0.24,18.48,0.92,0,13.6,4282053.52,5e-15,1,0
0.175,2.1,1230.16,0,0,0.12,49.68,0.32,0,6.2,3608098.28,5e-15,1,0
0.175,2.3,1512.86,0,0,0,49.8,0,0,6.48,3310423.28,5e-15,1,0
0.175,2.5,2558.54,0,0,0.04,49.88,0,0,6.8,3537056.36,5e-15,1,0
0.175,2.7,6558.32,0,0,0,50,0,0,8.76,4834101.4,5e-15,1,0
0.175,2.9,17134.84,71.08,4.32,0.8,50.08,3.88,0,10.28,5373859.08,5e-15,1,0
0.175,3.1,18250.5,161.64,9.48,1.56,50.04,6.64,0,18.2,9102095.76,5e-15,1,0
0.175,3.3,18250.5,871.44,55.92,9,50.12,36.16,0,76.76,40578394.76,5e-15,1,0
0.175,3.5,13052.04,418782513,28074272.52,4586275.24,50,18344758.12,18,425.36,100282971068.32,5e-15,1,0.6
0.175,3.7,8028.52,910763348.72,61177619.8,9949490.52,50.04,39785395.32,26.4,259.56,139081907500.08,5e-15,1,0.88
0.175,3.9,6766.24,1379515629.32,92641418.56,15075811.72,50.04,60289986.12,27.6,218.48,179834484030.92,5e-15,1,0.92
0.175,4.1,4315.26,1795836785.76,120786364.52,19581095.04,50.24,78322058.72,30,137.12,139536852417.44,5e-15,1,1
0.175,4.3,3548.84,2095206512.92,141515602.64,22727625.12,50.08,90824880.68,30,111.96,139881699330.64,5e-15,1,1
0.175,4.5,3288.82,2524044528.32,169740333.12,27510924.64,50.08,109998558.08,30,103.28,150888261093.28,5e-15,1,1
0.175,4.7,3499,2863178902.52,192064421,31324225.12,50.04,125284534,30,110.8,187220668055.52,5e-15,1,1
0.175,4.9,2893.42,3116384574.28,210189756.4,33864951.04,50.44,135459259.44,30,90.92,161856780855.52,5e-15,1,1
0.175,5.1,2605.06,3407023934.08,229085346.56,37138209.92,50.16,148520890.48,30,81.24,162057882345.92,5e-15,1,1
0.2,0.5,586,0,0,1.4,1,5,0,0,1458.12,5e-15,1,0
0.2,0.7,14092.56,59.6,0.6,14.64,2.56,57.2,0,13.68,2269621.96,5e-15,1,0
0.2,1.5,1467.26,0,0,0.2,39.32,0.72,0,7.68,3250911.12,5e-15,1,0
0.2,1.3,2100.4,0,0,0.08,29.68,0.2,0,9.88,3308604.64,5e-15,1,0
0.2,1.7,1266.98,0,0,0.04,44.44,0.2,0,7,3179319.72,5e-15,1,0
0.2,1.9,1235.72,0,0,0.12,48,0.64,0,6.48,3380829.04,5e-15,1,0
0.2,0.9,11143.04,30.8,0.44,3.04,8.6,13.56,0,18.12,3824554.92,5e-15,1,0
0.2,1.1,3853.8,0,0,0.08,17.12,0.12,0,12.28,3203475.32,5e-15,1,0
0.2,2.1,1261.26,0,0,0.08,49.2,0.4,0,7,3537792.72,5e-15,1,0
0.2,2.3,1475.6,0,0,0.04,49.8,0.2,0,6.76,3375174.96,5e-15,1,0
0.2,2.5,2137.22,0,0,0.08,50,0.32,0,7.2,3868095.84,5e-15,1,0
0.2,2.7,7012.76,1.56,0.08,0,50,0.12,0,8.6,4552389.88,5e-15,1,0
0.2,2.9,17612.08,76.84,4.08,0.76,50.04,3.6,0,11.48,5737713.56,5e-15,1,0
0.2,3.1,18250.5,186.6,11.2,2.16,50,7.84,0,19.96,10992047.88,5e-15,1,0
0.2,3.3,18250.5,2168.68,152.44,21.4,50.04,87.12,0,162.4,89114486.6,5e-15,1,0
0.2,3.5,13653.8,480375498.2,31987566,5256017.92,50.04,21022697.24,13.2,446.16,124716169172.4,5e-15,1,0.44
0.2,3.7,7361.64,994406372.92,66243911.44,10873486.56,50.04,43486923.76,26.4,237.52,134500510423.8,5e-15,1,0.88
0.2,3.9,6130.06,1462727079.52,97394132.44,16007159.12,50.08,64024861.88,30,197.2,167333311857.4,5e-15,1,1
0.2,4.1,5783.64,1869413509.48,124579994.76,20430099.92,50.04,81703487.24,28.8,185.96,208106149548.64,5e-15,1,0.96
0.2,4.3,3683.5,2203401510.8,147387710.44,23953802.8,50.08,95751674.44,30,116.32,150708219000.92,5e-15,1,1
0.2,4.5,3269.74,2545193998.6,170318933.08,27672936.08,50.16,110638855.04,30,102.68,151751138868.36,5e-15,1,1
0.2,4.7,3071.06,2897060441.12,193401041.24,31595684.52,50.24,126380156.76,30,96.32,161560934757.24,5e-15,1,1
0.2,4.9,2864.26,3154613070.12,211487784.72,34106468.72,50.2,136290024.28,30,89.68,167521118009.84,5e-15,1,1
0.2,5.1,2721.04,3454175629.12,230608592.64,37664450.96,50.24,150646612.88,30,85.16,172237504048.64,5e-15,1,1
0.225,0.5,1376.16,0,0,1.72,1.04,6.36,0,0,23737.04,5e-15,1,0
0.225,0.7,14391.3,47.92,1.12,9.52,3.24,35.84,0,13.2,2057281.92,5e-15,1,0
0.225,1.5,1490.84,0,0,0,40.2,0,0,7.12,3206954.16,5e-15,1,0
0.225,1.3,1757.96,0,0,0.04,32.84,0.12,0,9.24,4159321.16,5e-15,1,0
0.225,1.7,1237,0,0,0.04,46.4,0.16,0,7.12,3443125.2,5e-15,1,0
0.225,1.9,1259.66,0,0,0,47.6,0,0,6.64,3048537.52,5e-15,1,0
0.225,0.9,12611.28,56.56,1.32,4.4,8.6,16.6,0,16.84,3851538.28,5e-15,1,0
0.225,1.1,2932.84,0,0,0.04,19.44,0.36,0,12.12,3775913.12,5e-15,1,0
0.225,2.1,1343.8,0,0,0.04,49.48,0.12,0,6.64,3367247.36,5e-15,1,0
0.225,2.3,1583.5,0,0,0,49.8,0,0,6.04,3146198.88,5e-15,1,0
0.225,2.5,2869.88,0,0,0.04,50,0,0,7.68,3615240.32,5e-15,1,0
0.225,2.7,9832.9,12.76,0.88,0.08,50,0.32,0,9.64,4593068.44,5e-15,1,0
0.225,2.9,17984.98,91.84,6.4,1,50,4.52,0,12.32,5682767.84,5e-15,1,0
0.225,3.1,18250.5,188.08,12.32,2.24,50,10.12,0,21.28,11377413,5e-15,1,0
0.225,3.3,18250.5,1624660.24,107164.72,17781.4,50.04,71117.4,0,510.12,657958168.28,5e-15,1,0
0.225,3.5,10919.48,549170999.44,36303836.52,6006925.56,50.08,24027352.32,20.4,354.24,109994307708.64,5e-15,1,0.68
0.225,3.7,7526.4,1079330266.88,71250431.4,11827479.08,50,47307622,28.8,243.48,150672301366.96,5e-15,1,0.96
0.225,3.9,5381.34,1526430954.16,100876488.2,16702908.2,50.08,66811138.12,30,172.28,150173232284.2,5e-15,1,1
0.225,4.1,3067.24,1866615572.68,123669399.8,20363604.68,50.12,81433116,30,95.6,99187587757.92,5e-15,1,1
0.225,4.3,3642.82,2305306846.64,152532067.04,25186525.88,50.16,100748395.52,30,114.76,152690989096.56,5e-15,1,1
0.225,4.5,3765.78,2574941790.48,171456802.48,27897110.36,50.16,111492237.76,30,119.48,184736226059.88,5e-15,1,1
0.225,4.7,3208.92,2972420379.6,196348612.24,32546077.72,50.04,130181676.48,30,101.16,175755797653.64,5e-15,1,1
0.225,4.9,1896.6,3215678425.88,213529642.44,34958120.48,50.2,139771336.32,30,57.32,101633233604.04,5e-15,1,1
0.225,5.1,2696.9,3494136937.28,231796973.36,37997500.04,50.2,151926271,30,84.36,173008503300.52,5e-15,1,1
0.25,0.5,1584.52,3.96,0,3.64,1,13.88,0,0.36,46173.76,5e-15,1,0
0.25,0.7,12685.02,27.68,0.28,5.68,3.8,20.4,0,10.52,1840766.6,5e-15,1,0
0.25,1.5,1370.58,0,0,0.12,41.84,0.2,0,7.64,3572743.4,5e-15,1,0
0.25,1.3,1848.22,0,0,0.04,33.12,0.08,0,9.08,3552915.24,5e-15,1,0
0.25,1.7,1273.76,0,0,0.04,45.92,0.08,0,6.96,3487998.44,5e-15,1,0
0.25,1.9,1248.76,0,0,0.04,48.12,0.32,0,6.4,3082410.36,5e-15,1,0
0.25,0.9,9947.64,19.76,0.16,1.68,10.64,6.32,0,15.32,3536324.68,5e-15,1,0
0.25,1.1,2824.98,0,0,0.12,21.08,0.28,0,12.12,3558368.92,5e-15,1,0
0.25,2.1,1398.5,0,0,0.04,49.16,0.16,0,6.28,3106507.72,5e-15,1,0
0.25,2.3,1553.96,0,0,0,49.96,0,0,6.88,3457814.4,5e-15,1,0
0.25,2.5,2662.34,0,0,0.16,50.04,0.52,0,7.72,3792650.08,5e-15,1,0
0.25,2.7,9609.88,11.44,0.6,0.12,50,0.32,0,8.68,4391964.28,5e-15,1,0
