"epsilon1","epsilon2","tfinal","G","R","P","Tc","V","mut","trans","Vtot","nu","cancer"
0.075,5.1,14365.5166666667,6327842957.96667,197501694.966667,561918058.733333,50.3,2247649120.5,0.4,476.133333333333,15958939238176.1,5e-15,0.4
0.1,1.1,1207.88333333333,0,0,0.2,48.3333333333333,0.633333333333333,0,10.2333333333333,12830650.1,5e-15,0
0.1,0.9,1369.21666666667,0,0,0,41.5333333333333,0.166666666666667,0,11.0666666666667,9378020.16666667,5e-15,0
0.1,1.3,1522.21666666667,0,0,0.0333333333333333,49.8666666666667,0.233333333333333,0,11.8,18665640.3,5e-15,0
0.1,0.7,2232.98333333333,0,0,0.0666666666666667,26.4666666666667,0.1,0,14.8,7157124.43333333,5e-15,0
0.1,1.5,4335.26666666667,0,0,0.2,50.0666666666667,0.8,0,15.5333333333333,29742366.1,5e-15,0
0.1,0.5,14062.8166666667,253.3,2.1,18.1333333333333,3.36666666666667,72.2333333333333,0,10.6333333333333,1817694.76666667,5e-15,0
0.1,1.7,18250.5,196.333333333333,5.33333333333333,16.3666666666667,50.0666666666667,64.1,0,34.5,65773313.1333333,5e-15,0
0.1,2.1,17645.2,1200410219.7,36967979.2666667,105530067.166667,50.0666666666667,422119044.633333,0.0666666666666667,582.7,3518535964954.6,5e-15,0.0666666666666667
0.1,1.9,18250.5,283462382.5,8719499.86666667,24906677.1666667,50.0333333333333,99625387.7333333,0,601.433333333333,759098106328.833,5e-15,0
0.1,2.3,16233.9166666667,1970217132.9,60644307.1,173274155.1,50,693088302.1,0.166666666666667,535.8,5399487580225.63,5e-15,0.166666666666667
0.1,2.5,16022.8,2602939496.8,80222261.3,228996989.9,50.0666666666667,915989471.433333,0.233333333333333,529.2,7102863958346.07,5e-15,0.233333333333333
0.1,3.3,15327.5,4379796150.16667,135373365.5,385695989.7,50.2,1542772373.53333,0.333333333333333,507.2,11603267797279.9,5e-15,0.333333333333333
0.1,2.7,15778.15,3152318435.2,97137374.3666667,277400235.733333,50.0333333333333,1109599419.13333,0.233333333333333,521.4,8521967818381.37,5e-15,0.233333333333333
0.1,2.9,14176.35,3607377605.93333,111447277.533333,317542564.233333,50.2,1270174151.86667,0.4,468.433333333333,8755039814890.1,5e-15,0.4
0.1,3.1,13958.6,4009756280.93333,124079776.5,353053345.866667,50.3,1412222423.5,0.4,461.5,9622858212338.9,5e-15,0.4
0.1,3.5,14214.0333333333,4697668650.36667,145289934.6,413762522.433333,50.2333333333333,1655033294.86667,0.3,470.333333333333,11540347961484.8,5e-15,0.3
0.1,3.9,14561.75,5235518158.13333,162132879.566667,461281652.966667,50.3,1845131720.1,0.4,482.233333333333,13213732978112.2,5e-15,0.4
0.1,4.1,13829.9833333333,5431478106.4,168997732.8,478781957.8,50.0666666666667,1912978787.76667,0.433333333333333,457.866666666667,13148594158735.7,5e-15,0.433333333333333
0.1,3.7,13896.45,4995770052.76667,154166474.366667,440059470.766667,50.0666666666667,1760255178.66667,0.466666666666667,459.8,12009683089918.5,5e-15,0.466666666666667
0.1,4.3,14621.4,5673524354.93333,175905428.833333,499993824.6,50.3666666666667,1999969397.2,0.433333333333333,484.4,14411403210658.3,5e-15,0.433333333333333
0.1,4.7,14338.6833333333,6048716902.06667,187212664.466667,533136706.6,50.2333333333333,2132541240.03333,0.433333333333333,475.066666666667,15091382596920.9,5e-15,0.433333333333333
0.1,4.5,16230.3,5875455024.13333,181747312.466667,517805123.4,50.2,2071206955.5,0.3,537.933333333333,16601032511901.8,5e-15,0.3
0.1,4.9,13233.2666666667,6200433365.46667,192382488.366667,546579467.533333,50.4,2186321287.96667,0.466666666666667,438.466666666667,14272348991853.3,5e-15,0.466666666666667
0.1,5.1,13309.1666666667,6345558878.56667,197094568.066667,559436426.666667,50.4666666666667,2237731515,0.466666666666667,440.8,14688455966272,5e-15,0.466666666666667
0.125,1.1,1192.9,0,0,0.1,48.4,0.5,0,10.4,12235340.5333333,5e-15,0
0.125,0.9,1334.11666666667,0,0,0.0333333333333333,43,-0.0333333333333333,0,11.1333333333333,10368334.8333333,5e-15,0
0.125,1.3,1545.9,0,0,0.1,49.9666666666667,0.3,0,11.0333333333333,18591150.7666667,5e-15,0
0.125,0.7,2483.86666666667,0,0,0.133333333333333,27.3,0.633333333333333,0,14,6735390.5,5e-15,0
0.125,1.5,5505.38333333333,1.73333333333333,0,0.233333333333333,50.0333333333333,1,0,15.3,28752214.9,5e-15,0
0.125,0.5,15732.1666666667,235.9,2.5,18.8,4.46666666666667,75.3666666666667,0,16.4,2778248.43333333,5e-15,0
0.125,1.7,18250.5,228,7.26666666666667,18.1,50.1333333333333,73.5333333333333,0,38.1666666666667,76867028.1333333,5e-15,0
0.125,2.1,17621.6666666667,1264749400.83333,38665527.5,110373233.9,50.0666666666667,441493010.933333,0.0666666666666667,581.766666666667,3681135382473.73,5e-15,0.0666666666666667
0.125,1.9,17751.9,357751412.666667,10923798.7,31205797.3,50,124817107.466667,0.0333333333333333,585.4,952951489232.333,5e-15,0.0333333333333333
0.125,2.3,16358.05,2025110173.5,61906147.8666667,176797079.633333,50.0333333333333,707195099.1,0.2,540.433333333333,5558287263929.93,5e-15,0.2
0.125,2.5,14584.8833333333,2626087582.03333,80632745.0666667,229381871.566667,50.2,917314587.7,0.333333333333333,481.533333333333,6514767162514.77,5e-15,0.333333333333333
0.125,3.3,14326.5,4428124574.93333,135688598.5,387088737,50.1,1548302626.2,0.466666666666667,473.8,10860771211640.6,5e-15,0.466666666666667
0.125,2.7,16285.7833333333,3185674713.4,97678888.7666667,278306810.366667,50.2,1113234285.43333,0.2,538.566666666667,8829491190225.07,5e-15,0.2
0.125,2.9,15931.4833333333,3650960919.2,112027629.533333,319040515.5,50.2333333333333,1276171685.2,0.2,527,9929956335400.5,5e-15,0.2
0.125,3.1,14846.2666666667,4065157846.06667,124644085.333333,355305698.3,50.1666666666667,1421219311.7,0.3,491.2,10316561714201.4,5e-15,0.3
0.125,3.5,14655.1833333333,4738994227.73333,145426183.966667,414346874.5,50.2,1657383876.96667,0.4,485.066666666667,11910906415179.3,5e-15,0.4
0.125,3.9,16904.25,5277277930.2,161995691.8,461538764.7,50.2,1846174710.4,0.166666666666667,560.3,15385849188475.8,5e-15,0.166666666666667
0.125,4.1,15225.1,5507152369.2,169068793.066667,481691154.633333,50.2,1926799124.63333,0.3,504.4,14462634893384.6,5e-15,0.3
0.125,3.7,16199.1666666667,5025124807.4,154159238.5,439415068.566667,50.1666666666667,1757663501.4,0.233333333333333,536.633333333333,14012561753789.7,5e-15,0.233333333333333
0.125,4.3,16186.5333333333,5707193320.7,175571041.666667,499278681.133333,50.3333333333333,1997114911.83333,0.233333333333333,536.5,15961551273551.3,5e-15,0.233333333333333
0.125,4.7,13783.1166666667,6075662155.76667,186756390.166667,531604644.333333,50.2666666666667,2126402223.13333,0.466666666666667,456.633333333333,14446250580304.4,5e-15,0.466666666666667
0.125,4.5,13749.4166666667,5893560640.6,181499194.733333,515654704.9,50.4,2062629049.7,0.433333333333333,455.133333333333,13999845244756.6,5e-15,0.433333333333333
0.125,4.9,13040.0833333333,6229987108.86667,191801198.833333,545182557.566667,50.3666666666667,2180728313.2,0.566666666666667,431.9,14024550717971.3,5e-15,0.566666666666667
0.125,5.1,13505.2666666667,6368665424.93333,196550247.366667,557396771.1,50.5333333333333,2229565354.4,0.6,447.633333333333,14864620683559.7,5e-15,0.6
0.15,1.1,1181.28333333333,0,0,0,48.1,0.1,0,10.0333333333333,12753970.9333333,5e-15,0
0.15,0.9,1288.11666666667,0,0,0.166666666666667,43.9,0.6,0,11.9333333333333,9986899.46666667,5e-15,0
0.15,1.3,1483.1,0,0,0.166666666666667,49.8333333333333,0.966666666666667,0,11.7333333333333,17255203.3333333,5e-15,0
0.15,0.7,1906.78333333333,0,0,0.1,27.0666666666667,0.6,0,13.8,6886286.5,5e-15,0
0.15,1.5,6434.1,1.8,0,0.333333333333333,50.1,1.4,0,15.9,31738426.2333333,5e-15,0
0.15,0.5,14962.7,171.1,1.6,11.5333333333333,5.4,46.0333333333333,0,18.3666666666667,3149577.03333333,5e-15,0
0.15,1.7,18250.5,263.3,8.1,21.5333333333333,50.0333333333333,89.3333333333333,0,42,81909961.8333333,5e-15,0
0.15,2.1,17065.8833333333,1333389304.03333,40442353.3666667,115505228.6,50.0333333333333,462016243.1,0.133333333333333,563.166666666667,3733935461993.93,5e-15,0.133333333333333
0.15,1.9,17347.6,403785976.7,12260550.3,34963723.2666667,50.1666666666667,139854055.766667,0.0666666666666667,571.8,1057144111149.63,5e-15,0.0666666666666667
0.15,2.3,16460.6666666667,2068156745.43333,62872105.8666667,179238622.033333,50.1666666666667,716955953.2,0.233333333333333,543.666666666667,5686141466457.07,5e-15,0.233333333333333
0.15,2.5,16944.5166666667,2711185928.06667,82334813.1666667,235034492.1,50.0666666666667,940137483.166667,0.166666666666667,559.8,7741774480128.37,5e-15,0.166666666666667
0.15,3.3,14878.5,4453925682.03333,135843269.566667,386511605.533333,50.3,1546043402,0.3,492.166666666667,11261606016141.9,5e-15,0.3
0.15,2.7,13960.0833333333,3112277259.36667,94898498,269954042,50.0333333333333,1079216853.26667,0.366666666666667,460.566666666667,7638642425013.1,5e-15,0.366666666666667
0.15,2.9,15503.85,3716414123.26667,112866296.433333,322333980,50.0333333333333,1289343394.43333,0.266666666666667,512.7,9760446624677,5e-15,0.266666666666667
0.15,3.1,15128.8166666667,4103028215.13333,125001564.333333,355981374.4,50.2333333333333,1423940818.03333,0.233333333333333,500.6,10538259905886.4,5e-15,0.233333333333333
0.15,3.5,14543.4,4775171599.5,145530065.833333,414439006.6,50.2333333333333,1657753872.36667,0.366666666666667,481.2,11832206799590.9,5e-15,0.366666666666667
0.15,3.9,15002.2166666667,5302788930.96667,161898581.9,460380169.7,50.3333333333333,1841507050.23333,0.3,496.833333333333,13607856534849.9,5e-15,0.3
0.15,4.1,14800.5333333333,5540259039.16667,168826404.1,481025548.766667,50.2,1924106151.23333,0.433333333333333,490.2,14025712348631.7,5e-15,0.433333333333333
0.15,3.7,14351.5166666667,5064259121.66667,154138579.333333,439571522.366667,50.1333333333333,1758263980.36667,0.4,475.033333333333,12405986709255.8,5e-15,0.4
0.15,4.3,15197.75,5743019253.86667,175205389.566667,498703435.433333,50.2666666666667,1994823671.4,0.433333333333333,503.6,14951953468145.4,5e-15,0.433333333333333
0.15,4.7,12877.5166666667,6108393002.33333,186206505.3,530509817.633333,50.2,2122023016.26667,0.533333333333333,426.333333333333,13472181870531.1,5e-15,0.533333333333333
0.15,4.5,13512.95,5928555322.06667,181032477,514951860.333333,50.2666666666667,2059568441.53333,0.433333333333333,447.433333333333,13731754887145.1,5e-15,0.433333333333333
0.15,4.9,14042.35,6263260321.63333,191120213.533333,544023771.033333,50.2666666666667,2176080755.06667,0.433333333333333,465.2,15082668808468.7,5e-15,0.433333333333333
0.15,5.1,11919.4,6405969289.46667,195686688.766667,556483808.2,50.3333333333333,2225922618.43333,0.5,394.733333333333,13067413012690.7,5e-15,0.5
0.175,1.1,1194.76666666667,0,0,0.0666666666666667,48.9666666666667,0,0,9.9,12678917.6,5e-15,0
0.175,0.9,1214.31666666667,0,0,0.233333333333333,42.9333333333333,1.16666666666667,0,10.7666666666667,9886940.4,5e-15,0
0.175,1.3,1713.86666666667,0,0,0.0333333333333333,50.0333333333333,0.533333333333333,0,11.8666666666667,20073297.5333333,5e-15,0
0.175,0.7,1774.26666666667,0,0,0.133333333333333,29.5666666666667,0.333333333333333,0,13.7333333333333,7018532.23333333,5e-15,0
0.175,1.5,7192.43333333333,1.66666666666667,0.0666666666666667,0.3,50,1.36666666666667,0,16.5666666666667,29900708.7333333,5e-15,0
0.175,0.5,13112.9833333333,111.7,0.9,9.1,6.73333333333333,36.8333333333333,0,15.8333333333333,3020628.66666667,5e-15,0
0.175,1.7,18250.5,304.533333333333,9.06666666666667,24.3666666666667,50,98.3,0,46.3666666666667,88284999.7333333,5e-15,0
0.175,2.1,17381.15,1389126041.36667,41859782.4,119445788.133333,50.1,477784889.4,0.1,573.5,3941473931657.87,5e-15,0.1
0.175,1.9,17693.6333333333,491907757,14805688.0333333,42274995.3,50.0666666666667,169093956.133333,0.0666666666666667,583.2,1327614256485.07,5e-15,0.0666666666666667
0.175,2.3,17686.75,2138802193.93333,64445170.7666667,183973571.033333,50.0666666666667,735896406.233333,0.133333333333333,584.566666666667,6282034363315,5e-15,0.133333333333333
0.175,2.5,15510.7166666667,2754481636.43333,83152788.5333333,237019927,50.1666666666667,948093220.766667,0.233333333333333,512.133333333333,7120952775323.53,5e-15,0.233333333333333
0.175,3.3,14164.3333333333,4497765549.36667,136104230.1,387414106.933333,50.2666666666667,1549677634.76667,0.366666666666667,468.566666666667,10740708089768.6,5e-15,0.366666666666667
0.175,2.7,15355.3333333333,3289300341.06667,99323500.2666667,283124026.766667,50.1666666666667,1132498302.8,0.233333333333333,507.433333333333,8459140026295.37,5e-15,0.233333333333333
0.175,2.9,16931.1,3747523212.8,113243364.033333,322655767.833333,50.2,1290625364.96667,0.266666666666667,560.2,10691919344405.5,5e-15,0.266666666666667
