"epsilon1","epsilon2","tfinal","G","R","P","Tc","V","mut","trans","Vtot","nu","cancer"
0.675,3.7,13853.98,5826720929.24,179934349.76,426959203.52,50.24,1707839386.12,0.48,458.68,11632741611631,5e-15,0.48
0.675,3.9,11006.68,6037490420.68,186590456.72,442514659.4,50.28,1770072785.16,0.76,364,9554366250047.64,5e-15,0.76
0.675,4.1,9810.38,6219811861.76,192777935.2,456158074.6,50.44,1824633031.32,0.68,324.12,8766807474426.4,5e-15,0.68
0.675,4.3,12818.86,6415557431,197760296.32,470063370.96,50.12,1880245610.12,0.48,424.44,11868584990972.1,5e-15,0.48
0.675,4.5,14055.16,6579403512.48,202546988.2,481982407.04,50.04,1927948559.72,0.48,465.64,13372246304355,5e-15,0.48
0.675,4.7,13302.14,6706199400.2,207615971.12,491816738.24,50.36,1967250649.76,0.6,440.72,12908071808935.4,5e-15,0.6
0.675,4.9,9721.16,6831529002.16,212112241.88,501323375.44,50.52,2005302602.88,0.68,321.4,9579223441862.44,5e-15,0.68
0.675,5.1,9502.5,6974814488.56,215218460,511257795.32,50.16,2045027334.96,0.72,314.2,9555920627962.76,5e-15,0.72
0.7,0.5,1547.5,0,0,0.08,36.84,0.28,0,10.4,5266332.28,5e-15,0
0.7,0.9,1179.9,0,0,0,49.68,-0.2,0,9.32,11735309.8,5e-15,0
0.7,0.7,1177.86,0,0,0.12,47.16,0.4,0,9.64,8508148.76,5e-15,0
0.7,1.1,1668.12,0,0,0.04,49.92,0,0,12.6,16494801,5e-15,0
0.7,1.3,6447.4,1.68,0.12,0.08,50.12,0.36,0,19.6,39502992,5e-15,0
0.7,1.5,18250.5,1031.52,31.76,73.56,50.12,294.28,0,198.64,382309757.88,5e-15,0
0.7,1.9,14689.7,1988801746.64,60541975.92,144063745.16,50.04,576258693.76,0.32,483.96,4016182402414.28,5e-15,0.32
0.7,1.7,16372.78,1038399376.88,31631640.68,75197127.48,50.12,300794143.68,0.2,539.4,2264673034092.92,5e-15,0.2
0.7,2.1,15796.78,2744214439.64,83622456.96,198883744.2,50.08,795527755.04,0.32,521.44,6064561650974.08,5e-15,0.32
0.7,2.3,13874.32,3347244876.08,102411800.52,242851556.4,50.28,971383748.72,0.4,457.68,6540889111628.72,5e-15,0.4
0.7,2.5,13266.72,3910126599.72,119059168.76,283476778.76,50,1133909193.24,0.48,438.44,7300521986180.84,5e-15,0.48
0.7,2.7,10848.26,4330606431.48,132560238.44,314360012.36,50.28,1257412251.28,0.68,357.64,6600316003794.48,5e-15,0.68
0.7,2.9,14925.36,4736629315.52,144590739.24,343685170.12,50.12,1374742233.6,0.28,493.76,10041317603161.1,5e-15,0.28
0.7,3.1,11237.1,5071833667.64,154964525.04,368124297.08,50.16,1472497347.88,0.6,370.76,8072189242560.56,5e-15,0.6
0.7,3.3,13505.66,5373072333.6,164077821.68,389992958.84,50.12,1559978821.48,0.48,446.84,10328766792140.8,5e-15,0.48
0.7,3.5,10748.96,5625309886.6,172254197.8,408691129.84,50.24,1634726577.88,0.72,354.92,8585366897964.8,5e-15,0.72
0.7,3.7,13493.24,5866367373.64,179435815.16,426022636.52,50.2,1704095291.8,0.48,446.32,11305548677308.5,5e-15,0.48
0.7,3.9,8770.54,6075114331.84,185973445.88,441298525.12,50.24,1765203535.96,0.76,289.28,7559981572031.04,5e-15,0.76
0.7,4.1,12753.1,6268841038.08,191791392.6,455346815.32,50.2,1821377945.28,0.44,422.12,11429326979550.9,5e-15,0.44
0.7,4.3,11673.9,6355676728.24,197784187.2,463311950.68,50.32,1849928401.28,0.64,386.24,10738977191089.6,5e-15,0.64
0.7,4.5,12331.42,6587822813.44,202281069.04,478914642.92,50.4,1915674237.52,0.6,408.32,11646585904364.8,5e-15,0.6
0.7,4.7,10828.78,6665262391.4,208058220.8,486438378.68,50.48,1942178165.4,0.72,358.28,10422803014836.6,5e-15,0.72
0.7,4.9,12808.14,6865930473.24,210867235.12,499227165.04,50.4,1996890208.88,0.6,424.4,12625703626242,5e-15,0.6
0.7,5.1,12322.2,6984371611.96,214813367.48,507991569.76,50.48,2031983564.44,0.68,407.92,12359116262066,5e-15,0.68
0.725,0.5,1514.36,0,0,0,38.04,-0.04,0,9.84,5274428.52,5e-15,0
0.725,0.9,1189.02,0,0,0.12,49.76,0.32,0,10.16,11886272.56,5e-15,0
0.725,0.7,1139.96,0,0,0.16,47.68,0.24,0,9.36,8570804.28,5e-15,0
0.725,1.1,1739.26,0,0,0.08,50,0.12,0,11.92,17731438.6,5e-15,0
0.725,1.3,9242.2,6.36,0.12,0.68,50.08,2.44,0,21.64,38332351.12,5e-15,0
0.725,1.5,18250.5,58123.32,1752.28,4184.72,50.08,16741.08,0,484.44,1315926749.12,5e-15,0
0.725,1.9,14964,2066183899.84,62291966.8,148314709.92,50,593267687.76,0.4,493.12,4222822424597.88,5e-15,0.4
0.725,1.7,17153.26,1130713043.08,34094208.28,81135839.8,50.04,324535636.4,0.16,565.84,2596859753826.08,5e-15,0.16
0.725,2.1,15410.14,2793134907.48,84534675.72,200719261.52,50.2,802882753.04,0.28,508.92,5967400697568.08,5e-15,0.28
0.725,2.3,15000.62,3417720173.36,103470216.92,245676516.52,50.2,982708898.28,0.36,495.48,7159289457199.8,5e-15,0.36
0.725,2.5,15727.84,3960047051.88,119586037.28,284578480,50.04,1138326220.52,0.32,519.84,8730542094275.08,5e-15,0.32
0.725,2.7,13455.66,4398067421.04,133042477.68,316219870.96,50.12,1264887479.12,0.48,444.36,8293626538329.68,5e-15,0.48
0.725,2.9,13144.14,4787127912.64,144733515.96,344220338.72,50.08,1376868777.16,0.56,434.12,8831389789439.76,5e-15,0.56
0.725,3.1,15131.64,5112064241.88,154913020.96,367806471.56,50.2,1471242111,0.32,500.72,10923924418697.2,5e-15,0.32
0.725,3.3,13462.58,5407613471.52,163894410.76,389121813.96,50.2,1556476848.44,0.56,445.16,10282250920552,5e-15,0.56
0.725,3.5,9685.68,5663239633.6,171911490.96,407698619.64,50.28,1630804679.8,0.72,319.24,7700619585276.44,5e-15,0.72
0.725,3.7,12144.04,5905975017.36,178916847.08,425045174.44,50.16,1700184539,0.64,401.4,10131400348141.3,5e-15,0.64
0.725,3.9,13160.82,6107133726.4,185409824.04,439727815.36,50.28,1758909025.56,0.56,435.68,11382814935176.1,5e-15,0.56
0.725,4.1,10641.28,6299338890.88,191138630,453565111.32,50.24,1814251651.4,0.76,351.84,9472640407647,5e-15,0.76
0.725,4.3,11537.18,6461052638.64,196633298.76,465523730.6,50.4,1862092866,0.6,381.6,10566047679650.6,5e-15,0.6
0.725,4.5,13081.8,6613215990.24,201567288,476671268.28,50.48,1906672466.2,0.64,433.4,12299473604908.4,5e-15,0.64
0.725,4.7,12963.28,6766331355.64,205657935.08,487459346.28,50.32,1949822259.28,0.6,429.56,12469802752904.2,5e-15,0.6
0.725,4.9,10127.12,6898097682.88,209687755.92,496989928.76,50.32,1987953735.96,0.8,334.92,9901409234766.24,5e-15,0.8
0.725,5.1,9957.52,7023837222.32,213206202.84,505915667.84,50.24,2023651141,0.72,329.52,9911012132881.64,5e-15,0.72
0.75,0.5,1503.36,0,0,0,37.08,-0.24,0,9.68,4980989.24,5e-15,0
0.75,0.9,1180.06,0,0,0.16,49.76,0.48,0,9.8,13229080.08,5e-15,0
0.75,0.7,1120.32,0,0,0,47.96,0.04,0,9.56,8306036.88,5e-15,0
0.75,1.1,1780.02,0,0,0.08,50.04,0.4,0,13.12,18228049.12,5e-15,0
0.75,1.3,12004.6,20.84,0.36,1.44,50,6.04,0,24.28,41524112.36,5e-15,0
0.75,1.5,18250.5,38238956.88,1142800.44,2717532.68,50.08,10866800.72,0,569.88,42145392527.2,5e-15,0
0.75,1.9,14961.04,2131660090.72,63734373.36,151661646.76,50.04,606643069.4,0.32,493.32,4322897008911.08,5e-15,0.32
0.75,1.7,17265.26,1203753154.8,35995750.76,85617826.68,50.08,342474872.08,0.12,569.6,2757925446680.2,5e-15,0.12
0.75,2.1,15133.44,2873118177.6,85993860.08,204532334.68,50.08,818123355.08,0.4,499.4,5963631754807.32,5e-15,0.4
0.75,2.3,15107.14,3500201744.6,104654010.12,249168643.56,50,996674420.44,0.36,498.88,7305574455073.76,5e-15,0.36
0.75,2.5,16057.64,3992487436.56,119912258.12,284558804.04,50.24,1138231203.24,0.32,530.92,8914087096937.16,5e-15,0.32
0.75,2.7,14460.16,4440250946.6,133293984.04,316489074.48,50.2,1265962845.08,0.32,478,8934034547435.24,5e-15,0.32
0.75,2.9,12824.84,4822606516.6,144802672.52,343806441.52,50.2,1375220355.4,0.56,423.72,8616136583693.72,5e-15,0.56
0.75,3.1,12898.72,5155866874,154842751.04,367633928.64,50.2,1470542526.36,0.48,426.28,9269826020178.56,5e-15,0.48
0.75,3.3,14254.48,5455320275.88,163632303.96,388926259,50.12,1555707420.92,0.44,471.6,10884911282710.5,5e-15,0.44
0.75,3.5,12038.1,5705125660.2,171514746.44,406975096.24,50.24,1627900101.08,0.64,397.8,9605542221297.36,5e-15,0.64
0.75,3.7,12636.16,5942696845.16,178412187.28,423840291.68,50.16,1695371642.72,0.56,417.92,10516576681963.6,5e-15,0.56
0.75,3.9,14027.7,6144735661.84,184772438.76,438437368.92,50.24,1753735015.36,0.44,464.44,12113268571824.6,5e-15,0.44
0.75,4.1,13147.94,6327132259.56,190552014.48,451623515,50.32,1806516292.8,0.52,435.16,11692132871943,5e-15,0.52
0.75,4.3,12220.14,6505264064.2,195505229.24,464183364.72,50.2,1856733512.72,0.6,404.28,11172433298281.3,5e-15,0.6
0.75,4.5,11294.24,6657899716.48,200252542.8,475178806.2,50.24,1900706430.64,0.64,373.76,10556204848143.9,5e-15,0.64
0.75,4.7,12180.78,6795270485.56,204691570.16,485199425.6,50.32,1940850294.32,0.6,403.12,11651791767547.7,5e-15,0.6
0.75,4.9,11218.36,6923593265.08,208730978.64,494429173.48,50.36,1977714012.08,0.76,371.48,10930797252525.8,5e-15,0.76
0.75,5.1,13379.36,7043979265.96,212370138.56,503258720.56,50.36,2013133990.64,0.52,443.32,13309576234770.9,5e-15,0.52
0.775,0.5,1401.38,0,0,0.08,41,0.24,0,10.44,6080177.16,5e-15,0
0.775,0.9,1198.06,0,0,0.08,49.96,0.44,0,10.04,12286702.84,5e-15,0
0.775,0.7,1127.08,0,0,0.08,47.76,0.08,0,9.08,7756581,5e-15,0
0.775,1.1,1950.1,0,0,0.16,50,1.2,0,13.48,18636629.68,5e-15,0
0.775,1.3,11078.34,23.24,0.68,1.68,50.08,8.24,0,24.64,40681458.88,5e-15,0
0.775,1.5,18250.5,135731400.44,4014279.8,9558323.24,50.04,38233076.88,0,598.44,231646783720.44,5e-15,0
0.775,1.9,15523.54,2180887540.32,64786155.4,153855712.72,50.16,615372855.48,0.24,512.12,4567216381527.4,5e-15,0.24
0.775,1.7,17366.32,1289700858.16,38190135.4,90884325,50.04,363532869.92,0.12,572.92,2964804708597.64,5e-15,0.12
0.775,2.1,15775.76,2937552749.64,87128252.72,207224392.72,50.08,828892108.52,0.32,521,6319119863716.36,5e-15,0.32
0.775,2.3,13730.26,3524021624.48,104955739.84,248901797.36,50.24,995504774,0.52,453.16,6631192235288.68,5e-15,0.52
0.775,2.5,14419.24,4068499076.64,120659161.24,287124746.76,50.04,1148497803.64,0.32,476.28,8065136952852.92,5e-15,0.32
0.775,2.7,13600.52,4498502857.8,133638430,317644495.96,50.12,1270581303.6,0.48,449.44,8425830130561.68,5e-15,0.48
0.775,2.9,12619.6,4876958133,144906988.12,344441213.2,50.12,1377760792.04,0.56,417.2,8494282987278.92,5e-15,0.56
0.775,3.1,14932.36,5203106017.52,154730686.72,367590204.68,50.16,1470371970.16,0.36,494.2,10786637988385.4,5e-15,0.36
0.775,3.3,12899.04,5492123006.4,163396247.68,388147652.2,50.16,1552580330.44,0.52,426.68,9815419899958.92,5e-15,0.52
0.775,3.5,12542.98,5734579761.16,171210837.76,405577962.76,50.36,1622314228.04,0.56,414.56,9987743574060.96,5e-15,0.56
0.775,3.7,13629.52,5961772419.72,178136482.68,421750384.6,50.4,1687004500.88,0.44,451.2,11298767459832.7,5e-15,0.44
0.775,3.9,11220.02,6168420902.36,184336791,436426295.72,50.4,1745713346.6,0.6,370.88,9611935293379.56,5e-15,0.6
0.775,4.1,9579.76,6362943482.16,189760983.44,450030431.6,50.28,1800127391.72,0.68,316.16,8442616353929.68,5e-15,0.68
0.775,4.3,10502.26,6534321088.32,194744902.08,462103993.52,50.24,1848428786.44,0.72,347.28,9529092808858.64,5e-15,0.72
0.775,4.5,10377.46,6695355354.92,199135819.04,473305359,50.12,1893217388.44,0.8,343.2,9654230684726.08,5e-15,0.8
0.775,4.7,11119.36,6812605936.04,204097603.96,482386518.76,50.52,1929540285.88,0.76,367.96,10565814456598.4,5e-15,0.76
0.775,4.9,14664.46,6955817760.28,207500134.92,492100275.92,50.28,1968410925.76,0.52,486.2,14271409562814.8,5e-15,0.52
0.775,5.1,11764.9,7075025863.28,211071435.64,500560325.08,50.28,2002251646.84,0.64,389.4,11616992064886.4,5e-15,0.64
0.8,0.5,1387.22,0,0,0.12,39.08,0.36,0,9.12,4965324.92,5e-15,0
0.8,0.9,1215.92,0,0,0,50,0.16,0,10.36,13476812.44,5e-15,0
0.8,0.7,1158.22,0,0,0.04,47.88,0,0,9.48,8665618,5e-15,0
0.8,1.1,2042.72,0,0,0,50.08,0.32,0,13.24,21226310.96,5e-15,0
0.8,1.3,14724.14,61.32,1.36,4.16,50.04,16.64,0,26.6,44643665.56,5e-15,0
0.8,1.5,18250.5,231405706.52,6781034.2,16146342.76,50,64589574.4,0,601.52,450100001165.08,5e-15,0
0.8,1.9,14851.18,2272855822.76,66730663.88,158795519.44,50,635134525.76,0.32,489.52,4515064454970.08,5e-15,0.32
0.8,1.7,16838.58,1375542816.52,40334372.6,96035603.76,50,384132803.4,0.2,555.44,3034255014738.36,5e-15,0.2
0.8,2.1,15559.92,2957460720.16,87211561.04,206903731.64,50.04,827264196.36,0.24,513.68,6327640025238.64,5e-15,0.24
0.8,2.3,14672,3599099962,105964114.44,251731860.12,50.16,1006919940.44,0.36,484.48,7165315215972.88,5e-15,0.36
0.8,2.5,13521.22,4113932789,121064778.64,287767286.16,50.12,1151064595.28,0.52,446.16,7577152544905.88,5e-15,0.52
0.8,2.7,13658.1,4548743153.68,133888208.64,318255137.84,50.12,1273025419.2,0.52,451.2,8474394974437.56,5e-15,0.52
0.8,2.9,13287.2,4912435702.96,144939824.2,343934973.08,50.24,1375745709.28,0.44,439.28,8921514534706.6,5e-15,0.44
0.8,3.1,12020.16,5243382650.52,154621408.72,367116637.76,50.2,1468459421.64,0.48,397.12,8619953447093.44,5e-15,0.48
0.8,3.3,13259.76,5524380957.28,163185799.44,386978881.84,50.28,1547913485.32,0.48,438.56,10065786609353.8,5e-15,0.48
0.8,3.5,14112.62,5782707582.28,170699092.68,405051340.88,50.24,1620219227.52,0.48,467.16,11238255800636,5e-15,0.48
0.8,3.7,13657.2,6004333514.56,177528929.28,420770310.4,50.32,1683077528.32,0.52,452.16,11306384124263.1,5e-15,0.52
0.8,3.9,11535.9,6203249683.88,183697003.72,434895884.16,50.4,1739580582.48,0.56,381.48,9847973423906.2,5e-15,0.56
0.8,4.1,11983.26,6409341570.52,188704125.68,448807905.96,50.08,1795240748,0.56,396.6,10578876405312.2,5e-15,0.56
0.8,4.3,11365.26,6555820496.04,194158785.92,459684943.52,50.4,1838734004.68,0.52,375.84,10286298463641.2,5e-15,0.52
0.8,4.5,11323.88,6720717243,198342081.52,470915301.96,50.2,1883660377.8,0.68,374.6,10492964923391.6,5e-15,0.68
0.8,4.7,12776.88,6853079199.48,202708294.92,480457014.04,50.32,1921827194.64,0.64,423.16,12118012882983.1,5e-15,0.64
0.8,4.9,12371.7,6981309885.72,206512183.64,489471391.36,50.32,1957878190.72,0.64,409.76,11946145890062.6,5e-15,0.64
0.8,5.1,10434.68,7105936411.96,209759232.24,498019560.36,50.2,1992070276.64,0.64,345.2,10237609467011.2,5e-15,0.64
0.825,0.5,1351.68,0,0,-0.04,40.92,-0.24,0,9.16,5224459.96,5e-15,0
0.825,0.9,1192.64,0,0,0.08,49.88,0.24,0,9.48,12062890.16,5e-15,0
0.825,0.7,1119.7,0,0,0.08,48.48,0.44,0,8.76,8447519.96,5e-15,0
0.825,1.1,1908.34,0,0,0.08,50.04,0.12,0,13.8,20920709.36,5e-15,0
0.825,1.3,15693.88,72.88,1.84,4.44,50.04,19.6,0,29.96,54245795.2,5e-15,0
0.825,1.5,18250.5,286840719,8337811.8,19835344.68,50.2,79337400.68,0,598.28,583341618528.76,5e-15,0
0.825,1.9,12829.32,2332985592.28,67962617.92,161545218.44,50.12,646182621.24,0.4,422.36,3929662741420.6,5e-15,0.4
