"epsilon1","epsilon2","tfinal","G","R","P","Tc","V","mut","trans","Vtot","nu","numGclasses","cancer"
0,0.5,296.266666666667,0,0,0,1,0,0,0,0,5e-15,4,0
0,0.7,1014.23333333333,0,0,0,1,0,0,0,22.4333333333333,5e-15,4,0
0,1.5,1911.01666666667,0,0,0,33.3333333333333,0,0,0.0333333333333333,10180,5e-15,4,0
0,1.3,7233.75,21.2333333333333,0.333333333333333,0,17.3666666666667,0,0,0.0666666666666667,14964.2333333333,5e-15,4,0
0,1.7,1439.43333333333,0,0,0,39.9333333333333,0,0,0.133333333333333,5545.23333333333,5e-15,4,0
0,1.9,1279.7,0,0,0,44.9333333333333,0,0,0.0333333333333333,3888.7,5e-15,4,0
0,0.9,15246.2333333333,243.2,4.23333333333333,0.566666666666667,1.5,2.7,0,0.0666666666666667,23598.3,5e-15,4,0
0,1.1,15776.5333333333,98.1666666666667,2.23333333333333,0.0333333333333333,7.86666666666667,0,0,0.3,45551.1,5e-15,4,0
0,2.1,1330.23333333333,0,0,0,47.5666666666667,0,0,0.0333333333333333,2394.7,5e-15,4,0
0,2.3,1436.56666666667,0,0,0,49.5,0,0,0,2396.63333333333,5e-15,4,0
0,2.5,1741.96666666667,0,0,0,49.8666666666667,0,0,0,1904.63333333333,5e-15,4,0
0,2.7,3158.76666666667,0,0,0,50,0,0,0,1974.13333333333,5e-15,4,0
0,2.9,12527.85,28.2333333333333,2.2,0,50.0333333333333,0,0,0,2409.93333333333,5e-15,4,0
0,3.1,18250.5,123.366666666667,8.2,0,50.0333333333333,0,0,0.1,3340.56666666667,5e-15,4,0
0,3.3,18250.5,320.333333333333,21.6666666666667,0,50.1,0,0,0,7264.3,5e-15,4,0
0,3.5,18250.5,3104768.86666667,217534.8,21.3,50.0333333333333,82.9666666666667,0,6.13333333333333,770317.133333333,5e-15,4,0
0,3.7,9589,506819280.833333,35534033.8,587.6,50.0666666666667,2357,26,49.7666666666667,9435608.53333333,5e-15,4,0.866666666666667
0,4.1,4075.58333333333,1422201001.26667,99820989.1666667,1649.43333333333,50.0333333333333,6613.13333333333,30,43.7666666666667,10744577.3,5e-15,4,1
0,3.9,7906.38333333333,1006597285.26667,70597925,1134.46666666667,50.1333333333333,4523.03333333333,25,68.5333333333333,15122257.8666667,5e-15,4,0.833333333333333
0,4.3,4005.58333333333,1841484366.06667,129167815.5,2149.73333333333,50.0666666666667,8610.5,30,49.3,14103353.7,5e-15,4,1
0,4.5,3619.53333333333,2206043457.76667,154732031.633333,2558.96666666667,50.1,10208.8,30,51,14986935.2,5e-15,4,1
