"epsilon1","epsilon2","tfinal","G","R","P","Tc","V","mut","trans","Vtot","nu","numGclasses","cancer"
0,0.5,325.216666666667,0,0,0.1,1,0.2,0,0,8.9,5e-15,3,0
0,0.7,672.2,0,0,0,1,0,0,0,47.0666666666667,5e-15,3,0
0,1.5,1957.73333333333,0,0,0,30.5666666666667,0,0,0.4,44558.5333333333,5e-15,3,0
0,1.3,2989.18333333333,0,0,0,21.3,0,0,0.633333333333333,95070.5,5e-15,3,0
0,1.7,1602.8,0,0,0,39.0666666666667,0,0,0.233333333333333,29380.3666666667,5e-15,3,0
0,1.9,1349.33333333333,0,0,0,45.5,0,0,0.133333333333333,25598.5666666667,5e-15,3,0
0,0.9,11686.3333333333,150.4,2.83333333333333,1.63333333333333,1.43333333333333,5.7,0,0.433333333333333,73393.8666666667,5e-15,3,0
0,1.1,14557.3333333333,91.9666666666667,2.4,0.1,7.4,0.366666666666667,0,1.4,212238.1,5e-15,3,0
0,2.1,1310.33333333333,0,0,0,47.7666666666667,0,0,0.133333333333333,17604.9,5e-15,3,0
0,2.3,1385.76666666667,0,0,0,49.4333333333333,0,0,0.1,15235.2333333333,5e-15,3,0
0,2.5,1605.61666666667,0,0,0,49.9333333333333,0,0,0.0333333333333333,12888.5333333333,5e-15,3,0
0,2.7,2841.33333333333,0,0,0,50.0666666666667,0,0,0,13348.3666666667,5e-15,3,0
0,2.9,9100.51666666667,6.8,0.8,0,50.0333333333333,0,0,0.0333333333333333,14582.9666666667,5e-15,3,0
0,3.1,17741.8833333333,101.266666666667,6.43333333333333,0,50,0,0,0.1,14525.2666666667,5e-15,3,0
0,3.3,18250.5,263.5,18.2333333333333,0,50.0333333333333,0,0,0.166666666666667,27761.4666666667,5e-15,3,0
0,3.5,18250.5,2726993.76666667,190583.033333333,56.9333333333333,50,229.233333333333,0,12.6333333333333,1824080.53333333,5e-15,3,0
0,3.9,15860.2166666667,1021342261.06667,71520841.5333333,17238.9,50,68947.0333333333,8,435.5,508119273.133333,5e-15,3,0.266666666666667
0,3.7,18121.35,526912683.733333,36927597.4666667,8914.3,50.1,35697.2,1,432.8,287615035.5,5e-15,3,0.0333333333333333
0,4.1,14446.9666666667,1459015617.73333,102180658.1,24741.3666666667,50.0333333333333,99024.5666666667,10,416,668172449.466667,5e-15,3,0.333333333333333
0,4.3,16255.2166666667,1844885876.43333,129375862.633333,30997.6333333333,50.1333333333333,123943.633333333,8,483.9,960330793.833333,5e-15,3,0.266666666666667
0,4.5,13737.0666666667,2214698463.8,155176620.966667,37267.5333333333,50.0666666666667,149138.133333333,14,413.766666666667,974019178.933333,5e-15,3,0.466666666666667
0,4.7,13370.5666666667,2542649731.53333,178212474.266667,42762.2333333333,50.0333333333333,170899.9,15,405.533333333333,1103223671.63333,5e-15,3,0.5
0,4.9,15107.7,2773410686.93333,194852771.333333,46501.9666666667,50.1,185976.533333333,9,463.666666666667,1395044694.16667,5e-15,3,0.3
0,5.1,13091.7166666667,3111757432,218588880.666667,51845.2333333333,50.2,207249.3,13,403.433333333333,1317489997.36667,5e-15,3,0.433333333333333
0.025,0.5,300.6,0,0,0.0333333333333333,1,0.2,0,0,3,5e-15,3,0
0.025,0.7,2036.9,0,0,0.0666666666666667,1,0.4,0,0,1115.36666666667,5e-15,3,0
0.025,1.5,2423.5,1.4,0.0333333333333333,0,32.7333333333333,0,0,0.4,47396.5333333333,5e-15,3,0
