"epsilon1","epsilon2","tfinal","G","R","Tc","V","mut","trans","Vtot","nu","cancer"
0.1,1.5,1626.48,0,0,37.52,1.48,0,17.52,25315703.8,5e-15,0
0.1,1.3,1957.86,0,0,30.48,0.88,0,21.32,24236031.56,5e-15,0
0.1,1.7,1327.52,0,0,45.04,1.08,0,15.6,34935688.64,5e-15,0
0.1,1.9,1233.72,0,0,48.36,1.48,0,14.44,37760905.32,5e-15,0
0.1,1.1,7628.76,11.64,0.4,15.12,14.32,0,32.2,16333450.96,5e-15,0
0.1,0.9,17528.56,280.64,5.64,3.88,274.32,0,42.68,7568952.8,5e-15,0
0.1,2.1,1274.64,0,0,48.96,1.04,0,14.24,45361309.6,5e-15,0
0.1,2.3,1550.42,0,0,50,1.24,0,15.48,52303755.4,5e-15,0
0.1,2.5,2175.58,0,0,49.96,1.16,0,16.56,61485539.56,5e-15,0
0.1,2.7,5190.78,2.56,0.04,50.04,3.84,0,20.16,88082626.4,5e-15,0
0.1,2.9,16754.16,69.04,5.44,50.08,68.04,0,30.36,117590471.28,5e-15,0
0.1,3.1,18250.5,165.68,10.52,50.04,164.6,0,52.56,242643215.16,5e-15,0
0.1,3.3,18250.5,795.72,51.48,50.12,785.88,0,223,1202772726.12,5e-15,0
0.1,3.5,17683.62,416482027.68,27934018,50.04,416487531,0.08,583.68,3196913755927.36,5e-15,0.08
0.1,3.7,16471.84,916519591.76,61590654.12,50.12,916506740.92,0.12,543.76,6959632843797.72,5e-15,0.12
0.1,3.9,15251.64,1386120942.44,93126648.2,50.04,1386103282.2,0.36,503.36,9938034052175.2,5e-15,0.36
0.1,4.1,14973.62,1791320969.44,120563579.56,50.12,1791338797.68,0.4,494.28,12758811097946.3,5e-15,0.4
0.1,4.3,14646.08,2173046733.92,146260199.28,50.08,2173055812.44,0.36,483.4,15279165587504.3,5e-15,0.36
0.1,4.5,14702.12,2516752816.88,169487548.4,50.08,2516767180.24,0.4,486.08,17846662737751.7,5e-15,0.4
0.1,4.7,12747.92,2827471989.76,190624149.84,50.12,2827488920.44,0.56,420.8,17309434546186.4,5e-15,0.56
0.1,5.1,11095.04,3395797302.16,228751479.04,50,3395794308.16,0.56,365.92,18123923842663.3,5e-15,0.56
0.1,4.9,13203.92,3117054430.4,210238688,50.12,3117059950.48,0.48,436.04,19839167258096.2,5e-15,0.48
0.125,0.5,480.56,0,0,1,1.28,0,0,2150.64,5e-15,0
0.125,0.7,9984.58,74.32,0.88,1.2,74.8,0,4.68,722556.64,5e-15,0
0.125,1.5,1565.14,0,0,38.52,1.24,0,17.88,26243071.04,5e-15,0
0.125,1.3,2010.82,0,0,29.56,0.88,0,21.12,23993093.4,5e-15,0
0.125,1.7,1312.58,0,0,44.4,1.24,0,15.36,30835049.8,5e-15,0
0.125,1.9,1275.34,0,0,47.76,1.24,0,14.2,41462247.76,5e-15,0
0.125,1.1,3921.04,0,0,19.68,0.8,0,28.12,22133186.88,5e-15,0
0.125,0.9,16312.22,157.68,3.52,5.24,158.92,0,43,9583261.44,5e-15,0
0.125,2.1,1333.22,0,0,49.48,1.12,0,13.6,46043501.28,5e-15,0
0.125,2.3,1562.38,0,0,49.92,0.96,0,15.08,52828764.2,5e-15,0
0.125,2.5,2299.24,0,0,49.96,1.64,0,16.8,65787286.4,5e-15,0
0.125,2.7,9483.18,10.04,0.44,50.08,11.6,0,21.36,84968082.48,5e-15,0
0.125,2.9,16145.64,56.32,3.32,50,54.56,0,31.4,134578269,5e-15,0
0.125,3.1,18250.5,185.68,10.72,50.04,183.36,0,55,243700439.2,5e-15,0
0.125,3.3,18250.5,2021.48,134.52,50.12,2025.32,0,378.24,1938591836.8,5e-15,0
0.125,3.5,17850.74,486867780.08,32414987.12,50.04,486869238.28,0.08,589.36,3834197310654.04,5e-15,0.08
0.125,3.7,15387.16,978524829.96,65292821.08,50.12,978459718.24,0.24,507.72,6954099518893.28,5e-15,0.24
0.125,3.9,15345.4,1454399592.8,96949030.08,50,1454412246.96,0.24,506.48,10513822939125.3,5e-15,0.24
0.125,4.1,13695.76,1798265346.8,120033117.96,50,1798120797.84,0.52,451.76,12111477350389.8,5e-15,0.52
0.125,4.3,16191.4,2223206786.44,148677359.76,50.12,2223090942.04,0.24,535.08,17341662806330,5e-15,0.24
0.125,4.5,15190.64,2558569485.48,171330497.68,50.2,2558577635.08,0.44,501.64,18712862162477.6,5e-15,0.44
0.125,4.7,13031.98,2874393447.52,192492622.72,50.08,2873927843.28,0.4,430.16,18060298448781.8,5e-15,0.4
0.125,5.1,14811.62,3432730017.96,229937436.2,50.12,3432716405.92,0.36,489.92,24710041646684.8,5e-15,0.36
0.125,4.9,13305.54,3171605004.36,212234567.64,50.08,3171597446.6,0.52,439.4,20401798390966.8,5e-15,0.52
0.15,0.5,572.8,0,0,1,0.84,0,0,3356.28,5e-15,0
0.15,0.7,15392.08,141.08,2.16,1.4,142.8,0,9.04,1347831.48,5e-15,0
0.15,1.5,1491.86,0,0,41.28,1.2,0,17.12,30573331.2,5e-15,0
0.15,1.3,2304.12,0,0,30.96,1.24,0,21.16,24806987.04,5e-15,0
0.15,1.7,1314.6,0,0,45.4,1.12,0,15.16,33600917.84,5e-15,0
0.15,1.9,1277.62,0,0,48.12,1.32,0,14.12,36892799.56,5e-15,0
0.15,1.1,4759.8,5.8,0.2,19.64,7.32,0,29.08,21765298.4,5e-15,0
0.15,0.9,16421.82,143.28,2.76,6.48,140.48,0,39.24,9471275.72,5e-15,0
0.15,2.1,1320.26,0,0,49.44,1.2,0,14.32,48804581.64,5e-15,0
0.15,2.3,1481.86,0,0,49.92,1.48,0,14.84,53312428,5e-15,0
0.15,2.5,3061.96,0,0,49.96,1.24,0,16.92,66077327.6,5e-15,0
0.15,2.7,8072.74,4.36,0.36,50,5,0,20.64,84269349.04,5e-15,0
0.15,2.9,17315.74,82.72,5,50.04,81.32,0,31.92,117560227.72,5e-15,0
0.15,3.1,18250.5,212.24,14.52,50.04,213.36,0,63.68,267126013.32,5e-15,0
0.15,3.3,18250.5,1911766.6,126157.2,50,1912084.64,0,599.48,16978869053.32,5e-15,0
0.15,3.5,17749.44,562858922.48,37179089.32,50,562858644.76,0.12,586.04,4471872309571.68,5e-15,0.12
0.15,3.7,17843.78,1055040828.72,69826777.08,50.08,1055036653.92,0.12,589.52,8813357156783.36,5e-15,0.12
0.15,3.9,16825.56,1512643844.44,100136589.88,50.04,1512649265.24,0.24,556.16,12071520456369,5e-15,0.24
0.15,4.1,15202.62,1892466281.6,125769215,50.28,1892463661.64,0.32,502.2,13696720447081.9,5e-15,0.32
0.15,4.3,16133.78,2283339479.72,151518026.68,50.12,2283327400.2,0.32,533.52,17722104988141,5e-15,0.32
0.15,4.5,14859,2609061826.6,173524616.2,50.24,2609052680.72,0.36,490.88,18706494287002.1,5e-15,0.36
0.15,4.7,14710.22,2924262692.04,194457670.4,50.2,2924264107.48,0.36,486.28,20763252924129.7,5e-15,0.36
0.15,5.1,13436.06,3485116707.32,231582370.16,50.08,3485122947.24,0.52,443.92,22717947141716.3,5e-15,0.52
0.15,4.9,14647.12,3185717474.44,212691528.52,50.44,3185708930,0.44,484.12,22588552885367,5e-15,0.44
0.175,0.5,826.36,0,0,1,0.96,0,0,4483.8,5e-15,0
0.175,0.7,14657.9,179.16,2.76,1.32,182.52,0,11.16,1769776.88,5e-15,0
0.175,1.5,1450.48,0,0,40.92,1.28,0,16.52,29599675.48,5e-15,0
0.175,1.3,1895.06,0,0,32.84,0.4,0,20.04,26884477.64,5e-15,0
0.175,1.7,1287.68,0,0,45.8,0.84,0,15.24,33730773,5e-15,0
0.175,1.9,1288.42,0,0,48.32,0.88,0,14.04,44083298.56,5e-15,0
0.175,1.1,2817.78,0,0,22.04,1.4,0,25.68,21172930.72,5e-15,0
0.175,0.9,13812.24,105.08,2.56,7.04,105,0,44.48,12637223.36,5e-15,0
0.175,2.1,1327.58,0,0,49.48,1.04,0,14,46466317.44,5e-15,0
0.175,2.3,1618,0,0,49.88,0.84,0,15.28,55085944.32,5e-15,0
0.175,2.5,2821.8,0,0,50.04,0.92,0,17.72,64998546.72,5e-15,0
0.175,2.7,12367.22,21.68,1.2,50,20.6,0,21.84,90028050.12,5e-15,0
0.175,2.9,18250.5,111.48,7.24,50,110.44,0,35.8,146128869.76,5e-15,0
0.175,3.1,18250.5,250.4,15.72,50,253.4,0,72.76,302839936.4,5e-15,0
0.175,3.3,18250.5,58835064.24,3855041.44,50.2,58835750.28,0,567.16,290382224590.08,5e-15,0
0.175,3.5,17419.24,627595450.76,41169926.4,50.04,627587802.28,0.08,574.72,4915614272085.84,5e-15,0.08
0.175,3.7,17541.82,1126974080,73992341.48,50.04,1126974812.96,0.08,579.52,9261511596699.8,5e-15,0.08
0.175,3.9,15126.18,1527441056.4,100576927.16,50.08,1527147127.68,0.28,499,11210636260812.1,5e-15,0.28
0.175,4.1,15787.16,1986372575.64,130526256.44,50,1986352749.32,0.32,521.72,14994857908397.7,5e-15,0.32
0.175,4.3,15285.22,2339222960.44,154098975.32,50.12,2339172511.96,0.4,504.8,17190526097492.8,5e-15,0.4
0.175,4.5,14016.64,2681584799.84,176614016.04,50.08,2681592851.88,0.52,462.56,18063803591043,5e-15,0.52
0.175,4.7,15451.36,2972655588,196339275.68,50.24,2972679001.04,0.28,510.76,22217367817945.4,5e-15,0.28
0.175,5.1,16163.3,3529768464.88,232940464.4,50.12,3529771512.48,0.28,535.16,27797825537941.9,5e-15,0.28
0.175,4.9,14006.18,3272535706.52,215753896.52,50.08,3272545299.92,0.44,462.72,22211575025333,5e-15,0.44
0.2,0.5,719.36,0,0,1,0.72,0,0,4885.76,5e-15,0
0.2,0.7,16095.7,262.16,4.56,1.48,263.6,0,14.56,2363462.04,5e-15,0
0.2,1.5,1437.04,0,0,41.28,0.88,0,16.56,31271391.4,5e-15,0
0.2,1.3,1873.4,0,0,33.16,1.16,0,18.4,24875583.64,5e-15,0
0.2,1.7,1255.32,0,0,45.72,1.08,0,14.6,30588343.08,5e-15,0
0.2,1.9,1298.14,0,0,48.28,1.4,0,13.76,38677684.68,5e-15,0
0.2,1.1,2546.74,0,0,24.36,0.72,0,24.36,21865824.04,5e-15,0
0.2,0.9,10657.1,38.4,0.52,10.12,36.88,0,41.88,16191929.24,5e-15,0
0.2,2.1,1348.06,0,0,49.36,1.2,0,14.28,45001422.32,5e-15,0
0.2,2.3,1616.1,0,0,49.96,0.88,0,15.08,55500198.52,5e-15,0
0.2,2.5,3396.64,0,0,50,1.16,0,17.64,72131762.4,5e-15,0
0.2,2.7,11520.2,18.76,1.48,50.04,21.52,0,23.32,92159112.72,5e-15,0
0.2,2.9,18040.36,96.12,4.92,50.12,97.08,0,37.68,162900962.04,5e-15,0
0.2,3.1,18250.5,295.56,20.12,50.04,288.96,0,80.8,343333282.84,5e-15,0
0.2,3.3,18250.5,149123591.04,9695499.84,50,149124276,0,602.4,973650007054.92,5e-15,0
0.2,3.5,17248.82,686716054.36,44753708,50.12,686712738.08,0.12,569.28,5359243269898.32,5e-15,0.12
0.2,3.7,16366.56,1188314899.6,77477424.16,50.08,1188307039.92,0.2,540.44,9083961733531.68,5e-15,0.2
0.2,3.9,15482.36,1634090038.28,106628430.84,50.08,1634100764.2,0.36,511.12,11970744634751.1,5e-15,0.36
0.2,4.1,15728.04,2033909453,132848576.52,50.08,2033812284.56,0.28,519.52,15324368178715.5,5e-15,0.28
0.2,4.3,13997.38,2407187194.2,157181547.44,50.04,2407177563.68,0.44,462.08,16130581449815,5e-15,0.44
0.2,4.5,12297.6,2740521651.72,179046462,50.04,2740494255,0.52,405.68,16153706176303.5,5e-15,0.52
0.2,4.7,14316.84,3033685045.32,198640429.56,50.16,3033680723.52,0.52,473,20965424176785.8,5e-15,0.52
0.2,5.1,15184.94,3566643018,234024826.88,50.24,3566623814.64,0.32,502.28,26340440081483.4,5e-15,0.32
0.2,4.9,12583.36,3314985808.28,217147361.16,50.16,3314992128.92,0.52,415.48,20132536601710.8,5e-15,0.52
0.225,0.5,785.1,0,0,1,0.92,0,0,6296.44,5e-15,0
0.225,0.7,13944.9,275.24,4.08,1.68,274.84,0,18.32,2722383.44,5e-15,0
0.225,1.5,1388.18,0,0,42.12,1.28,0,15.92,30602297,5e-15,0
0.225,1.3,1625.88,0,0,36.96,1.48,0,18.16,27634838.24,5e-15,0
0.225,1.7,1281.92,0,0,46.36,1.4,0,15.12,35209135.28,5e-15,0
0.225,1.9,1313.56,0,0,48.52,1.48,0,13.6,40831689.2,5e-15,0
0.225,1.1,2577.64,0,0,22.92,0.88,0,24,20173430.84,5e-15,0
0.225,0.9,8431.6,12.44,0.16,11.72,13.24,0,38.12,15620772.04,5e-15,0
0.225,2.1,1360.36,0,0,49.72,1.04,0,14.16,48601814.6,5e-15,0
0.225,2.3,1695.06,0,0,49.92,0.96,0,15.44,59317257.52,5e-15,0
0.225,2.5,3943,0,0,50.04,1.12,0,18.4,73705613.52,5e-15,0
0.225,2.7,14116.12,41.68,2.04,50.04,40.36,0,24.16,89628925.4,5e-15,0
0.225,2.9,18250.5,110,6.36,50,109.36,0,39.24,158967317.68,5e-15,0
0.225,3.1,18250.5,333.64,23.68,50,341.12,0,97,398472306.16,5e-15,0
0.225,3.3,18250.5,217684735.24,14048578.36,50.04,217678508.64,0,602.08,1557627933521.04,5e-15,0
0.225,3.5,17084.36,760450688.04,49173591.32,50.08,760427534.28,0.16,563.96,5936511156730.44,5e-15,0.16
0.225,3.7,16070.62,1231132712.04,79855497.24,50.24,1231096911.12,0.16,530.68,9250344045524.08,5e-15,0.16
0.225,3.9,15580.82,1702420400.8,110178022.2,50.04,1702427627.16,0.36,514.4,12581360776648,5e-15,0.36
0.225,4.1,14234.96,2092373668.32,135664377.04,50.12,2092382127.68,0.36,469.96,14196481370250.9,5e-15,0.36
0.225,4.3,15068.16,2460227991.6,159516224.68,50.08,2460229631.16,0.48,497.84,17814118446783,5e-15,0.48
0.225,4.5,14648.52,2787016316.12,180916636.64,50.12,2787010112.84,0.36,484,19685302860509.2,5e-15,0.36
0.225,4.7,14226.78,3082116065.76,200398850.12,50.2,3082096192.68,0.6,469.88,21214159799415.6,5e-15,0.6
0.225,5.1,12253.32,3611302142.64,235302265.4,50.28,3611288509.52,0.48,404.36,21358238315455.6,5e-15,0.48
0.225,4.9,13789.66,3365439214.92,218799747.16,50.16,3365446397.6,0.44,455.84,22446400601262.4,5e-15,0.44
0.25,0.5,1112.8,0,0,1,1,0,0,9794.24,5e-15,0
0.25,0.7,18250.5,390.28,6.4,2.32,390.16,0,30.16,5005332.84,5e-15,0
0.25,1.5,1332.96,0,0,43.16,1.12,0,16,31522881.24,5e-15,0
0.25,1.3,1735.1,0,0,34.92,1.2,0,17.4,25632084.28,5e-15,0
0.25,1.7,1302.14,0,0,46.68,1.12,0,14.08,33890967.04,5e-15,0
0.25,1.9,1371.7,0,0,48.44,1.24,0,13.84,38415632.24,5e-15,0
0.25,1.1,2738.6,0,0,26.16,1.08,0,24.4,20443264.6,5e-15,0
0.25,0.9,10183.42,26.32,0.52,12.4,27.56,0,37,15683294.72,5e-15,0
0.25,2.1,1409.62,0,0,49.72,1.6,0,13.92,49692985.48,5e-15,0
0.25,2.3,2087.24,0,0,50,1.04,0,16.24,60851905.76,5e-15,0
0.25,2.5,4255.26,0,0,50.04,1.24,0,18.96,79226060.52,5e-15,0
0.25,2.7,14125.68,31.8,1.68,50.04,32.08,0,26.8,107312805.16,5e-15,0
0.25,2.9,18250.5,125.08,8.76,50.04,121.52,0,44.04,175398532.96,5e-15,0
0.25,3.1,18250.5,452.36,28.2,50,455.16,0,122.84,527557968.44,5e-15,0
0.25,3.3,17874.66,268407217.72,17215599.68,50.2,268405059.44,0.04,590.12,1941452335104.56,5e-15,0.04
0.25,3.5,17492.98,844301892.12,54109442.8,50,844306069.84,0.12,577.72,6796071227232.64,5e-15,0.12
0.25,3.7,16595.48,1316213552.84,84565752.48,50.12,1316225083,0.24,548.2,10266448741897.5,5e-15,0.24
0.25,3.9,15220.76,1765663872.84,113400975.4,50.04,1765673031.12,0.28,502.4,12754117998358.4,5e-15,0.28
0.25,4.1,16061.22,2157373246.92,138733548.08,50.08,2157382819.16,0.32,530.6,16620799174865.1,5e-15,0.32
0.25,4.3,13004.78,2463541990.72,159335656.16,50.08,2461961994.84,0.44,429.2,15683424538340,5e-15,0.44
0.25,4.5,14453.7,2841944290.96,183072685.56,50.12,2841938393.76,0.32,477.56,19816508243245.7,5e-15,0.32
0.25,4.7,13083.02,3138911845.44,202433663.12,50.16,3138915042.92,0.48,431.8,19810791725736.3,5e-15,0.48
0.25,5.1,13782.36,3671497717.92,236986632.36,50.16,3671493840.64,0.48,455.6,24559200347915.5,5e-15,0.48
0.25,4.9,14429.44,3419965593.16,220524027.16,50.12,3419969965,0.44,476.72,23942930102718.8,5e-15,0.44
0.275,0.5,1690.46,0,0,1,1.32,0,0.28,27421.24,5e-15,0
0.275,0.7,17550.3,297.4,4.72,3.08,292.8,0,36.24,5602827.48,5e-15,0
0.275,1.5,1369.44,0,0,43.88,0.96,0,15.48,32244691.44,5e-15,0
0.275,1.3,1537.96,0,0,38,1.08,0,17.92,28000733.48,5e-15,0
0.275,1.7,1238.16,0,0,47.48,1.28,0,13.72,37947360.92,5e-15,0
0.275,1.9,1286.76,0,0,49.08,0.96,0,14.4,41333140.24,5e-15,0
0.275,1.1,2887.5,4.44,0.04,24.76,5.6,0,21.6,21190624.68,5e-15,0
0.275,0.9,5665.16,9.48,0.12,15.6,11.48,0,35.44,18944500.64,5e-15,0
0.275,2.1,1331.26,0,0,49.84,1.08,0,14.88,47486242.24,5e-15,0
0.275,2.3,2101.24,0,0,50.04,1.12,0,16.12,59578971.24,5e-15,0
0.275,2.5,4298.54,0,0,50.04,1.44,0,19.28,87744283.24,5e-15,0
0.275,2.7,15160.52,50.44,2.96,50,48.88,0,26.96,102866976.52,5e-15,0
