"epsilon1","epsilon2","tfinal","G","R","Tc","V","mut","trans","Vtot","nu","cancer"
0.275,0.9,8115.825,20.35,0.575,13.5,22.325,0,33.8,17164466.025,5e-15,0
0.275,2.1,1432.2,0,0,49.775,1.225,0,14.925,50268271.4,5e-15,0
0.275,2.3,1778.575,0,0,50,1.425,0,15.975,58588912.675,5e-15,0
0.275,2.5,4482.575,0,0,50.025,1.375,0,19.65,83921949.45,5e-15,0
0.275,2.7,17618.9125,61.8,3.925,50.05,64.775,0,28.35,102929296.025,5e-15,0
0.275,2.9,18250.5,148.45,8.75,50.075,150.5,0,47.125,203612404.45,5e-15,0
0.275,3.1,18250.5,562.475,34.9,50.1,565.35,0,150.55,628222308.35,5e-15,0
0.275,3.3,18057.9125,372801020.7,23687830.325,50,372801551.175,0.075,596.325,2876171406784.67,5e-15,0.075
0.275,3.5,17603.325,900604419.7,57352375.325,50.1,900597604.55,0.05,581.225,7341653540289.85,5e-15,0.05
0.275,3.7,16994.425,1392168323.8,88671432.8,50.05,1392159214.7,0.15,561.35,11165548170722,5e-15,0.15
0.275,3.9,17130.4,1818146121.175,116010586.85,50.125,1818159688.525,0.2,566.1,14894490170388.1,5e-15,0.2
0.275,4.1,16740.4125,2224191168.625,141811541.1,50.025,2224199466.55,0.15,553.325,17900065689957.2,5e-15,0.15
0.275,4.3,16752.75,2569940759.65,164200088.375,50.125,2569946903.875,0.15,553.8,20815046376306.4,5e-15,0.15
0.275,4.5,17002.275,2893579948.95,185052326.2,50.15,2893581497.275,0.2,562.45,23860351578457.4,5e-15,0.2
0.275,4.7,15846.7125,3197829665.025,204461887.35,50.1,3197829650.075,0.2,523.9,24604918998884.2,5e-15,0.2
0.275,4.9,15437.275,3467467076.7,221970779.5,50.15,3467453457.25,0.275,510.425,26044977399382,5e-15,0.275
0.275,5.1,15312.8625,3721003960.8,238300120.475,50.15,3720989508.075,0.275,506.525,27747628066058.6,5e-15,0.275
0.3,0.5,3426.5125,2.175,0.025,1.05,3.725,0,0.55,79567.3,5e-15,0
0.3,0.7,17132.0875,263.05,3.55,3.575,261.45,0,49,9026093.125,5e-15,0
0.3,1.5,1264.2625,0,0,45.075,1.05,0,14.9,34425671.675,5e-15,0
0.3,1.3,1578.5,0,0,37.425,1.45,0,16.425,25968196.125,5e-15,0
0.3,1.7,1251.15,0,0,47.9,0.925,0,14.65,40234198.6,5e-15,0
0.3,1.9,1260.6875,0,0,49.425,1.1,0,14,44303161.85,5e-15,0
0.3,1.1,2037.625,0,0,29.25,1.1,0,21.675,24417956.1,5e-15,0
0.3,0.9,5948.25,7.375,0.125,15.2,7.45,0,30.375,16739634.15,5e-15,0
0.3,2.1,1456.325,0,0,49.925,1.175,0,14.7,52334381.6,5e-15,0
0.3,2.3,2180.625,0,0,49.975,1.3,0,16.4,65676305.2,5e-15,0
0.3,2.5,4608.5375,0,0,50,1.025,0,19.675,77243892.475,5e-15,0
0.3,2.7,16384.075,48.8,2.825,50.025,47.275,0,28.575,112008473.475,5e-15,0
0.3,2.9,18250.5,166.825,9.925,50.05,165.225,0,51.325,204227775.675,5e-15,0
0.3,3.1,18250.5,829.825,51.45,50.05,821.575,0,223.075,1044224962,5e-15,0
0.3,3.3,17472.9625,447303003.7,28200780.05,50,447303406.55,0.075,576.525,3385807261639.3,5e-15,0.075
0.3,3.5,16984.775,968910396.075,61223033.175,50.05,968836175.275,0.15,560.975,7685699705860.17,5e-15,0.15
0.3,3.7,17884.4125,1458774712.9,92195043.125,50.05,1458779680.55,0.05,591.15,12379819736923.5,5e-15,0.05
0.3,3.9,16182.9625,1852949568.8,117427553.75,50.1,1852668831.575,0.175,534.75,14542849603103.2,5e-15,0.175
0.3,4.1,16732.375,2273851630.6,144040623.625,50.1,2273796057.975,0.15,552.95,18316800210475.9,5e-15,0.15
0.3,4.3,16727.825,2621668306.8,166339550.5,50.175,2621676614.625,0.175,553.25,21210527935260.1,5e-15,0.175
0.3,4.5,15899.7,2953985223.225,187310838.45,50.1,2953981967.825,0.25,526.025,22746526729025.4,5e-15,0.25
0.3,4.7,15083.325,3250461850.45,206215997.125,50.1,3250456045.9,0.325,498.775,23760426879404.5,5e-15,0.325
0.3,4.9,15866.2,3525508110.85,223679031.7,50.075,3525517091.2,0.25,524.65,27218173961487.1,5e-15,0.25
0.3,5.1,15551.15,3771961164.325,239596249.075,50.125,3771960257.625,0.3,514.575,28581164670430.9,5e-15,0.3
0.325,0.5,7320.2875,28.85,0.35,1.05,27.625,0,2,310355.2,5e-15,0
0.325,0.7,17873.2875,185.625,2.925,5.025,182.05,0,50.925,10835343.525,5e-15,0
0.325,1.5,1324.3125,0,0,44.775,1.15,0,15.375,33368909.9,5e-15,0
0.325,1.3,1488.0875,0,0,38.75,0.875,0,16.45,28819854.5,5e-15,0
0.325,1.7,1285.9625,0,0,47.325,1.225,0,14.1,35604853.875,5e-15,0
0.325,1.9,1306.1125,0,0,49.075,1.425,0,13.85,41256948.875,5e-15,0
0.325,1.1,1931.2125,0,0,30.725,1.15,0,21.2,24117387.875,5e-15,0
0.325,0.9,3378.9125,0,0,17.525,1.225,0,29.175,19319612.1,5e-15,0
0.325,2.1,1678.4125,0,0,49.8,1.175,0,14.85,53665481.825,5e-15,0
0.325,2.3,2058.15,0,0,49.95,1.225,0,16.125,65010313.325,5e-15,0
0.325,2.5,6792.825,0.9,0.05,50.05,2.275,0,20.525,89346719.45,5e-15,0
0.325,2.7,17315.15,72.975,4.35,50.025,73.375,0,31.275,133089548.6,5e-15,0
0.325,2.9,18250.5,170.025,10.95,50.075,172.325,0,56.4,238558977.075,5e-15,0
0.325,3.1,18250.5,2231.1,136.175,50.075,2238.325,0,396.3,2069224550.35,5e-15,0
0.325,3.3,17868.1125,514439200.45,32200574.5,50.05,514439911.375,0.05,589.7,4055149770573.65,5e-15,0.05
0.325,3.5,17616.425,1046687109.825,65590675.625,50.05,1046655660.475,0.075,581.775,8602107632594.72,5e-15,0.075
0.325,3.7,17967.5625,1528717080.425,95829927.525,50.025,1528728258.425,0.05,593.775,13055142673834.3,5e-15,0.05
0.325,3.9,17593.05,1947802024.825,122318561.225,50.1,1947804105.85,0.125,581.725,16425417829242.4,5e-15,0.125
0.325,4.1,16459.45,2341613088.6,147047460.85,50.05,2341619076.15,0.25,544.1,18553024861825.6,5e-15,0.25
0.325,4.3,16846.5875,2684836661.575,168892915.75,50.125,2684834690.75,0.15,557.225,21887089972828.6,5e-15,0.15
0.325,4.5,16191.4875,3014420400.325,189507812.25,50.05,3014411174.525,0.2,535.425,23661125437930.9,5e-15,0.2
0.325,4.7,16616.275,3305703768.025,208006351.9,50.075,3305671131.575,0.175,549.85,26715694098324.2,5e-15,0.175
0.325,4.9,16185.7,3563369271.9,224758915.85,50.2,3563371945.5,0.275,535.425,28106298468860.2,5e-15,0.275
0.325,5.1,15579.975,3810773835.475,240558248.525,50.225,3810770663.8,0.25,515.375,28929208827497.3,5e-15,0.25
0.35,0.5,11149.05,87.875,1,1.05,88.125,0,4.75,741634.15,5e-15,0
0.35,0.7,15521.2125,130.7,2.025,6.325,135.325,0,49.125,12317478.5,5e-15,0
0.35,1.5,1322.725,0,0,45.2,1.05,0,14.775,32789556.75,5e-15,0
0.35,1.3,1459.4375,0,0,39.825,1.025,0,16.85,28453895.975,5e-15,0
0.35,1.7,1241.4125,0,0,48.225,1.2,0,14,39476064.925,5e-15,0
0.35,1.9,1261.25,0,0,49.275,0.675,0,13.7,44407068.65,5e-15,0
0.35,1.1,2051.8875,0,0,29.325,1.275,0,20.625,21581585.775,5e-15,0
0.35,0.9,2981.9125,0,0,20.2,0.875,0,25.025,19065041.2,5e-15,0
0.35,2.1,1542.0875,0,0,49.825,1.225,0,15.35,53987410.175,5e-15,0
0.35,2.3,2502.4625,0,0,50,1.25,0,17.075,66446214.525,5e-15,0
0.35,2.5,7577.4625,6.675,0.325,50.025,7.4,0,21.175,94538835.6,5e-15,0
0.35,2.7,18032.8125,94.625,5.2,50.025,93.575,0,32.225,132006308,5e-15,0
0.35,2.9,18250.5,203.4,12,50.125,201.7,0,62.425,262890030.425,5e-15,0
0.35,3.1,18250.5,1897431.85,117665.875,50.025,1897650.325,0,590.2,17275625646.125,5e-15,0
0.35,3.3,17902.7375,585287544.525,36358601.625,50.075,585290551.675,0.05,591.2,4677665737300.65,5e-15,0.05
0.35,3.5,17823.3125,1122257506.25,69737721.425,50.025,1122256928.45,0.05,588.625,9364514763427.9,5e-15,0.05
0.35,3.7,16994.2125,1595351049.275,99217570.675,50.025,1595361576.575,0.125,561.55,12895515244425.7,5e-15,0.125
0.35,3.9,16341.0625,2014239237.4,125453567.85,50.075,2014231759.15,0.175,539.95,15733828105596.6,5e-15,0.175
0.35,4.1,17353.625,2398797160.175,149508366.075,50.075,2398796093.9,0.125,573.75,20085512934548.8,5e-15,0.125
0.35,4.3,18212.025,2750895579.85,171492351.625,50.05,2750916905.325,0.025,602.65,24310794761210.1,5e-15,0.025
0.35,4.5,15596.25,3061101566.35,191155657.65,50.125,3061099009.7,0.275,515.6,23122626564450.4,5e-15,0.275
0.35,4.7,15517.7625,3353044600.95,209493875.2,50.125,3353062423.775,0.225,513.275,25275738826990.9,5e-15,0.225
0.35,4.9,15408.4125,3618907240.625,226296445.675,50.15,3618920593.625,0.325,509.575,27159745085130.6,5e-15,0.325
0.35,5.1,13899.775,3873851218.175,242050772.075,50.075,3873823624.15,0.325,459.375,26161390954008.6,5e-15,0.325
0.375,0.5,11239.9625,114.125,1.4,1.125,113.25,0,6.675,1061413.225,5e-15,0
0.375,0.7,15482.5625,93.15,1.525,7.375,93.825,0,46.45,12910640.625,5e-15,0
0.375,1.5,1282.875,0,0,45.625,0.825,0,14.925,36508433,5e-15,0
0.375,1.3,1448.4,0,0,39.925,1,0,16.825,29011738.4,5e-15,0
0.375,1.7,1221.4375,0,0,48.6,1.2,0,14,42126374.225,5e-15,0
0.375,1.9,1371.7875,0,0,49.475,1.325,0,14.125,44473352.925,5e-15,0
0.375,1.1,1884.0625,0,0,31.775,0.9,0,19.55,24271173,5e-15,0
0.375,0.9,3075.6875,0,0,21.175,1.075,0,26.175,20898037.75,5e-15,0
0.375,2.1,1585.35,0,0,49.875,1.2,0,14.725,56144466.3,5e-15,0
0.375,2.3,2238.7375,0,0,50,1.025,0,17.075,71113256.925,5e-15,0
0.375,2.5,8099.5,4.825,0.15,50.05,5.575,0,21.7,90770683.6,5e-15,0
0.375,2.7,17983.2375,97.5,5.975,50,98.3,0,35.275,137857719.05,5e-15,0
0.375,2.9,18250.5,234.925,14.7,50.025,236.25,0,70.65,285619556.375,5e-15,0
0.375,3.1,18250.5,74295456.875,4570190.775,50.05,74295046.4,0,594.15,360329438970.225,5e-15,0
0.375,3.3,18001.9875,659828106.3,40664219,50.075,659828278.8,0.025,594.475,5362391629692.88,5e-15,0.025
0.375,3.5,16444.875,1167779215.05,72151339.7,50.125,1167676093.675,0.15,543.125,9028564514092.5,5e-15,0.15
0.375,3.7,15854.525,1648637897.725,101871128.925,50.125,1648647672.45,0.275,523.65,12368546992407.2,5e-15,0.275
0.375,3.9,17541.8375,2071162042.475,128078334.775,50.125,2071148888.325,0.1,580.075,17449023641742.5,5e-15,0.1
0.375,4.1,16239.7625,2459028740.925,152046963.35,50.075,2459038844.3,0.2,536.475,19225097456049.4,5e-15,0.2
0.375,4.3,16749.025,2799719857.225,173353635.475,50.125,2799715437.5,0.2,553.85,22723205599042.1,5e-15,0.2
0.375,4.5,16456.375,3118759182.075,193131817.675,50.1,3118749954.8,0.275,544.2,24957259537808.8,5e-15,0.275
0.375,4.7,17143.8,3405669367.375,211095884.375,50.125,3405680276.025,0.175,567.45,28450083429912.3,5e-15,0.175
0.375,4.9,15378.3375,3669414351.25,227625013.925,50.15,3669385176.6,0.35,508.65,27475087027785.7,5e-15,0.35
0.375,5.1,16942.55,3912677600.825,242925488.775,50.175,3912680027.125,0.225,560.875,32389301591150,5e-15,0.225
0.4,0.5,12819.225,190.85,1.975,1.175,188.95,0,10.475,1667562.25,5e-15,0
0.4,0.7,10687.4375,36.7,0.65,9.275,36.2,0,39.525,13006195.875,5e-15,0
0.4,1.5,1252.125,0,0,46.325,1.175,0,14.325,35379526.925,5e-15,0
0.4,1.3,1370.5,0,0,41.05,1.25,0,15.625,27893039.25,5e-15,0
0.4,1.7,1273.7,0,0,48.6,1.15,0,14.175,40586116.825,5e-15,0
0.4,1.9,1372.85,0,0,49.65,1.325,0,13.975,47149216.575,5e-15,0
0.4,1.1,1681.875,0,0,34.175,0.925,0,18.75,26093193.475,5e-15,0
0.4,0.9,3889.95,3.425,0.1,22.225,4,0,25.875,21270319.875,5e-15,0
0.4,2.1,1615.2875,0,0,49.9,1.225,0,15.475,56090387.2,5e-15,0
0.4,2.3,2417.525,0,0,50.025,1.375,0,17.9,69251394.45,5e-15,0
0.4,2.5,11335.975,13.825,0.525,50.05,13.65,0,23.325,90479817,5e-15,0
0.4,2.7,17964.7875,100.875,5.95,50.025,101.925,0,36.825,149249755.375,5e-15,0
0.4,2.9,18250.5,286.675,18.375,50.075,287.85,0,81.45,356319065.4,5e-15,0
0.4,3.1,18250.5,150770332.375,9199921.675,50.05,150770564.525,0,602.225,982120110424.925,5e-15,0
0.4,3.3,17786.2625,738154484.3,45116159.425,50.05,738160819.85,0.075,587.425,5976769025968.53,5e-15,0.075
0.4,3.5,17641.3625,1259469884.45,77054805.075,50.05,1259484513,0.075,583,10453260967375.9,5e-15,0.075
0.4,3.7,16185.25,1721926179.45,105474812.075,50.075,1721932915.2,0.175,534.525,13221717786165.2,5e-15,0.175
0.4,3.9,16517.9875,2143898157.725,131367001.55,50.05,2143890382.375,0.175,545.925,16973792099669.7,5e-15,0.175
0.4,4.1,16247.75,2519231713.575,154527398.6,50.075,2519214296.525,0.25,537.025,19718939858931.2,5e-15,0.25
0.4,4.3,16083.225,2862920732.025,175715247.075,50.075,2862925219.425,0.25,531.75,22264797170181,5e-15,0.25
0.4,4.5,17238.3,3173682085.9,194969684.975,50.1,3173697012.025,0.15,570.475,26598816332070.9,5e-15,0.15
0.4,4.7,17044.175,3460915628.375,212720631.575,50.1,3460925541.275,0.175,563.8,28756067897997,5e-15,0.175
0.4,4.9,14808.6,3712224083.775,228734574.05,50.225,3712225304.5,0.4,489.675,26749643846212,5e-15,0.4
0.4,5.1,14258.225,3963671837.725,244034631.525,50.15,3963672618.95,0.4,471.6,27495583840878.2,5e-15,0.4
0.425,0.5,14691.9125,242.375,2.55,1.65,243.3,0,16.725,2575474.65,5e-15,0
0.425,0.7,8992.6375,31.825,0.375,11.225,33.775,0,36.4,15654589.65,5e-15,0
0.425,1.5,1222.075,0,0,46.55,1.175,0,14.35,36907058.8,5e-15,0
0.425,1.3,1383.7,0,0,42.375,1.175,0,16.35,29959547.675,5e-15,0
0.425,1.7,1231.35,0,0,48.7,1.25,0,14.375,40353137.1,5e-15,0
0.425,1.9,1346.0125,0,0,49.5,1.25,0,14.35,48097646.325,5e-15,0
0.425,1.1,1688.6125,0,0,34.9,1.05,0,18.4,26045547.1,5e-15,0
0.425,0.9,2760.9375,0,0,23.675,0.975,0,24.125,20711491.95,5e-15,0
0.425,2.1,1630.7,0,0,49.9,0.7,0,15.25,58064116.25,5e-15,0
0.425,2.3,3335.2,0,0,50.025,1.55,0,18.05,77656428.9,5e-15,0
0.425,2.5,11118.2875,17.3,0.85,50,17.875,0,24.35,102107480.875,5e-15,0
0.425,2.7,18065.2875,118.1,6.825,50.075,118.675,0,40.975,163442080.625,5e-15,0
0.425,2.9,18250.5,325.75,18.95,50.075,323.225,0,96.025,404640416.05,5e-15,0
0.425,3.1,18250.5,229901304.1,13919090.675,50.05,229904093.25,0,602.325,1632885651444,5e-15,0
0.425,3.3,18024.475,812716646.225,49272364.1,50.05,812716563.4,0.05,595.475,6721134294512.3,5e-15,0.05
0.425,3.5,17093.65,1333379232.475,80886564.675,50.025,1333389870.65,0.125,564.475,10719844203902.2,5e-15,0.125
0.425,3.7,15308.75,1769464849.75,107725499.2,50.125,1769210782.775,0.25,505.375,12931019469218.7,5e-15,0.25
0.425,3.9,16768.025,2200831308.025,133874435.5,50.1,2200828758.275,0.125,554.2,17735378602730.8,5e-15,0.125
0.425,4.1,16859.5125,2579408066.4,156946085.525,50.075,2579410715.35,0.125,557.375,21028011398154.9,5e-15,0.125
0.425,4.3,15277.675,2911742455.6,177483931.6,50.15,2911738595.775,0.3,505,21466829003401.2,5e-15,0.3
0.425,4.5,15896.0125,3227916298.875,196721424.4,50.1,3227848038.425,0.25,525.575,24911151627791.8,5e-15,0.25
0.425,4.7,16261.925,3516133711.525,214294952.525,50.075,3516122673.6,0.275,538,27825307239923.5,5e-15,0.275
0.425,4.9,14452.1875,3785550571.95,230542311.6,50,3785527664.125,0.425,477.75,26598581005844.7,5e-15,0.425
0.425,5.1,12658.975,4009754016.6,244983998.275,50.175,4009759364.45,0.475,418.35,24629652258257.8,5e-15,0.475
0.45,0.5,16365.575,357.775,3.8,2.025,361.35,0,25.325,4054107.35,5e-15,0
0.45,0.7,7913.325,20.65,0.2,11.975,21.35,0,34.975,15775433.35,5e-15,0
0.45,1.5,1218.45,0,0,47.425,1.3,0,14.75,37641958.925,5e-15,0
0.45,1.3,1349.575,0,0,43.725,1.3,0,15.9,32232443.125,5e-15,0
0.45,1.7,1221.475,0,0,49,1.075,0,14.175,41341334.625,5e-15,0
0.45,1.9,1445.275,0,0,49.675,1.425,0,14.925,53012392.15,5e-15,0
0.45,1.1,1719.4875,0,0,35.775,0.9,0,18.7,26787543.425,5e-15,0
0.45,0.9,2165.9,0,0,27.25,0.875,0,23.05,23989037.075,5e-15,0
0.45,2.1,1729.425,0,0,49.95,0.95,0,16.15,65577394.45,5e-15,0
0.45,2.3,3389.3125,0,0,50,1.15,0,18.125,71890632.7,5e-15,0
0.45,2.5,14655.05,30.85,1.375,50.025,33.25,0,26.9,121481484.35,5e-15,0
0.45,2.7,18005.3875,128.75,7.825,50.075,129.5,0,42.35,182969298.45,5e-15,0
0.45,2.9,18250.5,438.325,25.1,50.075,436.35,0,118.55,577885273.675,5e-15,0
0.45,3.1,18204.3,313221687.925,18807450.8,50.025,313218621.35,0.025,601.075,2355220985847.33,5e-15,0.025
0.45,3.3,17322.775,890878214.175,53555071.775,50.025,890879373.425,0.075,572.05,7092461391440.35,5e-15,0.075
0.45,3.5,17153.5125,1396740229.725,84103057.725,50.075,1396733736.8,0.125,566.55,11311393789675.7,5e-15,0.125
0.45,3.7,17198.95,1855173189.525,111805082.425,50.075,1855171660.275,0.15,568.25,15233100807210.6,5e-15,0.15
0.45,3.9,15858.675,2254608924.025,136195233.725,50.175,2254596702.975,0.225,523.9,17124952011307.7,5e-15,0.225
0.45,4.1,15230.8625,2648706005.3,159665014.7,50,2648714397.875,0.275,503.2,19416947217244.9,5e-15,0.275
0.45,4.3,16388.725,2927084221.8,177417314.85,50.15,2926247922.65,0.225,541.85,23569534674566.3,5e-15,0.225
0.45,4.5,17353.3375,3286278121.875,198559570.875,50.075,3286285720.475,0.15,574.25,27749452225919.3,5e-15,0.15
0.45,4.7,15692.85,3566159668.725,215659979.525,50.1,3566170363.75,0.275,519.175,27206000236706.3,5e-15,0.275
0.45,4.9,15037.75,3813324575.4,231177068.775,50.225,3813330750.4,0.375,497.45,27905710960258.4,5e-15,0.375
0.45,5.1,15518.175,4058264864.675,245941960.975,50.175,4058263261.875,0.275,513.55,30725037399835.8,5e-15,0.275
0.475,0.5,17815.65,443.125,5.075,2.45,442.3,0,39.525,6428521.525,5e-15,0
0.475,0.7,5227.5,5.975,0.1,14.55,6.425,0,34.325,17674976.2,5e-15,0
0.475,1.5,1244.3,0,0,47.675,1.175,0,14.1,36692978.85,5e-15,0
0.475,1.3,1297.375,0,0,43.675,1.35,0,15.625,31131152.825,5e-15,0
0.475,1.7,1254.6375,0,0,49.125,1.1,0,14.125,43687774.825,5e-15,0
0.475,1.9,1371.5375,0,0,49.7,1.35,0,14.85,54161784.575,5e-15,0
0.475,1.1,1555.5375,0,0,36.7,1.3,0,17.9,25908281.25,5e-15,0
0.475,0.9,2104.1625,0,0,26.925,1,0,22.2,23172851.55,5e-15,0
0.475,2.1,1811.3125,0,0,49.975,1.15,0,16.075,63851731.85,5e-15,0
0.475,2.3,4045.0875,0,0,50.025,1.275,0,18.6,78517968.5,5e-15,0
0.475,2.5,15343.35,47.075,2.575,50.025,46.45,0,27.275,108216560.025,5e-15,0
0.475,2.7,18250.5,144.925,7.775,50.05,142.325,0,45.675,190165391.9,5e-15,0
0.475,2.9,18250.5,549.925,30.95,50.05,536.475,0,156.9,741408689.45,5e-15,0
0.475,3.1,17976.525,392478828.9,23375357.6,50.025,392481237.55,0.05,593.45,3018535224668.33,5e-15,0.05
0.475,3.3,17515.45,958087851.85,57165562.225,50.075,958095999.975,0.075,578.65,7762233019895.4,5e-15,0.075
0.475,3.5,16794.8125,1467084847.85,87619724.05,50.075,1467095226.1,0.175,554.8,11619079770204.2,5e-15,0.175
0.475,3.7,16884.3625,1921796901.9,114876888.1,50.075,1921799572.6,0.15,558.075,15492080195663.7,5e-15,0.15
0.475,3.9,16454.2875,2336849916.525,139674329.2,50.025,2336842295.65,0.25,543.925,18477228832231.8,5e-15,0.25
0.475,4.1,17248.375,2696845990.575,161493234.6,50.1,2696843439.25,0.2,570.65,22509541666665.2,5e-15,0.2
0.475,4.3,16408.0125,3035245059.15,181792388.45,50.075,3035246971.2,0.275,542.5,24133662724600.7,5e-15,0.275
0.475,4.5,16640.6875,3335728235.85,200058865.975,50.125,3335725351.2,0.2,550.625,27029278721902.9,5e-15,0.2
0.475,4.7,16152.425,3621399644.95,217127079.4,50.075,3621380530.75,0.25,534.525,28482273670015.8,5e-15,0.25
0.475,4.9,15570.375,3800820719.4,229336514.975,50.225,3799380036.325,0.275,515.05,29341007613829.9,5e-15,0.275
0.475,5.1,15262.2,4104391465.7,246799012.175,50.2,4104389170.975,0.3,505.125,30553740765547.1,5e-15,0.3
0.5,0.5,17371.075,270.775,2.625,3.375,266.575,0,43.1,7403293.8,5e-15,0
0.5,0.7,4084.8,1.825,0.025,17.075,2.425,0,31.225,19159023.925,5e-15,0
0.5,1.5,1190.1625,0,0,47.95,1.05,0,14.225,37748216.75,5e-15,0
0.5,1.3,1316.5,0,0,43.475,0.95,0,15.25,30689256.075,5e-15,0
0.5,1.7,1237.5625,0,0,49.25,1.075,0,13.9,41308079.5,5e-15,0
0.5,1.9,1440.4875,0,0,49.775,1.425,0,14.35,47595631.95,5e-15,0
0.5,1.1,1592.9625,0,0,37.15,1.3,0,17.75,25947491.3,5e-15,0
0.5,0.9,2057.5125,0,0,28.625,1.05,0,22.65,24389969.6,5e-15,0
0.5,2.1,1947.8625,0,0,49.95,1.55,0,16.425,62036466,5e-15,0
0.5,2.3,4925.325,0,0,50,1.1,0,19.525,88461547.875,5e-15,0
0.5,2.5,16794.5625,64.8,3.525,50,64.85,0,29.15,121083874.325,5e-15,0
0.5,2.7,18250.5,153.175,9.225,50.025,151.125,0,51.025,220781819.675,5e-15,0
0.5,2.9,18250.5,841.625,48.55,50.075,842.875,0,220.925,1068983772.9,5e-15,0
0.5,3.1,17954.8625,455923885.475,26961431.4,50.125,455921998.775,0.05,592.775,3541977821158,5e-15,0.05
0.5,3.3,17692.7125,1036391908.9,61307513.825,50.05,1036383045.175,0.075,584.4,8512607807234.12,5e-15,0.075
0.5,3.5,17626.65,1544092386.025,91390549.075,50.025,1544067647.325,0.075,582.725,12912174415490.1,5e-15,0.075
0.5,3.7,16933.8375,1998435694.225,118330799.7,50,1998444605.9,0.15,559.65,16191615043338,5e-15,0.15
0.5,3.9,16609.9625,2390355411.325,141866935.925,50.1,2390361650.6,0.175,549.075,19106254720935.5,5e-15,0.175
0.5,4.1,16870.2625,2748029055.525,163376763.625,50.175,2748028754.65,0.15,557.7,22435561260613.1,5e-15,0.15
0.5,4.3,15801.9875,3092718042.675,183708588.575,50.075,3092723100.3,0.225,522.65,23668210479514.1,5e-15,0.225
0.5,4.5,14193.6625,3393400704.5,201755058.85,50.1,3393368998.9,0.35,469.15,23314805738364.3,5e-15,0.35
0.5,4.7,14966.7625,3574949863.425,213199755.75,50.2,3574620924.95,0.325,494.95,26634290536584.4,5e-15,0.325
0.5,4.9,15698.9625,3921895966.8,233594089.95,50.15,3921914424.55,0.275,519.45,30024092722406.9,5e-15,0.275
0.5,5.1,15968.925,4162631341.15,247840168.975,50.1,4162621662.875,0.2,528.7,32504227597074.8,5e-15,0.2
0.525,0.5,16410.675,129.1,1.325,4.75,126.35,0,47.4,9817738.5,5e-15,0
0.525,0.7,3722.3125,0,0,17.8,0.675,0,30.4,19035277.95,5e-15,0
0.525,1.5,1223.275,0,0,47.65,1.025,0,14.475,39894946.575,5e-15,0
0.525,1.3,1298.5125,0,0,43.775,1.3,0,14.625,31386769.525,5e-15,0
0.525,1.7,1294.3875,0,0,49.125,0.825,0,13.95,44255907.025,5e-15,0
0.525,1.9,1358.65,0,0,49.85,1.125,0,14.65,54529883.65,5e-15,0
0.525,1.1,1476.6125,0,0,39.625,0.875,0,16.875,28741747.475,5e-15,0
0.525,0.9,1849.225,0,0,30.675,1.25,0,19.925,24381538.575,5e-15,0
0.525,2.1,1824.0625,0,0,50,1.075,0,16.55,70759884.7,5e-15,0
0.525,2.3,5002.8375,0,0,50,1.1,0,20.025,85395511.675,5e-15,0
0.525,2.5,16246.175,61.1,3.75,50.1,62.45,0,30.225,136920513.4,5e-15,0
0.525,2.7,18250.5,188.075,10.025,50,189.15,0,57.225,253632818.275,5e-15,0
0.525,2.9,18250.5,2373.1,137.3,50.05,2367.475,0,400.25,2133827310.95,5e-15,0
0.525,3.1,17504.8375,543136086.775,31836347.1,50.075,543136528.925,0.075,577.925,4183729709457.95,5e-15,0.075
0.525,3.3,17302.975,1107246989.05,64975662.325,50.075,1107249642.65,0.125,571.675,8910743104865.88,5e-15,0.125
0.525,3.5,17593.125,1611343412.725,94614259.725,50.05,1611331775.35,0.1,581.225,13463226204983.9,5e-15,0.1
0.525,3.7,17441.425,2032254908.8,119750435.2,50.15,2031980310.3,0.075,576.475,17089604518674.2,5e-15,0.075
0.525,3.9,16529.725,2453879332.1,144414836.25,50.1,2453870631.75,0.2,546.225,19513317415515.1,5e-15,0.2
0.525,4.1,16005.6625,2823275507.05,166142374.15,50.05,2823267874.525,0.275,529.125,21824752297512,5e-15,0.275
0.525,4.3,15702.075,3144431283.725,185374417.625,50.125,3144420522.425,0.25,519.25,23898015038878.3,5e-15,0.25
0.525,4.5,15043.775,3440086532.1,203081089.425,50.175,3440095788.5,0.325,497.625,25096602200649.7,5e-15,0.325
0.525,4.7,15711.8375,3724010250.5,219683925.625,50.1,3723995008.2,0.225,519.85,28515649758864.2,5e-15,0.225
0.525,4.9,14499.4625,3967341362.85,234526320.575,50.2,3967360484.85,0.4,479.675,28017418839399.6,5e-15,0.4
0.525,5.1,14735.575,4194192159.95,248359910.95,50.275,4194196124.425,0.4,487.525,30145133327205.3,5e-15,0.4
0.55,0.5,13832.6375,62.7,0.875,6.225,63.05,0,48.175,13779236.225,5e-15,0
0.55,0.7,2883.35,0,0,20.275,1.25,0,27.85,20934422.35,5e-15,0
0.55,1.5,1223.9125,0,0,48.175,1.05,0,14.25,39548131.55,5e-15,0
0.55,1.3,1321.425,0,0,44.375,1,0,14.575,31920609.65,5e-15,0
0.55,1.7,1262.1625,0,0,49.25,0.95,0,14.125,42645196.7,5e-15,0
0.55,1.9,1433.3875,0,0,49.85,1.25,0,14.775,56801018.825,5e-15,0
0.55,1.1,1477.5625,0,0,38.975,0.9,0,16.95,28981743,5e-15,0
