"epsilon1","epsilon2","tfinal","G","R","Tc","V","mut","trans","Vtot","nu","cancer"
0.075,3.1,18250.5,150.45,8.875,50.05,146.225,0,46.85,192193185.375,5e-15,0
0.075,3.3,18250.5,547.125,37.2,50.1,552,0,151.675,679415659.425,5e-15,0
0.075,3.5,18178.5375,348260171.725,23524962.15,50.025,348254830.425,0.025,600.025,2704832160383.48,5e-15,0.025
0.075,3.7,17903.8625,849238275.7,57488952.45,50.125,849242854.425,0.05,591.4,7046909717862.65,5e-15,0.05
0.075,3.9,17292.2875,1318489440.075,89273800.05,50.075,1318485703.225,0.15,571.05,10767287050515.6,5e-15,0.15
0.075,4.1,16194.15,1739391640.975,117811981.45,50.05,1739399754.25,0.2,535.025,13448423058787.8,5e-15,0.2
0.075,4.3,17390.725,2116150330.1,143471095.225,50.075,2116144754,0.125,575.075,17714207814869.1,5e-15,0.125
0.075,4.5,17125.6875,2462456902.275,167043529,50.075,2462470476.3,0.175,566.325,20401058652084.2,5e-15,0.175
0.075,4.7,17100.6625,2763820121.5,187977272.825,50.225,2763830308.05,0.15,565.525,22916695685378.4,5e-15,0.15
0.075,4.9,16244.575,3061052555.4,208134951.975,50.175,3061056648.8,0.25,537.2,24150895187518.1,5e-15,0.25
0.075,5.1,16457.1375,3337598051.325,226806036.275,50.1,3337608592,0.25,544.4,26748314518620.7,5e-15,0.25
0.1,0.5,526.775,0,0,1,1.075,0,0,2641.575,5e-15,0
0.1,0.7,11052.05,52.625,0.85,1.15,51.65,0,3.45,577075.375,5e-15,0
0.1,1.5,1652.1875,0,0,37.75,0.975,0,17.9,25787774.35,5e-15,0
0.1,1.3,2359.5125,0,0,29.15,0.675,0,22.575,24425904.025,5e-15,0
0.1,1.7,1410.5625,0,0,42.9,1.15,0,15.075,31092773.6,5e-15,0
0.1,1.9,1245.75,0,0,47.675,0.85,0,14.475,38651420.95,5e-15,0
0.1,1.1,5355.4,8.3,0.1,16.475,9.75,0,29.9,17326280.95,5e-15,0
0.1,0.9,16002.2375,266.025,5.625,3.375,265.325,0,43.1,7852166.225,5e-15,0
0.1,2.1,1275.525,0,0,49.25,0.9,0,14.125,43511030.8,5e-15,0
0.1,2.3,1557.35,0,0,49.625,1.15,0,14.7,45857738.15,5e-15,0
0.1,2.5,2081.0375,0,0,49.9,1.075,0,16.925,63095657.225,5e-15,0
0.1,2.7,5402.925,1.45,0.075,50,2.775,0,20.025,80609911.8,5e-15,0
0.1,2.9,16734.15,63.175,4.15,50.075,63.35,0,29.825,119074327.025,5e-15,0
0.1,3.1,18250.5,165.975,9.6,50,163.775,0,52.175,220090496.5,5e-15,0
0.1,3.3,18250.5,921.125,60.8,50.025,920.1,0,230.225,1098219460.125,5e-15,0
0.1,3.5,18186.05,418631654.75,28073743,50.025,418625230.225,0.05,600.4,3314284410436.7,5e-15,0.05
0.1,3.7,17471.1625,925828401,62161918.075,50.05,925824340.825,0.15,576.85,7507374112294.75,5e-15,0.15
0.1,3.9,18250.5,1381747831.925,92875017.1,50.075,1381750171.15,0,603.125,11976357971895.9,5e-15,0
0.1,4.1,16674.5625,1799750324.675,121011512,50.05,1799744698.65,0.175,550.95,14339013732384.7,5e-15,0.175
0.1,4.3,15340.825,2178894683.025,146551859.4,50.025,2178880860.975,0.3,506.7,16045055192793.7,5e-15,0.3
0.1,4.5,15921.925,2511898480.825,169264463.025,50.125,2511895761.075,0.2,526.05,19300449571444.5,5e-15,0.2
0.1,4.7,15477.6,2816417385,190142174.2,50.225,2816420277.85,0.25,511.475,21095564636891.9,5e-15,0.25
0.1,4.9,15650.7875,3121612074.825,210414622.45,50.075,3121609194.175,0.275,517.525,23707360819712.2,5e-15,0.275
0.1,5.1,15028.4375,3383692768.025,228335951,50.125,3383688794.6,0.325,496.9,24744636714353.4,5e-15,0.325
0.125,0.5,390.5,0,0,1,0.975,0,0,1200.075,5e-15,0
0.125,0.7,9537.025,65.275,1.025,1.175,67.15,0,3.975,625585.5,5e-15,0
0.125,1.5,1593.225,0,0,37.775,0.925,0,16.45,24676519.125,5e-15,0
0.125,1.3,2377.725,0,0,29.675,0.9,0,21.425,23825629.575,5e-15,0
0.125,1.7,1319.4875,0,0,44.925,1.125,0,15.125,32466627.875,5e-15,0
0.125,1.9,1277.5625,0,0,47.625,1.15,0,14.175,37533813.275,5e-15,0
0.125,1.1,4801.8625,3.275,0.1,17.475,4.9,0,26.55,16585225.2,5e-15,0
0.125,0.9,17586.5625,191.225,3.975,5.2,193.875,0,48.85,10252048.25,5e-15,0
0.125,2.1,1332.5875,0,0,49.5,1.2,0,14.05,44745415.525,5e-15,0
0.125,2.3,1570.75,0,0,49.725,1.025,0,14.85,52563320,5e-15,0
0.125,2.5,2599.95,0,0,49.95,1.525,0,15.925,61106585.45,5e-15,0
0.125,2.7,7907.0875,8.275,0.575,50,10.225,0,20.925,88474702.75,5e-15,0
0.125,2.9,16501.55,68.9,3.85,50.025,68.1,0,31.425,126685708.25,5e-15,0
0.125,3.1,18250.5,180.575,11.175,50.05,184.6,0,57.625,234365251.2,5e-15,0
0.125,3.3,18250.5,2443.375,162.5,50.025,2450.75,0,409.95,2152593869.025,5e-15,0
0.125,3.5,17512.7375,485460333.3,32326483.075,50.05,485468793.075,0.075,578.2,3742522454731.42,5e-15,0.075
0.125,3.7,16943.6125,995785388.75,66347630.825,50.025,995796308.875,0.125,559.425,7843141755955.25,5e-15,0.125
0.125,3.9,16997.0375,1444989426.85,96412806.625,50.075,1444996671.975,0.125,561.25,11628907979693.6,5e-15,0.125
0.125,4.1,17288.85,1856916285.75,123983372.1,50.075,1856921398.275,0.125,571.5,15377435249368.6,5e-15,0.125
0.125,4.3,16982.95,2231022425.05,149056034,50.075,2231026834.95,0.15,561.4,18247733882436,5e-15,0.15
0.125,4.5,17115.0375,2569528816.325,171822712.05,50.1,2569532385.125,0.1,566.025,21277337383765.9,5e-15,0.1
0.125,4.7,15436.975,2876934881.075,192611200,50.15,2876921818.425,0.25,510.325,21493430346844.4,5e-15,0.25
0.125,4.9,15861.65,3174634919.525,212339125.15,50.05,3174643966.175,0.25,524.475,24460198291056.2,5e-15,0.25
0.125,5.1,14271.3,3438075830.225,230107559.125,50.05,3437961736.025,0.375,471.55,23815841512894.6,5e-15,0.375
0.15,0.5,501.325,0,0,1,1.025,0,0,1964.6,5e-15,0
0.15,0.7,16019.0125,153.525,2.4,1.3,156.65,0,9.375,1486530.125,5e-15,0
0.15,1.5,1528.425,0,0,39,1.05,0,16.675,26044462.925,5e-15,0
0.15,1.3,1900.75,0,0,31.225,1.175,0,20.725,24596314.975,5e-15,0
0.15,1.7,1315.3125,0,0,44.7,0.775,0,14.95,30225699,5e-15,0
0.15,1.9,1286.475,0,0,47.775,1.125,0,14.35,35810400.35,5e-15,0
0.15,1.1,3762.975,1.625,0.05,19.1,2.4,0,27.25,20052092.125,5e-15,0
0.15,0.9,17116.1375,111.55,2.15,6.575,113.25,0,46.325,10951149.35,5e-15,0
0.15,2.1,1314.0625,0,0,49.475,1.175,0,14.275,46313872.975,5e-15,0
0.15,2.3,1586.2125,0,0,49.875,1.225,0,14.675,48406115.7,5e-15,0
0.15,2.5,2368.1875,0,0,49.975,1.45,0,17.125,66381612.95,5e-15,0
0.15,2.7,8895.175,4.7,0.375,50.05,6.275,0,21.625,96059705.875,5e-15,0
0.15,2.9,17025.8,77.525,5.025,50.025,78.425,0,33.275,132854663.3,5e-15,0
0.15,3.1,18250.5,208.05,14.1,50,208.15,0,63.675,259053190.425,5e-15,0
0.15,3.3,18250.5,1792126.925,118258.25,50.075,1792472.45,0,571.55,16341054600.925,5e-15,0
0.15,3.5,17752.0875,538269258.075,35623151.05,50.175,538265234.45,0.075,586.225,4265655810329.58,5e-15,0.075
0.15,3.7,17209.8125,1049083980.8,69474563.825,50.125,1049084346.5,0.15,568.25,8417668428911.22,5e-15,0.15
0.15,3.9,16883.0625,1511372612.075,100064945.325,50.05,1511366391.775,0.15,557.575,12101954106703.4,5e-15,0.15
0.15,4.1,16873.725,1920142295.15,127213293.225,50.05,1920142711.625,0.175,557.65,15519845620959.7,5e-15,0.175
0.15,4.3,17063.5875,2288467475.55,151761716.85,50.075,2288490359.95,0.175,564.025,18844577663338.5,5e-15,0.175
0.15,4.5,16121.05,2616238254.175,173838953.025,50.175,2616237049.225,0.225,532.9,20407892744321.2,5e-15,0.225
0.15,4.7,17547.675,2932157941.55,194795313.775,50.125,2932160583.075,0.1,580.625,25009218500608.6,5e-15,0.1
0.15,4.9,15219.725,3207449220.875,213482451.2,50.225,3207441095.575,0.275,503.15,23659128664085.8,5e-15,0.275
0.15,5.1,15665.6125,3480425211.45,231433339.65,50.125,3480390901.3,0.225,518.125,26531325716566.9,5e-15,0.225
0.175,0.5,713.625,0,0,1,1.05,0,0,3642.625,5e-15,0
0.175,0.7,16025.3875,197.425,3.3,1.425,198.55,0,12.175,1802641.675,5e-15,0
0.175,1.5,1475.3375,0,0,39.925,1.5,0,16.225,26037988.475,5e-15,0
0.175,1.3,1850.2125,0,0,32.525,1.3,0,20.775,25384938.9,5e-15,0
0.175,1.7,1289.45,0,0,45.575,1.25,0,14.45,32552975.625,5e-15,0
0.175,1.9,1316.725,0,0,48.025,1.125,0,14.4,39829240.425,5e-15,0
0.175,1.1,3701.225,5.125,0.075,22.1,6.875,0,27.375,22089704.1,5e-15,0
0.175,0.9,14329.6,63.375,0.9,7.8,64.075,0,40.125,12114694.6,5e-15,0
0.175,2.1,1276.1125,0,0,49.625,0.75,0,14.625,50867205.5,5e-15,0
0.175,2.3,1751.925,0,0,49.9,1.15,0,15.175,57481997.4,5e-15,0
0.175,2.5,2726.975,0,0,50,1.4,0,17.15,67471620.1,5e-15,0
0.175,2.7,9267.45,9.35,0.7,50.025,9.95,0,23,97789331.375,5e-15,0
0.175,2.9,18250.5,97.95,5.825,50.025,99.175,0,35.425,152035074.975,5e-15,0
0.175,3.1,18250.5,250.95,15.925,50.025,248.9,0,70.375,274928560.9,5e-15,0
0.175,3.3,18137.1625,69739312,4568532.45,50.05,69740714.425,0.025,590.275,343309967670.3,5e-15,0.025
0.175,3.5,17560.725,619131040.075,40645765.55,50.1,619128433.525,0.1,579.9,4893510447263.4,5e-15,0.1
0.175,3.7,17171.0375,1112338638.25,73142440.075,50.15,1112332774.525,0.15,567.225,8934969815418.75,5e-15,0.15
0.175,3.9,16618.6625,1556506923.45,102476309.5,50.15,1556393128.45,0.15,549.1,12306734263777.3,5e-15,0.15
0.175,4.1,16459.7125,1980355507.8,130224089.775,50.05,1980359209.775,0.15,543.825,15608609546446.3,5e-15,0.15
0.175,4.3,16622.8875,2348823003.95,154544893.75,50.05,2348819605.975,0.2,549.6,18817238833044.8,5e-15,0.2
0.175,4.5,16654.1625,2676631194.525,176406260.475,50.125,2676640946.725,0.25,550.85,21565951810014.1,5e-15,0.25
0.175,4.7,17021.125,2979496686.45,196612600.225,50.175,2979491698.575,0.15,563.075,24637846907804.1,5e-15,0.15
0.175,4.9,15958.6375,3273075480.35,215765050.225,50.075,3273075333.7,0.225,527.825,25385247868227.9,5e-15,0.225
0.175,5.1,16155.875,3531723796.975,232997496.725,50.1,3531715034.525,0.2,534.525,27814288659334.7,5e-15,0.2
0.2,0.5,608.8,0,0,1,0.95,0,0,2959.55,5e-15,0
0.2,0.7,15886.625,268.775,4.275,1.4,271.525,0,16.15,2474812.25,5e-15,0
0.2,1.5,1396.475,0,0,41.65,1.075,0,16.075,30862026,5e-15,0
0.2,1.3,1738.5875,0,0,34.125,1.275,0,18.225,26194667.475,5e-15,0
0.2,1.7,1313.2125,0,0,45.85,1.4,0,14.25,33162545.25,5e-15,0
0.2,1.9,1271.5,0,0,48.475,1.125,0,13.9,39270624.9,5e-15,0
0.2,1.1,2862.0375,0,0,22.675,1,0,24.575,20699023.15,5e-15,0
0.2,0.9,12563.175,51.15,1.425,9.675,50.45,0,40.05,14047804.4,5e-15,0
0.2,2.1,1401.7875,0,0,49.65,1.5,0,14.45,44749932.8,5e-15,0
0.2,2.3,1769.275,0,0,49.975,1.05,0,15.425,56633129.3,5e-15,0
0.2,2.5,3166.85,0,0,50,1.25,0,17.075,67868425.275,5e-15,0
0.2,2.7,12346.375,19.3,1.25,50.05,21.625,0,24.025,100944844.7,5e-15,0
0.2,2.9,18250.5,111.3,7.35,50,109.275,0,37.075,147127839.925,5e-15,0
0.2,3.1,18250.5,261.125,17.325,50.05,267.45,0,82.3,331377246.025,5e-15,0
0.2,3.3,18241.0625,141812927.15,9220355.5,50.05,141814234.65,0.025,601.775,922778949722.75,5e-15,0.025
0.2,3.5,18162.7875,689511911.325,44926080.375,50.1,689510593.475,0.025,599.625,5709245336780.97,5e-15,0.025
0.2,3.7,17570.2375,1188958951.8,77513020.35,50.075,1188954044.925,0.1,580.35,9813580057333.7,5e-15,0.1
0.2,3.9,17919.2375,1637882488.575,106823614.775,50.05,1637877922.95,0.05,592.275,14011948989741.7,5e-15,0.05
0.2,4.1,16615.2625,2031515566.025,132727599.3,50.125,2031520646,0.175,548.9,16190558594116.7,5e-15,0.175
0.2,4.3,16212.3875,2397630477.45,156739217.45,50.125,2397627918.05,0.25,535.85,18754901208862.8,5e-15,0.25
0.2,4.5,16890.4,2728818553.325,178559655.825,50.15,2728834143.75,0.125,558.475,22321931591672.4,5e-15,0.125
0.2,4.7,16418.1375,3037101780.2,198761983.7,50.125,3037069753.825,0.25,542.975,24206767765784.2,5e-15,0.25
0.2,4.9,15992.95,3323578709.4,217449452.925,50.075,3323582223.125,0.325,529.125,25844797179763.2,5e-15,0.325
0.2,5.1,15166.8375,3582671194.65,234502562.825,50.075,3582666573.875,0.3,501.6,26436317716246.9,5e-15,0.3
0.225,0.5,1172.025,0,0,1.025,0.825,0,0.025,9184.35,5e-15,0
0.225,0.7,16450.45,324.05,5.125,1.7,327.575,0,21.075,3288440.175,5e-15,0
0.225,1.5,1379.2875,0,0,42.2,1.275,0,15.675,31609045.325,5e-15,0
0.225,1.3,1758.85,0,0,34.75,1,0,19.025,26189141.225,5e-15,0
0.225,1.7,1224.0625,0,0,47.575,1.3,0,14.55,39691972.925,5e-15,0
0.225,1.9,1246.325,0,0,48.8,1.075,0,14.2,40963384.35,5e-15,0
0.225,1.1,3444.625,1.775,0,24,2.75,0,24.35,21223167.05,5e-15,0
0.225,0.9,9665.9,23.2,0.35,10.65,23.9,0,36.375,14800614.975,5e-15,0
0.225,2.1,1392.2375,0,0,49.625,1.225,0,14.175,54214365.25,5e-15,0
0.225,2.3,1734.65,0,0,49.975,1.35,0,15.575,60994639.45,5e-15,0
0.225,2.5,3520.3625,0,0,49.975,1.35,0,18.275,75931594.15,5e-15,0
0.225,2.7,13827.125,29.675,2,50.05,31.9,0,25.1,106565093.825,5e-15,0
0.225,2.9,17922.5125,128.375,7.9,50.025,129.475,0,39.875,140148784.625,5e-15,0
0.225,3.1,18250.5,318.6,19.5,50.125,315.575,0,96.15,425960452.575,5e-15,0
0.225,3.3,18133.3,219966966.15,14195594.975,50.025,219965118.625,0.025,598.45,1563216773016.43,5e-15,0.025
0.225,3.5,18250.5,770398878.1,49771237.9,50.025,770398764.3,0,602.825,6454798197531.2,5e-15,0
0.225,3.7,18003.45,1262254457.35,81611405.075,50.025,1262251905.6,0.075,594.85,10730759748599.2,5e-15,0.075
0.225,3.9,17081.25,1691637073.8,109606168.7,50.125,1691630005.075,0.1,564.175,13768511847576,5e-15,0.1
0.225,4.1,16921.9375,2103783286.2,136216964.375,50.025,2103776070.55,0.15,559.175,17103538893278.4,5e-15,0.15
0.225,4.3,17735.625,2466554796.225,159800604.2,50.025,2466558452.35,0.1,586.475,21165718599174.9,5e-15,0.1
0.225,4.5,15039.725,2789204228.95,181002792.75,50.1,2789204242.5,0.325,496.825,20270895040589.6,5e-15,0.325
0.225,4.7,16617.1,3094640965.75,200864069.5,50.075,3094606452.8,0.175,549.725,24983649399602.6,5e-15,0.175
0.225,4.9,15839.55,3376504802.25,219167809.675,50.05,3376501850.05,0.25,523.875,26004238721359.8,5e-15,0.25
0.225,5.1,15481.0125,3633632207.6,235957179.425,50.05,3633641294.05,0.3,511.85,27393251196951.2,5e-15,0.3
0.25,0.5,1451.9625,0,0,1.025,0.95,0,0.125,15959.775,5e-15,0
0.25,0.7,15101.8375,343.225,4.75,2.075,342.575,0,24.5,3957204.8,5e-15,0
0.25,1.5,1422.1875,0,0,41.725,1.05,0,15.725,28468084.9,5e-15,0
0.25,1.3,1680.8375,0,0,35.7,1.025,0,17.825,25631277.25,5e-15,0
0.25,1.7,1268.7625,0,0,46.525,1.2,0,13.75,33869644.075,5e-15,0
0.25,1.9,1276.2875,0,0,48.3,1.45,0,13.9,39474102.575,5e-15,0
0.25,1.1,2628.425,0,0,26.2,1,0,23.025,22808792.225,5e-15,0
0.25,0.9,8034.375,27.375,0.425,12.125,27.8,0,32.15,14059655,5e-15,0
0.25,2.1,1478.35,0,0,49.575,1.025,0,14.4,49912136.775,5e-15,0
0.25,2.3,1966.4125,0,0,49.975,1,0,16.25,66991864.4,5e-15,0
0.25,2.5,3897.15,0,0,50.05,0.95,0,18.8,71982155.3,5e-15,0
0.25,2.7,14042.8625,39.525,2.075,50.05,41.075,0,26.925,111432109.725,5e-15,0
0.25,2.9,18250.5,136.15,7.325,50.025,136.325,0,43.1,174686627.9,5e-15,0
0.25,3.1,18250.5,425.7,28.4,50.05,418.025,0,116.975,546366345.8,5e-15,0
0.25,3.3,18250.5,290765860.125,18624602.25,50.05,290762503.15,0,602.45,2187477677812.05,5e-15,0
0.25,3.5,17308.325,830237690.675,53279259.95,50.1,830229198.425,0.125,571.6,6607556383496.45,5e-15,0.125
0.25,3.7,16856.75,1322189107.825,84894710.025,50.075,1322194362.875,0.15,556.75,10491420273500.4,5e-15,0.15
0.25,3.9,16786.6375,1754500613.475,112821879.925,50.075,1754347150.15,0.125,554.525,14095517972654.7,5e-15,0.125
0.25,4.1,17098.225,2154944663.425,138616289.35,50.1,2154942122.525,0.075,565.275,17713768085096,5e-15,0.075
0.25,4.3,17436.15,2509645132.5,161646024.65,50.15,2509635862.55,0.075,576.825,21172220129647.4,5e-15,0.075
0.25,4.5,16179.5625,2841396977.475,183045849.05,50.125,2841388807.125,0.3,535.025,22253068865382.1,5e-15,0.3
0.25,4.7,16519.975,3150504733.525,202839127.825,50.05,3150509128.6,0.15,546.25,25289029150787.7,5e-15,0.15
0.25,4.9,15975.5875,3429441834.175,220820926.3,50.025,3429432543.35,0.225,528.35,26660023731742.6,5e-15,0.225
0.25,5.1,16291.9375,3682170128.7,237282230.45,50.05,3682166252.7,0.175,539.175,29259511217127.4,5e-15,0.175
0.275,0.5,2821.825,1.125,0,1,2.35,0,0.475,48255.975,5e-15,0
0.275,0.7,16025.1375,385.15,6.2,2.55,387.85,0,39.75,6868135.15,5e-15,0
0.275,1.5,1318.875,0,0,43.675,1.25,0,15.2,30038653.65,5e-15,0
0.275,1.3,1657.875,0,0,35.1,1.525,0,18.6,24574095.675,5e-15,0
0.275,1.7,1249.1375,0,0,47.025,1.55,0,14.3,34207550.3,5e-15,0
0.275,1.9,1289,0,0,48.9,0.725,0,14.05,41825960.35,5e-15,0
0.275,1.1,2424.2375,0,0,27.725,0.775,0,22.625,23788107.1,5e-15,0
