"epsilon1","epsilon2","tfinal","G","R","Tc","V","mut","trans","Vtot","nu","cancer"
0.65,4.1,3680.375,3097990376.35,175228655.45,50.125,3097305155.925,1,118.775,4950100643030.15,5e-15,1
0.65,4.3,3043.8125,3422609386.3,193581994.35,50.2,3422578586.575,1,97.55,4418895644531.2,5e-15,1
0.65,4.5,2624.9625,3683585779.725,209130611.65,50.125,3681636040.575,1,83.75,4076636418375.33,5e-15,1
0.65,4.7,2228.3875,3990242155.275,225409339.075,50.05,3990068875.875,1,70.775,3664655039294.05,5e-15,1
0.65,4.9,2397.1625,4219707872.1,239018832,50.175,4219467177.2,1,76.425,4283174837424.9,5e-15,1
0.65,5.1,1816.925,4126030568.225,237574150.175,50.15,4118493572.9,1,57.075,3278532462576.7,5e-15,1
0.675,0.7,2499.75,0,0,26.875,0.85,0,21.9,22861983.075,5e-15,0
0.675,0.5,5887.45,3.775,0.05,14.2,4.8,0,32.375,19062296.825,5e-15,0
0.675,1.5,1224.05,0,0,49.025,1.175,0,13.75,44059580.35,5e-15,0
0.675,1.3,1246.9875,0,0,46.7,1.275,0,13.775,34081019.3,5e-15,0
0.675,1.1,1295.025,0,0,44.375,1.25,0,15.575,33896099.35,5e-15,0
0.675,1.7,1404.2,0,0,49.775,1.225,0,14.075,51967035.475,5e-15,0
0.675,1.9,1766.4,0,0,49.975,1.4,0,15.725,59099397.925,5e-15,0
0.675,0.9,1521.8875,0,0,38.55,1.15,0,18.5,29767043.25,5e-15,0
0.675,2.1,3349.5375,0,0,49.975,1.175,0,19.275,83597436.35,5e-15,0
0.675,2.3,13495.075,37.075,2,50.05,38.1,0,27.075,107212305.225,5e-15,0
0.675,2.5,18250.5,148.15,7.3,50.025,143.1,0,46.55,198393562.725,5e-15,0
0.675,2.7,18250.5,559.325,28.65,50.025,555.55,0,155.15,697595833.375,5e-15,0
0.675,2.9,12787.8875,404996277.875,22524711.775,50.025,404959456.325,0.55,420.7,2104964782565.68,5e-15,0.55
0.675,3.1,8058.2625,987325870.875,55050503.05,50.05,987123506.325,0.875,263.575,3460132964290.23,5e-15,0.875
0.675,3.3,5206.325,1516230988.125,84697136.35,50.025,1515727725.725,1,168.85,3346286330919.27,5e-15,1
0.675,3.5,4694.15,1970525196.025,110363382.4,50.2,1970124458.025,0.975,151.875,3996970924295.73,5e-15,0.975
0.675,3.7,3862.3875,2421935824.35,135634972.525,50.1,2421238363.425,1,124.325,3944227209005.02,5e-15,1
0.675,3.9,3407.7375,2809291948.925,157392879.225,50.075,2808402135.6,1,109.35,4048491730579.5,5e-15,1
0.675,4.1,2497.425,3180895016.15,177857739.025,50.075,3180851032,1,79.225,3174566377052.02,5e-15,1
0.675,4.3,2510.4,3425442067.5,192679165.8,50.15,3423938098.9,1,80,3579034036318.77,5e-15,1
0.675,4.5,2658.3875,3783132744.9,211661463.3,50.05,3783079598.675,1,84.675,4234188300778.6,5e-15,1
0.675,4.7,2020.525,3945686933.025,222788298.8,50.125,3942499000.9,1,63.8,3297834650680.8,5e-15,1
0.675,4.9,1980.3625,4228790926.125,238680452.675,50.225,4226435044.675,1,62.55,3432543793784.6,5e-15,1
0.675,5.1,1523.6125,4384406637.525,248703869.1,50.175,4379557214.55,1,47.475,2653064013507.17,5e-15,1
0.7,0.7,2096.75,0,0,27.675,1.075,0,21.15,21493945.525,5e-15,0
0.7,0.5,3874.6125,0,0,16.125,0.8,0,30.025,17628800.675,5e-15,0
0.7,1.5,1242.9,0,0,48.7,1.175,0,13.35,36536761.525,5e-15,0
0.7,1.3,1204.425,0,0,47.275,1.125,0,14.3,36383670.175,5e-15,0
0.7,1.1,1280.9625,0,0,45.35,1.45,0,15.35,36945520.25,5e-15,0
0.7,1.7,1350.5,0,0,49.825,0.95,0,14.275,51286043.175,5e-15,0
0.7,1.9,1892.35,0,0,50.025,0.8,0,15.575,61677484.575,5e-15,0
0.7,0.9,1478.9625,0,0,38.275,0.8,0,16.825,27869880.8,5e-15,0
0.7,2.1,3331.9875,0,0,50.05,1.025,0,18.8,82423085.6,5e-15,0
0.7,2.3,14993.225,45.65,2.55,50,45.675,0,28.45,115416312.675,5e-15,0
0.7,2.5,18250.5,168.05,8.6,50.05,166.575,0,51.2,218210217.3,5e-15,0
0.7,2.7,18250.5,863.25,47.275,50.025,868.75,0,226.575,1019968633.9,5e-15,0
0.7,2.9,11412.0375,482046409.8,26581760.2,50.025,481967849.25,0.6,375.15,2311782712786.85,5e-15,0.6
0.7,3.1,8046.325,1064679777.3,58837788.3,50.125,1064608956.55,0.9,263.275,3715755996269.65,5e-15,0.9
0.7,3.3,6538.175,1618569324,89510258.725,50.1,1618447721.75,0.925,213.175,4583176327363.75,5e-15,0.925
0.7,3.5,4610.3375,2064199380.275,114555942.9,50.175,2063739229.9,1,149.175,4013594775073.83,5e-15,1
0.7,3.7,3569.1375,2508009495.35,139006335.475,50.1,2507659624.925,1,114.825,3685606584591.48,5e-15,1
0.7,3.9,3108.2875,2870467917.825,159436077.325,50.075,2869541979.3,1,99.4,3707586450678.7,5e-15,1
0.7,4.1,2418.4875,3196549259.7,177734310.15,50.1,3195558777.125,1,76.6,3113720117865.75,5e-15,1
0.7,4.3,2829.4125,3505627042.825,195626519.525,50.2,3503960146.775,1,90.5,4213271509026.27,5e-15,1
0.7,4.5,2453.95,3804940151.55,211917234.525,50.075,3803286042.025,1,78.25,3904685572922.83,5e-15,1
0.7,4.7,2495.0125,4076998235.65,226790372.25,50.025,4075596928.05,1,79.725,4324637116762.38,5e-15,1
0.7,4.9,2271.5,4331517569.5,240606622.325,50.075,4331342341.025,1,72.225,4134496314071.3,5e-15,1
0.7,5.1,2394.2625,4538420643.325,252805485.7,50.2,4538132654.7,1,76.525,4660783516444.22,5e-15,1
0.725,0.7,1987.925,0,0,29.95,1.25,0,21.35,25212411.825,5e-15,0
0.725,0.5,3180.8625,0,0,18.275,1.15,0,28.675,21548930.825,5e-15,0
0.725,1.5,1260.25,0,0,49.475,1.3,0,14.05,45420365.9,5e-15,0
0.725,1.3,1201.9625,0,0,48.35,0.975,0,13.95,39213275.15,5e-15,0
0.725,1.1,1243.9125,0,0,45.325,0.825,0,15.075,34772053.125,5e-15,0
0.725,1.7,1403.3,0,0,49.9,1.175,0,14.225,50679379.775,5e-15,0
0.725,1.9,1951.2875,0,0,50,1.25,0,16.55,69658257.65,5e-15,0
0.725,0.9,1505,0,0,38.15,1,0,16.975,26962335.975,5e-15,0
0.725,2.1,4420.125,0,0,50,1.125,0,20.2,79091888,5e-15,0
0.725,2.3,16947.2875,66.95,3.375,50.05,66.5,0,30.45,128086666.85,5e-15,0
0.725,2.5,18250.5,185.45,8.95,50.05,183.05,0,55.65,234714284.675,5e-15,0
0.725,2.7,18250.5,2437.675,131.425,50.025,2421.95,0,406.8,2243055856.35,5e-15,0
0.725,2.9,12738.3375,574332302.7,31384891.875,50.075,574306196.5,0.625,419.25,3091082805346.02,5e-15,0.625
0.725,3.1,7180.125,1121702924.525,61472683.975,50.075,1121483624.925,0.925,234.425,3517596908330.98,5e-15,0.925
0.725,3.3,6066.5375,1702027698.575,93195792.9,50.05,1701929706.775,0.975,197.375,4402661013077.22,5e-15,0.975
0.725,3.5,3698.4125,2122541044.35,116633436.925,50.125,2122125877.5,1,118.7,3239474799149.85,5e-15,1
0.725,3.7,3106.8375,2516726263.45,138507080.325,50.15,2516145283.45,1,99.25,3221351187883.5,5e-15,1
0.725,3.9,3256.5,2952156089.225,162249951.6,50.075,2951692659.5,1,104.275,4024764514475.12,5e-15,1
0.725,4.1,2559.425,3295404729.05,181154688.425,50.1,3295211110.35,1,81.3,3423679445016.25,5e-15,1
0.725,4.3,3060.6,3564219660.275,197064961,50.15,3562319997.825,1,98.1,4712151412816.6,5e-15,1
0.725,4.5,2593.675,3863752170.25,213291070.65,50.15,3862576021.825,1,82.6,4235645175739.2,5e-15,1
0.725,4.7,2453.2875,4116677190.025,227557707.8,50.1,4114580815.45,1,78.1,4284943672111.88,5e-15,1
0.725,4.9,2297.5625,4368972232.825,241075911.875,50.2,4368769846.025,1,73.05,4236719283800.85,5e-15,1
0.725,5.1,1795.6,4500242374.7,250419546.8,50.1,4495279800.35,1,56.575,3350347922336.27,5e-15,1
0.75,0.7,1823.9125,0,0,31.575,0.725,0,19.8,25565972.225,5e-15,0
0.75,0.5,2943.3125,0,0,19.45,1.1,0,27,20215527,5e-15,0
0.75,1.5,1234.1,0,0,49.575,1.5,0,14.2,49608915.975,5e-15,0
0.75,1.3,1222.7625,0,0,47.65,0.875,0,13.775,37524380.85,5e-15,0
0.75,1.1,1279.4375,0,0,45.275,1.125,0,14.925,33786143.425,5e-15,0
0.75,1.7,1389.05,0,0,49.675,1.05,0,14.425,51095200.875,5e-15,0
0.75,1.9,1943.4875,0,0,50,1.3,0,16.75,62731881.825,5e-15,0
0.75,0.9,1417.5125,0,0,39.6,1.075,0,16.375,27042923.6,5e-15,0
0.75,2.1,4382.9625,0,0,50.075,1.05,0,20.625,92214689.975,5e-15,0
0.75,2.3,17902.3375,82.275,4,50.025,82.95,0,32.75,144664808.775,5e-15,0
0.75,2.5,18250.5,198.225,11.075,50.1,198.825,0,61.775,271882291.05,5e-15,0
0.75,2.7,18250.5,1763231.725,95240.425,50.05,1762723.025,0,580.825,16064720012.425,5e-15,0
0.75,2.9,10535.7375,651624550.05,35294063.05,50.05,651543802.05,0.775,345.8,2903065020174.5,5e-15,0.775
0.75,3.1,7405.7125,1175029673.075,63771381.8,50.075,1174887681.7,0.925,242.125,3962942420481.7,5e-15,0.925
0.75,3.3,5468.4625,1739710384.675,94642487.975,50.025,1739065125.675,0.975,177.7,4122484074805.77,5e-15,0.975
0.75,3.5,4484.1,2144780280.75,117002611.325,50.125,2143906080.7,0.975,144.925,4232952807765.58,5e-15,0.975
0.75,3.7,3619.3,2630477875.75,143410119.75,50.15,2629968389.55,1,116.15,3993786969620.58,5e-15,1
0.75,3.9,3741.8375,2936941967.675,160412874.875,50.125,2935857611.425,1,120.7,4827933932286.53,5e-15,1
0.75,4.1,3586.5625,3351841668.275,182705623.4,50.125,3351607631.075,1,115.45,5204196393558.67,5e-15,1
0.75,4.3,2506,3619237476.475,198104079.175,50.05,3617077251.5,1,79.8,3788894939794.48,5e-15,1
0.75,4.5,2228.625,3942567130.425,214927750.45,50.1,3942567609.475,1,70.7,3589779860297.1,5e-15,1
0.75,4.7,2288.825,4164793215.35,227961542.025,50.075,4162996857.575,1,72.4,4012854434376.12,5e-15,1
0.75,4.9,2116.775,4268899848.675,234533055.825,50.1,4265699149.4,1,67.075,3910152001869.15,5e-15,1
0.75,5.1,2249.25,4419706483.625,242492792.975,50.2,4418340974.9,1,71.6,4448246207220.38,5e-15,1
0.775,0.7,1757.65,0,0,33.175,1.1,0,19.65,25775545.825,5e-15,0
0.775,0.5,3155.4125,0,0,20.1,0.85,0,25.975,19033500.025,5e-15,0
0.775,1.5,1226.825,0,0,49.425,1.2,0,13.7,47627013.65,5e-15,0
0.775,1.3,1182.15,0,0,48.25,0.925,0,13.575,40516828.7,5e-15,0
0.775,1.1,1211.95,0,0,46.2,1.2,0,14.55,35259540.375,5e-15,0
0.775,1.7,1422.9625,0,0,49.975,1.175,0,15.125,57287633.125,5e-15,0
0.775,1.9,2167.2125,0,0,50.025,1.15,0,16.675,64543761.325,5e-15,0
0.775,0.9,1384.9875,0,0,41.55,1.275,0,16.375,30814809.75,5e-15,0
0.775,2.1,5663.5875,0,0,50.075,1.275,0,22.05,103486334.625,5e-15,0
0.775,2.3,18250.5,85.525,4.1,50.1,88.575,0,34.15,144048704.925,5e-15,0
0.775,2.5,18250.5,235.575,11.125,50,237.3,0,71.925,329694346.15,5e-15,0
0.775,2.7,17557.3875,83888092.5,4490242.325,50.025,83885530.35,0.075,573.9,391508118602.275,5e-15,0.075
0.775,2.9,10893.55,738926278.85,39631710.95,50.025,738880639.8,0.85,357.875,3492580608792.77,5e-15,0.85
0.775,3.1,6263.825,1275554396.25,68612062.675,50,1275191602.125,0.975,203.725,3498610291416.98,5e-15,0.975
0.775,3.3,4653.25,1809420023.525,97543861.875,50.1,1809006425.15,1,150.35,3529364167490.98,5e-15,1
0.775,3.5,3825.05,2270806313.025,122518490.975,50.025,2270006620.5,1,123.15,3637684485331.23,5e-15,1
0.775,3.7,3280.6625,2639295435.625,143164705.775,50.175,2637807240.425,1,105,3637307341092.17,5e-15,1
0.775,3.9,3596.4375,3088658003.4,166490515,50.05,3088466216.075,1,115.9,4747385335748.72,5e-15,1
0.775,4.1,2435.925,3357517666.075,181892050.3,50.075,3355956554.875,1,77.25,3356027652875.75,5e-15,1
0.775,4.3,3211.25,3670120846.325,199354399.9,50.125,3667877417.3,1,103.3,5155763490052.65,5e-15,1
0.775,4.5,2207.8625,3958008330.7,215129438.45,50.25,3956472089.05,1,70.125,3600192303142.73,5e-15,1
0.775,4.7,2185.325,4091120477.55,224005681.125,50.15,4085801519.425,1,69.275,3846085880653.38,5e-15,1
0.775,4.9,2296.475,4472291216.6,242251804.625,50.2,4472304035.5,1,72.975,4343260612420.85,5e-15,1
0.775,5.1,1917.4,4647763310.8,253113249.7,50.075,4644020090.075,1,60.6,3724661964295.38,5e-15,1
0.8,0.7,1694.35,0,0,33.475,0.875,0,19.125,25570440.35,5e-15,0
0.8,0.5,2501.5125,0,0,23.6,1.3,0,25.5,22959933.925,5e-15,0
0.8,1.5,1273.4625,0,0,49.6,1.2,0,14.15,48164289.525,5e-15,0
0.8,1.3,1172.325,0,0,48.575,1.075,0,13.8,42991064.725,5e-15,0
0.8,1.1,1225.425,0,0,45.725,1.075,0,14.425,33496474.95,5e-15,0
0.8,1.7,1523.95,0,0,49.95,1.175,0,15.25,55430005.175,5e-15,0
0.8,1.9,2068.3,0,0,50,1.025,0,17.5,69481401.525,5e-15,0
0.8,0.9,1367.45,0,0,41,0.975,0,16.025,29288867.4,5e-15,0
0.8,2.1,6226.075,3.525,0.125,50,4.625,0,21.475,83622083.725,5e-15,0
0.8,2.3,17965.825,89.3,4.975,50.05,87.425,0,36.4,150046838,5e-15,0
0.8,2.5,18250.5,264.825,14.475,50.125,262.8,0,78.3,332295436.925,5e-15,0
0.8,2.7,16340.525,174935408.125,9278287.4,50,174928636.3,0.225,538.95,1011311490471.68,5e-15,0.225
0.8,2.9,8537.925,834013502.8,44326899.45,50.05,833986910.8,0.85,279.2,2911266757168.88,5e-15,0.85
0.8,3.1,6123.2375,1342882371.7,71542363.5,50.025,1342608500.1,1,199.4,3624930935391.73,5e-15,1
0.8,3.3,5426.025,1917855277.85,102281435.825,50.1,1917719745.025,0.975,176.375,4432612983360.95,5e-15,0.975
0.8,3.5,3706.6875,2340381447.175,125313835.875,50.025,2339131541.725,0.975,119.175,3615720622671.35,5e-15,0.975
0.8,3.7,3191.7,2749624800.8,147261149.675,50.075,2748589158.425,1,102.275,3624680970791.8,5e-15,1
0.8,3.9,3309.0875,3115712784.225,166995457.05,50.125,3114828565.075,1,106.025,4390608638117.4,5e-15,1
0.8,4.1,2816.55,3433961160.375,184328861.125,50,3431825228.025,1,90.15,4099108627873.9,5e-15,1
0.8,4.3,2544.5125,3766188037.9,201873042.175,50.15,3765744984.125,1,80.975,3982663191998.83,5e-15,1
0.8,4.5,2588.575,4002946019.425,215586122.175,50.1,4000206582.425,1,82.8,4434411465321.42,5e-15,1
0.8,4.7,2030.8875,4216072777.975,226776314.3,50.15,4214625427.85,1,64,3571084906722.92,5e-15,1
0.8,4.9,2101.4125,4334492439.65,234745264.55,50.15,4330143489.9,1,66.5,3965977740439.08,5e-15,1
0.8,5.1,1767.3625,4707546532,253869063.95,50.225,4705522332.5,1,55.6,3403346855831.23,5e-15,1
0.825,0.7,1656.4625,0,0,34.45,1.425,0,18.525,26622360.425,5e-15,0
0.825,0.5,2488.875,0,0,24.525,1.45,0,23.1,21518353.7,5e-15,0
0.825,1.5,1303.525,0,0,49.5,0.875,0,13.975,48506627.65,5e-15,0
0.825,1.3,1191.125,0,0,48.525,0.775,0,14.05,41475110.15,5e-15,0
0.825,1.1,1210.8875,0,0,46.25,1.275,0,14.55,34832957.075,5e-15,0
0.825,1.7,1501.9375,0,0,49.975,1.025,0,15.325,62392970.625,5e-15,0
0.825,1.9,2155.05,0,0,49.975,0.975,0,17.175,70854091.85,5e-15,0
0.825,0.9,1359.525,0,0,42.225,1.425,0,16.075,31469609.45,5e-15,0
0.825,2.1,8228.5375,7.45,0.3,50.025,8.125,0,22.95,103395281.175,5e-15,0
0.825,2.3,18250.5,116.925,6.4,50,115.175,0,39.4,163188947.875,5e-15,0
0.825,2.5,18250.5,328.15,17.575,50.125,331.125,0,93.975,410889092.45,5e-15,0
0.825,2.7,16045.35,256866222.575,13503890.925,50.05,256853807.1,0.3,528.975,1574465820615.82,5e-15,0.3
0.825,2.9,8098.475,888132079,46846162.475,50.05,887962113.425,0.875,264.925,3044289644893.08,5e-15,0.875
0.825,3.1,6039.5125,1476713713.375,77969287,50.075,1476463788.75,0.9,196.55,3763397638748.6,5e-15,0.9
0.825,3.3,4745.5625,1959648328.025,103745506.075,50.125,1959229499.225,1,153.55,3925753233406.92,5e-15,1
0.825,3.5,4843.95,2454214240.625,129620654.05,50.05,2454163643.725,0.975,157.15,5120857338348.42,5e-15,0.975
0.825,3.7,2928.5875,2811573355.7,149272572.925,50.05,2810227586.5,1,93.2,3371592503023.12,5e-15,1
0.825,3.9,2544.2375,3108471439.775,165259560.075,50.175,3107366988.5,1,80.625,3269018950377.83,5e-15,1
0.825,4.1,2795.1875,3441293535.125,183351380.95,50.075,3439069540.375,1,89.325,4111421438234.58,5e-15,1
0.825,4.3,2335.55,3826944570.8,203141256.3,50.15,3826686079.6,1,74.15,3661864426542.8,5e-15,1
0.825,4.5,3263.775,4111031535.325,217880874.6,50.05,4110881077.8,1,105.1,5903447506842.9,5e-15,1
0.825,4.7,1941.6875,4251261731.35,228530367.3,50.2,4246076564.4,1,61.4,3402157667782.48,5e-15,1
0.825,4.9,2134.5125,4444176556.275,237929706.35,50.075,4439866373.1,1,67.95,4092427823072.73,5e-15,1
0.825,5.1,1847.4875,4763872935.1,254108546.6,50.125,4761781071.125,1,58.25,3637926862139.4,5e-15,1
0.85,0.7,1601.1875,0,0,35.7,1.125,0,18.25,25732361.075,5e-15,0
0.85,0.5,2213.5875,0,0,24.75,0.95,0,22.575,21282381.725,5e-15,0
0.85,1.5,1233.7125,0,0,49.85,1.125,0,14.2,49790936.15,5e-15,0
0.85,1.3,1198.925,0,0,49.2,1.2,0,13.75,41432700.15,5e-15,0
0.85,1.1,1228.125,0,0,45.8,1.175,0,13.775,33084732.3,5e-15,0
0.85,1.7,1574.4875,0,0,49.95,1.525,0,15.575,63048099,5e-15,0
0.85,1.9,2519.325,0,0,50.075,0.9,0,18.2,76660336.55,5e-15,0
0.85,0.9,1279.525,0,0,43.7,0.95,0,15.075,33167274.75,5e-15,0
0.85,2.1,11269.9625,16.3,0.325,50.025,17.275,0,24.55,104865972.9,5e-15,0
0.85,2.3,18250.5,118,6.825,50.025,120.375,0,43.225,180727025.2,5e-15,0
0.85,2.5,18250.5,400.675,20.3,50.075,400.275,0,117.675,533906557.35,5e-15,0
0.85,2.7,14638.5375,347019112.25,18076481.375,50.075,347012980.875,0.5,482.2,1969738776369.5,5e-15,0.5
0.85,2.9,7942.725,1004481588.2,52400190.05,50.05,1004450902.525,0.9,259.725,3285418268804.98,5e-15,0.9
0.85,3.1,6355.625,1568268918.625,81952873.425,50.025,1568060312.725,0.925,207.075,4263413307455.52,5e-15,0.925
0.85,3.3,4579.6375,2052726407.25,107406159.85,50.05,2052450660.05,0.975,147.95,3976791563685.8,5e-15,0.975
0.85,3.5,3351.2875,2397859892.225,126491302.675,50.05,2395737990.3,1,107.275,3408744611764.5,5e-15,1
0.85,3.7,3659.5,2914735962.35,152805498.55,50.075,2914468835.4,1,117.875,4533933905776.42,5e-15,1
0.85,3.9,2013.0125,3111764418.4,164247297.325,50.05,3109448289.125,1,63.175,2487067115177.42,5e-15,1
0.85,4.1,2430.55,3564996747,188034046.925,50.225,3563905005,1,77.125,3542501957239.12,5e-15,1
0.85,4.3,2933.425,3850365018.525,202793791.925,50.05,3848792226.225,1,94.125,4900076606699.3,5e-15,1
0.85,4.5,2865.55,4016272202.225,212333060.225,50.075,4013653833.45,1,91.875,5152394645691.62,5e-15,1
0.85,4.7,2293.35,4367666773.9,230839985.8,50.15,4365541832.9,1,73,4241607290121.95,5e-15,1
0.85,4.9,1860.025,4438960198.65,237801130.15,50.15,4430962114.15,1,58.675,3507928330304.35,5e-15,1
0.85,5.1,1896.9125,4832377251.575,254695413.175,50.2,4832354805.525,1.025,59.875,3783542385793.65,5e-15,1
0.875,0.7,1499.375,0,0,37.425,1.025,0,17.05,26567347,5e-15,0
0.875,0.5,2094.55,0,0,27.95,0.775,0,23.05,24810685.95,5e-15,0
0.875,1.5,1392.4625,0,0,49.65,1.45,0,14.625,49723941.675,5e-15,0
0.875,1.3,1237.1,0,0,49.125,1.175,0,13.425,46653563.45,5e-15,0
0.875,1.1,1211.0625,0,0,46.95,1.025,0,14.85,35135918.25,5e-15,0
0.875,1.7,1677.6875,0,0,49.975,1.025,0,16.05,61489291.3,5e-15,0
0.875,1.9,2841.55,0,0,50,1.375,0,18.2,79375136.825,5e-15,0
0.875,0.9,1299.8125,0,0,43.45,0.975,0,15.125,32571289.875,5e-15,0
0.875,2.1,13308.8,31.075,1.85,50.025,31.35,0,26.15,110654092.625,5e-15,0
0.875,2.3,18250.5,132.425,6.6,50.125,133.275,0,45.625,207215143.525,5e-15,0
0.875,2.5,18250.5,572.925,29.575,50.075,574.5,0,151.875,714114373.375,5e-15,0
0.875,2.7,12262.35,427343884.275,22051511.6,50.025,427310168.875,0.625,403.425,2153395919054.07,5e-15,0.625
0.875,2.9,7849.325,1073984117.375,55571076.9,50.15,1073963303.225,0.875,256.625,3483890095340.98,5e-15,0.875
0.875,3.1,5622.3375,1606391439.9,83373400.925,50.15,1606054010.075,0.975,182.725,3841030766998.62,5e-15,0.975
0.875,3.3,4679.0125,2144258870.925,111152371.05,50.075,2144084534.775,1,151.45,4225117667678.62,5e-15,1
0.875,3.5,4007.325,2539134088.875,132279922.775,50.2,2538490964.6,0.95,129.025,4332400828161.2,5e-15,0.95
0.875,3.7,2146.1625,2872905769.25,150848045.25,50.075,2869395937.5,1,67.5,2373079545528.33,5e-15,1
0.875,3.9,3123.4,3243205122.225,170051874.05,50.05,3239744853.925,0.975,100.225,4396542616776.45,5e-15,0.975
0.875,4.1,2950.25,3563780911.175,185980541.475,50.125,3562581536.325,1,94.475,4560287757592.2,5e-15,1
0.875,4.3,2491.55,3890213657.7,203993835.4,50.3,3888349979.175,1,79.5,4083300256345.1,5e-15,1
0.875,4.5,2195.2875,4206951671.375,219264315.525,50.075,4206053043.95,1,69.675,3815867756268.25,5e-15,1
0.875,4.7,2139.075,4378756404.55,229825894.7,50.125,4375213988.1,1,67.725,3959198471389.9,5e-15,1
0.875,4.9,1848.7625,4621743486.85,243260821.05,50.2,4617382801.475,1,58.175,3527279061814.48,5e-15,1
0.875,5.1,1893.7375,4471961094.95,238740322,50.4,4463770509.675,1,59.85,3828416537615.45,5e-15,1
0.9,0.7,1461.3625,0,0,38.95,1.075,0,16.575,29447700.075,5e-15,0
0.9,0.5,1963.4875,0,0,30.825,1.1,0,21.475,26248469.275,5e-15,0
0.9,1.5,1334.15,0,0,49.725,0.725,0,14.825,49842480.475,5e-15,0
0.9,1.3,1209.5,0,0,49.275,1.1,0,13.825,45353064.275,5e-15,0
0.9,1.1,1193.025,0,0,47.375,0.65,0,13.875,37353994.275,5e-15,0
0.9,1.7,1665.4375,0,0,49.975,1.175,0,15.575,65495690.3,5e-15,0
0.9,1.9,2911.6,0,0,50.075,1.075,0,18.725,89969800.55,5e-15,0
0.9,0.9,1235.0375,0,0,44.725,1.275,0,15,33546800.575,5e-15,0
0.9,2.1,12901.1,30.425,1.675,50.025,31.475,0,28.125,123100986.4,5e-15,0
0.9,2.3,18250.5,152.8,6.725,50.025,149.95,0,52.075,232656687.475,5e-15,0
0.9,2.5,18250.5,799.925,42.025,50.075,805.375,0,216.75,995497949.6,5e-15,0
0.9,2.7,10859.5875,499857148.925,25593317.6,50.125,499804094.025,0.85,356.85,2199565131956.7,5e-15,0.85
0.9,2.9,6510.15,1099007992.8,56452078.525,50.15,1098770657.875,0.925,211.9,3067405917959.1,5e-15,0.925
0.9,3.1,5806.8,1704986157.5,87579399.625,50.05,1704503180.875,1,188.875,4274229458989.67,5e-15,1
0.9,3.3,4169.35,2207007905.3,113481628.8,50.1,2206624214.325,1,134.675,3825521638034.65,5e-15,1
0.9,3.5,2772.425,2635700389.225,135685649.075,50.025,2634784037.775,1,88.175,2875275940969.98,5e-15,1
0.9,3.7,3115.6125,2908980209.35,151209718.375,50.2,2906349228.325,1,99.85,3882937521616.62,5e-15,1
0.9,3.9,2319.85,3305439297.475,171231845.675,50.175,3303696329.425,1,73.2,3104485554036.52,5e-15,1
0.9,4.1,2717.0125,3670704435.9,189957737.35,50.05,3668418089.1,0.975,86.775,4230899121951.8,5e-15,0.975
0.9,4.3,2080.9875,3869049199.15,200169816.125,50.025,3866846792.175,1,65.675,3354992083896.95,5e-15,1
0.9,4.5,1741.0625,3980082882.675,208757455.525,50.2,3974020869.975,1,54.35,2890687524900.67,5e-15,1
0.9,4.7,2148.925,4417636113.15,228608319,50.125,4416447761.2,1,68.125,4028283998269.98,5e-15,1
0.9,4.9,1858.825,4716525456.125,244183190.65,50.225,4715927803.775,1,58.575,3582939237448.7,5e-15,1
0.9,5.1,2103.8625,4800510638.3,248621814.725,50.2,4799795004.025,1,66.825,4389970212683.6,5e-15,1
0.925,0.7,1425.675,0,0,39.3,1.3,0,16.95,28526700.65,5e-15,0
0.925,0.5,1922.3625,0,0,29.875,0.9,0,20.725,23803428.925,5e-15,0
0.925,1.5,1339.5375,0,0,49.825,1.125,0,14.225,52838828.35,5e-15,0
0.925,1.3,1213.475,0,0,49.525,1.125,0,13.675,46612830.85,5e-15,0
0.925,1.1,1202.9,0,0,47.9,1.05,0,13.925,39310081.475,5e-15,0
0.925,1.7,1770.4375,0,0,49.95,0.975,0,16.45,66196890.675,5e-15,0
0.925,1.9,3225.0875,0,0,50.025,1.075,0,19.5,85197229.5,5e-15,0
0.925,0.9,1263.475,0,0,43.95,0.9,0,14.625,34196702.05,5e-15,0
0.925,2.1,16290.225,50.15,2.325,50,51.025,0,30.75,129619474.5,5e-15,0
0.925,2.3,18250.5,162.7,7.4,50,162.65,0,56.75,236521526,5e-15,0
0.925,2.5,18250.5,2110.15,107.975,50.075,2108.05,0,385.65,2009206535.375,5e-15,0
0.925,2.7,12353.125,618007678.85,31294950.775,50.05,617958255.975,0.675,406.325,3184608601909.42,5e-15,0.675
0.925,2.9,7098.1625,1219727011.775,61969789.825,50.075,1219483067.025,0.925,231.725,3694876311319.08,5e-15,0.925
0.925,3.1,4570.825,1814132042.35,92062472.975,50.05,1814083956.525,0.975,147.75,3360695597257.73,5e-15,0.975
0.925,3.3,3021.65,2231772260.65,113994483.65,50.125,2230819490.875,1,96.275,2643809257950.5,5e-15,1
0.925,3.5,3649.375,2661540345.1,135659075.95,50.025,2660698309.175,1,117.325,4160733660249.12,5e-15,1
0.925,3.7,2951.2625,3104377180.15,158376059.325,50.125,3103956485.95,1,94.2,3754752670647.38,5e-15,1
0.925,3.9,2915.6375,3463113592.25,176556252,50.075,3462809071.775,1,93.175,4216823523644.35,5e-15,1
0.925,4.1,2557.4,3562060573.45,185134360.15,50.05,3554926179.925,1,81.5,3997411395129.3,5e-15,1
