"epsilon1","epsilon2","tfinal","G","R","P","Tc","V","C","mut","div","trans","Vtot","nu","numGclasses","cancer"
0,0.75,1349.345,0,0,0,40.45,0.22,0,0,635275.08,7.71,3226227.88,5e-17,1,0
0,1.25,1146.015,0,0,0,49.05,0.24,0,0,1780512.73,6.34,3242309.88,5e-17,1,0
0,1.75,1550.915,0,0,0,50,0.24,0,0,4448177.95,7.51,4108105.62,5e-17,1,0
0,2.25,7189.205,0.77,0.06,0,50.02,0.4,0,0,14882880.89,15.67,8214743.76,5e-17,1,0
0,2.75,16859.01,798590981.94,40388096.79,8740369.84,50.1,34961381.87,0,0.27,609434584630.16,553.05,263089828997.42,5e-17,1,0.27
0,3.25,14165.045,2216323058.03,112117877.65,24253159.19,50.08,97011270.15,0,0.64,1504281940891.24,465.18,648459594637.02,5e-17,1,0.64
0,3.75,13025.56,3253532350.76,164613493.38,35602631.35,50.08,142412004.26,0,0.71,2061157445637.93,427.92,889768759744.62,5e-17,1,0.71
0,4.25,11450.02,4039785205.86,204637335.61,44156651.23,50.14,176625827.76,0,0.83,2260035321544.82,376.18,970565036374.79,5e-17,1,0.83
0,4.75,11471.645,4668991656.24,236445432.32,51049914.97,50.12,204201971.91,0,0.82,2632840151013.64,377.19,1132179069168.6,5e-17,1,0.82
0,0.5,1839.425,0,0,0,30.78,0.37,0,0,322724.6,9.82,3684617.39,5e-17,1,0
0,1,1171.075,0,0,0,46.46,0.52,0,0,1101762.13,6.63,3136594.2,5e-17,1,0
0,1.5,1258.15,0,0,0,49.81,0.18,0,0,2685214.83,6.33,3387761.15,5e-17,1,0
0,2,2319.415,0,0,0,50,0.43,0,0,7502013.03,9.76,5277186.83,5e-17,1,0
0,2.5,18250.5,443.72,21.44,4.86,50.03,18.97,0,0,194301772.79,154.89,86123971.41,5e-17,1,0
0,3,15324.055,1568163341.93,79319492.07,17161370.69,50.08,68645651.63,0,0.47,1134547682579.37,503.02,489358432486.94,5e-17,1,0.47
0,3.5,13428.895,2771966222.17,140242750.61,30333173.19,50.08,121333132.28,0,0.7,1800220988330.19,441.06,776887337115.98,5e-17,1,0.7
0,4,12856.915,3672478014.24,185886262.31,40170193.26,50.1,160682518.75,0,0.76,2306666169321.13,422.51,993967855982.68,5e-17,1,0.76
0,4.5,12149.865,4369630668.84,221407280.77,47748776.96,50.15,190993889.62,0,0.81,2608978321719.63,399.64,1121017979509.59,5e-17,1,0.81
0,5,10731.045,4930414973.39,249934737.99,53855169.71,50.17,215419442.85,0,0.89,2604015338491.76,352.77,1119020007339.31,5e-17,1,0.89
0.05,0.75,1411.17,0,0,0,38.32,0.13,0,0,573479.6,7.81,3117019.67,5e-17,1,0
0.05,1.25,1145.965,0,0,0,48.75,0.22,0,0,1743102.3,6.55,3316859.69,5e-17,1,0
0.05,1.75,1440.425,0,0,0,49.98,0.19,0,0,3952113.1,7,3761591.63,5e-17,1,0
0.05,2.25,4561.795,0,0,0,50.04,0.09,0,0,13578030.32,13.75,7680300.56,5e-17,1,0
0.05,2.75,16462.875,622156383.43,32073396.8,6811684.67,50.07,27246491.28,0,0.29,461213345661.43,539.61,195439493145.91,5e-17,1,0.29
0.05,3.25,14778.98,2062592193.63,106396222.73,22572658.09,50.08,90290003.07,0,0.49,1490665958354.11,485.34,630968948219.37,5e-17,1,0.49
0.05,3.75,12827.045,3113620474.36,160797140.18,34038538.16,50.13,136152799.61,0,0.72,1976520088313.3,421.32,833223599953.87,5e-17,1,0.72
0.05,4.25,11900.78,3925728991.42,202679671.11,42931160.28,50.11,171723203.65,0,0.77,2329013686617.07,390.85,983557208656.24,5e-17,1,0.77
0.05,4.75,11328.06,4557458372.37,235622482.56,49772475.7,50.18,199087280.83,0,0.82,2588417670607.03,372.42,1089109140276.61,5e-17,1,0.82
0.05,0.5,2025.32,0,0,0,27.5,0.53,0,0,286645.71,10.57,3642584.86,5e-17,1,0
0.05,1,1205,0,0,0,45.62,0.27,0,0,1096172.8,6.88,3286016.1,5e-17,1,0
0.05,1.5,1199.615,0,0,0,49.77,0.14,0,0,2705105.37,6.84,3531848.42,5e-17,1,0
0.05,2,2148.04,0,0,0,50,0.26,0,0,6482624.91,8.6,4683756.92,5e-17,1,0
0.05,2.5,16937.29,49.35,2.53,0.41,50.09,1.87,0,0,60955850.13,52.09,27627026.19,5e-17,1,0
0.05,3,16275.87,1406609393.41,72516403.87,15401710.77,50.05,61604626.74,0,0.37,1101977854303.53,534.48,466971634557.82,5e-17,1,0.37
0.05,3.5,14264.835,2634902728.71,135839838.74,28853721.9,50.04,115415783.91,0,0.62,1852488107081.43,468.74,784323989599.03,5e-17,1,0.62
0.05,4,12188.85,3543792174.94,183020747.42,38739226.45,50.13,154959667.63,0,0.83,2147075410962.11,400.21,906499451592.47,5e-17,1,0.83
0.05,4.5,12789.465,4263018311.06,220098447.89,46619313.51,50.11,186476557.09,0,0.8,2732629237072.17,420.82,1153828676435.21,5e-17,1,0.8
0.05,5,11015.04,4837457795.77,249727895.22,52911987.85,50.1,211649230.53,0,0.89,2671525883060.9,362.08,1128922701985.89,5e-17,1,0.89
0.1,0.75,1490.47,0,0,0,36.89,0.24,0,0,555698.7,8.15,3262734.35,5e-17,1,0
0.1,1.25,1159.625,0,0,0,48.37,0.39,0,0,1616598.89,6.56,3208573.88,5e-17,1,0
0.1,1.75,1402.405,0,0,0,50.01,0.34,0,0,3778796.39,7.02,3710247.01,5e-17,1,0
0.1,2.25,3790.915,0,0,0,50.04,0.32,0,0,11435736.49,12.36,6624064.16,5e-17,1,0
0.1,2.75,17525.71,442518283.84,23250486.76,4846247.24,50.06,19385496.23,0,0.12,342978486911.53,573.83,142586842420.53,5e-17,1,0.12
0.1,3.25,15030.505,1908838458.34,100360310.36,20892564.43,50.08,83571386.22,0,0.49,1424923321454.58,493.6,591507255422.36,5e-17,1,0.49
0.1,3.75,14290.68,2987037768.42,157097687.09,32686348.84,50.08,130747187.47,0,0.67,2159434828313.81,469.89,895879787942.04,5e-17,1,0.67
0.1,4.25,12368.555,3808139622.4,200411669.78,41646412.24,50.11,166589553.97,0,0.77,2393545106254.1,406.49,990210059245.95,5e-17,1,0.77
0.1,4.75,11911.94,4455413162.97,234661250.55,48686507.47,50.15,194747107,0,0.85,2713155605251.56,391.81,1120999578088.17,5e-17,1,0.85
0.1,0.5,2245.675,0,0,0,24.78,0.41,0,0,254272.15,10.88,3629981.6,5e-17,1,0
0.1,1,1228.11,0,0,0,44.26,0.21,0,0,978721.65,7.07,3105684.75,5e-17,1,0
0.1,1.5,1195.745,0,0,0,49.66,0.26,0,0,2510547.59,6.56,3404230.68,5e-17,1,0
0.1,2,1882.275,0,0,0,50.08,0.1,0,0,5862213.1,8.38,4354517.19,5e-17,1,0
0.1,2.5,14960.73,24.81,1.19,0.22,50.05,1.17,0,0,39224807.68,32.81,18184114.92,5e-17,1,0
0.1,3,15723.98,1240071771.23,65170288.49,13578882.33,50.05,54312832.36,0,0.33,945840796477.66,515.95,392986245280,5e-17,1,0.33
0.1,3.5,14324.53,2487854411.06,130814071.51,27228689.48,50.07,108914111.93,0,0.61,1789190261987.76,470.78,742716374119.84,5e-17,1,0.61
0.1,4,13157.84,3418848789.99,179987823.74,37375958.77,50.13,149505665.16,0,0.7,2283138435702.48,432.55,945251545203.09,5e-17,1,0.7
0.1,4.5,12138.155,4155295165.31,218569196.04,45468278.36,50.08,181875645.59,0,0.79,2569907505693.04,398.94,1065629593369.22,5e-17,1,0.79
0.1,5,11350.805,4736509892.55,249291361.13,51796269.32,50.11,207185451.5,0,0.82,2749376376445.66,373.24,1138563410235.41,5e-17,1,0.82
0.15,0.75,1586.91,0,0,0,34.88,0.28,0,0,509172.33,8.41,3233742.27,5e-17,1,0
0.15,1.25,1152.64,0,0,0,48.18,0.17,0,0,1636340.39,6.46,3403958.02,5e-17,1,0
0.15,1.75,1319.045,0,0,0,49.95,0.13,0,0,3603247.65,6.71,3653723.89,5e-17,1,0
0.15,2.25,3147.735,0,0,0,50.04,0.38,0,0,10281725.73,11.09,6117340.06,5e-17,1,0
0.15,2.75,17725.415,258921825.1,13860334.25,2836010.32,50.07,11344326.61,0,0.09,188416689192.39,578.87,76910352404.81,5e-17,1,0.09
0.15,3.25,15180.955,1761265136.23,94308592.23,19288030.88,50.04,77152118.7,0,0.46,1348102932855.77,498.41,549749697678.46,5e-17,1,0.46
0.15,3.75,13496.73,2852451620.04,152897884.36,31206462.68,50.09,124826592.89,0,0.67,1977718745862.05,443.43,805066947175.16,5e-17,1,0.67
0.15,4.25,12010.745,3691727187.26,197942011.84,40374021.86,50.09,161490354.52,0,0.81,2292585110496.13,394.39,932667353128.3,5e-17,1,0.81
0.15,4.75,11244.505,4350180326.56,233473115.69,47537886.4,50.15,190150340.86,0,0.89,2542138024833.99,369.45,1031663841219.36,5e-17,1,0.89
0.15,0.5,2549.475,0,0,0,21.27,0.34,0,0,220989.01,11.69,3594244.66,5e-17,1,0
0.15,1,1278.125,0,0,0,43.36,0.13,0,0,962875.94,7.32,3240013.85,5e-17,1,0
0.15,1.5,1173.845,0,0,0,49.46,0.16,0,0,2272072.87,6.38,3198784.46,5e-17,1,0
0.15,2,1691.87,0,0,0,50.04,0.23,0,0,5561098.07,8.21,4249156.4,5e-17,1,0
0.15,2.5,10892.31,9,0.42,0.12,50.05,0.66,0,0,27234410.06,23.62,12918820.03,5e-17,1,0
0.15,3,16480.415,1075198968.02,57571588.7,11775874,50.04,47103168.58,0,0.28,872005520706,540.84,355735168081.6,5e-17,1,0.28
0.15,3.5,14032.485,2336496509.08,125305995.42,25547747.88,50.13,102190620.85,0,0.63,1672974343574.51,460.63,680104993603.34,5e-17,1,0.63
0.15,4,12831.57,3301422130.93,176909312.29,36131981.31,50.07,144528442.17,0,0.72,2183248991833.71,421.53,888403809915.24,5e-17,1,0.72
0.15,4.5,11817.01,4034232366.57,216588071.57,44067408.13,50.17,176271459.38,0,0.84,2474775922695.63,388.31,1003105094560.92,5e-17,1,0.84
0.15,5,11055.35,4630551470.17,248611339.67,50583828,50.17,202335556.02,0,0.9,2666999369983.04,363.36,1081596516636.82,5e-17,1,0.9
0.2,0.75,1689.715,0,0,0,33.26,0.53,0,0,495642.59,9.01,3433664.16,5e-17,1,0
0.2,1.25,1171.525,0,0,0,47.21,0.34,0,0,1501668.56,6.71,3265362.82,5e-17,1,0
0.2,1.75,1290.275,0,0,0,49.96,0.26,0,0,3490278.79,6.71,3659947.82,5e-17,1,0
0.2,2.25,2711.7,0,0,0,50.03,0.17,0,0,8492925.21,10.09,5182813.82,5e-17,1,0
0.2,2.75,18250.5,84954844.98,4631121.75,931036.98,50.04,3724039.14,0,0,42806667792.27,572.02,17142062267.42,5e-17,1,0
0.2,3.25,15542.285,1596751504.35,87198697.65,17464951.58,50.11,69857646.73,0,0.4,1272802761509.62,510.4,508332749495.58,5e-17,1,0.4
0.2,3.75,13843.23,2725841301.95,148706793.19,29849757.64,50.04,119398643.65,0,0.6,1971995160194.01,454.95,789270368421.67,5e-17,1,0.6
0.2,4.25,11951.115,3570613318.61,195114342.61,39033838.53,50.13,156134521.13,0,0.79,2244954802289.39,392.44,894865650367.72,5e-17,1,0.79
0.2,4.75,11561.525,4249177198.23,232133033.63,46468874.83,50.11,185875057.32,0,0.84,2599511707453.68,379.92,1036758629057,5e-17,1,0.84
0.2,0.5,2930.23,0,0,0,18.91,0.54,0,0,202410.89,13.15,3824614.57,5e-17,1,0
0.2,1,1342.615,0,0,0,41.37,0.15,0,0,860167.8,7.19,3074519.37,5e-17,1,0
0.2,1.5,1167.665,0,0,0,49.36,0.24,0,0,2260364.79,6.4,3308386.04,5e-17,1,0
0.2,2,1624.965,0,0,0,50.04,0.11,0,0,5215819.71,7.59,4102336.82,5e-17,1,0
0.2,2.5,8191.23,1.08,0.06,0.04,50.04,0.39,0,0,21756183.21,19.42,10569172.56,5e-17,1,0
0.2,3,16560.8,910326511.19,49640974.33,9971158.6,50.03,39884746.31,0,0.3,746808829591.57,543.42,299200325307.75,5e-17,1,0.3
0.2,3.5,14423.035,2196602467.72,119968839.16,24024660.17,50.11,96097883.2,0,0.56,1646660146865.06,473.6,658115398461.42,5e-17,1,0.56
0.2,4,12543.58,3180247806.1,173501430.81,34825951.93,50.04,139301056.43,0,0.75,2089489434096.19,411.89,835982290344.5,5e-17,1,0.75
0.2,4.5,12082.175,3929861147.64,214683394.71,42976515.17,50.11,171905317.98,0,0.76,2508692153693.21,396.92,1001197279033.11,5e-17,1,0.76
0.2,5,11215.245,4531607820.63,247784960.94,49510435.2,50.16,198043216.03,0,0.82,2696786600747.47,368.52,1075312468529.14,5e-17,1,0.82
0.25,0.75,1841.6,0,0,0,30.73,0.49,0,0,461305.46,9.31,3527859.48,5e-17,1,0
0.25,1.25,1187.38,0,0,0,46.25,0.31,0,0,1340665.82,6.73,3071775.24,5e-17,1,0
0.25,1.75,1269.2,0,0,0,49.72,0.36,0,0,2948905.86,6.33,3197681.01,5e-17,1,0
0.25,2.25,2276.83,0,0,0,50.03,0.34,0,0,7970311.04,9.51,4988195.55,5e-17,1,0
0.25,2.75,18250.5,435.86,24.72,5.1,50.09,20.83,0,0,194256733.19,146.47,78291347.71,5e-17,1,0
0.25,3.25,15454.3,1444537795.31,80313933.09,15803648.43,50.1,63216449.78,0,0.46,1160565067255.22,507.2,455576337625.43,5e-17,1,0.46
0.25,3.75,13688.415,2584595528.84,143725991.46,28272417.77,50.1,113090544.56,0,0.63,1879788980260.11,449.63,737031747045.02,5e-17,1,0.63
0.25,4.25,12139.11,3454006716.84,192150111.94,37760589.92,50.08,151024922.26,0,0.8,2247184846121.03,398.65,881687339189.95,5e-17,1,0.8
0.25,4.75,10968.185,4143970413.05,230528447.82,45316926.82,50.11,181268189.01,0,0.87,2443174699030.11,360.35,956973237127.22,5e-17,1,0.87
0.25,0.5,3875.35,0.12,0,0,15.28,0.81,0,0,164843.44,13.57,3685876.35,5e-17,1,0
0.25,1,1371.31,0,0,0,41.23,0.2,0,0,904695.57,7.76,3453319.96,5e-17,1,0
0.25,1.5,1136.655,0,0,0,49.27,0.2,0,0,2115895.44,6.24,3222501.86,5e-17,1,0
0.25,2,1514.935,0,0,0,50,0.21,0,0,4899612.9,7.64,3968674.4,5e-17,1,0
0.25,2.5,5912.92,0,0,0,50.04,0.49,0,0,17404525.64,15.7,8653206.58,5e-17,1,0
0.25,3,16297.065,737110228.05,40955075.09,8069034.3,50.07,32276029.23,0,0.26,594677903153.96,534.2,233644555580.9,5e-17,1,0.26
0.25,3.5,13966.985,2062415170.23,114587534.5,22582199.7,50.05,90328692.49,0,0.62,1515704889222,458.6,595787881078.26,5e-17,1,0.62
0.25,4,13139.445,3051552656.9,169616476.86,33399788.21,50.07,133599187.14,0,0.71,2141341625201.88,431.63,840686844378.1,5e-17,1,0.71
0.25,4.5,12497.03,3817685302.86,212405021.04,41741102.37,50.12,166967117.79,0,0.76,2568063854474.51,410.85,1006171043197.39,5e-17,1,0.76
0.25,5,11086.605,4433633598.62,246779976.87,48455402.65,50.14,193820229.04,0,0.9,2651697595623.5,364.36,1036284617990.6,5e-17,1,0.9
0.3,0.75,2139.47,0,0,0,26.51,0.45,0,0,392839.89,10.43,3342810.86,5e-17,1,0
0.3,1.25,1229.83,0,0,0,45.33,0.33,0,0,1283243.46,6.78,3099083.88,5e-17,1,0
0.3,1.75,1209.38,0,0,0,49.83,0.22,0,0,3082132.01,6.28,3469477.96,5e-17,1,0
0.3,2.25,2011.92,0,0,0,50.03,0.22,0,0,7135944.18,8.96,4590930.28,5e-17,1,0
0.3,2.75,17251.865,53.18,3.17,0.62,50.06,2.63,0,0,70387522.83,53.02,29009477.48,5e-17,1,0
0.3,3.25,16154.805,1290783530.82,73057439.8,14121141.47,50.1,56483489.24,0,0.37,1102326816583.15,530.56,425283579723.56,5e-17,1,0.37
0.3,3.75,13679.155,2448672643.15,138667931.14,26773185.67,50.12,107094041.98,0,0.65,1809344857229.24,449.12,696666206754.06,5e-17,1,0.65
0.3,4.25,11755.68,3340126778.77,189069741.46,36542295.86,50.09,146169443.63,0,0.81,2134451395797.71,385.93,822189840373.86,5e-17,1,0.81
0.3,4.75,10373.37,4037679489.27,228690108.63,44146745.85,50.12,176587964,0,0.88,2285758200739.57,340.38,878527747734.73,5e-17,1,0.88
0.3,0.5,4589.45,0,0,0,12.85,0.91,0,0,150886.33,15.27,4133872.55,5e-17,1,0
0.3,1,1451.695,0,0,0,38.8,0.53,0,0,838144.08,8.37,3438036.13,5e-17,1,0
0.3,1.5,1171.16,0,0,0,48.8,0.2,0,0,2076867.29,6.07,3301868.37,5e-17,1,0
0.3,2,1468.47,0,0,0,50,0.19,0,0,4441312.33,6.97,3710554.71,5e-17,1,0
0.3,2.5,4204.61,0,0,0,50.04,0.15,0,0,15027333.26,14.04,7659928.78,5e-17,1,0
0.3,3,17156.02,578879958.67,32719001.36,6342337.82,50.02,25368817.9,0,0.2,491988520897.94,562.17,190238479121.89,5e-17,1,0.2
0.3,3.5,14609.035,1903913251.62,107880359.18,20804237.23,50.16,83215612.39,0,0.55,1490225380716.32,479.52,572949620227.79,5e-17,1,0.55
0.3,4,12740.255,2927861313.49,165642537.48,32049947.32,50.06,128198746.1,0,0.75,2023731713308.7,418.29,781332385518.27,5e-17,1,0.75
0.3,4.5,11057.315,3705511964.55,209898877.66,40511074.88,50.13,162044101.93,0,0.88,2233129811577.64,362.9,858311221266.37,5e-17,1,0.88
0.3,5,11652.35,4339679583,245630534.84,47484514.51,50.08,189939951.73,0,0.83,2777431559840.86,383.15,1070931045182.61,5e-17,1,0.83
0.35,0.75,2345.42,0,0,0,23.71,0.38,0,0,365830.96,11.09,3488338.74,5e-17,1,0
0.35,1.25,1229.155,0,0,0,44.98,0.22,0,0,1257003.42,7.24,3208422.6,5e-17,1,0
0.35,1.75,1207.1,0,0,0,49.64,0.3,0,0,2803882.04,6.1,3271705.13,5e-17,1,0
0.35,2.25,1962.535,0,0,0,50.02,0.35,0,0,6511419.51,8.2,4305959.5,5e-17,1,0
0.35,2.75,14915.01,22.94,1.38,0.19,50.04,0.85,0,0,42804423.87,33.21,18041140.3,5e-17,1,0
0.35,3.25,16147.23,1146294080.76,65963380.85,12553074.83,50.04,50211772.87,0,0.41,985821698735.61,529.94,374204145705.95,5e-17,1,0.41
0.35,3.75,14392.52,2322106757.29,133706460.74,25414799.64,50.07,101659026.46,0,0.63,1837351843475.94,472.86,696547664614.01,5e-17,1,0.63
0.35,4.25,12607.16,3228443656.38,185819833.29,35353239.33,50.04,141412128.23,0,0.76,2254355950852.17,414.11,855250647849.43,5e-17,1,0.76
0.35,4.75,12014.555,3929311917.1,226588189.37,42941117.84,50.15,171764926.07,0,0.8,2635014794809.26,394.89,995156132881.81,5e-17,1,0.8
0.35,0.5,7400.585,9.31,0.08,0.89,9.55,4.19,0,0,112672.32,17.45,3892655.16,5e-17,1,0
0.35,1,1536.475,0,0,0,36.99,0.41,0,0,778386.4,8.51,3441533.81,5e-17,1,0
0.35,1.5,1155.705,0,0,0,48.18,0.23,0,0,1901264.47,6.44,3154350.01,5e-17,1,0
0.35,2,1456.825,0,0,0,50.03,0.29,0,0,4192800.79,6.69,3615958.95,5e-17,1,0
0.35,2.5,3798.97,0,0,0,50.09,0.21,0,0,12232658.05,11.92,6387044.84,5e-17,1,0
0.35,3,17313.62,406823298.67,23409505.05,4455226.89,50.05,17820353.39,0,0.16,340754457126.94,566.54,129390486492.5,5e-17,1,0.16
0.35,3.5,15035.415,1774018897.61,102145000.88,19416527.78,50.07,77666789.63,0,0.51,1451713806906.86,493.75,550531003932.1,5e-17,1,0.51
0.35,4,13423.01,2795425286.97,161105008.74,30566164.17,50.12,122264339.34,0,0.68,2073898741894.55,440.96,784634972571.59,5e-17,1,0.68
0.35,4.5,12349.07,3598889200.94,207321549.52,39371930.23,50.09,157487937.77,0,0.69,2472425183912.08,405.78,936504306529.16,5e-17,1,0.69
0.35,5,11695.615,4234737048.8,244131580.77,46291472.7,50.13,185166109.3,0,0.88,2768791374156.77,384.35,1045710011917.92,5e-17,1,0.88
0.4,0.75,2592.335,0,0,0,20.95,0.77,0,0,311475.29,11.59,3393632.96,5e-17,1,0
0.4,1.25,1264.95,0,0,0,44.33,0.58,0,0,1254075.48,7.26,3393249.62,5e-17,1,0
0.4,1.75,1184.41,0,0,0,49.34,0.21,0,0,2659624.2,6.28,3220383.3,5e-17,1,0
0.4,2.25,1808.19,0,0,0,50.03,0.14,0,0,6028417.13,7.89,4099261.5,5e-17,1,0
0.4,2.75,10672.31,6.96,0.33,0.08,50.04,0.45,0,0,29777745.9,24.24,12843867.04,5e-17,1,0
0.4,3.25,16213.92,995617146.49,58268639.32,10907422.99,50.02,43629403.04,0,0.36,867425149832.48,532.03,323888064507.94,5e-17,1,0.36
0.4,3.75,12819.19,2188692861.82,128214908.67,23953306.74,50.07,95810633.86,0,0.68,1557223893613.73,420.36,580279483709.1,5e-17,1,0.68
0.4,4.25,12753.92,3102613222.49,181887829.77,33930723.98,50.11,135722179.15,0,0.69,2232151515560.17,418.88,831013673138.13,5e-17,1,0.69
0.4,4.75,11219.12,3828331255.33,224446773.73,41866034.63,50.11,167462038.95,0,0.89,2429637856462.42,368.42,902854421616,5e-17,1,0.89
0.4,0.5,10333.165,9.98,0.15,1.41,6.59,6.55,0,0,77888.24,17.7,3470890.96,5e-17,1,0
0.4,1,1602.825,0,0,0,35.26,0.31,0,0,697854.42,8.86,3349748.64,5e-17,1,0
0.4,1.5,1147.625,0,0,0,47.96,0.12,0,0,1832005.62,6.55,3184438.98,5e-17,1,0
0.4,2,1406.35,0,0,0,49.88,0.32,0,0,3979795.8,6.88,3541809.8,5e-17,1,0
0.4,2.5,2973.77,0,0,0,50.09,0.19,0,0,11323318.71,10.86,6066442.49,5e-17,1,0
0.4,3,17832.325,238190888.91,13939893.83,2609281.24,50.07,10436868.87,0,0.05,191582912170.74,577.56,71543938132.52,5e-17,1,0.05
0.4,3.5,15437.85,1634088479.76,95689407.88,17892500.4,50.05,71568664.57,0,0.45,1392451408880.89,506.94,519247095319.48,5e-17,1,0.45
0.4,4,13112.39,2664265291.31,156331209.26,29105471.49,50.17,116421817.57,0,0.76,1962086475531.18,430.5,728822598487.55,5e-17,1,0.76
0.4,4.5,11851.1,3486724018.93,204380689.36,38138023.75,50.1,152552289.56,0,0.81,2333353694262.43,389.14,867992012871.03,5e-17,1,0.81
0.4,5,11421.025,4135753995.48,242522269.92,45219305.01,50.12,180877298.78,0,0.79,2682914324045,375.16,997534179283.4,5e-17,1,0.79
0.45,0.75,3205.825,0,0,0,17.65,0.7,0,0,288952.34,12.59,3659873.44,5e-17,1,0
0.45,1.25,1311.865,0,0,0,42.51,0.32,0,0,1191111.17,7.4,3428645.3,5e-17,1,0
0.45,1.75,1197.82,0,0,0,49.23,0.18,0,0,2592427.69,6.68,3266367.84,5e-17,1,0
0.45,2.25,1682.195,0,0,0,50.04,0.24,0,0,5772981.6,7.69,4047411.11,5e-17,1,0
0.45,2.75,7671.415,1.52,0.12,0.02,50.04,0.23,0,0,23746743.64,19.02,10486776.55,5e-17,1,0
0.45,3.25,17041.57,835709596.68,49772992.73,9149616.72,50.06,36597631.7,0,0.2,773268319761.66,559.17,283625641677.64,5e-17,1,0.2
0.45,3.75,14066.41,2054250229.97,122406493.09,22478989.69,50.08,89917454.09,0,0.56,1634044351706.21,461.74,598419752297.7,5e-17,1,0.56
0.45,4.25,12644.11,2987381289.73,178059897.92,32682450.24,50.09,130727357.62,0,0.75,2160575082504.35,415.2,790186585634.38,5e-17,1,0.75
0.45,4.75,11249.63,3724165135.41,222025224.61,40735331.83,50.1,162940806.73,0,0.87,2409170516013.16,369.27,881765776179.19,5e-17,1,0.87
0.45,0.5,13672.2,31.96,0.22,5.83,4.35,24.73,0,0,48500.64,16.36,2796903.07,5e-17,1,0
0.45,1,1714.445,0,0,0,33.14,0.4,0,0,675600.68,9.45,3535313.96,5e-17,1,0
0.45,1.5,1190.295,0,0,0,47,0.38,0,0,1669765.81,6.74,3043847.4,5e-17,1,0
0.45,2,1311.315,0,0,0,49.93,0.17,0,0,3708984.84,6.34,3414330.98,5e-17,1,0
0.45,2.5,2501.635,0,0,0,50.04,0.1,0,0,9549262.75,9.85,5248940.51,5e-17,1,0
0.45,3,18177.445,74471721.66,4431956.9,815989.36,50.08,3263341.4,0,0.01,40980302069.15,551.92,15034278814.75,5e-17,1,0.01
0.45,3.5,14825.49,1492757841.25,88888332.38,16347589.59,50.04,65390370.99,0,0.48,1233837619919.81,486.36,452514745590.89,5e-17,1,0.48
0.45,4,13146.785,2554324897.76,152144190.45,27966714.56,50.05,111864526.78,0,0.64,1911797437605.45,431.53,701093488069.37,5e-17,1,0.64
0.45,4.5,12227.14,3372328550.73,201141136.81,36865843.33,50.13,147465076.82,0,0.74,2369768576508.49,401.5,865889935597.78,5e-17,1,0.74
0.45,5,11082.405,4031816741.84,240607585.97,44049750.38,50.16,176198441.25,0,0.87,2578716299636.69,363.9,941260119484.11,5e-17,1,0.87
0.5,0.75,4219.33,0.85,0.01,0.07,15.14,0.91,0,0,246064.33,13.94,3696345.75,5e-17,1,0
0.5,1.25,1380.63,0,0,0,41.45,0.46,0,0,1116396.06,7.72,3426224.48,5e-17,1,0
0.5,1.75,1186.42,0,0,0,48.77,0.14,0,0,2365680.63,6.16,3097270.88,5e-17,1,0
0.5,2.25,1551.645,0,0,0,49.98,0.26,0,0,5317611.77,7.58,3838694.47,5e-17,1,0
0.5,2.75,5809.88,0.3,0.02,0.01,50.02,0.16,0,0,19294269.64,15.77,8732216.41,5e-17,1,0
0.5,3.25,17374.855,689680717.48,41736050.82,7557349.92,50.01,30229827.42,0,0.19,652801737203.7,570.02,235833820765.43,5e-17,1,0.19
0.5,3.75,14319.56,1920969118.67,116384163.81,21022205.59,50.08,84088365.55,0,0.59,1579767792634.29,470.08,569167548974.95,5e-17,1,0.59
0.5,4.25,12538.05,2869773151.97,173916445.39,31396503.57,50.09,125586498.85,0,0.76,2089856612324.8,411.52,752062457020.07,5e-17,1,0.76
0.5,4.75,11600.125,3615769701.95,219282878.18,39527990.16,50.13,158113215.21,0,0.85,2453320209165.32,380.98,881267925095.61,5e-17,1,0.85
0.5,0.5,15171.2,45.76,0.48,10.35,2.98,41.02,0,0,28782.67,12.21,2025102.65,5e-17,1,0
0.5,1,1913.22,0,0,0,30.88,0.58,0,0,619943.33,9.94,3572640.85,5e-17,1,0
0.5,1.5,1199.78,0,0,0,46.79,0.39,0,0,1702332.83,6.88,3263764.6,5e-17,1,0
0.5,2,1276.435,0,0,0,49.9,0.35,0,0,3516515.95,6.58,3353262.34,5e-17,1,0
0.5,2.5,2363.635,0,0,0,50.03,0.54,0,0,8838506.03,9.52,4991965.7,5e-17,1,0
0.5,3,18250.5,498.27,30.19,5.86,50.05,22.86,0,0,216022303.62,150.6,79803201.26,5e-17,1,0
0.5,3.5,15153.715,1347133919.72,81583940.01,14748060.15,50.06,58990660.98,0,0.47,1153953364126.3,497.46,416053676842.69,5e-17,1,0.47
0.5,4,13283.28,2426908100.28,147018232.76,26563189.22,50.07,106254169.44,0,0.71,1863067291281.61,436.06,671145634868.71,5e-17,1,0.71
0.5,4.5,11839.34,3254603324.89,197561070.69,35538374.62,50.19,142153265,0,0.81,2248653754310.49,388.59,806389359634.81,5e-17,1,0.81
0.5,5,10967.585,3936851306.37,238681809.28,43054138.53,50.11,172216949.01,0,0.93,2528570866525.13,360.04,908867323638.89,5e-17,1,0.93
0.55,0.75,5288.485,1.21,0.01,0.13,12.57,0.93,0,0,208217.23,15.15,3810366.94,5e-17,1,0
